CityTown,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,
Philadelphia,outside United States Custom House,PA,US,2018-07-22,more than 150,150,,150,,,general protestors; Jewish activists,Protesting Trump administration's immigration policies,1,protest,0,0,0,0,1,1,http://www.philly.com/philly/news/protest-jews-immigration-ics-trump-policy-20180722.html,http://jewishexponent.com/2018/07/25/protesters-mark-tisha-bav-fast-with-immigration-rally/,,,
San Francisco,Embarcadero,CA,US,2018-07-22,,,,,,,general protestors,Rallying against Trump immigration policies,1,rally,0,0,0,0,1,1,http://www.cbs8.com/clip/14510447/dozens-attend-embarcadero-human-rights-rally,,,,
Alfred,York County Superior Court,ME,US,2018-07-23,na,24,,24,,,teachers,Rallying for teacher accused of sexual misconduct,0,rally,0,0,0,0,1,1,http://www.sunjournal.com/colleagues-rally-behind-kennebunk-teacher-accused-of-sex-with-student/,,,,
Protesting Sparrow + Wolf; fois gras dish,Capaha Park,MO,US,2018-07-23,more than 30,30,,30,,,union members,Rallying against right-to-work proposal,0,rally,0,0,0,0,1,1,http://www.semissourian.com/story/2539577.html,,,,
Cleveland,RTA Headquarters,OH,US,2018-07-23,,,,,,,Clevelanders for Public Transit,Rally for RTA reform,0,rally,0,0,0,0,1,1,https://www.wkyc.com/article/news/local/cleveland/local-group-hosts-march-rally-in-hopes-of-sparking-rta-reform/95-576832811,,,,
Lansing,110 N Capital Ave,MI,US,2018-07-23,FB: 142,142,,142,,,Sunrise Movement,protesting Attorney General Bill Schuette,0,rally,0,0,0,0,1,1,https://www.facebook.com/events/223586251756054/,,,,
Loves Park,Hilton Home Suites,IL,US,2018-07-23,about 35,35,,35,,,general protestors,Protesting unfair hiring practices,0,protest,0,0,0,0,1,1,http://www.wifr.com/content/news/Local-carpenters-protest-Loves-Park-project-488945941.html,,,,
New York,outside Philippine Consulate General,NY,US,2018-07-23,around 70,70,,70,,,general protestors,protesting President Duterte's Peoples State of the Nation address,0,protest,0,0,0,0,1,1,http://www.fightbacknews.org/2018/7/26/people-s-state-nation-protest-nyc-philippines-consulate,,,,
New York,outside Philippine Consulate General,NY,US,2018-07-23,15 people,15,,15,,,general protestors,supporting President Duterte; martial law,0,counter-protest,0,0,0,0,0,1,http://www.fightbacknews.org/2018/7/26/people-s-state-nation-protest-nyc-philippines-consulate,,,,
Orlando,City Hall,FL,US,2018-07-23,,,,,,,TRUST Orlando,rallying in support of resolution that supports undocumented immigrants,1,rally,,,,,1,1,http://www.mynews13.com/fl/orlando/news/2018/07/20/orlando-rally-planned-ahead-of-commission-vote-on-immigrant-resolution,,,,
Philadelphia,Union League on South Broad Street,PA,US,2018-07-23,dozens,24,,24,,,Handmaid's Tale Brigade; coalition of organizations; general protestors,protesting the Trump/Pence government,1,protest,0,0,0,0,1,1,https://www.phillyvoice.com/mike-pence-in-philly-protest-handmaids-tale-brigade-union-league-philadelphia/,https://www.10news.com/news/-handmaid-s-tale-demonstrators-protest-pence-in-philly,,,
Providence,Rhode Island Hospital,RI,US,2018-07-23,hundreds,200,,200,,,United Nurses; Allied Professionals Local 5098,Rallying for striking nurses,0,rally; strike,0,0,0,0,1,1,http://www.heraldnews.com/news/20180723/hundreds-rally-outside-ri-hospital-as-nurses-union-strike-begins,,,,
San Diego,,CA,US,2018-07-23,,,,,,,general protestors,Protesting anti-homeless laws,0,protest,0,0,0,0,1,1,http://www.cbs8.com/story/38712315/homeless-rally-against-rv-parking-restrictions,,,,
Saraland,Saraland Municipal Court,LA,US,2018-07-23,,,,,,,coalition of organizations,Rally for justice for Chikesia Clemons,1,rally,,,,,1,1,https://www.facebook.com/events/265500424004463/,,,,
Adams,Adams-Friendship Middle School,WI,US,2018-07-24,na,5,,5,,,general protestors,Protesting Secretary DeVos,1,protest,0,0,0,0,1,1,https://www.wiscnews.com/juneaucountystartimes/news/local/education-secretary-devos-speaks-in-adams-amid-protests/article_9f3aede4-562d-5433-abf4-0b5a43dcd21b.html,,,count from pic,
Avenel,Amazon Fulfillment Center,NJ,US,2018-07-24,,,,,,,Warehouse Workers Stand Up,Rallying for better working conditions,0,rally,0,0,0,0,1,1,https://www.northjersey.com/story/money/2018/07/24/warehouse-workers-bring-fight-better-wages-conditions-amazon/821091002/,,,,
Corpus Christi,Corpus Christi Medical Center,TX,US,2018-07-24,several dozen,24,,24,,,nurses,Protesting for more staffing,0,protest,0,0,0,0,1,1,https://www.caller.com/story/news/local/2018/07/24/nurses-picket-south-texas-hospital-plead-more-staffing/823125002/,,,,
Ithaca,the Commons,NY,US,2018-07-24,about 100,100,,100,,,UALE,Rallying for minimum wage increase,0,rally,0,0,0,0,1,1,https://www.ithacajournal.com/story/news/local/2018/07/24/groups-rally-ithaca-commons-increase-minimum-wage/825939002/,,,,
Grand Junction,Mesa County Fairgrounds,CO,US,2018-07-24,na,7,,7,,,PETA,Protesting animal exhibit,0,protest,0,0,0,0,1,1,https://www.westernslopenow.com/news/local-news/animal-rights-group-protests-at-mesa-county-fair/1320394245,,,partial count from pic,
Kansas City,10th Street and Broadway,MO,US,2018-07-24,roughly 150,150,,150,,,general protestors,Protesting Trump administration,1,protest,0,0,0,0,1,1,https://www.kansascity.com/news/politics-government/article215361935.html,,,,
Kansas City,12th and Central streets,MO,US,2018-07-24,perhaps twice (the roughly 150),300,,300,,,general protestors,Protesting Trump administration,1,protest,0,0,0,0,1,1,https://www.kansascity.com/news/politics-government/article215361935.html,,,,
Lancaster,Bible College campus,PA,US,2018-07-24,,,,,,,general protestors,Rallying against Ryan Anderson,0,rally,0,0,0,0,1,1,https://lancasteronline.com/news/local/lgbt-advocates-to-rally-during-conservative-christian-author-s-speech/article_549d5844-8ead-11e8-a4c8-77efe5921c2d.html,,,,
Long Beach,East Park Boulevard and Long Beach Boulevard,NY,US,2018-07-24,na,5,,5,,,general protestors,Protesting circumcision,0,protest,0,0,0,0,1,1,"http://www.liherald.com/stories/protesters-in-long-beach-denounce-circumcision,105610",,,count from pic,
North Dartmouth,Bristol County House of Corrections,MA,US,2018-07-24,na,71,,71,,,prisoners; detainees,Protesting poor conditions within the prison,1,protest; hunger-strike,0,0,0,0,1,1,https://www.wgbh.org/news/local-news/2018/07/25/prisoners-in-bristol-county-launch-hunger-strike-in-solidarity-with-ice-detainees,,,Ongoing hunger-strike,
St Louis,BP on Delmar and Goodfellow,MO,US,2018-07-24,several dozen,36,,36,,,general protestors,Protesting BP over a viral video,0,protest,0,0,0,0,1,1,https://www.ksdk.com/article/news/local/viral-video-sparks-protests-outside-gas-station/63-577789049,https://www.stltoday.com/news/local/crime-and-courts/heated-moments-between-protesters-and-police-outside-st-louis-gas/article_0b9538cd-31d7-5c45-bc25-6cdb11fb68d0.html,,continued until 07/26 ,
Westfield,Outside the home of Wells Fargo board member,NJ,US,2018-07-24,na,10,,10,,,general protestors,Protesting Wells Fargo involvement with immigration enforcement,1,protest,0,0,0,0,1,1,https://www.mycentraljersey.com/story/news/new-jersey/2018/07/24/immigration-protesters-rally-outside-wells-fargo-board-members-house/821636002/,,,partial count from pic,
Billings,MetraPark ,MT,US,2018-07-25,,,,,,,general protestors,attending America First Policies rally,2,rally,0,0,0,0,1,1,https://mtstandard.com/news/state-and-regional/crowd-of-supporters-protesters-arrive-early-for-mike-pence-event/article_f017a850-ffd8-55c6-a72b-885e3bae338f.html,,,,
Billings,MetraPark ,MT,US,2018-07-25,two dozen,24,,24,,,general protestors,protesting Mike Pence visit,1,protest,0,0,0,0,0,1,https://mtstandard.com/news/state-and-regional/crowd-of-supporters-protesters-arrive-early-for-mike-pence-event/article_f017a850-ffd8-55c6-a72b-885e3bae338f.html,,,,
Chattanooga,,TN,US,2018-07-25,,,,,,,Red for Fed,Rallying against limiting union work on government time,1,rally,,,,,1,1,https://www.theleafchronicle.com/story/news/local/fort-campbell/2018/07/25/trump-move-limit-union-work-sparks-fort-campbell-nashville-protests/828809002/,,,,
Clarksville,,TN,US,2018-07-25,,,,,,,Red for Fed,Rallying against limiting union work on government time,1,rally,,,,,1,1,https://www.theleafchronicle.com/story/news/local/fort-campbell/2018/07/25/trump-move-limit-union-work-sparks-fort-campbell-nashville-protests/828809002/,,,,
Detroit,outside McNamara Federal building,MI,US,2018-07-25,more than 100,100,,100,,,Red for Fed,Rallying against limiting union work on government time,1,rally,0,0,0,0,1,1,https://www.detroitnews.com/story/news/local/detroit-city/2018/07/25/federal-employees-protest-trump-executive-orders-detroit/830413002/,,,,
Fort Campbell,,TN,US,2018-07-25,,,,,,,Red for Fed,Rallying against limiting union work on government time,1,rally,,,,,1,1,https://www.theleafchronicle.com/story/news/local/fort-campbell/2018/07/25/trump-move-limit-union-work-sparks-fort-campbell-nashville-protests/828809002/,,,,
Grand Forks,Alerus Center to Hilton Garden Inn,ND,US,2018-07-25,about 40,40,,40,,,general protestors,March for inclusivity; protesting VP Mike Pence,1,march; protest,,,,,1,1,https://bismarcktribune.com/news/state-and-regional/protesters-stage-inclusivity-march-outside-vice-president-pence-event/article_f9372e20-e695-5efa-8a99-a0e93ca6e20e.html,,,,
Harrisburg,,PA,US,2018-07-25,,,,,,,Red for Fed,Rallying against limiting union work on government time,1,rally,0,0,0,0,1,1,https://www.facebook.com/PAAFLCIO/posts/1736251313089376,,,,
Howell,outside Livingston County Jail,MI,US,2018-07-25,more than a dozen,12,,12,,,general protestors,calling for justice for Jerome Kowalski,0,rally; protest,0,0,0,0,1,1,https://www.livingstondaily.com/story/news/local/2018/07/25/kowalskis-family-ask-prosecutor-charge-brennan-perjury/836339002/,,,,
Knoxville,,TN,US,2018-07-25,,,,,,,Red for Fed,Rallying against limiting union work on government time,1,rally,,,,,1,1,https://www.theleafchronicle.com/story/news/local/fort-campbell/2018/07/25/trump-move-limit-union-work-sparks-fort-campbell-nashville-protests/828809002/,,,,
Las Vegas,,NV,US,2018-07-25,,,,,,,Red for Fed,Rallying against limiting union work on government time,1,rally,0,0,0,0,1,1,https://www.facebook.com/nvaflcio/posts/900962233443973,,,,
Loma Linda,,CA,US,2018-07-25,,,,,,,Red for Fed,Rallying against limiting union work on government time,1,rally,0,0,0,0,1,1,https://www.facebook.com/netta.mitchell.77/posts/2078080462216199,,,,
Los Angeles,Hall of Justice,CA,US,2018-07-25,,,,,,,Black Lives Matter LA,"against police brutality, for police accountability, Black Lives Matter, against District Attorney Jackie Lacey",1,protest,,,,,1,1,https://www.cnn.com/2020/07/10/us/jackie-lacey-la-da-black-lives-matter/index.html,https://www.newyorker.com/magazine/2020/11/16/after-years-of-protests-every-wednesday-la-activists-welcome-a-new-da,,,
Nashville,,TN,US,2018-07-25,na,40,,40,,,Red for Fed,Rallying against limiting union work on government time,1,rally,,,,,1,1,https://www.theleafchronicle.com/story/news/local/fort-campbell/2018/07/25/trump-move-limit-union-work-sparks-fort-campbell-nashville-protests/828809002/,,,,
Nashville,11th Avenue North,TN,US,2018-07-25,dozens,24,,24,,,general protestors,Rally in support of improved safety regulations for construction workers,0,rally,0,0,0,0,0,1,https://www.wsmv.com/news/community-rallies-in-support-of-construction-safety-regulations/article_708087a1-b26c-5400-9e2d-de0fd1dda3e0.html,,,,
Washington,District Court building,DC,US,2018-07-25,more than 2000,2000,,2000,,,Red for Fed,Rallying against limiting union work on government time,1,rally,0,0,0,0,1,1,https://federalnewsradio.com/unions/2018/07/live-fed-unions-protest-on-day-of-federal-court-challenge-to-executive-orders/slide/1/,https://www.afge.org/article/massive-protests-in-the-streets-congress-court-against-illegal-executive-orders/,,,
Philadelphia,inside city hall,PA,US,2018-07-25,about 15,15,,15,,,general protestors,anti-ICE; support city ending cooperation with ICE,1,protest,0,0,0,0,1,1,http://www.philly.com/philly/news/occupy-ice-kenney-trump-protest-city-hall-office-20180725.html,,,,
Philadelphia,,PA,US,2018-07-25,,,,,,,Red for Fed,Rallying against limiting union work on government time,1,rally,0,0,0,0,0,1,https://www.facebook.com/PAAFLCIO/posts/1736251313089376,,,,
Pittsburgh,From the local jail to Boulevard of the Allies,PA,US,2018-07-25,,,,,,,general protestors,Protesting the deaths of Antwon Rose and Dontay Green,0,protest; march,,,,,1,1,https://www.wtae.com/article/protests-last-late-into-the-night-in-downtown-pittsburgh/22555279,,,,
San Antonio,Audie L Murphy Memorial VA Hospital,TX,US,2018-07-25,,,,,,,Red for Fed,Rallying against limiting union work on government time,1,rally,0,0,0,0,1,1,https://www.facebook.com/TexasAFLCIO/posts/10155748018958806,,,,
Seattle,outside Jackson Federal building,WA,US,2018-07-25,,,,,,,Red for Fed,Rallying against limiting union work on government time,1,rally,0,0,0,0,1,1,http://www.thestand.org/2018/07/wear-red-for-feds-support-afge-at-rally-wednesday-in-seattle/,,,,
St Louis,,MO,US,2018-07-25,,,,,,,Red for Fed,Rallying against limiting union work on government time,1,rally,0,0,0,0,1,1,https://www.facebook.com/AFGELocal2192/posts/971252379724089,,,,
Troy,Social Security Admin field office,NY,US,2018-07-25,about 75,75,,75,,,Red for Fed,Rallying against limiting union work on government time,1,rally,0,0,0,0,1,1,http://www.troyrecord.com/general-news/20180725/troy-protest-targets-anti-union-activity,,,,
Fairmont,outside Senator Joe Manchin's office,WV,US,2018-07-26,,,,,,,general protestors,calling on Senator Manchin to vote 'No' on Kavanaugh appointment,1,rally; protest,0,0,0,0,1,1,http://www.timeswv.com/news/fairmont-residents-protest-kavanaugh-nomination/article_fcb9e87e-9157-11e8-b8f2-676838870f58.html,,,,
Gainesville,outside the office of Rep. Keith Perry,FL,US,2018-07-26,dozens,24,,24,,,March for Our Lives,support gun control,1,protest,0,0,0,0,1,1,http://www.dailycommercial.com/news/20180727/road-to-change-passes-through-gainesville,http://www.ocala.com/news/20180726/protests-at-elected-officials-offices-advance-rally,,,
Gainesville,outside the office of Rep. Ted Yoho,FL,US,2018-07-26,about 50,50,,50,,,March for Our Lives,support gun control,1,protest,0,0,0,0,0,1,http://www.dailycommercial.com/news/20180727/road-to-change-passes-through-gainesville,http://www.ocala.com/news/20180726/protests-at-elected-officials-offices-advance-rally,,,
Gainesville,outside the office of Rep. Chuck Clemons,FL,US,2018-07-26,dozens,24,,24,,,March for Our Lives,support gun control,1,protest,0,0,0,0,0,1,http://www.dailycommercial.com/news/20180727/road-to-change-passes-through-gainesville,http://www.ocala.com/news/20180726/protests-at-elected-officials-offices-advance-rally,,,
Grand Rapids,Calder Plaza,MI,US,2018-07-26,FB: 57,57,,57,,,Movimiento Cosecha GR; GR Rapid Response to ICE,anti-ICE; protesting county contract with ICE,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/2137855686244621/,,,,
Granite City,19th Street,IL,US,2018-07-26,more than 1000,1000,,1000,,,general protestors,Rallying for Trump visit,2,rally,0,0,0,0,1,1,https://www.thetelegraph.com/news/article/The-Great-Granite-City-Divide-Trump-supporters-13109246.php,,,,
Granite City,Civic Plaza,IL,US,2018-07-26,about 400,400,,400,,,counter-protestors,Counter-protesting Trump supporters,1,counter-protest,0,0,0,0,0,1,https://www.thetelegraph.com/news/article/The-Great-Granite-City-Divide-Trump-supporters-13109246.php,,,,
Louisville,entrance to Heyburn building,KY,US,2018-07-26,na,9,,9,,,Occupy ICE Louisville,Anti-ICE; Protesting Trump's family separation policy,1,protest,9,0,0,0,1,1,https://www.courier-journal.com/story/news/local/2018/07/26/louisville-immigration-protest-group-wants-ice-abolished/840033002/,,,,
Louisville,outside Ronald L. Mazzoli Federal Building,KY,US,2018-07-26,roughly 30,30,,30,,,Occupy ICE Louisville,Anti-ICE; Protesting Trump's family separation policy,1,protest,0,0,0,0,0,1,https://www.courier-journal.com/story/news/2018/07/26/louisville-police-give-occupy-ice-one-hour-leave-new-camp/844780002/,,,,
Milwaukee,Alice's Garden,WI,US,2018-07-26,FB: 281,281,,281,,,Black Lives Matter,rally for community; against violence committed against Black bodies,1,rally,0,0,0,0,1,1,https://www.facebook.com/events/661491530709500/,,,,
New York,Federal Plaza,NY,US,2018-07-26,FB: 500,500,,500,,,coalition of organizations,Anti-ICE; Protesting Trump immigration policy and deportations,1,rally; protest,0,0,0,0,1,1,https://www.facebook.com/events/deportee-suitcase-solidarity-march/1907934025896733/,,,,
North Dartmouth,Bristol County House of Corrections,MA,US,2018-07-26,more than 250,250,,250,,,prisoners; detainees,Protesting poor conditions within the prison,1,protest; hunger-strike,0,0,0,0,1,1,https://www.wgbh.org/news/local-news/2018/07/25/prisoners-in-bristol-county-launch-hunger-strike-in-solidarity-with-ice-detainees,http://wbsm.com/protest-in-dartmouth-over-treatment-of-bristol-county-inmates/,,Ongoing hunger-strike,
Oakland,downtown Oakland to KTVU office,CA,US,2018-07-26,roughly 50,50,,50,,,general protestors,protesting inappropriate use of Nia Wilson photo by KTVU,1,protest; march,0,0,0,0,1,1,https://www.eastbayexpress.com/SevenDays/archives/2018/07/26/protesters-march-to-ktvu-demand-justice-and-accountability-for-dehumanizing-use-of-nia-wilson-photo,,,,
Peosta,Northeast Iowa Community College,IA,US,2018-07-26,FB: 284,284,,284,,,general protestors,protesting Trump,1,protest,0,0,0,0,1,1,http://www.wkow.com/story/38744336/2018/07/26/president-trumps-visit-to-iowa-met-by-protesters-and-supporters,https://www.facebook.com/events/215043682457597/,,,
Peosta,Northeast Iowa Community College,IA,US,2018-07-26,hundreds,200,,200,,,general protestors,pro-Trump,2,rally,0,0,0,0,0,1,http://www.wkow.com/story/38744336/2018/07/26/president-trumps-visit-to-iowa-met-by-protesters-and-supporters,http://www.kcrg.com/content/news/People-rally-at-NICC-during-President-Trumps-visit-489239871.html,,,
Roanoke,outside Federal Courthouse,VA,US,2018-07-26,na,12,,12,,,general protestors,supporting defendants charged in protests of the Mountain Valley Pipeline,1,rally,0,0,0,0,1,1,http://www.wdbj7.com/content/news/More-pipeline-protesters-face-charges-in-federal-court-489290041.html,,,,
Seattle,Seattle ICE headquarters,WA,US,2018-07-26,dozens,24,,24,,,general protestors,Anti-ICE; Protesting Trump's family separation policy,1,protest,0,0,0,0,1,1,https://www.king5.com/article/news/local/seattle/protesters-gather-outside-ice-office-in-downtown-seattle/281-577635271,,,,
St. Louis,BP on Delmar and Goodfellow,MO,US,2018-07-26,,,,,,,general protestors,calling for shutdown of BP station where a customer was assaulted,0,protest,0,0,0,0,1,1,https://www.kmov.com/news/protests-vandalism-at-st-louis-bp-station-following-now-viral/article_8e776e9b-c4d2-5ea6-a036-c0932dfa0ecd.html,,,,
Washington,Hart Senate Building,DC,US,2018-07-26,about 100,100,,100,,,Families Belong Together,Protesting Trump's family separation policy,1,protest,0,0,0,0,1,1,https://www.washingtonpost.com/local/children-lead-sit-in-at-senate-building-in-protest-of-trumps-family-separation-policy/2018/07/26/fcb08b56-90fa-11e8-8322-b5482bf5e0f5_story.html?noredirect=on&utm_term=.78d36172e424,,,,
West Seneca,Southgate Plaza to West Seneca Developmental Center,NY,US,2018-07-26,FB: 53,53,,53,,,general protestors,calling for the Office for People with Developmental Disabilities to be moved to an accessible location,0,march,0,0,0,0,1,1,https://voicebuffalo.org/event/ada-day-march-for-accessibility/,https://www.facebook.com/events/241104956694498/,,,
Dartmouth,UMass Dartmouth to Bristol County House of Correction,MA,US,2018-07-26,roughly 30,30,,30,,,general protestors,protesting treatment of inmates,1,protest,0,0,0,0,1,1,http://wbsm.com/protest-in-dartmouth-over-treatment-of-bristol-county-inmates/,,,,
Anniston,Zinn Park,AL,US,2018-07-26,about 50,50,,50,,,general protestors,rally in support of Democratic candidate Mallory Hagan,1,rally,,,,,1,1,https://www.annistonstar.com/news/calhoun/democrat-hagan-holds-rally-at-zinn-park-in-anniston/article_847d4dc0-9223-11e8-861c-83ccb1a92741.html,,,,
Haddam,veterans memorial in town green,CT,US,2018-07-27,,,,,,,general protestors,rally in support of the American flag,1,rally,0,0,0,0,1,1,https://fox61.com/2018/07/27/pro-flag-rally-held-in-haddam-following-the-kneeling-of-selectwoman/,,,,
Houston,,TX,US,2018-07-27,na,1,,1,,,Sam Young,protesting LDS Church policies regarding interviews with children and youth,0,hunger strike,,,,,1,1,https://www.deseretnews.com/article/900026367/lds-church-responds-to-man-engaged-in-hunger-strike-to-protest-bishops-interviews.html,,,Ongoing hunger strike,
Jacksonville,The Landing,FL,US,2018-07-27,about 100,100,,100,,,March For Our Lives,support gun control,1,rally,0,0,0,0,1,1,http://news.wjct.org/post/parkland-students-rally-landing-road-change,,,,
Kansas City,18th and Vine,MO,US,2018-07-27,,,,,,,general protestors,Protesting racism; rallying for non-racist business,0,protest;rally,,,,,1,1,https://www.facebook.com/events/1643086229136057/,,,,
Merritt Island,outside Kennedy Space Center,FL,US,2018-07-27,up to 200,200,,200,,,firefighters; union members; general protestors,protesting for better contracts,0,protest,0,0,0,0,1,1,https://www.floridatoday.com/story/tech/science/space/2018/07/27/kennedy-space-center-firefighters-picket-near-spaceport-protest-contract/850457002/,,,,
Nashville,Park at the Hillside apartments,TN,US,2018-07-27,na,15,,15,,,coalition of organizations,rally to prevent eviction of local family,0,rally,0,0,0,0,1,1,https://www.wsmv.com/news/group-rallies-to-keep-nashville-family-of-seven-from-being/article_fc9044d8-87d5-5257-ab9d-05cf75ab259a.html,https://www.wsmv.com/news/group-rallies-to-keep-nashville-family-of-seven-from-being/video_0ddedf10-2752-5aff-9f37-a4c46d0c15ca.html,,Partial count taken from video,
Newark,Port of Newark,NJ,US,2018-07-27,na,2,,2,,,general protestors,protesting current operation of the canal system,0,protest,0,0,0,0,1,1,http://www.fltimes.com/news/floating-protest-on-the-erie-canal/article_0571247d-40eb-5b32-816e-e6e11a671da3.html,,,,
Pittsburgh,outside Allegheny County Courthouse,PA,US,2018-07-27,,,,,,,general protestors,Protesting the death of Antwon Rose,0,protest,,,,,1,1,https://triblive.com/local/allegheny/13906985-74/major-streets-highways-off-limits-to-protesters-under-new-pittsburgh-police-guidelines,,,,
Pittsburgh,outside Zone 5 police station,PA,US,2018-07-27,about a dozen,12,,12,,,general protestors,filing a complaint about an earlier SWAT situation in Homewood,1,protest,0,0,0,0,1,1,https://pittsburgh.cbslocal.com/2018/07/27/zone-5-police-protest/,,,,
Ranson,,WV,US,2018-07-27,around 60,60,,60,,,general protestors,against new Rockwool manufacturing facility,0,protest,0,0,0,0,1,1,http://www.journal-news.net/news/local-news/2018/08/concerned-citizens-protest-new-facility/,,,,
Tempe,Tempe Beach Park,AZ,US,2018-07-27,FB: 19,19,,19,,,Tempe Against Police Violence,Marching against police brutality,0,march,,,,,1,1,https://www.facebook.com/events/1608622972568790/?active_tab=about,http://www.azfamily.com/story/38589772/video-showing-cop-dragging-woman-on-tempe-sparks-protest,,,
West Hartford,Farmington Avenue and Main Street,CT,US,2018-07-27,count pic,6,,6,,,general protestors,pro-immigrant rights,1,rally,0,0,0,0,1,1,https://www.facebook.com/,,,,
Astoria,16th and Marine Drive,OR,US,2018-07-28,,,,,,,Oregonians United Against Profiling,rallying to protect Oregon's sanctuary laws,1,rally,,,,,1,1,https://www.facebook.com/events/1789929207756851/,,,,
Augusta,outside State House,ME,US,2018-07-28,hundreds,200,,200,,,general protestors,Protesting Kavanaugh nomination,1,rally,0,0,0,0,1,1,http://www.wabi.tv/content/news/Save-SCOTUS-rally-held-in-Augusta-Saturday-489428751.html,,,,
Baltimore,Cromwell Light Rail station,MD,US,2018-07-28,,,,,,,general protestors,opposing light rail construction,1,protest,0,0,0,0,1,1,http://www.capitalgazette.com/neighborhoods/ac-cn-north-county-0728-story.html,,,,
Bend,The Environmental Center,OR,US,2018-07-28,FB: 14,14,,14,,,Oregonians United Against Profiling,rallying to protect Oregon's sanctuary laws,1,rally,0,0,0,0,1,1,https://www.facebook.com/events/279391209482423/,,,,
Chicago,Water Tower Place,IL,US,2018-07-28,,,,,,,SlutWalk Chicago,rallying against rape culture,0,rally,,,,,1,1,http://www.protestchicago.com/2018/07/05/slutwalk-chicago-2018/,,,,
Columbus,Ohio State Fair grounds,OH,US,2018-07-28,about 50,50,,50,,,general protestors,rally for candidate Danny O'Connor,1,rally,0,0,0,0,1,1,http://www.dispatch.com/news/20180728/republicans-rally-for-balderson-while-oconnor-works-state-fair,,,,
Downingtown,Acker Park,PA,US,2018-07-28,FB: 51,51,,51,,,Sunrise Movement,protesting Scott Wagner; climate change denial,1,rally,0,0,0,0,1,1,https://www.facebook.com/events/278520699570883/,,,,
Elizabeth,outside ICE detention center,NJ,US,2018-07-28,na,53,,53,,,general protestors,anti-ICE; anti family separation,1,protest,0,0,0,0,1,1,http://newjersey.news12.com/story/38756745/immigration-rally-held-at-elizabeth-ice-detention-center,,,Partial count taken from video,
Eugene,454 Willamette St,OR,US,2018-07-28,FB: 26,26,,26,,,Oregonians United Against Profiling,rallying to protect Oregon's sanctuary laws,1,rally,0,0,0,0,1,1,https://www.facebook.com/events/2100145743568844/,https://www.dailylocal.com/news/national/sunrise-movement-hosting-rally-for-climate-change-awareness/article_b4fc1378-71e4-59bb-ad16-cba20faab712.html,,,
Grand Rapids,,MI,US,2018-07-28,thousands,2000,,2000,,,Abdul El-Sayed campaign,campaign rally for MI gubernatorial candidate Abdul El-Sayed,1,rally,0,0,0,0,1,1,https://www.washingtonpost.com/opinions/will-democrats-lurch-to-the-left-watch-michigan/2018/07/31/38d02f86-9431-11e8-80e1-00e80e1fdf43_story.html?utm_term=.049aa24deb65,,,,
Flint,the Ferris Wheel,MI,US,2018-07-28,more than 300,300,,300,,,general protestors,rally for Abdul El-Sayed and Alexandria Ocasio-Cortez,1,rally,0,0,0,0,1,1,https://www.detroitnews.com/story/news/local/michigan/2018/07/28/elsayed-flint-rally-ocasio-cortez/855626002/,,,,
Fort Wayne,Women's Care Center,IN,US,2018-07-28,na,6,,6,,,general protestors,Protesting misleading Women's Center,0,protest,0,0,0,0,1,1,http://www.journalgazette.net/news/local/20180729/womens-care-center-protested,http://www.journalgazette.net/news/local/20180729/womens-care-center-protested,,count from pic,
Fresno,Courthouse Park to ICE building ,CA,US,2018-07-28,FB: 187,187,,187,,,ICE out of California,Protesting ICE; calling for disentanglement between ICE and local law enforcement; protesting Trump immigration policy,1,protest; march,0,0,0,0,1,1,https://www.facebook.com/events/2176866959007440/,https://www.fresnobee.com/news/local/article215708290.html,,,
Houston,Settegast Park,TX,US,2018-07-28,more than a hundred,100,,100,,,Families Belong Together,Protesting Trump Immigration policy,1,protest; march,0,0,0,0,1,1,https://www.houstoniamag.com/articles/2018/7/30/families-belong-together-march-emancipation-avenue,,,,
Huntington Station,intersection of Route 110 and Jericho Turnpike,NY,US,2018-07-28,hundreds,200,,200,,,Long Island Inclusive Communities Against Hate,Demanding family reunification; protesting Trump's immigration policies,1,protest; rally,0,0,0,0,1,1,https://www.newsday.com/long-island/suffolk/demonstrators-show-support-for-migrant-family-reunification-1.20183208,,,,
Idaho Falls,Sandy Downs,ID,US,2018-07-28,,,,,,,POW/MIA Awareness Rally and Motorcycle Rodeo,raising awareness and funding for POW/MIA issues,0,rally,0,0,0,0,1,1,https://www.facebook.com/events/261285104450276/,,,,
Kansas City,Unity Southeast ,MO,US,2018-07-28,FB: 71,71,,71,,,coalition of organizations,"rally for social justice, racial equity, and unity",1,rally,0,0,0,0,1,1,https://www.facebook.com/events/256878014893182/,,,,
Lincoln City,parking lot at 801 SW HWY 101,OR,US,2018-07-28,,,,,,,Oregonians United Against Profiling,rallying to protect Oregon's sanctuary laws,1,rally,,,,,1,1,https://www.facebook.com/events/926927020842743/,,,,
