CityTown,Location,County,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro2Anti1,EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,MacroEvent,Misc.,TearGas,Source1,Source2,Source3,Source4,Source5,Source6,Source7,Source8,Source9,Source10,Source11,Source12,,,,,,,
Adrian,,,OR,US,2020-12-17,102,102,,102,,,students,for reopening schools during coronavirus pandemic,0,demonstration,0,0,0,0,1,1,,"As an act of protest, parents dropped kids off at school for normal schedule despite schools being closed.",,https://www.malheurenterprise.com/posts/7996/adrian-parents-kids-speak-out-in-protest,,,,,,,,,,,,,,,,,,
Augusta,Bethel AME Church,,GA,US,2020-12-17,,,,,,,general protesters,"for voting rights, for empowering Black voters",1,rally,0,0,0,0,1,1,,Feat. Common,,https://www.augustachronicle.com/story/news/politics/elections/2020/12/17/rapper-common-joins-augusta-mayor-hardie-davis-rally-voters/3951719001/,,,,,,,,,,,,,,,,,,
Brush Prairie,Hockinson School District,,WA,US,2020-12-17,,,,,,,United for In Person Learning in Clark County,for reopening schools during coronavirus pandemic,0,demonstration,,,,,1,1,,,,https://www.koin.com/local/clark-county/washington-clark-county-parents-rally-protest-for-in-person-learning-school-districts-12172020/,,,,,,,,,,,,,,,,,,
Camas,Camas School District,,WA,US,2020-12-17,over 40,40,,40,,,United for In Person Learning in Clark County,for reopening schools during coronavirus pandemic,0,rally; march,0,0,0,0,1,1,,,,https://www.koin.com/local/clark-county/washington-clark-county-parents-rally-protest-for-in-person-learning-school-districts-12172020/,https://www.clarkcountytoday.com/news/clark-county-parents-rally-for-open-schools/,,,,,,,,,,,,,,,,,
Castro Valley,"Burger King, 2757 Castro Valley Blvd",,CA,US,2020-12-17,,,,,,,Burger King workers,for safer workplace conditions for Burger King workers during coronavirus pandemic,0,strike,0,0,0,0,1,1,,,,https://twitter.com/NorCalFF15/status/1339616191938060289,,,,,,,,,,,,,,,,,,
Columbus,Columbus Airport,,GA,US,2020-12-17,several hundred,300,,300,,,general protesters,for Republican candidates for U.S. Senate,2,rally,0,0,0,0,1,1,,Feat. Mike Pence,,https://www.11alive.com/article/news/politics/mike-pence-georgia-visit-today-details/85-dcd9e4c6-9e65-4658-b572-7472d0277a65,https://www.foxnews.com/politics/pence-georgia-vows-trump-will-keep-fighting,https://twitter.com/KLoeffler/status/1339636978447507457,https://www.independent.co.uk/news/world/americas/us-election-2020/pence-georgia-runoff-warnock-jeremiah-wright-b1775805.html,https://www.wtvm.com/2020/12/17/vice-president-pence-visits-columbus-defend-majority-rally/,https://www.ledger-enquirer.com/news/local/article247931820.html,https://www.ajc.com/politics/mike-pence-rallies-for-kelly-loeffler-and-david-perdue-its-all-about-georgia/5WNHAL4MDJH7FAV7WJTUKIPJP4/,https://apnews.com/article/donald-trump-columbus-georgia-savannah-gainesville-4ab5b2df17b1a6cd04002e7b04cf9b0a,https://www.news4jax.com/news/politics/2020/12/17/gop-places-focus-anywhere-but-atlanta-in-georgia-runoffs/,,,,,,,,,,
Glendale,Creekside Park to Colorado Department of Public Health & Environment,,CO,US,2020-12-17,more than 60; around 70,60,,70,,,student athletes; parents; coaches,against postponement of winter school sports due to coronavirus pandemic,0,protest; march,0,0,0,0,1,1,,Let Them Play,,https://www.canoncitydailyrecord.com/2020/12/17/high-school-athletes-coaches-protest-colorado-decision-to-postpone-sports/,https://gazette.com/denver-gazette/preps-protesting-to-play/video_d14ef9f2-2dfa-59b5-9d88-c646f3325c83.html,https://gazette.com/high-school-sports/photos-student-athletes-protest-postponement-of-winter-sports/collection_af75d504-40d8-11eb-8de1-03901499ca73.html,,,,,,,,,,,,,,,,
Greenville,"Fletcher's 4 Way Groceries, 1002 S Delesspe St",,MS,US,2020-12-17,,,,,,,general protesters,"for justice for Daryl Morris, against wrongful conviction of Black man",1,rally,0,0,0,0,1,1,,,,https://twitter.com/KAInvestigation/status/1337908076456849408,,,,,,,,,,,,,,,,,,
Hackensack,Bergen County Jail,,NJ,US,2020-12-17,,,,,,,Ridgewood for Black Liberation,"for release of ICE detainees during coronavirus pandemic, for abolishing ICE, against racism, against fascism",1,protest,,,,,1,1,,,,https://twitter.com/protest_nyc/status/1339413230402351105,,,,,,,,,,,,,,,,,,
Helena,Memorial Park; Governor's Office,,MT,US,2020-12-17,32,32,,32,,,Montana Liberty Coalition,against state restrictions in response to coronavirus pandemic,0,rally; march; prayer protest,0,0,0,0,1,1,,The Great Escalation,,https://helenair.com/news/local/group-gathers-to-protest-pray-about-covid-19-restrictions-in-helena/article_6892ca98-f18e-57ad-952d-a75dcd75dbad.html,https://nbcmontana.com/news/coronavirus/montana-group-protests-covid-19-regulations-in-helena,,,,,,,,,,,,,,,,,
Hockinson,,,WA,US,2020-12-17,over 60,60,,60,,,United for In Person Learning in Clark County,for reopening schools during coronavirus pandemic,0,rally; march,0,0,0,0,1,1,,,,https://www.koin.com/local/clark-county/washington-clark-county-parents-rally-protest-for-in-person-learning-school-districts-12172020/,https://www.clarkcountytoday.com/news/clark-county-parents-rally-for-open-schools/,,,,,,,,,,,,,,,,,
Macon,Middle Georgia Regional Airport,,GA,US,2020-12-17,,,,,,,general protesters,for Republican candidates for U.S. Senate,2,rally,0,0,0,0,1,1,,Feat. Mike Pence and Sonny Perdue,,https://41nbc.com/2020/12/16/vice-president-mike-pence-visit-macon-thursday/,https://www.11alive.com/article/news/politics/mike-pence-georgia-visit-today-details/85-dcd9e4c6-9e65-4658-b572-7472d0277a65,https://www.wkyc.com/article/news/local/vp-mike-pence-speaks-at-defend-the-majority-rally-in-macon/93-c0990261-15d4-4b89-8a5a-12a33dc2563e,https://www.fox5atlanta.com/video/881833,https://www.macon.com/news/politics-government/article247923650.html,https://apnews.com/article/donald-trump-columbus-georgia-savannah-gainesville-4ab5b2df17b1a6cd04002e7b04cf9b0a,https://www.news4jax.com/news/politics/2020/12/17/gop-places-focus-anywhere-but-atlanta-in-georgia-runoffs/,,,,,,,,,,,,
Minneapolis,Stone Arch Bridge,,MN,US,2020-12-17,,,,,,,general protesters,"against Line 3 pipeline project, for environmental protection, for native peoples' rights",1,march,,,,,1,1,,,,https://twitter.com/MnUrising/status/1339291842341466118,,,,,,,,,,,,,,,,,,
New York,"Carl Schurz Park, Manhattan",,NY,US,2020-12-17,,,,,,,Upper East Side for Black Lives Matter,"against racism, against police violence",1,vigil; march,,,,,0,1,,,,https://www.instagram.com/p/CI6CJszFtsH/,,,,,,,,,,,,,,,,,,
New York,"McCarren Park, Brooklyn",,NY,US,2020-12-17,,,,,,,general protesters,"against racism, against police violence",1,gathering,,,,,0,1,,,,https://twitter.com/protest_nyc/status/1339599969309716480,,,,,,,,,,,,,,,,,,
New York,"Stonewall Inn, Manhattan",,NY,US,2020-12-17,,,,,,,The Stonewall Protests,"in solidarity with ICE detainees, against ICE, for LGBTQ+ rights, against racism",1,march,,,,,1,1,,March in Solidarity for ICE Detainees,,https://twitter.com/protest_nyc/status/1339599969309716480,,,,,,,,,,,,,,,,,,
Niles,Harvest Cafe,,MI,US,2020-12-17,count video,20,,30,,,general protesters,"against state restrictions on restaurants and other small businesses due to coronavirus pandemic, down with tyranny",2,protest,0,0,0,0,1,1,,,,https://www.abc57.com/news/residents-protest-after-restaurant-is-penalized-for-reopening,,,,,,,,,,,,,,,,,,
Palisade,,,MN,US,2020-12-17,dozens,24,,24,,,spiritual and religious leaders,"against Line 3 pipeline project, for environmental protection, for native peoples' rights",1,protest,0,0,0,0,1,1,,on the Mississippi River near Enbridge construction site,,https://lptv.org/spiritual-and-religious-leaders-protest-line-3-construction-in-palisade/,,,,,,,,,,,,,,,,,,
Phoenix,Target,,AZ,US,2020-12-17,count video,20,,20,,,general protesters,against coronavirus mask mandates,2,protest,0,0,0,0,1,1,,,,https://www.kron4.com/health/coronavirus/dozens-of-maskless-protesters-march-through-target/,,,,,,,,,,,,,,,,,,
Portland,Portland City Hall,,OR,US,2020-12-17,,,,,,,Justice for Patrick Kimmons,"for justice for Patrick Kimmons, against racism, against police brutality",1,rally; march,0,0,0,0,1,1,,Justice for Patrick Kimmons March & Rally,,https://www.instagram.com/p/CIzc4P1BVAX/,,,,,,,,,,,,,,,,,,
Rockford,Rockford City Hall,,IL,US,2020-12-17,,,,,,,May 30th Alliance,"against racism, against police violence, for justice for Tyris Jones, for dropping charges against protesters",1,occupation,,,,,1,1,,no social media traces available in Sept 2021 again until June 2021,,https://twitter.com/OccupyRKFD/status/1329884344480112651,,,,,,,,,,,,,,,,,,
Saint Louis,Dismas House,,MO,US,2020-12-17,about 30,30,,30,,,EX-incarcerated People Organizing-MO,"against renewing state contract with halfway house, for better state support for formerly incarcerated people",0,rally,0,0,0,0,1,1,,,,https://www.stltoday.com/news/local/crime-and-courts/protesters-demand-closure-of-st-louis-halfway-house/article_46d4f494-8d91-5f6c-b1b7-14a96d6d8559.html,,,,,,,,,,,,,,,,,,
Seattle,1106 East Denny Way,,WA,US,2020-12-17,,,,,,,general protesters,"for moratorium on sweeps of homeless encampments, for permanent housing for unhoused people, for boycotting local businesses that complain about homeless encampment",0,occupation,0,0,0,0,1,1,,,,https://komonews.com/news/local/poverty-is-not-a-crime-protesters-not-leaving-cal-anderson-park-until-demands-are-met,https://www.capitolhillseattle.com/2020/12/city-of-seattles-plan-to-sweep-homeless-encampments-and-protesters-at-cal-anderson-waits-on-judges-decision/,https://www.king5.com/article/news/local/judge-denies-request-for-restraining-order-to-stop-clean-up-of-cal-anderson-park/281-0ab36c57-9348-4270-a1bd-f559c62fc6fb,,,,,,,,,,,,,,,,
Seattle,Cal Anderson,,WA,US,2020-12-17,,,,,,,general protesters,"against sweep of homeless encampment, in support of unhoused people, for defunding police",1,banner drop,,,,,0,1,,,,https://www.instagram.com/p/CIzGxo5p-3m/,https://www.capitolhillseattle.com/2020/12/community-defense-and-activists-but-not-police-fill-cal-anderson-as-sweep-deadline-arrives/,,,,,,,,,,,,,,,,,
Sherman Oaks,"Sherman Oaks Galleria, Sepulveda Blvd and Ventura Blvd",CA,CA,US,2020-12-17,,,,,,,The Valley of Change,"Black Lives Matter, against police brutality",1,demonstration,,,,,1,1,,,,https://twitter.com/ACatWithNews/status/1423588411227611136,,,,,,,,,,,,,,,,,,
Solana Beach,Earl Warren Middle School,,CA,US,2020-12-17,count video,30,,40,,,students,against plan to reopen schools during coronavirus pandemic,0,protest,0,0,,0,1,1,,,,https://www.cbs8.com/article/news/education/san-dieguito-union-students-protest/509-ff7db741-bf27-479c-80a9-fa28d2b3cb2c,,,,,,,,,,,,,,,,,,
Tampa Bay,"HCA West Florida Headquarters, North Rocky Point Dr",,FL,US,2020-12-17,,,,,,,National Nurses United,for safer working conditions for nurses during coronavirus pandemic,0,demonstration,0,0,0,0,1,1,,Group delivered a bag of coal while one wore a Grinch costume.,,https://www.cltampa.com/news-views/local-news/article/21147449/tampa-bay-nurses-and-the-grinch-deliver-coal-to-local-headquarters-of-hca-healthcare,,,,,,,,,,,,,,,,,,
Valparaiso,Porter County Administration Building,,IL,US,2020-12-17,about 60,60,,60,,,maskless people,against coronavirus mask mandates,2,protest,0,0,0,0,1,1,,,,https://www.chicagotribune.com/suburbs/post-tribune/ct-ptb-porter-covid-rules-protest-st-1218-20201218-rfjhqolcv5dobifj4hms65y4ey-story.html,,,,,,,,,,,,,,,,,,
Vancouver,Jim Parsley Community Center,,WA,US,2020-12-17,count pic,13,,13,,,United for In Person Learning in Clark County,for reopening schools during coronavirus pandemic,0,demonstration,0,0,0,0,1,1,,,,https://www.koin.com/local/clark-county/washington-clark-county-parents-rally-protest-for-in-person-learning-school-districts-12172020/,https://www.facebook.com/groups/825075424936169,,,,,,,,,,,,,,,,,
Washougal,Washougal School District Administrative Offices,,WA,US,2020-12-17,roughly 30; several dozen,30,,36,,,United for In Person Learning in Clark County,for reopening schools during coronavirus pandemic,0,demonstration,0,0,0,0,1,1,,,,https://www.koin.com/local/clark-county/washington-clark-county-parents-rally-protest-for-in-person-learning-school-districts-12172020/,https://www.clarkcountytoday.com/news/clark-county-parents-rally-for-open-schools/,https://www.camaspostrecord.com/news/2020/dec/24/washougal-greenlights-school-reopenings/,,,,,,,,,,,,,,,,
Waynesville,Smoky Mountain Event Center,,NC,US,2020-12-17,about 75,75,,75,,,Haywood County Republicans; Smoky Mountain Republican Women,"against state restrictions in response to coronavirus pandemic, against Governor Cooper",2,gathering,0,0,0,0,1,1,,Can't Coop Up Christmas; Poor Man's Supper Christmas Protest,,https://local12.com/news/nation-world/republicans-in-nc-hold-christmas-party-in-protest-of-governors-covid-19-orders,https://www.themountaineer.com/news/republicans-gather-to-celebrate-christmas-protest-gov-cooper/article_b1f4f332-412d-11eb-beda-7fbf6e811b17.html,,,,,,,,,,,,,,,,,
Winston-Salem,Carter High School,,NC,US,2020-12-17,count pic,22,,22,,,general protesters,against re-opening schools  during covid-19 pandemic without proper PPE,0,protest,0,0,0,0,1,1,,,,https://journalnow.com/news/local/carter-teachers-dress-in-black-to-protest-conditions-they-call-unsafe/article_1fad46cc-4147-11eb-ae04-8f19613205d1.html,,,,,,,,,,,,,,,,,,
Winston-Salem,Forsythe County Government Center,,NC,US,2020-12-17,about 30,30,,30,,,Housing Justice Now,"for eviction moratorium and rent relief during coronavirus pandemic, for affordable housing for all",0,rally,0,0,0,0,1,1,,,,https://journalnow.com/gallery/news/photos-housing-justice-now-rally-protesting-housing-evictions/collection_5e97534c-40b5-11eb-8408-97ba5c7bdc73.html,https://journalnow.com/news/local/evictions-are-still-happening-in-forsyth-and-across-the-state-even-as-moratoriums-are-set/article_3380fbbe-4096-11eb-bf68-df9a99edc8eb.html,,,,,,,,,,,,,,,,,
Wooster,Market St and Liberty St,,OH,US,2020-12-17,count pic,10,,15,,,general protesters,"against racism, against police brutality",1,protest,0,0,0,0,1,1,,200th consecutive day,,https://twitter.com/desireejweber/status/1357411129488769028,https://www.the-daily-record.com/story/news/2020/12/17/wooster-daily-racial-justice-protests-mark-200th-day/3927008001/,,,,,,,,,,,,,,,,,
Augusta,The Blaine House,,ME,US,2020-12-18,about 20,20,,20,,,Mainers Against Mask Mandates,"against state coronavirus mandates and shutdowns, against Governor Mills",2,demonstration,0,0,0,0,1,1,,Protesters hung coronavirus masks from trees on property. Police observed but did not intervene.,,https://mainernews.com/disgraced-capitol-chief-abused-his-power-to-police-protests/,,,,,,,,,,,,,,,,,,
Bend,NW Wall St and NW Newport Ave,,OR,US,2020-12-18,count video,20,,25,,,general protesters,for reopening schools during coronavirus pandemic,0,demonstration,0,0,0,0,1,1,,,,https://ktvz.com/videos/local-videos/2020/12/18/open-oregon-schools-rally-held-in-downtown-bend/,,,,,,,,,,,,,,,,,,
Butler,Diamond Park,,PA,US,2020-12-18,,,,,,,general protesters,"against Rep. Mike Kelly, against President Trump, against continuing challenges to results of presidential election",1,protest,0,0,0,0,1,1,,,,http://www.thecranberryeagle.com/article/20201221/CRAN0101/312219990/-1/cran0103,,,,,,,,,,,,,,,,,,
Corn Hill,Glasgow Street,,NY,US,2020-12-18,around 15,15,,15,,,general protesters,against eviction of women living in apartment,0,protest,0,0,0,0,1,1,,,,https://www.wxxinews.org/post/rochester-assembly-member-arrested-during-eviction-protest,,,,,,,,,,,,,,,,,,
Elizabethtown,East Bladen High School,,NC,US,2020-12-18,,,,,,,student athletes,against cancellation of high school basketball due to coronavirus pandemic,0,protest,,,,,1,1,,#letthemplay,,https://www.bladenjournal.com/sports/35122/protest-of-basketball-opt-out-planned-at-east-bladen,,,,,,,,,,,,,,,,,,
Fair Oaks,Governor Newsom's Home,,CA,US,2020-12-18,count video,26,,26,,,general protesters,"for recall of Governor Newsom, against covid-19 restrictions",2,protest,0,0,0,0,1,1,,Carols for Freedom,,https://www.modbee.com/news/california/article247969470.html,https://www.sacbee.com/news/politics-government/article247969470.html,,,,,,,,,,,,,,,,,
Gainesville,courthouse lawn,,TX,US,2020-12-18,count pic,15,,20,,,PRO Gainesville,"against racism, for removal of Confederate statue",1,demonstration,0,0,0,0,1,1,,,,https://www.dallasobserver.com/news/gainesville-protesters-continue-to-call-for-removal-of-confederate-statue-display-controversial-banner-11970912,,,,,,,,,,,,,,,,,,
Goshen,Elkhart County Courthouse,,IN,US,2020-12-18,40-45; about 70,40,,70,,,Elkhart County Citizens for Living Liberty United,"against county mask mandate during coronavirus pandemic, for liberty",2,rally,,0,0,0,1,1,,Stop the Mask Mandate Rally,,https://www.goshennews.com/news/protesters-seek-end-to-county-mask-mandate-and-fines/article_60dbf4ce-419f-11eb-8c0d-a3cab8414944.html,https://www.facebook.com/events/713572852624187/,https://www.wndu.com/2020/12/19/protesters-host-anti-mask-rally-in-goshen/,,,,,,,,,,,,,,,,
