CityTown,Location,County,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro2Anti1,EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,MacroEvent,Misc.,TearGas,Source1,Source2,Source3,Source4,Source5,Source6,Source7,Source8,Source9,Source10,Source11,Source12,,,,,,,
Aurora,Stanley Marketplace,,CO,US,2020-12-15,about a dozen,12,,12,,,local activists,"in support of worker fired after questioning whether market was following coronavirus safety rules, for workplace safety during coronavirus pandemic",0,protest,0,0,0,0,1,1,,,,https://sentinelcolorado.com/news/metro/hairstylist-protests-firing-stanley-marketplace-covid-19-protocols/,,,,,,,,,,,,,,,,,,
Bakersfield,Yokuts Park,,CA,US,2020-12-15,count video,40,,60,,,United Farm Workers,for immigration reform,1,protest,0,0,0,0,1,1,,We Are Home,,https://www.kget.com/news/local-news/ufw-protests-president-trumps-immigration-policies-at-yokuts-park/,,,,,,,,,,,,,,,,,,
Boise,"Central District Health, 707 N Armstrong Pl",,ID,US,2020-12-15,hundreds,200,,200,,,general protesters,against regional mask mandate during coronavirus pandemic,2,protest,0,0,0,0,1,1,,,,https://www.nbcnews.com/news/us-news/live-blog/2020-12-15-covid-live-updates-vaccine-news-n1251223/ncrd1251327#liveBlogHeader,https://www.idahostatesman.com/news/local/community/boise/article247920870.html,,,,,,,,,,,,,,,,,
Bothell,Bothell City Hall,,WA,US,2020-12-15,count FB,2,,2,,,Conservative Ladies of Washington,"for conservative values, for patriotism, for Christian values",2,protest,,,,,,,,,,https://www.facebook.com/events/174799947666504/,,,,,,,,,,,,,,,,,,
Bozeman,Law and Justice Center,,MT,US,2020-12-15,about 15,15,,15,,,general protesters,against county public health restrictions in response to coronavirus pandemic,2,protest,0,0,0,0,1,1,,,,https://www.bozemandailychronicle.com/coronavirus/outside-hearing-protesters-rally-against-gallatin-county-health-rules/article_e15f200a-9660-50db-8b44-5a36478203e9.html,https://www.fairfieldsuntimes.com/news/state/protests-quiet-outside-health-officers-home-in-bozeman/article_25b4a286-bd36-553c-b5dd-9f6f8950725c.html,,,,,,,,,,,,,,,,,
Buffalo,Erie County Holding Center,,NY,US,2020-12-15,,,,,,,Center for Community Alternatives,for criminal justice reform in New York state,1,rally,0,0,0,0,1,1,,Justice Roadmap 2021,,https://news.wbfo.org/post/we-re-out-excuses-ny-progressives-want-justice-reform-now-democrats-have-supermajority,,,,,,,,,,,,,,,,,,
Buffalo,Mahoney State Office Building,,NY,US,2020-12-15,count pic,12,,12,,,NY Renews,"for passage of Climate and Community Investment Act, for action against climate change, for creating green jobs",1,rally,0,0,0,0,0,1,,,,https://news.wbfo.org/post/enviromental-coalition-rallies-passage-tougher-pollution-legislation,,,,,,,,,,,,,,,,,,
Burlington,South Prospect St; University of Vermont,,VT,US,2020-12-15,,,,,,,UVM United Against Cuts,against plans to cut liberal arts programs at University of Vermont,0,car rally,0,0,0,0,1,1,,,,https://www.wcax.com/2020/12/15/uvm-faculty-students-rally-against-cuts/,,,,,,,,,,,,,,,,,,
Columbus,,,GA,US,2020-12-15,,,,,,,general protesters,for Republican candidates for U.S. Senate,2,rally,,,,,1,1,,Feat. Mike Pence,,https://www.wtvm.com/2020/12/11/vice-president-mike-pence-coming-columbus-defend-majority-rally/,,,,,,,,,,,,,,,,,,
Evansville,University of Evansville,,IL,US,2020-12-15,around 70,70,,70,,,students; faculty; alumni,"against proposed cuts to university departments and majors and faculty, for firing university president",0,protest,0,0,0,0,1,1,,,,https://www.14news.com/2020/12/15/ue-students-protest-academic-realignment-proposal/,https://www.courierpress.com/story/news/local/2020/12/15/prez-p-has-got-go-ue-students-faculty-protest-proposed-cuts/6549207002/,https://www.courierpress.com/picture-gallery/news/2020/12/15/university-evansville-students-and-faculty-protest-proposed-elimination-programs/3910414001/,https://www.tristatehomepage.com/news/local-news/rally-held-at-university-of-evansville-to-protest-proposal-to-cut-programs/,https://www.wbko.com/2020/12/16/ue-students-protest-academic-realignment-proposal/,,,,,,,,,,,,,,
Fairfield,Fairfield City Council Building,,CA,US,2020-12-15,,,,,,,Fairfield Change,"against hiring of Dustin Joseph to Fairfield Police Department, against police brutality",0,protest,9,0,0,0,1,1,,,,https://www.abc10.com/article/news/local/fairfield/9-arrested-for-protesting-hire-to-fairfield-pd-at-city-council-meeting/103-c2091fbf-742d-4551-b6bf-081562260d64,,,,,,,,,,,,,,,,,,
Fort Lauderdale,Florida Department of Health,,FL,US,2020-12-15,,,,,,,Reopen South Florida; Florida Freedom Keepers,against mask and vaccine mandates during coronavirus pandemic,2,protest,0,0,0,0,1,1,,,,https://miami.cbslocal.com/2020/12/15/groups-mask-burning-fort-lauderdale-protest-mandatory-covid-vaccines/,,,,,,,,,,,,,,,,,,
Fort Myers,"Fiddlesticks Golf Club, Briarcliff Rd",,FL,US,2020-12-15,count video,10,,20,,,general protesters,against construction of new entrance to country club,0,protest,0,0,0,0,1,1,,,,https://www.fox4now.com/news/local-news/neighbors-protest-country-club-entrance-proposed-for-their-street,,,,,,,,,,,,,,,,,,
Greenwich,Riverside High School,,CT,US,2020-12-15,about a dozen; about 25,12,,25,,,Greenwich Tree Conservancy; The Riverside Association; the Riverside Garden Club,"against tree-cutting for Metro North maintenance project, for environmental conservation",0,protest,0,0,0,0,1,1,,,,https://www.ctinsider.com/local/greenwichtime/article/Now-we-re-shaming-Rally-protests-15804651.php,https://greenwichfreepress.com/around-town/residents-protest-metro-norths-tree-clearing-in-riverside-151159/,,,,,,,,,,,,,,,,,
Houston,,,TX,US,2020-12-15,,,,,,,teachers,against conducting standardized tests in schools during coronavirus pandemic,0,sickout,,,,,1,1,,,,https://www.khou.com/article/news/health/coronavirus/some-houston-area-teachers-say-theyll-call-out-sick-on-tuesday-in-protest/285-6770198d-251c-4ee0-9226-442e293ee5ce,,,,,,,,,,,,,,,,,,
LaGrange,Kimble's Food by Design,,GA,US,2020-12-15,,,,,,,general protesters,for David Perdue for U.S. Senate,2,rally,0,0,0,0,1,1,,,,https://www.lagrangenews.com/2020/12/17/ossoff-hosts-rally-in-downtown-lagrange/,,,,,,,,,,,,,,,,,,
Lansing,to home of Michigan Department of Health and Human Services Director Robert Gordon,,MI,US,2020-12-15,roughly a dozen; 15-20,12,,20,,,general protesters,"against state restrictions imposed in response to coronavirus pandemic, against mandatory vaccinations",2,protest,0,0,0,0,1,1,,,,https://www.freep.com/story/news/health/2020/12/16/michigan-covid-19-protesters-chant/3927099001/,https://www.mlive.com/politics/2020/12/protesters-chant-open-michigan-in-nighttime-rally-outside-state-health-directors-home.html,https://www.detroitnews.com/story/news/politics/2020/12/16/protesters-gather-night-outside-home-michigan-health-director/3926490001/,https://www.deadlinedetroit.com/articles/26909/michigan_health_chief_jeered_as_a_tyrant_in_latest_night_rally_at_an_official_s_home,https://www.metrotimes.com/news-hits/archives/2020/12/17/now-anti-lockdown-protesters-are-harassing-michigans-health-director-at-his-home?utm_source=widget&utm_medium=toc&utm_campaign=rightrail&utm_content=TabbedPopularity,https://michiganadvance.com/2020/12/17/right-wing-protesters-target-homes-of-state-health-corrections-directors/,,,,,,,,,,,,,
Lexington,village square,,OH,US,2020-12-15,about two dozen,24,,24,,,Lexington Support Association,"for higher wages and better health insurance benefits for school support staff, for a fair contract",0,rally,0,0,0,0,1,1,,,,https://www.mansfieldnewsjournal.com/story/news/2020/12/16/lexington-support-staff-holds-rally-village-square-new-deal/3898318001/,,,,,,,,,,,,,,,,,,
Livermore,,,CA,US,2020-12-15,dozens,24,,24,,,parents,for reopening schools during coronavirus pandemic,0,rally,0,0,0,0,1,1,,,,https://sanfrancisco.cbslocal.com/2020/12/15/covid-schools-dozens-of-livermore-parents-protest-to-get-kids-off-zoom-and-back-in-class/,https://patch.com/california/livermore/livermore-parents-rally-reopen-schools-amid-purple-tier-status,,,,,,,,,,,,,,,,,
Los Angeles,Getty House,,CA,US,2020-12-15,,,,,,,Black Lives Matter-LA; Ground Game LA,"against appointment of LA Mayor Eric Garcetti to any position in Biden administration, against racism, for defunding police, for housing rights",1,protest,0,0,0,0,0,1,,,,https://kfiam640.iheart.com/content/2020-12-15-as-biden-taps-buttigieg-for-transportation-garcetti-remains-mayor/,https://twitter.com/DocMellyMel/status/1338872648554532865,,,,,,,,,,,,,,,,,
Los Angeles,Ronald Reagan Building,,CA,US,2020-12-15,,,,,,,general protesters,for appointing a Black woman to fill U.S. Senate seat to be vacated by Kamala Harris,1,demonstration,,,,,1,1,,,,https://sdvoice.info/women-of-color-protest-at-governor-newsoms-offices-to-urge-appointment-of-a-black-woman-to-kamala-harris-senate-seat/,,,,,,,,,,,,,,,,,,
Memphis ,Slate Haven ,,TN,US,2020-12-15,,,,,,,general protesters,"against proposed Byhalia pipeline, for environmental protection, against environmental racism",1,protest,0,0,0,0,1,1,,,,https://www.localmemphis.com/article/news/local/protesters-march-against-proposed-byhalia-pipeline/522-057cbb46-32bb-4811-9d68-8a98b82be22c,,,,,,,,,,,,,,,,,,
Minneapolis,Stone Arch Bridge,,MN,US,2020-12-15,,,,,,,general protesters,"against Line 3 pipeline project, for environmental protection, for native peoples' rights",1,march,,,,,1,1,,,,https://twitter.com/MnUrising/status/1339291842341466118,,,,,,,,,,,,,,,,,,
New York,"Carl Schurz Park, Manhattan",,NY,US,2020-12-15,,,,,,,Upper East Side for Black Lives Matter,"against racism, against police violence",1,vigil; march,,,,,0,1,,,,https://www.instagram.com/p/CI0hZ1Eltud/,,,,,,,,,,,,,,,,,,
New York,"McCarren Park, Brooklyn",,NY,US,2020-12-15,,,,,,,general protesters,"against racism, against police violence",1,gathering,,,,,0,1,,,,https://twitter.com/protest_nyc/status/1338889774703194114,,,,,,,,,,,,,,,,,,
New York,"Times Square to Murray Hill, Manhattan",,NY,US,2020-12-15,"hundreds; more than 1,000",200,,1000,,,"New York State Latino Restaurant, Bar, and Lounge Association",for financial relief for restaurants during coronavirus pandemic,0,rally; march,0,0,0,0,1,1,,,,https://ny.eater.com/2020/12/15/22175039/nyc-restaurants-rally-times-square,https://www.seafoodsource.com/news/foodservice-retail/us-restaurant-industry-group-protests-shutdown-orders,https://sportsgrindentertainment.com/restaurant-owners-protest-in-nyc-to-reopen-indoor-dining/,https://www.pix11.com/news/coronavirus/restaurant-rally-owners-say-theyve-lived-up-to-expectations-and-followed-the-rules,https://newyork.cbslocal.com/2020/12/15/nyc-restaurant-workers-rally-for-relief/,https://www.brooklynpaper.com/save-us-restaurant-workers-rally-for-aid/,,,,,,,,,,,,,
New York,"Vito Locascio Field, Queens",,NY,US,2020-12-15,,,,,,,general protesters,"against ICE, in solidarity with anti-ICE protesters injured in vehicle attack",1,rally; march,,,,,0,1,,,,https://twitter.com/protest_nyc/status/1338889774703194114,,,,,,,,,,,,,,,,,,
Park Rapids,"Enbridge Energy, 101 2nd St W",,MN,US,2020-12-15,count pic,9,,9,,,general protesters,"against Line 3 pipeline project, for environmental protection, for native peoples' rights",1,demonstration,0,0,0,0,1,1,,,,https://www.parkrapidsenterprise.com/news/6803698-LaDuke-brings-Line-3-opponents-together-in-Park-Rapids,https://www.brainerddispatch.com/business/energy-and-mining/6807500-LaDuke-Line-3-opponents-stage-first-of-weekly-protests-at-Enbridge-office-in-Park-Rapids,,,,,,,,,,,,,,,,,
Rochester,Jefferson Ave and Samuel McCree Way to Rochester City Hall,,NY,US,2020-12-15,count video,40,,50,,,Free the People Rochester,"against racism, against police violence, for abolishing police and prisons, for justice for Daniel Prude",1,rally; march,0,0,0,0,1,1,,Justice for Daniel Prude,,https://www.localsyr.com/news/local-news/protest-in-rochester-after-prude-report-clears-city-employees-of-wrongdoing/,https://www.democratandchronicle.com/story/news/2020/12/16/daniel-prude-report-sparks-protest-rochester-ny/3918014001/,IG @ftp_roc,,,,,,,,,,,,,,,,
Rockford,Rockford City Hall,,IL,US,2020-12-15,,,,,,,May 30th Alliance,"against racism, against police violence, for justice for Tyris Jones, for dropping charges against protesters",1,occupation,,,,,1,1,,no social media traces available in Sept 2021 again until June 2021,,https://twitter.com/OccupyRKFD/status/1329884344480112651,,,,,,,,,,,,,,,,,,
Roseville,Sutter Roseville Medical Center,,CA,US,2020-12-15,count video,24,,24,,,California Nurses Association/National Nurses United,against state order allowing hospital to increase patient-to-nurse ratio during coronavirus pandemic,0,rally; caravan,0,0,0,0,1,1,,,,https://www.abc10.com/article/news/health/coronavirus/sutter-roseville-nurses-protest-californias-emergency-staffing-waivers/103-825dcc5d-76e3-4cd2-a43e-d9f469c37865,,,,,,,,,,,,,,,,,,
Sacramento,California State Capitol,,CA,US,2020-12-15,,,,,,,general protesters,for appointing a Black woman to fill U.S. Senate seat to be vacated by Kamala Harris,1,demonstration,,,,,1,1,,,,https://sdvoice.info/women-of-color-protest-at-governor-newsoms-offices-to-urge-appointment-of-a-black-woman-to-kamala-harris-senate-seat/,,,,,,,,,,,,,,,,,,
Sherman Oaks,"Sherman Oaks Galleria, Sepulveda Blvd and Ventura Blvd",CA,CA,US,2020-12-15,,,,,,,The Valley of Change,"Black Lives Matter, against police brutality",1,demonstration,,,,,1,1,,,,https://twitter.com/ACatWithNews/status/1423588411227611136,,,,,,,,,,,,,,,,,,
Soldonta,Kenai Spur Hwy and Sterling Hwy,,AK,US,2020-12-15,,,,,,,"Done with DISTANCE, We need your ASSISTANCE",against remote schooling during coronavirus pandemic,0,protest,,,,,1,1,,,,https://www.peninsulaclarion.com/news/parents-plan-strike-to-protest-remote-learning/,,,,,,,,,,,,,,,,,,
Spokane,Spokane County Courthouse,,WA,US,2020-12-15,count pic,40,,50,,,general protesters,"against mask mandate and other state restrictions imposed in response to coronavirus pandemic, against mandatory vaccinations",2,protest,0,0,0,0,1,1,,,,https://fox28spokane.com/demonstrators-gathered-outside-spokane-county-courthouse-protest-covid-19-restrictions-vaccine/,,,,,,,,,,,,,,,,,,
Tacoma,Northwest Detention Center,,WA,US,2020-12-15,,,,,,,La Resistencia,for safter conditions in ICE detention centers and release of ICE detainees during coronavirus pandemic,1,demonstration,0,0,0,0,1,1,,,,https://www.realchangenews.org/2020/12/23/covid-fears-prompt-hunger-strike-ice-detention-center-evictions-seattle-postponed,,,,,,,,,,,,,,,,,,
Washington,Black Lives Matter Plaza,,DC,US,2020-12-15,count video,25,,30,,,CASA in Action; NAKASEC; Congregation Action Network; FIRM Action; SPACEs in Action; Cameroon American Council,"for comprehensive reform of immigration law, against racism, for justice for Puerto Rico, for criminal justice reform",1,demonstration,0,0,0,0,1,1,,,,https://twitter.com/CASAinAction/status/1338974975584313346,,,,,,,,,,,,,,,,,,
White Plains,Westchester County Court,,NY,US,2020-12-15,,,,,,,Center for Community Alternatives in New York City,for criminal justice reform in New York state,1,rally,0,0,0,0,1,1,,Justice Roadmap 2021,,https://news.wbfo.org/post/we-re-out-excuses-ny-progressives-want-justice-reform-now-democrats-have-supermajority,,,,,,,,,,,,,,,,,,
Wilmington,Rodney Square,,DE,US,2020-12-15,dozens,24,,24,,,Make the Road Action,"for comprehensive reform of immigration law, against racism, for justice for Puerto Rico, for criminal justice reform",1,demonstration; banner drop,0,0,0,0,1,1,,,,https://whyy.org/articles/honking-protesters-in-wilmington-demand-biden-deliver-on-immigration-justice-reform/,https://twitter.com/MaketheRoadAct/status/1338937510089674752,,,,,,,,,,,,,,,,,
Woodbridge,1 County Complex Ct,,VA,US,2020-12-15,several dozen,36,,36,,,Prince William County Mutual Aid,"against racism, for terminating new police chief, for addressing racial profiling by police",1,protest,0,0,0,0,1,1,,"""DC didn't want him, we don't either""",,https://twitter.com/PWCMutualAid/status/1338618071867592708,https://wtop.com/prince-william-county/2020/12/writeup-on-newsham-protest/,https://www.nbcwashington.com/news/local/activists-protest-dc-police-chief-newshams-move-to-prince-william-county/2510340/,https://dcist.com/story/20/12/16/dozens-protest-hiring-of-d-c-police-chief-newsham-in-prince-william-county/,https://www.localdvm.com/news/virginia/prince-william-county-residents-are-protesting-chief-newshams-impending-arrival/,,,,,,,,,,,,,,
Woodland Hills,Victory Boulevard and Canoga Avenue,,CA,US,2020-12-15,,,,,,,Orange Aligned,"against racism, for love and unity",1,demonstration,,,,,1,1,,Article notes that this demonstration has happened weekly at this location since some time early in the BLM uprising.,,https://highschool.latimes.com/granada-hills-charter-high-school/protest-group-promotes-the-blm-movement/,,,,,,,,,,,,,,,,,,
Wooster,Market St and Liberty St,,OH,US,2020-12-15,,,,,,,general protesters,"against racism, against police brutality",1,protest,,,,,1,1,,,,https://twitter.com/desireejweber/status/1357411129488769028,,,,,,,,,,,,,,,,,,
Bozeman,Law and Justice Center,,MT,US,2020-12-16,,,,,,,general protesters,against county public health restrictions in response to coronavirus pandemic,2,protest,0,0,0,0,1,1,,,,https://www.fairfieldsuntimes.com/news/state/protests-quiet-outside-health-officers-home-in-bozeman/article_25b4a286-bd36-553c-b5dd-9f6f8950725c.html,,,,,,,,,,,,,,,,,,
Cheyenne,200 W 24th St,,WY,US,2020-12-16,,,,,,,general protesters,against state mask mandate during coronavirus pandemic,2,protest,,,,,1,1,,Unconstitutional Mandates Protest,,https://www.facebook.com/events/727615654845343/,,,,,,,,,,,,,,,,,,
Clarkson,Clarkson First Baptist Church,,GA,US,2020-12-16,about 100,100,,100,,,general protesters,for Raphael Warnock for U.S. Senate,1,drive-in rally,0,0,0,0,1,1,,,,https://decaturish.com/2020/12/senate-candidate-warnock-holds-rally-in-clarkston-encourages-people-to-vote/,,,,,,,,,,,,,,,,,,
Cleveland,Cityview Nursing and Rehabilitation,,OH,US,2020-12-16,count pic,5,,5,,,SEIU 1199,for safer working conditions for nursing home staff during coronavirus pandemic,0,protest,0,0,0,0,1,1,,,,https://www.cleveland19.com/2020/12/16/cleveland-nursing-home-workers-protest-over-pandemic-work-conditions/,,,,,,,,,,,,,,,,,,
Fort Wayne,Allen County Courthouse,,IN,US,2020-12-16,count video,15,,20,,,musicians,for fair contract for musicians with Fort Wayne Philharmonic,0,protest,0,0,0,0,1,1,,,,https://www.wane.com/news/local-news/musicians-protest-at-allen-county-court-house-against-the-fort-wayne-philharmonic/,,,,,,,,,,,,,,,,,,
Frankfort,Capitol Annex,,KY,US,2020-12-16,count pic,13,,13,,,120 strong,against teacher pension reforms,0,protest,0,0,0,0,1,1,,,,https://www.courier-journal.com/picture-gallery/news/education/2020/12/16/teachers-protest-education-pension-reforms/3927603001/,,,,,,,,,,,,,,,,,,
Grand Junction,Grand Valley Transit-Downtown,,CO,US,2020-12-16,count video,4,,4,,,Amalgamated Transit Union Local 1776,for higher pay and safer working conditions for bus drivers during coronavirus pandemic,0,protest,0,0,0,0,1,1,,,,https://www.westernslopenow.com/news/local-news/transit-union-holds-cow-themed-protest-against-gvt/,,,,,,,,,,,,,,,,,,
Highland,"Huron Valley Schools, 2390 S Milford Rd",,MI,US,2020-12-16,more than 100; around 150,100,,150,,,Open Huron Valley Schools for Face-to-Face Learning,"for in-person schooling during coronavirus pandemic, for including parents in future decision-making about reopening schools",0,rally,0,0,0,0,1,1,,,,https://www.spinalcolumnonline.com/articles/hvs-families-rally-to-go-back-to-school/,https://www.hometownlife.com/story/news/local/milford/2020/12/15/huron-valley-learning-pods-last-straw-parents-planning-protest/6545592002/,https://www.spinalcolumnonline.com/articles/hvs-parents-rally-against-remote-learning-2/,https://www.livingstondaily.com/story/news/local/milford/2020/12/17/huron-valley-parents-protest-demand-reopening-schools/3926616001/,,,,,,,,,,,,,,,
Jackson,JP Travel Center,,GA,US,2020-12-16,more than 40,40,,40,,,Keep America America Action Fund,for Republican candidates for U.S. Senate,2,rally,0,0,0,0,1,1,,Feat. Sonny Perdue,,https://www.jacksonprogress-argus.com/news/sonny-perdue-gary-black-among-speakers-at-perdue-and-loeffler-rally-in-jackson/article_62bbd0ca-40c8-11eb-8903-eb9baeba412f.html,,,,,,,,,,,,,,,,,,
LaGrange,Lafayette Square,,GA,US,2020-12-16,,,,,,,general protesters,for Jon Ossoff for U.S. Senate,1,rally,0,0,0,0,1,1,,,,https://www.lagrangenews.com/2020/12/17/ossoff-hosts-rally-in-downtown-lagrange/,,,,,,,,,,,,,,,,,,
Manteca,Manteca Medical Center,,CA,US,2020-12-16,,,,,,,California Nurses Association,against state decision allowing higher patient-to-nurse staffing ratios in hospitals during coronavirus pandemic,0,protest,0,0,0,0,1,1,,,,https://www.modbee.com/news/coronavirus/article247889560.html,https://www.modbee.com/news/local/article247905890.html,,,,,,,,,,,,,,,,,
Minneapolis,Stone Arch Bridge,,MN,US,2020-12-16,,,,,,,general protesters,"against Line 3 pipeline project, for environmental protection, for native peoples' rights",1,march,,,,,1,1,,,,https://twitter.com/MnUrising/status/1339291842341466118,,,,,,,,,,,,,,,,,,
Modesto,Modesto Medical Center,,CA,US,2020-12-16,more than 35,35,,35,,,California Nurses Association,against state decision allowing higher patient-to-nurse staffing ratios in hospitals during coronavirus pandemic,0,picket,0,0,0,0,1,1,,,,https://www.modbee.com/news/coronavirus/article247889560.html,https://www.modbee.com/news/local/article247905890.html,,,,,,,,,,,,,,,,,
Muscle Shoals,"Constellium Muscle Shoals LLC, 4805 E 2nd St",,AL,US,2020-12-16,nearly 100; more than 400,100,,400,,,"United Steelworkers Union, Local 20","against unfair labor practices, for higher pay and better healthcare benefits for steel workers",0,strike; picket,0,0,0,0,1,1,,,,https://www.timesdaily.com/news/steelworkers-strike-after-talks-falter/article_558397b4-bd63-5f2e-80e5-a047b5b3e5bd.html,https://www.waaytv.com/content/news/Steel-Workers-Union-Constellium-employees-on-strike-in-Muscle-Shoals--573408341.html,https://www.prnewswire.com/news-releases/usw-strikes-constellium-over-unfair-labor-practices-in-muscle-shoals-301194572.html,https://www.waff.com/2020/12/16/constellium-union-workers-picket-after-walking-off-job/,,,,,,,,,,,,,,,
Muskegon,2600 Vulcan St,,MI,US,2020-12-16,about 70,70,,70,,,SEIU Healthcare Michigan,for safer working conditions for healthcare workers at Mercy Health Muskegon during coronavirus pandemic,0,demonstration,0,0,0,0,1,1,,,,https://www.mlive.com/news/muskegon/2020/12/healthcare-workers-demand-safer-conditions-during-covid-19-at-muskegon-hospital.html,https://www.fox17online.com/homepage-showcase/theres-a-lot-of-feeling-like-theres-no-resolution-nurses-rally-for-ppe-safe-staffing,,,,,,,,,,,,,,,,,
New Haven,"Clerks Office, 121 Elm St",,CT,US,2020-12-16,count pic,7,,7,,,Climate Health Education Project,"for creation of climate justice and green jobs fund in New Haven, for climate action",1,rally,0,0,0,0,1,1,,,,https://www.newhavenindependent.org/index.php/archives/entry/sstudent_climate_change_rally/,,,,,,,,,,,,,,,,,,
New York,"Carl Schurz Park, Manhattan",,NY,US,2020-12-16,,,,,,,Upper East Side for Black Lives Matter,"against racism, against police violence",1,vigil; march,,,,,0,1,,,,https://www.instagram.com/p/CI3DvCIFVDX/,https://www.instagram.com/p/CI4ORbjDeBW/,,,,,,,,,,,,,,,,,
New York,"McCarren Park, Brooklyn",,NY,US,2020-12-16,,,,,,,general protesters,"against racism, against police violence",1,gathering,,,,,0,1,,,,https://twitter.com/protest_nyc/status/1339163234075615232,,,,,,,,,,,,,,,,,,
New York,"MTA Headquarters, Manhattan",,NY,US,2020-12-16,,,,,,,NYC Democratic Socialists of America; DC37 Progressives; NYC Fight for Our Lives Coalition; Local 100 Fightback,"against layoffs and service cuts and fare increases in public transit during coronavirus pandemic, for raising taxes on the rich",1,rally,,,,,1,1,,Tax the Rich! Emergency Public Sector Workers Rally,,https://www.facebook.com/events/173580414464751/,,,,,,,,,,,,,,,,,,
New York,"New York City Hall, Manhattan",,NY,US,2020-12-16,,,,,,,Art Against Displacement,"against racist rezonings, for cancelling rent during coronavirus pandemic",1,protest,0,0,0,0,0,1,,,,https://www.amny.com/news/city-hall-rally-urges-new-york-to-rethink-rezoning-plans-and-stop-mega-developments/,https://www.instagram.com/tv/CI3hN0BFLji/?igshid=185p25xy4jf94,https://twitter.com/protest_nyc/status/1339163234075615232,https://twitter.com/VECambranes/status/1339271820512518145,,,,,,,,,,,,,,,
Rockford,Rockford City Hall,,IL,US,2020-12-16,,,,,,,May 30th Alliance,"against racism, against police violence, for justice for Tyris Jones, for dropping charges against protesters",1,occupation,,,,,1,1,,no social media traces available in Sept 2021 again until June 2021,,https://twitter.com/OccupyRKFD/status/1329884344480112651,,,,,,,,,,,,,,,,,,
Rogers,outside Governor Asa Hutchinson's neighborhood,,AR,US,2020-12-16,count video,7,,7,,,general protesters,for rental assistance and moratorium on evictions during coronavirus pandemic,0,demonstration,0,0,0,0,1,1,,,,https://www.nwahomepage.com/news/eviction-crisis-protest-forms-in-rogers/,,,,,,,,,,,,,,,,,,
Seattle,1106 East Denny Way,,WA,US,2020-12-16,,,,,,,general protesters,"for moratorium on sweeps of homeless encampments, for permanent housing for unhoused people, for boycotting local businesses that complain about homeless encampment",0,occupation,0,0,0,0,0,1,,,,https://komonews.com/news/local/poverty-is-not-a-crime-protesters-not-leaving-cal-anderson-park-until-demands-are-met,,,,,,,,,,,,,,,,,,
Seattle,Cal Anderson Park,,WA,US,2020-12-16,more than 100,100,,100,,,general protesters,"against sweep of homeless encampment, in support of unhoused people",0,demonstration,0,0,0,0,1,1,,,,https://twitter.com/eyesonthestorm/status/1338544556967514113,https://mynorthwest.com/2373291/sweep-seattle-cal-anderson-park-december/,https://www.king5.com/article/news/local/homeless/cal-anderson-park-homeless-sweep/281-19395915-e0a9-4a95-834e-30fc45975a77,https://www.kuow.org/stories/seattle-protesters-defend-houseless-encampment-at-cal-anderson-park,https://twitter.com/R3volutionDaddy/status/1339362034287136771,https://www.capitolhillseattle.com/2020/12/community-defense-and-activists-but-not-police-fill-cal-anderson-as-sweep-deadline-arrives/,https://www.instagram.com/p/CI1-JJOJfQd/,https://www.instagram.com/p/CI4QrNwpnJz/,,,,,,,,,,,
Severna Park,Park Plaza Shopping Center,,MD,US,2020-12-16,count pic,35,,45,,,general protesters,for relaxing restrictions on restaurants and other service businesses during coronavirus pandemic,0,rally,0,0,0,0,1,1,,,,https://www.capitalgazette.com/photos/ac-cn-service-industry-rally-20201216-syhvl7nuzjfb7bcrxj6b2w5cdy-photogallery.html,,,,,,,,,,,,,,,,,,
Sherman Oaks,"Sherman Oaks Galleria, Sepulveda Blvd and Ventura Blvd",CA,CA,US,2020-12-16,,,,,,,The Valley of Change,"Black Lives Matter, against police brutality",1,demonstration,,,,,1,1,,,,https://twitter.com/ACatWithNews/status/1423588411227611136,,,,,,,,,,,,,,,,,,
Tempe,"Tempe Union High School District, 500 W Guadalupe Rd",,AZ,US,2020-12-16,about 200,200,,200,,,Keep Our Kids in School,for reopening schools and providing PPE to teachers and staff during coronavirus pandemic,0,rally,0,0,0,0,1,1,,,,https://www.wranglernews.com/2020/12/15/grassroots-group-plans-dec-16-rally-at-tuhsd-to-protest-campus-closures/,https://www.fox10phoenix.com/video/881566,https://www.fox10phoenix.com/news/parents-within-tempe-union-unified-rally-for-answers-on-the-fate-of-online-learning,,,,,,,,,,,,,,,,
Watsonville,Watsonville Community Hospital,,CA,US,2020-12-16,about 30,30,,30,,,California Nurses Association,against state decision allowing higher patient-to-nurse staffing ratios in hospitals during coronavirus pandemic,0,protest,0,0,0,0,1,1,,,,https://www.santacruzsentinel.com/2020/12/16/photo-nurses-protest-near-hospital/,https://goodtimes.sc/santa-cruz-news/nurses-safe-patient-ratios-covid-19-pandemic/,,,,,,,,,,,,,,,,,
Wooster,Market St and Liberty St,,OH,US,2020-12-16,count pic,5,,10,,,general protesters,"against racism, against police brutality",1,protest,,,,,1,1,,,,https://twitter.com/desireejweber/status/1357411129488769028,https://www.instagram.com/p/CI3hrhag9Qk/,https://www.instagram.com/p/CI3h5FvgkcJ/,,,,,,,,,,,,,,,,
