City,Location,County,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,,
Clint,Clint Border Detention facility; 13400 The Alameda Ave,El Paso,TX,US,2019-07-04,,,,,,,general protestors,against government crackdown and detention policy at border; anti-ICE,1,vigil,0,0,0,0,1,1,https://twitter.com/sueysaunders/status/1146097300638355457,https://nam01.safelinks.protection.outlook.com/?url=https%3A%2F%2Fwww.marinij.com%2F2019%2F07%2F06%2Fmarin-activist-rallies-for-migrant-children-at-texas-border%2F&data=02%7C01%7Cjeremy.pressman%40uconn.edu%7Cce1061604c3f4651aee708d70280bd04%7C17f1a87e2a254eaab9df9d439034b080%7C0%7C0%7C636980624265018408&sdata=3ou21BEm4ML%2Bjq3IJ9kcBtEzKgOLWssXcWbe1HKsoQQ%3D&reserved=0,,,,
Detroit,ICE Field office; 333 Mount Elliot Street,Wayne,MI,US,2019-07-04,,,,,,,general protestors,against government crackdown and detention policy at border; anti-ICE,1,protest,,,,,1,1,https://www.facebook.com/events/2238717803108112/?active_tab=about,,,https://www.inquirer.com/opinion/jewish-protests-trump-border-camps-never-again-action-holocaust-20190716.html,,
Gainesville,Gainseville Square,Alachua,FL,US,2019-07-04,about 50,50,,50,,,Indivisible Lumpkin,Immigration; For Compassionate immigration; Families,1,protest,0,0,0,0,1,1,https://www.gainesvilletimes.com/news/why-protesters-filled-gainesville-square-july-4/,,,,,
Houston,Downtown houston,Harris,TX,US,2019-07-04,Over 1000,1000,,1000,,,National Education Association members and teachers,Families; For compassionate immigration; Immigration,1,protest,0,0,0,0,0,1,http://www.fightbacknews.org/2019/7/5/over-1000-union-educators-protest-houston-detention-center,,,,,
Los Angeles,Placita Olvera,Los Angeles,CA,US,2019-07-04,,,,,,,general protestors,against government crackdown and detention policy at border; anti-ICE,1,protest,,,,,1,1,https://twitter.com/DeneenMelody/status/1146457135531745280,,,,,
New York,Trump Tower,New York,NY,US,2019-07-04,,,,,,,Parkland Parents,Guns; For greater gun control,1,protest,0,0,0,0,1,1,https://pix11.com/2019/07/04/parkland-parents-stage-4th-of-july-march-on-trump-tower/,,,,,
Philadelphia,114 N 8th Street,Philadelphia,PA,US,2019-07-04,nearly 300; nearly 400,300,,400,,,Never Again,against government crackdown and detention policy at border; anti-ICE,1,protest; march,33,0,0,0,1,1,https://twitter.com/NeverAgainActn/status/1146401540661567488,https://www.facebook.com/events/1086364868233035/,https://www.inquirer.com/news/philadelphia/fourth-of-july-parade-protest-immigration-policy-ice-20190704.html,,,
Rehoboth Beach,Route 1 between iHOP and the Exxon station,Sussex,DE,US,2019-07-04,"close to 100, ",100,,100,,,Progressive Democrats of Sussex County,"protesting the government’s policy of separating children from their families, and detaining the children of illegal immigrants and asylum seekers",1,protest,0,0,0,0,1,1,https://www.capegazette.com/article/protesters-line-route-1/184410,,,,,
Washington,outside the White House,DC,DC,US,2019-07-04,10,10,,10,,,"Revolutionary Communist Party, USA",anti-Trump,1,protest,2,1,2,0,1,1,https://ktla.com/2019/07/04/protesters-clash-after-american-flag-burned-outside-white-house-on-july-4th/,https://twitter.com/aletweetsnews/status/1146944633206923265,https://www.usatoday.com/story/news/politics/2019/07/04/independence-day-flag-burning-leads-scuffle-near-white-house/1652121001/,,,
Washington,outside the White House,DC,DC,US,2019-07-04,,,,,,,Proud Boys,pro-Trump,2,protest,2,1,2,0,0,1,https://ktla.com/2019/07/04/protesters-clash-after-american-flag-burned-outside-white-house-on-july-4th/,,,,,
Youngstown,County Courthouse,Mahoning,OH,US,2019-07-04,8,8,,8,,,Dorthy Butler and Mary Fawcett,famillies; for compassionate immigration; immigration,1,protest,0,0,0,0,1,1,http://www.wfmj.com/story/40745169/youngstown-families-protest-family-separation-at-us-border,,,,,
El Paso,Border Agricultural Workers Project,El Paso,TX,US,2019-07-05,,,,,,,general protestors,Migrants aren't being treated right,1,Speaking event,0,0,0,0,1,1,https://nam01.safelinks.protection.outlook.com/?url=https%3A%2F%2Fwww.elpasotimes.com%2Fstory%2Fnews%2F2019%2F07%2F06%2Fartists-protest-migrant-detention-el-paso-event%2F1662754001%2F&data=02%7C01%7Cjeremy.pressman%40uconn.edu%7Cce1061604c3f4651aee708d70280bd04%7C17f1a87e2a254eaab9df9d439034b080%7C0%7C0%7C636980624265018408&sdata=jTnNFHXosMR2vLKxtuRl0eBPzkwqYMo18c%2BtF1yD6bo%3D&reserved=0,,,,,
Kalamazoo,Bronson Park ,Kalamazoo,MI,US,2019-07-05,,,,,,,First Congregational Church ,dawn attention to the conditions detainees have faced on the American side of the Mexican-U.S border,1,demonstration,0,0,0,0,1,1,https://www.mlive.com/news/kalamazoo/2019/07/church-puts-flowers-behind-bars-to-protest-children-detained-at-border.html,,,,,
San Francisco,outside US Rep. Pelosi office,San Francisco,CA,US,2019-07-05,more than 400; over 500,400,,500,,,Never Again,against government crackdown and detention policy at border; anti-ICE,1,protest,0,0,0,0,1,1,https://twitter.com/CREDOMobile/status/1147175865622695937,https://thehill.com/homenews/house/451763-anti-ice-protesters-demonstrate-outside-pelosis-office,,,,
Washington,outside ICE headquarters,DC,DC,US,2019-07-05,,,,,,,general protestors,against government crackdown and detention policy at border; anti-ICE,1,protest,,,,,1,1,https://twitter.com/in_la_lucha/status/1147169643058094080,,,,,
Philadelphia,Nicetown,Philadelphia,PA,US,2019-07-05,count video,40,,40,,,general protestors,Against fossil fuels; Environment; Against hazardous conditions,1,protest,0,0,0,0,1,1,https://www.nbcphiladelphia.com/news/local/Philly-Community-Protests-Plans-to-Build-Gas-Plant-in-Their-Neighborhood_Philadelphia-512202572.html,,,,,
Bedminster,Corner of Rd,Somerset,NJ,US,2019-07-06,about a dozen,12,,12,,,general protestors,Against President,1,,0,0,0,0,1,1,https://nam01.safelinks.protection.outlook.com/?url=https%3A%2F%2Fwww.mycentraljersey.com%2Fstory%2Fnews%2Fpolitics%2F2019%2F07%2F06%2Ftrump-returns-bedminster-first-time-year-and-met-protesters%2F1664190001&data=02%7C01%7Cjeremy.pressman%40uconn.edu%7Cce1061604c3f4651aee708d70280bd04%7C17f1a87e2a254eaab9df9d439034b080%7C0%7C0%7C636980624265048389&sdata=2M7LRsE9RspHC9x4SOnNOOxR4eOrRMh6TC2uWZD%2FA%2F0%3D&reserved=0,,,,,
Denver,Washington Park,Denver,CO,US,2019-07-06,,,,,,,general protestors,"Animal Welfare, rights",0,Rally,0,0,0,0,1,1,https://nam01.safelinks.protection.outlook.com/?url=https%3A%2F%2Fdenver.cbslocal.com%2F2019%2F07%2F06%2Fneighbors-argue-geese-program%2F&data=02%7C01%7Cjeremy.pressman%40uconn.edu%7Cce1061604c3f4651aee708d70280bd04%7C17f1a87e2a254eaab9df9d439034b080%7C0%7C0%7C636980624265038394&sdata=L1eRmFSDHcF4xo%2BDGJrt%2Fs2YjPKA1yDTcifFVnVh2%2Bo%3D&reserved=0,,,,,
Dodge City,Eisenhower Park,Ford,KS,US,2019-07-06,,,,,,,Kansas Revival,"Anti Abortion, Anti-LGBTQ",2,rally,0,0,0,0,1,1,https://nam01.safelinks.protection.outlook.com/?url=https%3A%2F%2Fwww.cjonline.com%2Fnews%2F20190706%2Fanti-abortion-pro-choice-rallies-converge-on-downtown-dodge-city&data=02%7C01%7Cjeremy.pressman%40uconn.edu%7Cce1061604c3f4651aee708d70280bd04%7C17f1a87e2a254eaab9df9d439034b080%7C0%7C0%7C636980624265068378&sdata=wHvvPEBXfS7AUbOYoJ0QdPXqoZneyOurfKFqoY8Fm%2B0%3D&reserved=0,https://www.kansas.com/news/politics-government/article232160492.html,,,,
Dodge City,Eisenhower Park,Ford,KS,US,2019-07-06,,,,,,,Kansas Unity Coalition,"Counter protest, pro choice, LGBTQ",1,counter Protest,0,0,0,0,0,1,https://nam01.safelinks.protection.outlook.com/?url=https%3A%2F%2Fwww.cjonline.com%2Fnews%2F20190706%2Fanti-abortion-pro-choice-rallies-converge-on-downtown-dodge-city&data=02%7C01%7Cjeremy.pressman%40uconn.edu%7Cce1061604c3f4651aee708d70280bd04%7C17f1a87e2a254eaab9df9d439034b080%7C0%7C0%7C636980624265078371&sdata=Aa1bA%2FqJT7QB4URLqzztT0O3Derzk5dFRpHihZpPx2k%3D&reserved=0,https://www.kansas.com/news/politics-government/article232160492.html,,,,
Durham,CCB Plaza,Durham,NC,US,2019-07-06,,,,,,,general protestors,Pro White Supremacy,0,Rally,0,0,0,0,1,1,https://nam01.safelinks.protection.outlook.com/?url=https%3A%2F%2Fabc11.com%2Fpolitics%2Fdurham-students-protest-against-immigration-policies%2F5381102%2F&data=02%7C01%7Cjeremy.pressman%40uconn.edu%7Cce1061604c3f4651aee708d70280bd04%7C17f1a87e2a254eaab9df9d439034b080%7C0%7C0%7C636980624265028400&sdata=In7ouuQGr%2FA11cQ8cY%2BgQZoDtPNif6sf3ZZZX8a60Jw%3D&reserved=0,,,,,
Hanover,Hanover County Courthouse,Hanover,VA,US,2019-07-06,dozens,24,,24,,,KKK,Discrimination; Pro-white supremacy,0,demonstration,0,0,0,0,1,1,https://twitter.com/KellyAvellino/status/1147651780899233792,https://www.usatoday.com/story/news/nation/2019/07/06/white-nationalist-linked-proud-boys-outnumbered-counter-protesters/1661585001/,https://nam01.safelinks.protection.outlook.com/?url=https%3A%2F%2Fwww.richmond.com%2Fnews%2Fwhite-supremacists-in-klan-robes-hold-surprise-rally-outside-hanover%2Farticle_15e58460-1a15-5919-9e81-004d59ddbba1.html&data=02%7C01%7Cjeremy.pressman%40uconn.edu%7Cce1061604c3f4651aee708d70280bd04%7C17f1a87e2a254eaab9df9d439034b080%7C0%7C0%7C636980624265028400&sdata=g5I5BkhEgTUNZJ%2F22A%2Fj1uMT2cgLBSV%2FFqAY0ZjCVjA%3D&reserved=0,,,
Long Beach,Harvey Milk Promenade Park,Los Angeles,CA,US,2019-07-06,Greater than 100,100,,100,,,general protestors,ICE should leave Long Beach,1,Rally,0,0,0,0,1,1,https://nam01.safelinks.protection.outlook.com/?url=http%3A%2F%2Fwww.presstelegram.com%2Flong-beach-protesters-call-for-ice-to-leave-the-city-in-saturday-rally&data=02%7C01%7Cjeremy.pressman%40uconn.edu%7Cce1061604c3f4651aee708d70280bd04%7C17f1a87e2a254eaab9df9d439034b080%7C0%7C0%7C636980624265078371&sdata=JLhGztKMngpZE%2Fg2zOC9e63MI7W0PUy3wCi%2FyHTtZ9Q%3D&reserved=0,,,,,
Washington,Freedom Plaza,DC,DC,US,2019-07-06,,,,,,,Proud Boys,pro-Trump; pro-free speech,2,protest,0,0,0,0,1,1,https://thinkprogress.org/proud-boys-far-right-free-speech-rally-dc-july-fourth-weekend/,https://dcist.com/story/19/07/03/far-right-groups-including-the-proud-boys-are-rallying-in-d-c-this-weekend/,,,,
Washington,Freedom Plaza,DC,DC,US,2019-07-06,,,,,,,general protestors,anti-Trump; against far right,1,protest,0,0,0,0,0,1,https://thinkprogress.org/proud-boys-far-right-free-speech-rally-dc-july-fourth-weekend/,https://dcist.com/story/19/07/03/far-right-groups-including-the-proud-boys-are-rallying-in-d-c-this-weekend/,,,,
Buffalo,765 Elmwood ave,Erie,NY,US,2019-07-06,,,,,,,general protestors,Collective Bargaining; For unionization,0,protest,0,0,0,0,1,1,https://www.wivb.com/news/spot-protest-planned-for-elmwood-ave-location-on-saturday/,,,,,
Chapel Hill,Peace and Justice Plaza ,Orange,NC,US,2019-07-07,around 50,50,,50,,,general protestors,"to make sure that they know that the town doesn’t accept or tolerate racism, and that they’re not welcome here and that they can’t intimidate us",0,counter protest,0,0,0,0,1,1,https://www.dailytarheel.com/article/2019/07/durham-bridge-protest,,,,,
Chapel Hill,Town Hall,Orange,NC,US,2019-07-07,,,,,,,Confederates Against UNC Antifa Fascists,"to expose what they called ""fascism"" and ""domestic terrorism"" at UNC",0,protest,0,0,0,0,0,1,https://www.dailytarheel.com/article/2019/07/durham-bridge-protest,,,,,
Richmond,31st St Baptist Church,NA,VA,US,2019-07-07,Count video,45,,45,,,general protestors,Stop Gun Violence,,Rally,0,0,0,0,1,1,https://nam01.safelinks.protection.outlook.com/?url=https%3A%2F%2Fwww.nbc12.com%2F2019%2F07%2F08%2Fcentral-virginia-officials-hold-stop-gun-violence-rally%2F&data=02%7C01%7Cjeremy.pressman%40uconn.edu%7C0e9477e9ea4346e0c3c108d70424caf2%7C17f1a87e2a254eaab9df9d439034b080%7C0%7C0%7C636982428388341199&sdata=%2FfCHERY7WctCP5ZWwdXASUZgFCXZyXeGHJfp8VFyc4M%3D&reserved=0,,,,,
Wooster,south side of Wooster's Public Square,Wayne,OH,US,2019-07-07,,,,,,,general protesters,rally for immigration reform,1,rally,0,0,0,0,1,1,https://www.the-daily-record.com/news/20190703/sunday-rally-in-wooster-to-address-immigration-issues,,,,,
Erie,Martin Luther King Center; Erie County Courthouse,Erie,PA,US,2019-07-08,about 110,110,,110,,,Poor People's Campaign,Progressive Agenda,1,Rally,0,0,0,0,1,1,https://nam01.safelinks.protection.outlook.com/?url=https%3A%2F%2Fwww.goerie.com%2Fnews%2F20190708%2Fcommunity-college-health-care-top-erie-march-concerns&data=02%7C01%7Cjeremy.pressman%40uconn.edu%7C0e9477e9ea4346e0c3c108d70424caf2%7C17f1a87e2a254eaab9df9d439034b080%7C0%7C0%7C636982428388271242&sdata=RTw9NfQHohKDyiNYJecTwvnfmuMPewtKhp4ziD6atqw%3D&reserved=0,,,,,
Fairbanks,Fairbanks LIO,Fairbanks North Star,AK,US,2019-07-08,count pic,17,,17,,,general protestors,against Governor's budget choices; favor override,0,protest,0,0,0,0,1,1,https://twitter.com/FDNMPolitics/status/1148330919478124545,https://twitter.com/FDNMPolitics/status/1148344106017361920,,,,
Juneau,Alaska Capital Building ,Juneau,AK,US,2019-07-08,more than 750,750,,750,,,general protestors ,calling for the state Legislature to override Gov. Mike Dunleavy’s budget vetoes,0,rally ,0,0,0,0,1,1,https://www.ktoo.org/2019/07/08/juneauites-turn-out-to-protest-budget-cuts-on-first-day-of-special-session/,,,,,
Kalamazoo,Metro Transit Station,Kalamazoo,MI,US,2019-07-08,Count pic,7,,7,,,Employees of Bus Company,Worker's Collective Bargaining,1,Strike,0,0,0,0,1,1,https://nam01.safelinks.protection.outlook.com/?url=https%3A%2F%2Fwww.mlive.com%2Fnews%2Fkalamazoo%2F2019%2F07%2Fbus-drivers-protest-working-conditions-in-kalamazoo-county.html&data=02%7C01%7Cjeremy.pressman%40uconn.edu%7C0e9477e9ea4346e0c3c108d70424caf2%7C17f1a87e2a254eaab9df9d439034b080%7C0%7C0%7C636982428388261248&sdata=Ny3wEyY9acEyQYsdAqcEZiEfItA8SvmD47rd9PXKamI%3D&reserved=0,,,,,
Kalamazoo,Van Buren Street,Kalamazoo,MI,US,2019-07-08,10,10,,10,,,Battle Creek Pride,Pro LGBTQ,1,Parade,0,0,0,0,0,1,https://nam01.safelinks.protection.outlook.com/?url=https%3A%2F%2Fwww.battlecreekenquirer.com%2Fstory%2Fnews%2F2019%2F07%2F08%2Fbattle-creeks-rainbow-crosswalks-draw-protesters-supporters%2F1675422001%2F&data=02%7C01%7Cjeremy.pressman%40uconn.edu%7C0e9477e9ea4346e0c3c108d70424caf2%7C17f1a87e2a254eaab9df9d439034b080%7C0%7C0%7C636982428388271242&sdata=kg2PqZpqjVWnmMFmFkSnyw%2FRZH3ZiF2gwN2zcsHtam8%3D&reserved=0,,,,,
Kalamazoo,Van Buren Street,Kalamazoo,MI,US,2019-07-08,10,10,,10,,,general protestors,ANTI LGBTQ,2,Parade,0,0,0,0,0,1,https://nam01.safelinks.protection.outlook.com/?url=https%3A%2F%2Fwww.battlecreekenquirer.com%2Fstory%2Fnews%2F2019%2F07%2F08%2Fbattle-creeks-rainbow-crosswalks-draw-protesters-supporters%2F1675422001%2F&data=02%7C01%7Cjeremy.pressman%40uconn.edu%7C0e9477e9ea4346e0c3c108d70424caf2%7C17f1a87e2a254eaab9df9d439034b080%7C0%7C0%7C636982428388271242&sdata=kg2PqZpqjVWnmMFmFkSnyw%2FRZH3ZiF2gwN2zcsHtam8%3D&reserved=0,,,,,
New York,outside Palantir HQ; 5 Little W 12th St,New York,NY,US,2019-07-08,,,,,,,general protestors,against government crackdown and detention policy at border; anti-ICE,1,protest,0,0,0,0,1,1,https://twitter.com/ConMijente/status/1146126351348355072,,,,,
Shreveport,Downtown  ,Caddo,LA,US,2019-07-08,,,,,,,S.A.V.E.,"Pro Civil Rights, Criminal Justice Reform",0,Rally,0,0,0,0,1,1,https://nam01.safelinks.protection.outlook.com/?url=https%3A%2F%2Fwww.arklatexhomepage.com%2Fnews%2Flocal-news%2Forganzation-rally-against-gun-violence-in-downtown-shreveport%2F&data=02%7C01%7Cjeremy.pressman%40uconn.edu%7C0e9477e9ea4346e0c3c108d70424caf2%7C17f1a87e2a254eaab9df9d439034b080%7C0%7C0%7C636982428388261248&sdata=OpgwadcV4vF8KWe%2FTskxcb5o40AAYkqIMDgDD1%2Fz2wI%3D&reserved=0,,,,,
St. Louis Park,City Council Chambers,Hennepin,MN,US,2019-07-08,Nearly 100,100,,100,,,general protestors,Pledge of Allegiance should be said before town council meetings,0,Public Forum,0,0,0,0,1,1,https://nam01.safelinks.protection.outlook.com/?url=http%3A%2F%2Fwww.startribune.com%2Fst-louis-park-city-council-expected-to-renew-discussion-on-saying-the-pledge-of-allegiance-at-its-meetings%2F512420812%2F&data=02%7C01%7Cjeremy.pressman%40uconn.edu%7C0e9477e9ea4346e0c3c108d70424caf2%7C17f1a87e2a254eaab9df9d439034b080%7C0%7C0%7C636982428388281239&sdata=Nv9FLs4JslHkLg8XnKcdRv8l%2B1Me%2F0NviJVG5C739bc%3D&reserved=0,,,,,
Washington,outside Washington Convention Center,DC,DC,US,2019-07-08,100,100,,100,,,American Muslims for Palestine,Israel Palestine Peace,1,Speaking Event,0,0,0,0,1,1,https://nam01.safelinks.protection.outlook.com/?url=https%3A%2F%2Fwww.middleeasteye.net%2Fnews%2Fchristian-zionists-praise-trump-Israel-support-DC-conference&data=02%7C01%7Cjeremy.pressman%40uconn.edu%7C0e9477e9ea4346e0c3c108d70424caf2%7C17f1a87e2a254eaab9df9d439034b080%7C0%7C0%7C636982428388281239&sdata=HnpJAYa15IsX6e5U0TCsoKVudJQl1NEHomhVjTor3I8%3D&reserved=0,,,,,
Wasilla,NA,Matanuska-Susitna,AK,US,2019-07-08,about 50,50,,50,,,general protestors,demand payment of full state dividend,0,protest,0,0,0,0,1,1,http://www.newsminer.com/news/alaska_news/divided-alaska-legislature-convenes-session-in-cities/article_df836392-36f7-510c-a599-4e31ee79bf2c.html,https://www.theguardian.com/us-news/2019/jul/10/hundreds-of-cyclists-hold-die-in-in-new-york-city-to-protest-deaths?CMP=twt_a-world_b-gdnworld,,,,
Goshen,Orange County Jail ,Orange,NY,US,2019-07-08,several hundred,200,,200,,,Rabbi Marcus Rubenstein of Temple Sinai in Middletown,call for an end the incarceration of undocumented people by Immigration and Customs Enforcement on the orders of the Trump Administration,1,rally ,0,0,0,0,1,1,http://westchester.news12.com/story/40767668/activists-protest-ice-detainees-being-held-at-orange-county-correctional-facility,,,,,
Portland,"Bank of the West, 810 S.W. Broadway & Microsoft retail outlet at 300 S.W. Yamhill",Multnomah,OR,US,2019-07-08,protestors,,,,,,general protestors,"against ""profiteers"" of Immigration and Custom Enforcement and the Customs and Border Protection",1,protest,0,0,0,0,1,1,https://pamplinmedia.com/pt/9-news/433010-342569-week-long-portland-protest-targets-ice-profiteers-,,,,,
Norton,Norton City Park,NA,VA,US,2019-07-08,approximately 70 ,70,,70,,,Family Crisis Support Services,to let assault and harassment victims know they have options through FCSS,0,protest,0,0,0,0,1,1,http://www.timesnews.net/Local/2019/07/08/We-believe-you-Area-residents-march-in-Norton-to-support-sexual-assault-and-harassment-victims,,,,,
San Diego,San Diego Superior Court ,San Diego,CA,US,2019-07-08,dozens,24,,24,,,general protestors,in support of a man whose arrest in Chicano Park sparked controversy last month,0,protest,0,0,0,0,1,1,https://www.nbcsandiego.com/news/local/eddie-alvarez-arrest-controversy-sdpd-superior-court-appearance-protest-512449821.html,,,,,
Wasilla,Wasilla Middle School,Matanuska-Susitna,AK,US,2019-07-08,about 60 ,60,,60,,,general protestors,opposed to the governor's budget proposals  ,0,protest,0,0,0,0,1,1,https://www.adn.com/politics/alaska-legislature/2019/07/09/dueling-rallies-meet-on-doorstep-of-would-be-special-session-in-wasilla/,,,,,
Wasilla,Wasilla Middle School,Matanuska-Susitna,AK ,US,2019-07-08,some 200,200,,200,,,general protestors,support of the governor's budget proposal,0,protest,0,0,0,0,0,1,https://www.adn.com/politics/alaska-legislature/2019/07/09/dueling-rallies-meet-on-doorstep-of-would-be-special-session-in-wasilla/,,,,,
Charlotte ,Charlotte-Mecklenburg Government Center,Mecklenburg,NC,US,2019-07-08,,,,,,,general protestors,Trump's campaign rally ,2,rally,0,0,0,0,1,1,"http://www.wilsontimes.com/stories/notebook-trump-to-hold-campaign-rally-in-greenville,182587",,,,,
Abingdon,Route 7,Washington,VA,US,2019-07-08,20,20,,20,,,"Hartford County Climate Action, Friends of Hartford",against the development of the Abingdon Business Park ,,protest,0,0,0,0,1,1,https://www.baltimoresun.com/maryland/harford/aegis/cng-ag-abingdon-woods-protest-0710-20190709-47j2l65zrfbxfcvcjcfyidnt4i-story.html,,,,,
Fairbanks,Golden Heart Plaza,Fairbanks North Star,AK,US,2019-07-09,count pic,19,,19,,,general protestors,against Governor's budget choices; favor override,0,protest,,,,,1,1,https://twitter.com/FDNMPolitics/status/1148780763493437440,,,,,
New York,Washington Square Park,New York,NY,US,2019-07-09,hundreds,200,,200,,,general protestors,protest cyclist death; improve safety for cyclists,0,protest,,,,,1,1,https://twitter.com/bagatelleno12/status/1148729475389153280,,,,,
Rockville,Mongomery County Council Building,Montgomery,MD,US,2019-07-09,about 20,20,,20,,,general protestors,for police reform,0,protest,,,,,1,1,https://twitter.com/Daniel_Schere/status/1148725857130881024,,,,,
St. Paul,Fort Snelling,Ramsey,MN,US,2019-07-09,,,,,,,general protestors,against government crackdown and detention policy at border; anti-ICE,1,vigil,,,,0,1,1,https://twitter.com/WomensMarchMN/status/1146129809103294465,https://www.phillyvoice.com/immigration-rights-protest-arrests-joe-biden-headquarters-philadelphia-sit-in/,,,,
Washington,US Capitol,DC,DC,US,2019-07-09,,,,,,,Never Again,against government crackdown and detention policy at border; anti-ICE,1,protest,18,0,0,0,1,1,https://www.rollcall.com/news/congress/18-people-protesting-icecbp-arrested-by-captiol-police,,,,,
Sacramento,State Capitol,Sacramento,CA,US,2019-07-09,,,,,,,Uber and Lyft,Other; Uber against regulation,0,protest,0,0,0,0,1,1,https://www.latimes.com/business/technology/la-fi-tn-ab5-uber-lyft-rally-sacramento-pay-20190715-story.html,,,,,
Charlottesville,Free Speech Wall - Downtown Mall ,NA,VA,US,2019-07-09,,,,,,,Virginia Organizing ,to show support for the Affordable Care Act,1,rally,0,0,0,0,1,1,https://www.cbs19news.com/content/news/Virginia-Organizing-holds-rally-for-ACA-512496651.html,,,,,
Salt Lake City,City and County Building to the Salt Lake Lobby,Salt Lake,UT,US,2019-07-09,several hundred,300,,300,,,general protestors,to demand the state cancels its plan for the Utah Inland Port,0,rally,8,0,0,0,1,1,https://www.abc4.com/news/local-utah-state-news/several-groups-gather-at-salt-lake-chamber-to-protest-utah-inland-port/,,,,,
Richmond,State Capitol ,NA,VA,US,2019-07-09,"hundreds,",200,,200,,,"Moms Demand Action, March for Our Lives, Coalition to Stop Gun Violence ",for greater gun control ,0,vigil ,0,0,0,0,1,1,https://pilotonline.com/news/government/politics/virginia/article_c8c95a88-a257-11e9-88bf-a385f01eda60.html,,,,,
Richmond,State Capitol ,NA,VA,US,2019-07-09,hundreds,200,,200,,,general protestors ,against greater gun control ,0,rally ,0,0,0,0,0,1,https://pilotonline.com/news/government/politics/virginia/article_c8c95a88-a257-11e9-88bf-a385f01eda60.html,,,,,
Washington ,State Capitol ,DC,DC,US,2019-07-09,100,100,,100,,,general protestors ,opposing government plans to round up undocumented people,1,rally,0,0,0,0,1,1,https://washingtonjewishweek.com/55478/jews-join-together-to-protest-ice-raids/featured-slider-post/,,,,,
Midland,Andrews County,Midland,TX,US,2019-07-09,,,,,,,general protestors ,"protest an impending proposal by Waste Control Specialists to store 40,000 tons of nuclear reactor waste in Andrews.",0,rally,0,0,0,0,1,1,https://www.oaoa.com/news/local/article_43247dc6-a299-11e9-a56c-fb652cdc0f53.html,,,,,
Des Moines,Sen. Joni Ernst's Office ,Polk,IA,US,2019-07-09,more than 50,50,,50,,,Moms Against the Camps,calling on Sen. Joni Ernst to take action on the crisis at the United States southern border,1,demonstration,0,0,0,0,1,1,https://kdsm17.com/news/local/group-frustrated-after-call-with-sen-joni-ernst-on-immigration,,,,,
Highland Park,"Irving School Playground, Woodbridge Ave, Highland Park Borough Hall",Middlesex,NJ,US,2019-07-09,over 50,50,,50,,,"Human Relations Commission and the Commission on Immigrant and Refugee Affairs of Highland Park,",bring attention to immigrant families separated by the federal government,1,march,0,0,0,0,1,1,https://www.mycentraljersey.com/story/news/2019/07/11/highland-park-holds-families-together-march-protest-family-separations/1693943001/,,,,,
Portland,"Southwest Third Avenue, Yamhill Street, the Microsoft store",Multnomah,OR,US,2019-07-09,a dozen ,12,,12,,,general protestors ,protesting Microsoft’s contract with Immigration and Customs Enforcement,0,protest,1,0,0,0,1,1,https://www.oregonlive.com/crime/2019/07/counterprotestor-arrested-accused-of-wielding-knife-at-occupy-ice-protest-tuesday.html,,,,,
Saint Paul,"Bishop Henry Whipple Building, 1 Federal Dr",Ramsey,MN,US,2019-07-09,,,,,,,Interfaith Coalition on Immigration; Weekly Tuesday ICE Vigil,"in solidarity with migrant detainees, against inhumane detention practices",1,vigil,,,,,1,1,https://mnicom.org/programs/vigils/,https://mnicom.org/2019/06/30/july-vigil/,,second Tuesday of every month,,
Columbia,State Capitol,Richland,SC,US,2019-07-10,,,,,,,general protestors,Conf. Flag should be allowed/embraced,0,,0,0,0,0,0,1,https://nam01.safelinks.protection.outlook.com/?url=https%3A%2F%2Fwww.thestate.com%2Fnews%2Fpolitics-government%2Farticle232407362.html&data=02%7C01%7Cjeremy.pressman%40uconn.edu%7C0e9477e9ea4346e0c3c108d70424caf2%7C17f1a87e2a254eaab9df9d439034b080%7C0%7C0%7C636982428388291230&sdata=SGP8Spxlh8O%2F6NFRBMtewwBdkNrXlCjGi%2BBnUtpHVyI%3D&reserved=0,,,,,
Charlotte ,North Carolina Utilities Commission,Mecklenburg,NC,US,2019-07-10,"dozens, ",24,,24,,,general protestors ,against Piedmont Natural Gas,0,protest,0,0,0,0,1,1,https://www.wcnc.com/article/news/groups-protesting-piedmont-natural-gas-rate-hike-proposal/275-b82b1be2-64fc-4070-a221-fe50d8bc0068,,,,,
Hågatña,Paseo Loop,NA,Guam ,US,2019-07-10,,,,,,,general protestors ,Navy rejected demands for a pause on military construction,0,protest,0,0,0,0,1,1,https://www.guampdn.com/story/news/local/2019/07/10/guam-protests-military-construction-preserve-history/1680595001/,,,,,
Los Angeles,Hall of Justice,Los Angeles,CA,US,2019-07-10,,,,,,,Black Lives Matter LA,"against police brutality, for police accountability, Black Lives Matter, against District Attorney Jackie Lacey",1,protest,,,,,1,1,https://www.cnn.com/2020/07/10/us/jackie-lacey-la-da-black-lives-matter/index.html,https://www.newyorker.com/magazine/2020/11/16/after-years-of-protests-every-wednesday-la-activists-welcome-a-new-da,,,,
