CityTown,Location,County,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,Source4,,
Olympia,outside the capitol ,Thurston,WA,US,2019-09-24,,,,,,,Indigenous Protectors of the Salish Sea,protesting against a lack of action on climate change,0,protest,1,0,0,0,1,1,https://www.seattletimes.com/seattle-news/politics/indigenous-climate-protest-at-the-washington-state-capitol-draws-law-enforcement-in-riot-gear/,,,,,,
Watertown,next to Public Square,Jefferson,NY,US,2019-09-24,na,4,,4,,,the American Federation of Government Employees,advocating for better policies for workers,1,rally,0,0,0,0,1,1,https://www.nny360.com/communitynews/pressreleases/citizens-rally-in-support-of-federal-workers/article_0752b9bf-c9ec-5249-bc5a-cc3d0abae976.html,,,,,,
College Station,Thomas Park,Brazos,TX,US,2019-09-24,about 55,55,,55,,,general protesters,protesting against abortion,2,rally,0,0,0,0,1,1,https://www.theeagle.com/news/local/annual-days-for-life-campaign-opens-with-rally-at-college/article_5fdd885c-df54-11e9-8f91-a36382d8e49d.html,,,,,,
Oakland,14th and Broadway,Alameda,CA,US,2019-09-25,hundreds,200,,200,,,general protesters,protesting understaffing in the city,0,protest,0,0,0,0,1,1,https://www.ktvu.com/news/oakland-city-workers-protest-severe-understaffing-with-600-vacancies,,,,,,
Washington,outside the capitol ,DC,DC,US,2019-09-25,,,,,,,general protesters,protesting for greater gun control,1,protest,0,0,0,0,1,1,https://wgntv.com/2019/09/25/chicago-groups-travel-to-dc-for-national-anti-violence-rally/,,,,,,
Lansing,State Capitol,Ingham,MI,US,2019-09-25,,,,,,,"The Michigan Auto Insurance Promise, general protesters",protesting against a new no-fault insurance law,0,protest,0,0,0,0,1,1,https://www.lansingstatejournal.com/story/news/local/2019/09/25/protesters-rally-against-new-no-fault-insurance-law-state-capitol/2443821001/,,,,,,
Albany,outside Albany Medical Center,Albany,NY,US,2019-09-25,,,,,,,the New York State Nurses Association,protesting for higher wages and more staff,0,protest,0,0,0,0,1,1,https://dailygazette.com/article/2019/09/25/nurses-rally-over-long-running-albany-med-contract-talks,,,,,,
New Haven,Yale,New Haven,CT,US,2019-09-25,more than 1500,1500,,1500,,,Yale students,protesting a lack of action on climate change,1,protest,0,0,0,0,1,1,https://www.wtnh.com/news/connecticut/new-haven/yale-students-walk-out-of-class-rally-for-climate-change-action/,,,,,,
Cincinnati,Universtiy of Cincinnati,Hamilton,OH,US,2019-09-25,approximately two dozen,24,,24,,,University of Cincinnati Faculty,protesting for higher pay for adjunct professors,0,protest,0,0,0,0,1,1,https://www.cincinnati.com/story/news/2019/09/25/adjunct-pay-concerning-those-participating-uc-demonstration/2387302001/,,,,,,
Montpelier,the State House lawn,Washington,VT,US,2019-09-25,about 40,40,,40,,,general protesters,protesting against lobbyists that work for companies that are anti-environment and anti-immigrant,1,protest,0,0,0,0,1,1,https://www.timesargus.com/news/local/climate-protesters-challenge-lobby-firm/article_027eb2f7-ea1f-51b4-80f6-67d3e84c7ff2.html,,,,,,
Kent,Kent State University,Portage,OH,US,2019-09-25,,,,,,,the Proud Boys,protesting against Beto O'Rourke and against gun control,2,protest,0,0,0,0,1,1,https://www.record-courier.com/news/20190925/pro-gun-display-seeks-to-educate-orourke-rally-attendees-at-kent-state,,,,,,
Los Angeles,Hall of Justice,Los Angeles,CA,US,2019-09-25,,,,,,,Black Lives Matter LA,"against police brutality, for police accountability, Black Lives Matter, against District Attorney Jackie Lacey",1,protest,,,,,1,1,https://www.cnn.com/2020/07/10/us/jackie-lacey-la-da-black-lives-matter/index.html,https://www.newyorker.com/magazine/2020/11/16/after-years-of-protests-every-wednesday-la-activists-welcome-a-new-da,,,,,
Miami,"MDC's Tower Theater Miami, 1508 SW 8th St",Miami-Dade,FL,US,2019-09-25,count video,15,,20,,,Dream Defenders Miami,"against deportation of immigrants, against mass incarceration, against war on drugs, against Joe Biden for president",1,protest,0,0,0,0,1,1,https://www.instagram.com/p/B22b8sYlgAc/,,,,,,
South Bend,Jon Hunt Plaza,St.Joseph,IN,US,2019-09-25,,,,,,,Mamas against Violence,protesting against violence and murders,0,protest,0,0,0,0,1,1,https://www.southbendtribune.com/news/local/residents-remember-homicide-victims-in-march/article_e055bb3a-697a-5683-9543-10b6f5b4e406.html,,,,,,
Washington,the West Front of the Capitol,DC,DC,US,2019-09-25,close to 200,200,,200,,,"sherrifs, lawmakers, people from Arizona ",protesting against immigration,2,Protest;demonstration,0,0,0,0,1,1,https://www.studlife.com/news/2019/09/08/wugwu-holds-first-protest-of-semester-at-student-activities-fair/,,,,,,
Washington,the East Front of the capitol,DC,DC,US,2019-09-25,,,,,,,pastors from the United Church of Christ,protesting against including funding for a border wall in the budget,1,counter protest,0,0,0,0,1,1,https://cronkitenews.azpbs.org/2019/09/25/both-sides-now-arizonans-rally-to-stake-out-opposing-border-positions/,,,,,,
Philadelphia,outside the Philadelphia Police Headquarters,Philadelphia,PA,US,2019-09-25,,,,,,,general protesters,protesting against the high rate of unsolved homicides,0,protest ,0,0,0,0,1,1,https://www.phillytrib.com/news/local_news/as-clearance-rate-improves-families-protest-philly-s-unsolved-murders/article_ed65d820-fcbc-5889-826e-fbcd895692e4.html,,,,,,
Chapel Hill,University of North Carolina,Orange,NC,US,2019-09-25,dozens,24,,24,,,UNC students,protesting against the US Department of Education demanding that they change their Middle East Studies program to retain federal funding,1,protest,0,0,0,0,1,1,https://www.dailytarheel.com/article/2019/09/department-education-mandate0926,,,,,,
Berkeley,University of California; Soda Hall,Berkeley,CA,US,2019-09-25,about 100,100,,100,,,Cal Bears Against ICE,protest against campus relations with companies holding contractual agreements with ICE,1,protest,0,0,0,0,1,1,https://www.dailycal.org/2019/09/27/uc-berkeley-students-protest-amazons-ties-with-ice/25228/,,,,,,
Atlanta,North Atlanta High School,Fultonn,GA,US,2019-09-26,,,,,,,North Atlanta High students,protesting against a lack of action on climate change,1,protest,0,0,0,0,1,1,https://www.ajc.com/news/local/north-atlanta-students-rally-for-change-climate/Lh2mtwpxkLRDY57AI1LUzM/#,,,,,,
Charleston,Robert C. Byrd federal courthouse,Kanawha,WV,US,2019-09-26,dozens,24,,24,,,West Virginia Citizens Climate Lobby,climate change protest,0,protest,0,0,0,0,1,1,https://www.wvgazettemail.com/news/energy_and_environment/west-virginians-make-their-voices-heard-at-climate-change-rally/article_839f351b-24f3-5655-9de6-4d12f1a661d9.html,,,,,,
Cody,Cody High School,Park,WY,US,2019-09-26,na,20,,20,,,general protesters,climate change march,0,march,0,0,0,0,1,1,http://www.codyenterprise.com/news/local/article_efcb4b8e-e3b9-11e9-a54a-6bf670a29206.html,,,,,,
Denver,Union Stateion,Denver,CO,US,2019-09-26,,,,,,,Patagonia and 350 Colorado,climate change march,0,march,,,,,,,https://www.denverpost.com/2019/09/19/colorado-climate-strike-events/,,,,,,
Ellettsville,Monroe County Public Library,Monroe,IN,US,2019-09-26,na,5,,5,,,"Sarah Dye, general protesters",DEADLINK,DEADLINK,protest,DEADLINK,DEADLINK,DEADLINK,DEADLINK,DEADLINK,DEADLINK,https://www.hoosiertimes.com/herald_times_online/news/local/dye-s-speech-protested-at-ellettsville-library/article_75f4de93-c43d-5563-9aac-5f6e5a4acf4e.html,,,,,,
Honolulu,Waimanalo park,Honolulu,HI,US,2019-09-26,scores,40,,40,,,general protesters,protesting the development of a park,0,protest,28,0,0,0,1,1,https://www.hawaiinewsnow.com/2019/09/26/opponents-controversial-project-waimanalo-blocking-access-sherwood-forest/,,,,,,
Jeffferson City,outside the Capitol,Cole,MO,US,2019-09-26,about 20,20,,20,,,general protesters,protesting the execution of a man on death row,0,protest,0,0,0,0,1,1,https://www.kshb.com/news/state/missouri/advocates-rally-to-spare-missouri-death-row-inmate,,,,,,
Philadelphia,Rittenhouse Square,Philadelphia,PA,US,2019-09-26,more than 1000,1000,,1000,,,Service Employees International Union,protesting for fair contract negotiations,0,protest,0,0,0,0,1,1,https://www.inquirer.com/news/philadelphia-office-cleaners-rally-march-rittenhouse-labor-union-32bj-service-employees-20190926.html,,,,,,
Queens,Roy Wilkins Park,Queens,NY,US,2019-09-26,thousands,2000,,2000,,,parents and students ,protesting so that the city will build a new middle school for students,0,protest,0,0,0,0,1,1,https://www.qchron.com/editions/central/success-academy-rallies-for-queens-middle-school/article_c5934d70-e095-11e9-a29d-ff35e4d927b3.html,,,,,,
Radnor,Radnor,Delaware,PA,US,2019-09-26,20,20,,20,,,general protesters,"protesting against the lack of resignation of Comissioner John Nagle, who was caught with child pornography",0,protest,0,0,0,0,1,1,http://www.mainlinemedianews.com/mainlinesuburbanlife/radnor-protesters-call-for-commissioner-nagle-to-resign/article_de4d2e4a-e094-11e9-8e03-730a68f735da.html,,,,,,
Rochester,Main and Clinton,Monroe,NY,US,2019-09-26,more than three dozen,36,,36,,,the Rochester Homeless Union,protesting against gentrification,0,protest,0,0,0,0,1,1,https://www.democratandchronicle.com/story/news/2019/09/26/housing-protest-blocks-intersection-main-clinton-rochester-ny/3775246002/,,,,,,
Savannah,Savannah Arts Academy ,Chatham,GA,US,2019-09-26,dozens,24,,24,,,Savannah Arts Academy Students,protesting a lack of action on climate change,1,protest,0,0,0,0,1,1,https://www.wsav.com/weather-news/our-changing-climate/we-have-the-facts-and-solutions-savannah-arts-academy-students-walk-out-in-climate-change-protest/,,,,,,
Youngstown,,Westmoreland,PA,US,2019-09-26,,,,,,,general protesters,protesting against House Bill 70 in the city's schools.,0,protest,0,0,0,0,1,1,https://www.wfmj.com/story/41108161/parents-teachers-gather-to-protest-hb-70-in-youngstown,,,,,,
Anacortes ,Anacortes High School,Skagit ,WA,US,2019-09-27,,100,,100,,,,Against Climate Change,,Rally,,,,,,,https://www.goskagit.com/news/local_news/students-rally-for-action-on-climate-change/article_488604d0-65f1-5986-ab5b-4dde83c320f1.html,,,,,,
Atlanta,Buckhead MARTA Station,Fulton,GA,US,2019-09-27,hundreds,200,,200,,,general protesters,against climate change,0,protest;march,19,0,0,0,1,1,https://www.11alive.com/article/tech/science/environment/climate-protest-atlanta/85-2a585510-1a5c-486c-8328-bc1d4693d5c5,,,,,,
Boston,a bridge in Boston’s Seaport section,Suffolk,MA,US,2019-09-27,Hundreds,200,,200,,,general protesters,aganst climate change,0,protest; blockade,0,0,0,0,1,1,https://whdh.com/news/climate-change-protesters-block-bridge-in-boston/,,,,,,
Cedar City,Southern Utah University,Iron,UT,US,2019-09-27,,,,,,,general protesters,against climate change,0,protest ,0,0,0,0,1,1,https://www.stgeorgeutah.com/news/archive/2019/09/27/arh-southern-utah-university-students-join-worldwide-protest-to-better-inform-community-on-environmental-issues/#.XeXm2-hKjIV,,,,,,
Dubuque,Loras College,Dubuque,IA,US,2019-09-27,,,,,,,DEADLINK,against climate change,DEADLINK,DEADLINK,DEADLINK,DEADLINK,DEADLINK,DEADLINK,DEADLINK,DEADLINK,https://www.kcrg.com/content/news/Dubuque-area-college-students-organize-climate-strike-and-rally-561558861.htm,,,,,,
Elliston ,Mountain Valley Pipeline ,Montgomergy ,VA,US,2019-09-27,NA,1,,1,,,"Glenna ""Duff"" Benjamin ",anti construction of the Mountain Valley Pipeline ,0,protest,1,0,0,0,1,1,https://www.virginiamercury.com/2020/01/14/raging-granny-faces-music-for-pipeline-protest-happy-that-i-did-it/,,,,,,
Fort Collins,Old Town Square,Larimer,CO,US,2019-09-27,hundreds,200,,200,,,Fridays for Future,Against climate change; Environment; Climate Strike,0,protest; rally; strike,0,0,0,0,1,1,https://www.coloradoan.com/story/news/2019/09/27/greta-thunberg-inspired-climate-strike-kicks-off-in-old-town-square/3777060002/,,,,,,
Hana,Hana High School,Maui ,HI,US,2019-09-27,about 40,40,,40,,,general protesters,climate change protest,0,protest,0,0,0,0,1,1,https://www.mauinews.com/news/local-news/2019/09/hana-students-rally-over-climate-change/,,,,,,
Johnstown ,University of Pittsburg,Westmoreland,PA,US,2019-09-27,about 10,10,,10,,,Fossil Free Pitt Coalition,against the university's fossil fuels investment,0,protest,0,0,0,0,1,1,https://pittnews.com/article/150901/news/gallagher-provides-report-on-university-initiatives-amidst-divestment-protest/,,,,,,
Lexington,STEAM Academy,Fayette,KY,US,2019-09-27,,,,,,,students,against climate change,0,protest; marcg,0,0,0,0,1,1,https://www.lex18.com/news/covering-kentucky/students-march-to-protest-climate-change,,,,,,
Lorain,Lorain High School,Lorain,OH,US,2019-09-27,,,,,,,"local veterans, organizations, and police officers",support pledge of allegiance as school ritual,0,protest,0,0,0,0,1,1,https://www.morningjournal.com/news/lorain-county/lorain-local-organizations-to-protest-lhs-pledge-policy/article_866ba670-e0ad-11e9-9131-5780029bc614.html,,,,,,
Louisville,Jefferson Square Park,Jefferson,KY,US,2019-09-27,,,,,,,"350 Louisville, Sierra Club, Kentucky Conservation Committee, Cultivating Connections, First Unitarian Church, Thomas Jefferson Unitarian Church",protesting against a pipeline that would destroy the Bernheim forest,0,protest,0,0,0,0,1,1,https://www.courier-journal.com/story/news/local/2019/09/25/nonprofits-host-anti-lg-e-pipeline-rally-friday-support-bernheim-forest/2446834001/,,,,,,
Media,Delaware County Courthouse,Delaware,PA,US,2019-09-27,,,,,,,general protester,protest in favor of reopening a closed murder case,0,protest,0,0,0,0,1,1,https://www.delcotimes.com/news/local/convicted-killer-s-supporters-rally-to-reopen-case/article_103962ac-e167-11e9-9d2c-9f39174ae966.htm,,,,,,
Memphis,Southwest Early College High School,Shelby,TN,US,2019-09-27,,,,,,,general protesters,against the closing of a local high school,0,protest,0,0,0,0,1,1,https://www.localmemphis.com/news/education/parents-and-students-protest-in-hopes-of-keeping-southwest-early-college-high-school-open/,,,,,,
New York City,,New York,NY,US,2019-09-27,,,,,,,,against foreign government,,,,,,,,,https://www.henryherald.com/news/world_nation/imran-khan-and-narendra-modi-adress-the-un-as-thousands/,,,,,,deadlink
Newburg,Newburg High School,Phelps,MO,US,2019-09-27,dozens,24,,24,,,high school students,against climate change,0,protest; plant potting,0,0,0,0,1,1,https://pamplinmedia.com/nbg/241-education/439441-351923-students-take-to-the-fields-to-protest-climate-inaction,,,,,,
Norman,University of Oklahoma,Cleveland,OK,US,2019-09-27,about 50,50,,50,,,Natalia Fabry,Against Climate Change,0,strike; protest,0,0,0,0,1,1,http://www.oudaily.com/news/we-all-have-a-voice-ou-students-participate-in-climate/article_86d37b50-e1f3-11e9-9cf6-535e71c4fcd8.html,,,,,,
Oakland,Alameda,Henry J. Kaiser Jr. Elementary School,CA,US,2019-09-27,,,,,,,"general protesters, parents, teachers, and students",against closure of elementary school,0,protest,0,0,0,0,1,1,https://sanfrancisco.cbslocal.com/2019/09/27/parents-teachers-students-protest-planned-closure-oakland-elementary-school/,,,,,,
Rock Hill,Rock Hill High School -> Sentator Graham's Office,York,SC,US,2019-09-27,about 20,20,,20,,,high school students,against climate change,1,protest; march,0,0,0,0,1,1,https://www.heraldonline.com/news/local/education/article235548512.html,,,,,,
San Diego,University of California,San Diego,CA,US,2019-09-27,500,500,,500,,,students and staff,against climate change,0,protest; march,0,0,0,0,0,subsequent events to follow first friday of every month,https://fox5sandiego.com/2019/09/27/uc-san-diego-students-rally-for-climate-action/25217,,,,,,
San Ramon,Chevron,Contra Costa,CA,US,2019-09-27,hundreds,200,,200,,,general protesters,against fossil fuels industry; against climate change,0,protest,0,0,0,0,1,1,https://sfbay.ca/2019/09/27/hundreds-of-san-ramon-youth-protest-outside-chevron-as-part-of-global-climate-strike/,,,,,,
Santa Barbara,De la Guerra Plaza,Santa Barbara,CA,US,2019-09-27,about 1000,1000,,1000,,,DEADLINK,DEADLINK,DEADLINK,DEADLINK,DEADLINK,DEADLINK,DEADLINK,DEADLINK,DEADLINK,DEADLINK,https://www.keyt.com/news/climate-march-organizers-call-for-action/112636217125234,,,,,,
Santa Cruz,,Santa Cruz,CA,US,2019-09-27,,,,,,,DEADLINK,against climate change,DEADLINK,DEADLINK,DEADLINK,DEADLINK,DEADLINK,DEADLINK,DEADLINK,DEADLINK,https://www.kion546.com/news/students-walk-out-of-class-to-protest-climate-change/1126345229 https://kion546.com/news/santa-cruz-police-warn-of-traffic-delays-during-global-warming-protest/1126176843,,,,,,
Santa Maria,,Santa Barbara,CA,US,2019-09-27,about 20,20,,20,,,DEADLINK,DEADLINK,DEADLINK,DEADLINK,DEADLINK,DEADLINK,DEADLINK,DEADLINK,DEADLINK,DEADLINK,https://www.keyt.com/news/community-members-gather-for-climate-strike-rally-outside-city-hall/,,,,,,
Stanton,"Christiana Hilton, outside Chamber of Commerce meeting",New Castle,DE,US,2019-09-27,count pic,11,,11,,,New Castle County Police Officers,collective bargaining,0,protest,0,0,0,0,1,1,https://www.delawareonline.com/story/news/2019/09/27/new-castle-county-police-protest-matt-meyer-over-contract-negotiations/3785252002/,,,,,,
Tatum,,Panola,TX,US,2019-09-27,,,,,,,general protesters,against dress code,0,protest,0,0,0,0,1,1,http://www.thehendersonnews.com/multimedia/tatum-isd-protest/video_b7e3d166-e141-11e9-a768-df772efbe9d6.html,,,,,,deadlink
Washington,McPherson Square,DC,DC,US,2019-09-27,hundreds,200,,200,,,general protesters,against climate change,0,protest;march,0,0,0,0,1,1,https://www.wusa9.com/article/tech/science/environment/shut-down-dc-friday/65-cbf3916b-b376-4540-a4ea-d0dd86212813,,,,,,
West Lafayette,West Lafayette High School,Tippecanoe,IN,US,2019-09-27,more than 300,300,,300,,,Fridays for Future,Against climate change; Environment; Climate Strike,0,protest; rally; strike,0,0,0,0,1,1,https://www.jconline.com/story/news/2019/09/27/climate-strikers-demand-what-you-doing-wl-mayor-answers-local-promise/3780106002/,,,,,,
West Lafayette,Purdue University,Tippecanoe,IN,US,2019-09-27,,,,,,,students,"anti gun violence and anti racism, pro gun control",1,protest;rally,0,0,0,0,1,1,https://www.purdueexponent.org/campus/article_15accbe6-e137-11e9-afdd-c3052a3f077e.html,,,,,,
Washington,,DC,DC,US,2019-09-28,,,,,,,@transmarchondc; #March4TransLives,pro-transgender,1,march,,,,,1,1,https://twitter.com/womensmarch/status/1165294848527806467,,,,,,
West Philidelphia,41st Street and Lancaster Avenue,Philidelphia County,PA,US,2019-09-28,,,,,,,"The Community Collaborative of leaders, Congressman Dwight Evans, Councilwoman Jannie L. Blackwell, state Rep. Movita Johnson-Harrell, general protesters",anti-drug and violence,0,protest;rally,0,0,0,0,1,1,https://www.phillytrib.com/metros/west_southwest_south/community-coalition-rallies-against-crime-in-west-philly/article_997a776e-9452-5658-a25d-419dcb1201a9.html,,,,,,
Tacoma,ICE Facility in Tacoma,Pierce,WA,US,2019-09-28,Dozens,24,,24,,,general protesters,in support of ICE,2,protest;rally,0,0,0,0,1,1,https://komonews.com/news/local/dozens-rally-in-support-of-ice-agents-conservative-immigration-reform,,,,,,
Denver,Green Valley Ranch Neighborhood,Denver,CO,US,2019-09-28,count pic,15,,15,,,general protesters,against gun violence,0,protest,0,0,0,0,1,1,https://www.thedenverchannel.com/news/local-news/green-valley-ranch-residents-rally-against-youth-violence-in-denver,,,,,,
Minneapolis,University of Minnnesota,Hennepin,MN,US,2019-09-28,,,,,,,students,"against Trump, against conservatism",1,protest;vandalism,0,0,0,0,1,1,https://minnesota.cbslocal.com/2019/09/28/republican-student-group-wall-panel-vandalized-protested/,,,,,,
Arcadia,Santa Anita Park,Los Angeles,CA,US,2019-09-28,,,,,,,general protesters,against animal cruelty,0,protest,0,0,0,0,1,1,,,,,,,
Sikeston,,Scott,MO,US,2019-09-28,,,,,,,DEADLINK,anti-violence,DEADLINK,DEADLINK,DEADLINK,DEADLINK,DEADLINK,DEADLINK,DEADLINK,DEADLINK,https://www.semissourian.com/story/2637665.html,,,,,,
Austin,University of Austin,Travis,TX,US,2019-09-28,,,,,,,general protesters; students,"anti-gun violence, pro- gun control",0,protest,0,0,0,0,1,1,https://www.fox7austin.com/news/gun-reform-activists-rally-for-stricter-gun-laws-call-on-action-from-lawmakers,,,,,,
Duluth,Gichi-ode' Akiing,St. Louis,MN,US,2019-09-28,about 700,700,,700,,,general protesters,against oil pipeline,0,protest,0,0,0,0,1,1,https://www.duluthnewstribune.com/business/energy-and-mining/4684903-Hundreds-of-Line-3-opponents-rally-in-Duluth,,,,,,
Goleta,,Santa Barbara,CA,US,2019-09-28,,,,,,,n/a,against climate change,DEADLINK,DEADLINK,DEADLINK,DEADLINK,DEADLINK,DEADLINK,DEADLINK,DEADLINK,https://www.keyt.com/news/climate-march-organizers-call-for-action/1126362171,,,,,,
Clinton,,Clinton,NY,US,2019-09-28,,,,,,,general protesters,pro-Trump,2,"protest, rally","DEADLINK, doesn't allow access to article",DEADLINK,DEADLINK,DEADLINK,DEADLINK,DEADLINK,https://www.uticaod.com/news/20190928/trump-supporters-rally-in-clinton,,,,,,
Havervill,Citizen Center,Essex,MA,US,2019-09-28,,,,,,,general protesters,anti-violence,0,march,0,0,0,0,1,annual event,https://www.eagletribune.com/news/haverhill/haverhill-s-th-annual-march-for-peace/article_f75d51c9-ef9f-5b8e-a110-6c3da42bfa5b.htm,,,,,,
Monterey,,Monterey,CA,US,2019-09-28,,,,,,,n/a,pro-immigration,DEADLINK,DEADLINK,DEADLINK,DEADLINK,DEADLINK,DEADLINK,DEADLINK,DEADLINK,https://kion546.com/news/dozens-spend-day-in-cages-to-protest-migrant-detention-centers/1126588540,,,,,,
Lawrence,,Essex,MA,US,2019-09-28,,,,,,,"Senator Markey and Representative Kennedy III, protesters, union strikers",collective bargaining,0,"protest, strike",0,0,0,0,1,1,https://www.bostonglobe.com/metro/2019/09/28/markey-kennedy-appear-rally-support-striking-union-workers-lawrence/s03Gwzkm1zDL6xBjKI3z0K/story.html,,,,,,
Boston,,Boston,MA,US,2019-09-28,,,,,,,n/a,homelessness advocacy,DEADLINK,DEADLINK,DEADLINK,DEADLINK,DEADLINK,DEADLINK,DEADLINK,DEADLINK,https://www.bostonglobe.com/metro/2019/09/28/protesters-denounce-operation-clean-sweep-call-for-better-treatment-drug-users/eDaKkzrnoVC6YW2FVSAIgL/story.html,,,,,,
Carbondale ,,Jackson,IL,US,2019-09-28,,,,,,,DEADLINK,DEADLINK,DEADLINK,DEADLINK,DEADLINK,DEADLINK,DEADLINK,DEADLINK,DEADLINK,DEADLINK,https://www.kfvs12.com/2019/09/24/carbondale-teachers-file-intent-strike/Future      ,,,,,,
Branchville,A home in Branchville,Sussex,SC,US,2019-09-28,,,,,,,"general protesters, friends and family of missing man",raise awareness of missing citizen,0,march,0,0,0,0,1,1,https://thetandd.com/news/local/crime-and-courts/family-continues-search-for-man-march-to-be-held-on/article_4927f628-4417-5fcb-9817-c23ead58ac35.html,,,,,,
Bow,,Merrimack,NH,,2019-09-28,,,,,,,general protesters,"against fossil fuels, against climate change",0,protest,0,0,0,0,1,1,https://www.nwaonline.com/news/2019/sep/21/global-climate-strikes-protesters-rally/,,,,,,
Broomfield,,Broomfield,CO,US,2019-09-29,,,,,,,"general protesters, environmental groups IE: 350 Colorado organization organized event",against local fracking,0,protest,0,0,0,0,1,1,https://www.dailycamera.com/2019/09/29/environmental-groups-protest-neighborhood-fracking-in-broomfield/,,,,,,
Denver,Mile High Comics-Jason Street Mega Store,Denver,CO,US,2019-09-29,about two dozen,24,,24,,,Proud Boys; Traditionalist Worker Party; Patriot Front,"against Drag for All Ages event, against LGBTQ+ rights",2,protest,0,0,0,0,1,1,https://www.fox4now.com/news/national/its-an-abomination-to-god-all-ages-drag-show-in-denver-met-with-protesters,https://itsgoingdown.org/our-friends-from-twp-proud-boys-march-with-neo-nazis-in-denver-community-mobilizes/,,,,,
Denver,Mile High Comics-Jason Street Mega Store,Denver,CO,US,2019-09-29,,,,,,,Parasol Patrol,"for LGBTQ+ rights, against fascism",1,counter-protest,0,0,0,0,0,1,https://itsgoingdown.org/our-friends-from-twp-proud-boys-march-with-neo-nazis-in-denver-community-mobilizes/,,,,,,
Oneonta,Plaza at 214 Main Street,Otsego,NY,US,2019-09-29,na,45,,45,,,"general protesters, Senator Seward",criminal justice reform,0,protest;rally,0,0,0,0,1,1,https://www.thedailystar.com/news/local_news/saturday-rally-demands-justice-for-gillian/article_8bf35dd8-9cf6-5dd9-9ac3-8da99395d6cf.html,https://www.thedailystar.com/news/local_news/senator-to-speak-at-justice-for-gillian-rally-this-weekend/article_abeda06e-2be5-56e8-9a70-b9cb0967f126.html,,,,,
Wilmington,West Center City,New Castle,DE,US,2019-09-29,,,,,,,Movement for a Culture of Peace,anti-violence,0,protest;march,0,0,0,0,1,1,https://www.delawareonline.com/story/news/2019/09/29/wilmington-residents-march/3811797002/,,,,,,
Boston,Boston City Hall,Suffolk,MA,US,2019-09-29,,,,,,,general protesters,against foreign government,0,protest,0,0,0,0,1,1,https://whdh.com/news/demonstrators-protest-raising-of-chinese-flag-at-boston-city-hall/,,,,,,
Wilkes-Barre,Luzerne County Courthouse,Luzerne,PA,US,2019-09-29,about 50,50,,50,,,general protesters,reproductive justice,0,protest,0,0,0,0,1,1,https://www.timesleader.com/news/local/757238/reproductive-rights-protest-held-at-luzerne-county-courthouse,,,,,,
Atlanta,,Fulton,GA,US,2019-09-30,,,,,,,"The Partnership for Southern Equity, an Atlanta-based nonpartisan, nonprofit energy watchdog organization, general protesters",against fossil fuels,0,protest; rally,0,0,0,0,1,1,https://www.mdjonline.com/neighbor_newspapers/northside_sandy_springs/news/watchdog-group-hosting-rally-to-protest-georgia-power-s-proposed/article_09ea1d4e-e395-11e9-a489-07008cc0564c.html,,,,,,
Bolivar Peninsula,Rollover Pass Fishing Channel,Galveston,TX,US,2019-09-30,,,,,,,general protesters,against closure of fishing channel,0,protest; sit in,1,0,0,0,1,1,https://www.beaumontenterprise.com/news/article/Rollover-Pass-protest-leads-to-arrest-14481466.php,,,,,,
Boston,Boston Federal Immigration Courthouse,Suffolk,MA,US,2019-09-30,,,,,,,general protesters,"against deportations, pro immigration",0,protest,0,0,0,0,1,1,https://www.lowellsun.com/2019/09/30/cambodian-deportations-protested-in-boston/,,,,,,
Del Mar,Del Mar Fair Grounds,San Diego,CA,US,2019-09-30,over 100,100,,100,,,general protesters,"anti-gun violence, pro- gun control",0,protest,0,0,0,0,1,1,https://www.delmartimes.net/news/story/2019-09-30/gun-show-protesters-gather-at-del-mar-fairgrounds,,,,,,
Mulberry,,Polk,FL,US,2019-09-30,,,,,,,general protesters,pro environment,0,protest,0,0,0,0,1,1,https://www.theledger.com/news/20190930/citizens-turn-out-to-protest-mosaic-permit-renewal,,,,,,
San Francisco,Noe Valley Whole Foods,San Francisco,CA,US,2019-09-30,33; dozens,24,,33,,,general protesters,animal rights,0,protest,0,0,0,0,1,1,https://www.sfchronicle.com/bayarea/article/33-cited-as-animal-rights-activists-protest-at-14481069.php,,,,,,http://www.ktvu.com/news/ktvu-local-news/30-detained-during-whole-foods-amazon-protest-in-san-francisco
Sante Fe,State Capitol,Sante Fe,NM,US,2019-09-30,,,,,,,DEADLINK,against climate change,DEADLINK,DEADLINK,DEADLINK,DEADLINK,DEADLINK,DEADLINK	,DEADLINK	,DEADLINK	,https://www.santafenewmexican.com/news/local_news/student-climate-protesters-take-demands-to-new-mexico-governor-s/article_a2c60a39-1791-521d-b32d-2dd16349065c.html25278,,,,,,
