City/Town,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),protest,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.
Philadelphia,Outside Rep. Harris' office,PA,US,2017-12-04,about 20 to 25,20,,25,,,general protestors,Protesting GOP tax plan,1,protest,0,0,0,0,0,1,http://www.baltimoresun.com/news/maryland/harford/aegis/ph-ag-harris-protest-1206-story.html,,,
Phoenix,Sen. McCain's office,AZ,US,2017-12-04,about 40,40,,40,,,general protestors,Rallying for DREAM Act,1,rally,7,0,0,0,1,1,https://www.azcentral.com/story/news/local/phoenix-breaking/2017/12/04/protesters-arrested-mccains-office-amid-call-new-daca-legislation/920527001/,,,
Pittsburgh,Outside Sen. Toomey's office,PA,US,2017-12-04,NA,2,,2,,,general protestors,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,http://www.post-gazette.com/local/city/2017/12/04/Protesters-Pat-Toomey-office-chain-themselves-Pittsburgh-building/stories/201712040099,http://www.wtae.com/article/women-chained-to-grant-building-pittsburgh-pat-toomey-protest-senate-tax-bill/14011589,,
Pullman,Washington State University,WA,US,2017-12-04,a handful,5,,5,,,Young Democrats,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://dailyevergreen.com/22827/news/young-democrats-protest-congressional-tax-bill/,,,
Racine ,Racine Unified School ,WI ,US,2017-12-04,,,,,,,Voces de la frontera ,Rallying for the DREAM Act,1,rally ,0,0,0,0,1,1,http://journaltimes.com/news/local/students-plan-to-rally-in-washington-protest-tuesday-outside-horlick/article_1c3cd9e0-4260-5b94-94b7-1b92e8edfe38.html,,,
Salt Lake City ,Capitol,UT ,US,2017-12-04,thousands ,2000,,2000,,,Navajo Nation; Native American Tribes ,Protesting Trump's monument reduction plan ,1,protest ,0,0,0,0,1,1,http://www.sltrib.com/news/politics/2017/12/04/thousands-of-protesters-in-utah-decry-hatch-trump-and-the-revision-of-national-monuments/,http://www.sltrib.com/news/2017/12/04/live-protesters-police-stand-off-in-downtown-salt-lake-city/,,
San Diego,UCSD,CA,US,2017-12-04,dozens,24,,24,,,general protestors,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,http://fox5sandiego.com/2017/12/04/ucsd-students-protest-senates-tax-plan/,http://www.10news.com/news/san-diegans-protest-gop-tax-bills-ending-of-daca,,
San Francisco ,California St.,CA,US,2017-12-04,FB: 37,37,,37,,,general protestors,Protesting Trump's attacks on public land,1,protest,0,0,0,0,0,1,https://www.facebook.com/events/401004887000687/,,,
San Francisco ,United Nations Plaza,CA,US ,2017-12-04,FB: 141,141,,141,,,Indivisble San Francisco,Protesting GOP tax plan,1,protest ,0,0,0,0,1,1,https://www.facebook.com/events/486266861753197,,,
Spokane ,Outside City Council ,WA,US,2017-12-04,,,,,,,general protestors,Protesting GOP tax plan,1,protest ,0,0,0,0,1,1,http://www.kxly.com/news/local-news/locals-protest-tax-bill/667609238,,,
Springfield,Re. La Hood's office,IL,US,2017-12-04,FB: 80,80,,80,,,Action Illinois,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/134505953916203,,,
Toms River,Town Hall,NJ,US,2017-12-04,,,,,,,Action Together New Jersey ,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,http://www.app.com/story/news/politics/2017/12/04/toms-river-protest-attacks-gop-tax-reform/919794001/,,,
Walla Walla,Downtown,WA,US,2017-12-04,dozens,24,,24,,,Walla Walla Progressives; Walla Walla Indivisible,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,http://www.union-bulletin.com/news/walla-walla-groups-protest-us-tax-measures/article_d6ae952a-d9f2-11e7-b3f9-4312d1657fad.html,,,
Washington ,Capitol Hill,DC,US,2017-12-04,FB: 66,66,,66,,,Center For American Progress Action Fund,Protesting Trump's decision to end DACA; rallying for immigrants,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/430613937336878/,,,
Washington ,Senate building,DC,US,2017-12-04,FB: 100,100,,100,,,Voice for Puerto Rico,Protesting inadequate response to devastation in PR,1,protest,0,0,0,0,0,1,https://www.facebook.com/events/493274001058322/,,,
Washington ,White House,DC,US,2017-12-04,FB: 141,141,,141,,,Sierra Club DC chapter,Protesting Trump's attacks on public land,1,protest,0,0,0,0,0,1,https://www.facebook.com/events/506805033034140/,,,
Waterbury,Superior Court,CT,US,2017-12-04,FB: 30,30,,30,,,Justice for Jayson,Protesting bolice brutality,0,protest,0,0,0,0,1,1,http://westchester.news12.com/story/36991824/protest-targets-officer-accused-of-killing-bridgeport-teen,https://www.facebook.com/events/304368843399949/,,
Wenatchee,S. Wenatchee Ave.,WA,US,2017-12-04,about 60,60,,60,,,Indivisible Wenatchee,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/171342886940582/,https://www.wenatcheeworld.com/news/2017/dec/04/local-protesters-decry-gop-tax-plan/,,
West Hartford,Elmwood Community Center,CT,US,2017-12-04,FB: 10,10,,10,,,Women's March CT,Medicare for All rally,1,rally,0,0,0,0,1,1,https://www.facebook.com/events/1582252408497541/,,,
Westfield,,NJ,US,2017-12-04,,120,,120,,,general protestors,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://atnj.org/protests-held-gop-tax-bill-throughout-new-jersey/,,,
Austin,Outside Gov's mansion,TX,US,2017-12-05,around two dozen,24,,24,,,general protestors,Protesting Trump's decision to end DACA; rallying for immigrants,1,protest,0,0,0,0,1,1,https://www.texasobserver.org/daca-immigrants-texas-governor-mansion-christmas/,,,
Bozeman,Sen. Tester's office,MT,US,2017-12-05,,,,,,,general protestors,Rallying for DREAM Act,1,rally,0,0,0,0,1,1,http://www.kbzk.com/story/37002084/dream-act-supporters-rally-outside-sen-testers-bozeman-office,,,
Brownsville,Haywood High School,TN,US,2017-12-05,,,,,,,Students,Protesting racism,0,protest,0,0,0,0,1,1,http://wreg.com/2017/12/05/brownsville-school-protest-continues-into-second-day/,,,
Chattanooga,City Hall,TN,US,2017-12-05,about 10,10,,10,,,ATU Local 1212,Protesting working conditions; labor protest,0,protest,0,0,0,0,1,1,http://newschannel9.com/news/local/union-plans-to-protest-carta-working-conditions-tuesday,http://www.timesfreepress.com/news/local/story/2017/dec/06/cartemployees-rally-claiming-they-are-overwor/458602/,,
Chicago,Hirsch Metropolitan High School,IL,US,2017-12-05,about 60,60,,60,,,students,Protesting on behalf of charter schools,0,protest,0,0,0,0,1,1,http://www.chicagotribune.com/news/local/breaking/ct-met-hirsch-charter-walkout-20171205-story.html,,,
Columbia,Main St.,SC,US,2017-12-05,,,,,,,Indivisible Midlands,Rallying for the DREAM Act,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/917409845081625,,,
Concord,Attorney General's Office,NH,US,2017-12-05,about 35,35,,35,,,Friends and family of Christopher Gagnon,Protest to urge murder charges,0,protest,0,0,0,0,1,1,http://www.unionleader.com/Family-friends-of-slain-man-protest-outside-AGs-office,,,
Dayton,Outside Rep. Turner's office,OH,US,2017-12-05,dozens,24,,24,,,general protestors,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,http://wdtn.com/2017/12/05/rally-against-gop-tax-bill-held-outside-u-s-rep-mike-turners-office/,,,
Delaware,Statewide,DE,US,2017-12-05,FB: 12,12,,12,,,Delaware Cannabis Advocacy Network,Rallying to legalize marijuana,1,rally,0,0,0,0,1,1,https://www.facebook.com/events/1984005855203885/,,,continue
Durango,Buckley Park,CO,US,2017-12-05,,,,,,,general public,Rallying for universal health care,0,rally,0,0,0,0,1,1,https://durangoherald.com/articles/199016-durango-to-rally-tuesday-for-universal-health-care,,,
Eugene,Morse Courthouse,OR,US,2017-12-05,FB: 5,5,,5,,,Indivisible Eugene,Protesting Trump,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/135554257148526/,,,
Fairhope ,Oak Hollow Farm ,AL,US,2017-12-05,,,,,,,Roy Moore Campaign,Roy Moore rally; Right- Wing Rally,2,protest ,0,0,0,0,1,1,http://www.al.com/news/mobile/index.ssf/2017/12/moore_bannon_rally_tonight_ope.html,http://www.al.com/news/mobile/index.ssf/2017/12/handmaids_protest_roy_moore_ou.html,,
Fairhope ,Oak Hollow Farm ,AL,US,2017-12-05,close to 50,50,,50,,,general protestors,Protesting Roy Moore,1,protest,0,0,0,0,0,1,http://wkrg.com/2017/12/05/protesters-dressed-as-handmaids-booted-from-roy-moore-rally/,,,
Fort Collins,Outside Sen. Gardner's office,CO,US,2017-12-05,FB: 10,10,,10,,,general protestors,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/512683322438581/,,,
Fort Lauderdale,S. University Dr.,FL,US,2017-12-05,FB: 4,4,,4,,,PDA Broward,Protesting Trump's decision to end DACA; rallying for immigrants,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/2087063398188643/,,,
Glenwood Springs,Glenwood Springs High School,CO,US,2017-12-05,,,,,,,general protestors,Protesting Trump's decision to end DACA; rallying for immigrants,1,protest,0,0,0,0,1,1,https://www.postindependent.com/news/local/daca-supporters-rally-in-glenwood-springs/,,,
Indianapolis,Sen. Young's office,IN,US,2017-12-05,,,,,,,general protestors,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,http://wboi.org/post/demonstrators-protest-young-tax-vote-outside-indianapolis-office#stream/0,,,
Kalamazoo,Rep. Upton's office,MI ,US,2017-12-05,,,,,,,general protestors,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,http://wincountry.com/news/articles/2017/dec/05/anti-tax-reform-protest-in-kalamazoo/,,,
Minneapolis,State Capitol,MN,US,2017-12-05,dozens,24,,24,,,Council on American-Islamic Relations,Protesting Supreme Court's decision to allow travel ban to take effect while legal process plays out,1,protest,0,0,0,0,1,1,http://www.startribune.com/minnesotans-gather-at-capitol-decry-supreme-court-decision-on-travel-ban/462184673/,,,
Montgomery,Alabama State University.,AL,US,2017-12-05,,,,,,,students,Rallying votes for Democratic candidate Doug Jones,1,rally,0,0,0,0,1,1,https://www.bozemandailychronicle.com/ap_news/politics/the-latest-booker-rallies-voters-to-support-democrat/article_cd8efe24-84d2-55bf-a462-14684a999447.html,,,
New Orleans,Lafayette Square,LA,US,2017-12-05,FB: 20,20,,20,,,Indivisible NOLA,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/345741692502971/?event_time_id=345741705836303,,,
New York ,New Dorp Ln.,NY ,US,2017-12-05,FB: 25,25,,25,,,Fight Back Bay Ridge,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/310693712751048/,,,
New York ,New York University,NY ,US,2017-12-05,around 150,150,,150,,,Muslim Students Association,Protesting Supreme Court's decision to allow travel ban to take effect while legal process plays out,1,protest,0,0,0,0,0,1,https://www.nyunews.com/2017/12/05/muslim-students-and-allies-rally-after-trump-travel-ban-upheld/,,,
New York ,Rep. Donovan's office,NY ,US,2017-12-05,dozens,24,,24,,,general protestors,Protesting GOP tax plan,1,protest,0,0,0,0,0,1,http://www.silive.com/news/2017/12/rally_to_oppose_gop_tax_bill_o.html,,,
New York ,Sen. Schumer's office,NY ,US,2017-12-05,about 30,30,,30,,,general protestors,Protesting Trump's decision to end DACA; rallying for immigrants,1,protest,3,0,0,0,0,1,http://www.nydailynews.com/new-york/manhattan/cuffed-protesting-trump-sen-schumer-office-article-1.3678834,,,
New York ,Williamsburg,NY ,US,2017-12-05,,,,,,,general protestors,Protesting lack of information around subway closures,0,protest,0,0,0,0,0,1,http://brooklyn.news12.com/story/36998387/rally-held-to-demand-information-for-l-train-shutdown,,,
North Tarpon Springs,U.S. Highway 19,FL,US,2017-12-05,FB: 11,11,,11,,,Indivisible Pasco,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/1743508999289696/,,,
Oakland,Broadway,CA,US,2017-12-05,FB: 52,52,,52,,,Democratic Scoialists of America,Rallying in support of striking workers,0,rally,0,0,0,0,0,1,https://www.facebook.com/events/300330103820011/,,,
Oakland,,CA,US,2017-12-05,about 3000,3000,,3000,,,City workers,Protesting working conditions; labor protest,0,protest; strike,0,0,0,0,1,1,http://www.fresnobee.com/news/business/article188095054.html,,,
Ocean Springs,City Hall,MS,US,2017-12-05,hundreds,200,,200,,,NAACP; Mississippi Rising Coalition,Protesting decision to fly flag with confederate symbol,1,protest,0,0,0,0,1,1,http://www.wlox.com/story/36987642/groups-organize-march-against-os-flag-decision,http://www.stltoday.com/news/world/groups-protesting-state-flag-in-ocean-springs/html_aa88c763-d0ba-501f-ac46-df05201e11a6.html,,
Pocatello,Caldwell Park,ID,US,2017-12-05,small turnout,,,,,,general protestors,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.kpvi.com/news/local_news/pocatello-activists-protest-tax-bill/article_b4cf83b8-da26-11e7-8699-a38696daccd5.html,,,
Portland ,Outside Sen. Wyden's office,OR,US,2017-12-05,FB: 20,20,,20,,,Indivisible Oregon,Protesting Trump,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/116443232470122/,,,
Racine ,Horlick High School,WI,US,2017-12-05,about 60,60,,60,,,general protestors,Protesting Trump's decision to end DACA; rallying for immigrants,1,protest,0,0,0,0,1,1,http://journaltimes.com/news/local/students-rally-before-trip-to-d-c-to-join-immigration/article_7c0dfe22-60f3-57d9-a27f-a99019170ba0.html,,,
Rochester,Rochester Prep Charter School,NY ,US,2017-12-05,nearly 100,100,,100,,,Parents; students ,Protesting the finding of toxins in schools,0,protest,0,0,0,0,1,1,http://www.whec.com/news/students-parents-rally-over-concerns-chemicals-detected-near-rochester-prep/4695066/?cat=565,http://13wham.com/news/local/parents-students-march-in-protest-of-rochester-prep-contamination-concerns,http://www.democratandchronicle.com/videos/news/2017/12/05/city-students-protest-toxics-their-school/108332330/,
Roseville,,CA,US,2017-12-05,approximately 200,200,,200,,,general protestors,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,http://www.sacbee.com/news/politics-government/article188224339.html,,,
San Diego,,CA,US,2017-12-05,dozens,24,,24,,,general protestors,Protesting GOP tax plan; rallying for immigrants,1,protest,0,0,0,0,1,1,http://www.10news.com/news/san-diegans-protest-gop-tax-bills-ending-of-daca,,,
San Francisco ,Rhode Island St.,CA,US,2017-12-05,FB: 23,23,,23,,,Bay Resistance,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/1245551768878997/,,,
San Jose,San Jose State University,CA,US,2017-12-05,,,,,,,Students,Protesting sexual harrassment,0,protest,0,0,0,0,1,1,http://sanfrancisco.cbslocal.com/2017/12/06/san-jose-state-students-rally-in-support-of-stronger-harassment-enforcement/,,,
Spartanburg,County Courthouse,SC,US,2017-12-05,about 20 to 25,20,,25,,,Courthouse employees,Protesting mold in courthouse; labor protest,0,protest; strike,0,0,0,0,1,1,http://www.goupstate.com/news/20171205/courthouse-employees-protest-latest-mold-problems,,,
Spokane ,Rep. McMorris-Rodgers' office,WA,US,2017-12-05,,,,,,,Indivisible Spokane,Rallying for DREAM Act,1,rally,0,0,0,0,1,1,http://www.kxly.com/news/local-news/daca-supporters-protest-at-mcmorris-rodgers-spokane-office/667918334,,,
Sterling,Outside Rep. Comstock's office,VA,US,2017-12-05,FB: 23,23,,23,,,Resist Here,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/128601841168837/,,,
Tampa,School board HQ,FL,US,2017-12-05,,,,,,,Teachers,Protesting unpaid raises; labor protest,0,protest,0,0,0,0,1,1,http://wfla.com/2017/12/06/hillsborough-teachers-protest-low-pay-raises/,,,
Tarpon Springs,U.S. Highway,FL,US,2017-12-05,FB: 10,10,,10,,,Indivisible Pasco,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/1743508999289696/,,,
Vista,1800 Thibodo Rd,CA,US,2017-12-05,,,,,,,general protesters,"against President Trump, against U.S. Representative Darryl Issa",1,demonstration,,,,,1,1,https://www.latimes.com/politics/la-pol-ca-issa-protest-20180425-htmlstory.html,,,
Vista,1800 Thibodo Rd.,CA,US,2017-12-05,,,,,,,general protesters,for President Trump,2,counter-protest,,,,,0,1,https://www.latimes.com/politics/la-pol-ca-issa-protest-20180425-htmlstory.html,,,
Washington ,Cannon Office Building,DC,US,2017-12-05,nearly 300,300,,300,,,general protestors,Protesting GOP tax plan,1,protest,0,0,0,0,0,1,https://thinkprogress.org/protesters-gop-tax-bill-5a85ba098507/,,,
Washington ,Rep. Ryan's office,DC,US,2017-12-05,about two dozen,24,,24,,,Graduate students; general protestors,Protesting GOP tax plan,1,protest,9,0,0,0,0,1,http://www.sacbee.com/latest-news/article188192894.html,http://www.pantagraph.com/news/local/education/isu-student-arrested-at-rally-against-tax-bill/article_941c6364-5a08-501b-a235-16b5b99a9ad8.html,https://www.washingtonpost.com/news/grade-point/wp/2017/12/05/grad-students-arrested-during-tax-protest-at-speaker-ryans-office/?utm_term=.dacc8e99b0df,
Washington ,U.S. Supreme Court,DC,US,2017-12-05,,,,,,,general protestors,Rallying for baker who refused service to gay couple,2,protest,0,0,0,0,1,1,http://krqe.com/2017/12/05/justices-take-up-dispute-over-wedding-cake-for-gay-couple/,,,
Washington ,U.S. Supreme Court,DC,US,2017-12-05,hundreds,200,,200,,,general protestors,Counter-protest; Protesting against the refusal of service to gay couple by baker,1,protest,0,0,0,0,0,1,http://krqe.com/2017/12/05/justices-take-up-dispute-over-wedding-cake-for-gay-couple/,https://www.circa.com/story/2017/12/05/politics/supreme-court-to-review-same-sex-wedding-cake-case,,
Waterloo,Sen. Grassley's office,IA,US,2017-12-05,about 20,20,,20,,,general protestors,Protesting Senator's comments on alcohol tax,0,protest,0,0,0,0,1,1,http://wcfcourier.com/news/local/govt-and-politics/grassley-comment-draws-liquor-bottle-protest-in-waterloo/article_df890987-9ce2-5a56-82ef-6e5cfada8900.html,,,
West Chester,West Chester University,PA,US,2017-12-05,,,,,,,general protestors,Protesting Trump's decision to end DACA; rallying for immigrants,1,protest,0,0,0,0,1,1,http://www.dailylocal.com/article/DL/20171205/NEWS/171209862,,,
Albany,State Capitol,NY ,US,2017-12-06,,,,,,,general protestors,Rallying for more assistance for vulnerable communities in state budget,0,rally,0,0,0,0,1,1,http://www.timesunion.com/local/article/Direct-support-professionals-rally-for-wage-help-12411836.php,,,
Austin,University of Texas,TX,US,2017-12-06,a few hundred,200,,200,,,Graduate students,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,http://www.dailytexanonline.com/2017/12/06/graduate-students-protest-proposed-tax-bill,,,
Baltimore,Notre Dame of Maryland University,MD,US ,2017-12-06,,,,,,,Bernie Sanders; general public,Rally against the Republican tax reform ,1,rally,,,,,1,1,http://www.capitalgazette.com/news/government/bs-md-sanders-jealous-rally-20171127-story.html,,,
