CityTown,Location,County,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,Source4
Indianapolis,State Capitol,Marion,IN,US,2020-01-06,,,,,,,Indiana NORML,for legalization of marijuana,0,rally,0,0,0,0,1,1,https://thepaper24-7.com/Content/News/Local-News/Article/Indiana-NORML-joining-rally-at-state-house/23/22/70550,,,,
Los Angeles,Arleta,Los Angeles,CA,US,2020-01-06,dozens ,24,,24,,,general protesters,Against construction of new immigration detention center,1,protest,0,0,0,0,1,1,https://www.dailynews.com/2020/01/06/san-fernando-valley-residents-protest-proposed-immigration-detention-facility-in-arleta/,,,,
Los Angeles,Los Angeles International Aiport,Los Angeles,CA,US,2020-01-06,,,,,,,Taxi drivers,for curbside pickup at L.A. airport,0,march,0,0,0,0,1,1,https://abc7.com/5818669/,,,,
Moundsville,Moundsville Plaza,Marshall,WV,US,2020-01-06,more than 30,30,,30,,,Concerned Ohio River Reisdents,"against potential ethane cracker plant, for environmental protection",1,protest,0,0,0,0,1,1,https://www.timesleaderonline.com/news/local-news/2020/01/residents-rally-against-cracker-plant/,,,,
New Bedford ,,Bristol ,MA,US,2020-01-06,,,,,,,New Bedford Firefighters,Against mayoral inauguration,0,protest,0,0,0,0,1,1,https://www.abc6.com/story/41527913/firefighters-protest-new-bedford-mayors-inauguration-over-blackout-policy,,,,
New York,Brooklyn Bridge; Brooklyn,Kings,NY,US,2020-01-06,na,25000,,25000,,,general protesters,against antisemitism,0,rally; march,0,0,0,0,1,1,https://washingtonjewishweek.com/62857/jews-protest-anti-semitism-in-takoma-park-and-new-york/featured-slider-post/,,,,
Pittsburgh,Federal Building,Allegheny,PA,US,2020-01-06,hundreds,200,,200,,,The Pittsburgh Anti-Imperialism Committee,against war with Iran,1,protest,0,0,0,0,1,1,https://www.pghcitypaper.com/pittsburgh/hundreds-take-to-pittsburgh-streets-to-protest-trumps-efforts-to-escalate-war-in-the-middle-east/Content?oid=16510136,,,,
Red Bluff,Ramos Donut House,Tehama,CA,US,2020-01-06,more than 10,10,,10,,,general protesters,for a new homeowners association board ,0,protest,0,0,0,0,1,1,https://www.redbluffdailynews.com/2020/01/06/rancho-tehama-residents-hold-protest-in-red-bluff-over-homeowners-association/,,,,
Rome,City Hall,Oneida,NY,US,2020-01-06,more than 25,25,,25,,,Rome First United Methodist Church,against war with Iran,1,rally,0,0,0,0,1,1,https://www.uticaod.com/news/20200106/area-residents-hold-peace-rally-in-rome-amid-us-iran-tensions,,,,
Sandy Springs,The Byers Theatre,Fulton,GA,US,2020-01-06,,,,,,,the Anti-Defamation League; the American Jewish Committee; the Atlanta Rabbinical Association ,against antisemitism,0,protest,0,0,0,0,1,1,https://www.mdjonline.com/neighbor_newspapers/northside_sandy_springs/news/following-recent-attacks-jewish-organizations-are-hosting-a-sandy-springs/article_cf3328e4-30ce-11ea-bd6e-9780d19fe7d7.html,,,,
Stamford,Ferguson Library ,Fairfield,CT,US,2020-01-06,three dozen,36,,36,,,general protesters,against war with Iran,1,protest,0,0,0,0,1,1,https://www.ctinsider.com/local/stamfordadvocate/article/In-Stamford-protesters-decry-endless-war-14954254.php,,,,
Staunton ,Augusta County Courthouse,Staunton City,VA,US,2020-01-06,about a dozen,12,,12,,,Reclaim Augusta; the Shenandoah Valley Chapter of the Poor People's Campaign,against war with Iran,1,protest,0,0,0,0,1,1,https://www.whsv.com/content/news/About-a-dozen-gather-to-protest-war-in-Iran-566763811.html,,,,
Waukegan ,City Hall,Lake,IL,US,2020-01-06,about 20,20,,20,,,Black Abolition Movement for the Mind,"against police brutality, against racism",1,protest,0,0,0,0,1,1,https://www.chicagotribune.com/suburbs/lake-county-news-sun/ct-lns-waukegan-death-protest-st-0108-20200107-p4bven546jhzpg4uvjazgne7zm-story.html,,,,
Yreka,County Administrative Office on Fairlane Road,Siskiyou,CA,US,2020-01-06,,,,,,,county workers,for a liveable wage and affordable healthcare benefits for county workers,0,strike,0,0,0,0,1,1,https://www.siskiyoudaily.com/news/20200106/siskiyou-county-workers-strike-demand-liveable-wage-affordable-healthcare,,,,
Culpeper,Yowell Meadow Park,Culpeper,VA,US,2020-01-07,nearly 500,500,,500,,,general protesters,for Second Amendment rights,2,protest,0,0,0,0,1,1,https://www.fredericksburg.com/news/local/culpeper-rally-rouses-hundreds-for-gun-rights/article_d3efeafd-ad9a-59ba-b080-758bfeed42d6.html,,,,
Eugene,University of Oregon,Lane,OR,US,2020-01-07,na,6,,6,,,general protesters,against large bonus paid to University of Oregon staff,0,protest,0,0,0,0,1,1,https://www.dailyemerald.com/news/students-protest-schill-s-k-bonus/article_4888acc0-3195-11ea-b05e-1f7dfd106686.html,,,,
Frankfort,Capitol,Franklin ,KY,US,2020-01-07,,,,,,,general protesters,for Second Amendment rights,2,protest,0,0,0,0,1,1,https://www.wymt.com/content/news/Gun-rights-activists-rally-in-Frankfort-to-protest-stricter-gun-laws-566785481.html,,,,
New Orleans,Resurrection After Exoneration’s office at 1212 St. Bernard Ave,Orleans,LA,US,2020-01-07,,,,,,,general protestors,against capital punishment,0,vigil,0,0,0,0,1,1,https://www.nola.com/gambit/news/the_latest/article_b92a82a2-2833-11ea-90d4-571905e77874.html?,,,,
Oakland,City Hall,Alameda,CA,US,2020-01-07,,,,,,,Moms 4 Housing,"against Senate Bill 50, for affordable housing",0,protest,0,0,0,0,1,1,https://www.sfexaminer.com/news/housing-justice-protesters-disrupt-wiener-housing-bill-news-conference/,,,,
Sacramento,State Capitol,Sacramento ,CA,US,2020-01-07,,,,,,,Informed Consent Action Network,"against state crackdown on vaccine exemptions for school children, against vaccine mandates",0,protest,0,0,0,0,1,1,https://www.kron4.com/news/california/demonstrators-against-californias-newest-vaccine-exemption-law-protest-in-sacramento/,,,,
Sioux City,,Woodbury,IA,US,2020-01-07,,,,,,,general protestors,in support of Palestine,0,protest,,,,,1,1,https://twitter.com/Bidar411/status/1214639659604684800,,,at Biden event,
Toms River,The Grove Restaurant and Tavern,Ocean,NJ,US,2020-01-07,dozens,24,,24,,,general protesters,"against school funding cuts, against limitations to vaccination exemptions for school children, against state bear hunt, against animal cruelty",0,protest; rally,0,0,0,0,1,1,https://www.app.com/story/news/education/in-our-schools/2020/01/07/toms-river-demonstrators-protest-school-funding-cuts-vaccination-bill/2832467001/,,,,
Washington,Capitol Hill,DC,DC,US,2020-01-07,,,,,,,general protesters,for impeaching President Trump,1,protest,0,0,0,0,1,1,https://www.koin.com/news/washington-dc/impeachment-protesters-make-dc-presence-known/,,,,
Washington,Hart Senate building,DC,DC,US,2020-01-07,,,,,,,general protestors,for impeaching President Trump,1,protest,0,0,0,0,1,1,https://twitter.com/Julio_Rosas11/status/1214601675547254784,,,daily,
Yreka,Siskiyou County Courthouse,Siskiyou,CA,US,2020-01-07,,,,,,,county workers,for a liveable wage and affordable healthcare benefits for county workers,0,strike,0,0,0,0,1,1,https://www.siskiyoudaily.com/news/20200106/siskiyou-county-workers-strike-demand-liveable-wage-affordable-healthcare,,,,
Albany,state buildings,Albany,NY,US,2020-01-08,"about 1,000",1000,,1000,,,New York Alliance for Vaccine Rights,against state legislation mandating HPV vaccinations for school children,0,protest,0,0,0,0,1,1,https://www.niagara-gazette.com/news/local_news/proposed-hpv-vaccine-mandate-ignites-new-york-protest/article_b6f6fc4b-32a9-5ebe-9459-e6c71ab29a1a.html,,,,
Albany,State Capitol,Albany,NY,US,2020-01-08,hundreds,200,,200,,,Housing Justice for All Campaign,for more afforadable housing and an end to homelessness,0,protest,0,0,0,0,0,1,https://www.hudsonvalley360.com/news/greenecounty/new-york-activists-rally-for-affordable-housing-homelessness-solutions/article_664ba5b8-1405-59c3-b3d4-ad997abc9ea7.html,,,,
Albany ,,Albany,NY,US,2020-01-08,dozens,24,,24,,,general protesters,against governor's veto of state bill restricitng pharmacy benefit managers' power over small businesses,0,protest,0,0,0,0,0,1,"https://www.liherald.com/stories/oceanside-pharmacist-heads-to-albany-for-protest-after-gov-andrew-cuomo-vetoes-bill,121440",,,,
Ann Arbor ,University of Michigan,Washtenaw,MI,US,2020-01-08,,,,,,,general protesters,against war with Iran,1,protest; rally,0,0,0,0,1,1,https://www.freep.com/story/news/local/michigan/2020/01/07/iran-protest-university-michigan-qassem-soleimani/2830745001/,,,,
Boston,State House,Suffolk,MA,US,2020-01-08,,,,,,,general protesters,against new regulations for au pairs,0,protest; rally,0,0,0,0,1,1,https://boston.cbslocal.com/2020/01/08/au-pair-regulations-protest-massachusetts-state-house-rally/,,,,
Chicago,Lake Shore Drive bridge,Cook,IL,US,2020-01-08,about 100,100,,100,,,general protesters,against war with Iran,1,protest,0,0,0,0,1,1,https://apnews.com/bfabbf7df2b7a411117590d4840f314b,,,,
Concord,,Merrimack,NH,US,2020-01-08,,,,,,,general protestors,for gun control,1,demonstration,,,,,1,1,https://twitter.com/MichelleResists/status/1214911347227537409,,,,
Greenbelt,Federal Court,Prince George's,MD,US,2020-01-08,FB: 40,40,,40,,,Interfaith Immigration Coalition; Religious Action Center of Reform Judaism; United Church of Christ; Franciscan Action Network; Jewish Council for Public Affairs,in support of refugees,1,vigil; rally,,,,,1,1,https://www.facebook.com/events/2454548591466288/,https://twitter.com/noelsyandersen/status/1214910400275333121,,,
Lancaster,Penn Square,Lancaster,PA,US,2020-01-08,,,,,,,Lancaster Stands Up; the Peace Action Network,against war with Iran,1,protest; rally,0,0,0,0,1,1,https://lancasteronline.com/news/local/local-activists-to-host-no-war-with-iran-protest-in/article_f81885a6-3191-11ea-b1d9-779f9994f93e.html,,,,
Los Angeles,Hall of Justice,Los Angeles,CA,US,2020-01-08,,,,,,,Black Lives Matter LA,"against police brutality, for police accountability, Black Lives Matter, against District Attorney Jackie Lacey",1,protest,,,,,1,1,https://www.cnn.com/2020/07/10/us/jackie-lacey-la-da-black-lives-matter/index.html,https://www.newyorker.com/magazine/2020/11/16/after-years-of-protests-every-wednesday-la-activists-welcome-a-new-da,,,
Neptune,Municipal Headquarters,Monmouth ,NJ,US,2020-01-08,more than 100,100,,100,,,general protesters,support campus opening ,0,protest,0,0,0,0,1,1,https://www.app.com/story/news/local/communitychange/2020/01/09/asbury-park-charter-school-marches-location-neptune/2836077001/,,,,
Philadelphia,Carnell Elementary School,Philadelphia,PA,US,2020-01-08,,,,,,,general protesters,for more funding to address school health concerns ,0,protest,0,0,0,0,1,1,https://6abc.com/5826404/,,,,
Phoenix,Margaret T. Hance Park,Maricopa,AZ,US,2020-01-08,about 30,30,,30,,,Fund for Empowerment,"for legislation to decriminalize urban camping, for helping unhoused people",0,march,0,0,0,0,1,1,https://www.azmirror.com/2020/01/09/phoenix-still-criminalizes-homelessness-despite-court-ruling-protesters-say/,,,,
Raleigh,Peace and Justice Plaza,Wake,NC,US,2020-01-08,more than 40,40,,40,,,Women's International League for Peace and Freedom ,against war with Iran,1,protest,0,0,0,0,1,1,https://www.cbs17.com/news/local-news/orange-county-news/dozens-gather-for-anti-war-protest-on-franklin-street-in-chapel-hill/,,,,
Richmond,Virginia State Capitol,Henrico ,VA,US,2020-01-08,FB: 93,93,,93,,,Monumental Justice Virginia; Take 'Em Down Cville,for removal of Confederate monuments,1,rally,,,,,1,1,https://m.facebook.com/events/748955472252518,https://twitter.com/brooklynsupper/status/1214901088270372867,https://www.cbs19news.com/story/41538181/group-of-city-and-county-residents-protest-in-monumental-justice-rally,,
Salt Lake City,,Salt Lake,UT,US,2020-01-08,dozens ,24,,24,,,general protesters,support a solution to help the homeless,0,protest,0,0,0,0,1,1,https://www.abc4.com/news/local-news/slc-residents-rally-in-support-of-plan-to-help-homeless/,,,,
San Diego ,Balboa Park,San Diego ,CA,US,2020-01-08,,,,,,,general protesters,against war with Iran,1,protest,0,0,0,0,1,1,https://www.10news.com/news/local-news/san-diego-news/local-iranian-community-leaders-gather-at-balboa-park-to-denounce-us-iran-aggressions,,,,
Sarasota,,Sarasota,FL,US,2020-01-08,,,,,,,Jewish Federation of Sarasota-Manatee,against antisemitism and hate,0,protest; rally,0,0,0,0,1,1,https://www.wtsp.com/article/entertainment/places/bobby-lewis-on-the-road/sarasota-rally-brings-together-jews-muslims-and-christians-to-end-hate/67-5b8a05a1-29b6-41a1-99c8-704f7d3fd309,,,,
Smithfield,Sky View High School,Cache,UT,US,2020-01-08,,,,,,,general protesters,against war with Iran,1,protest; walkout ,0,0,0,0,1,1,https://www.hjnews.com/news/education/local-high-school-students-protest-conflict-with-iran/article_7e8e6b28-10ae-5d7a-97e2-6938fbf11800.html,,,,
Walnut,City Hall,Los Angeles,CA,US,2020-01-08,,,,,,,general protesters,"against coyote traps, against animal cruelty",0,protest,0,0,0,0,1,1,https://www.sgvtribune.com/2020/01/09/animal-activists-protest-coyote-traps-in-walnut/,,,,
Glenview ,Downtown ,Cook ,IL,US,2020-01-09,around 45,45,,45,,,Indivisible Glenview ,against war with Iran,1,protest,0,0,0,0,1,1,https://www.chicagotribune.com/suburbs/glenview/ct-gla-anti-iran-war-protest-tl-0116-20200114-s2xepaxasbco5agmtmw75o3ese-story.html,,,,
Hope Mills,The former Christ Episcopal Church parish house,Cumberland ,NC,US,2020-01-09,about 15,15,,15,,,general protesters,against demolition of the former Christ Episcopal Church parish house,0,protest,0,0,0,0,1,1,https://www.fayobserver.com/news/20200109/hope-mills-residents-protest-parish-house-demolition,,,,
Lincoln,Children's Zoo,Lancaster,NE,US,2020-01-09,about 100,100,,100,,,Great Schools for Great Kids,in support the Lincoln Public Schools bond issue,0,rally,0,0,0,0,1,1,https://journalstar.com/news/local/education/lps-bond-supporters-ramp-up-campaign-with-rally/article_e239d67b-072c-5ae5-8fc1-e18184ebde68.html,,,,
Montpelier,State Capitol,Washington ,VT,US,2020-01-09,,,,,,,general protesters,against climate change inaction,1,protest,0,0,0,0,1,1,https://www.wcax.com/content/news/No-changes-planned-for-Vt-Statehouse-security-despite-protesters-566890131.html,,,,
Randolph,Brooklyn Bridge,Morris,NJ,US,2020-01-09,,,,,,,general protesters,against antisemitism,0,protest,0,0,0,0,1,1,https://www.dailyrecord.com/story/news/2020/01/06/multifaith-leaders-rally-against-hate-thursday-school-randolph/2824800001/,,,,
Toledo,Huntington Center,Lucas,OH,US,2020-01-09,hundreds,200,,200,,,Toledo Black Lives Matter; Toledo LGBTQ Social Services,"against President Trump, against racism",1,counter-protest,0,0,0,0,0,1,https://www.wtol.com/article/news/local/local-groups-plan-protests-at-upcoming-president-visit-in-toledo/512-ff917ec1-c063-4af3-a230-301605bc4359,https://www.politico.com/news/2020/01/09/trump-rally-ohio-iran-impeachment-096697,,,
Toledo,Huntington Center,Lucas,OH,US,2020-01-09,thousands,2000,,2000,,,Trump campaign,for President Trump,2,rally,0,0,0,0,1,1,https://www.cbsnews.com/news/trump-rally-toledo-today-2020-campaign-huntington-center-live-stream-updates-2020-01-09-live-stream/,https://www.c-span.org/video/?467869-1/president-trump-campaigns-toledo-ohio,https://www.politico.com/news/2020/01/09/trump-rally-ohio-iran-impeachment-096697,feat. President Trump,https://www.toledoblade.com/local/politics/2020/01/09/president-trump-toledo-rally-huntington-center/stories/20200109056
Trenton,State Capitol,Mercer,NJ,US,2020-01-09,hundreds,200,,200,,,general protesters,"against state legislation that would end religious exemptions to vaccination mandates for school children, against SB 2173, for bodily autonomy, against tyranny, for religious freedom",2,protest,0,0,0,0,1,1,https://philadelphia.cbslocal.com/2020/01/09/hundreds-protest-bill-in-new-jersey-that-would-remove-religion-as-recognized-reason-not-to-vaccinate-children/,,,,
Barberton,Barberton High School,Summit,OH,US,2020-01-10,,2,,2,,,general protesters,"against police brutality, against racism",1,demonstration,0,0,0,0,1,1,https://www.beaconjournal.com/news/20200112/barberton-school-leaders-say-law-stands-with-students-who-kneel-in-protest,,,,
Beaumont,Beaumont Civic Center,Jefferson ,TX,US,2020-01-10,,,,,,,The Jefferson County Republican Party ,for President Trump,2,rally,0,0,0,0,1,1,https://www.beaumontenterprise.com/news/article/JeffCo-Republicans-plan-rally-outside-George-14959736.php,,,,
Draper,Utah Department of Corrections,Salt Lake,UT,US,2020-01-10,about 20,20,,20,,,general protesters,against removal of A/B schedule in prisons,0,protest,0,0,0,0,1,1,https://www.abc4.com/news/digital-exclusives/families-of-inmates-gather-at-the-utah-department-of-corrections-to-protest-removal-of-a-b-schedule/,,,,
East Lansing ,Michigan State University,Ingham,MI,US,2020-01-10,over a hundred,100,,100,,,general protesters,against war with Iran,1,protest,0,0,0,0,1,1,https://statenews.com/article/2020/01/iran-war-rally-at-the-rock-on-farm-lane,,,,
Kahului,Queen Ka'ahumanu,Maui,HI,US,2020-01-10,between 60 and 100,60,,100,,,general protesters,support transgender inclusion in schools,0,protest,0,0,0,0,1,1,https://mauinow.com/2020/01/10/counter-protest-overshadows-westboro-baptist-church-demonstration-on-maui/,,,,
Los Angeles,Watts,Los Angeles,CA,US,2020-01-10,about a dozen,12,,12,,,Black Lives Matter,"against presidential candidate Pete Buttigieg, Black Lives Matter",1,protest,0,0,0,0,1,1,https://www.latimes.com/politics/story/2020-01-10/pete-buttigieg-faces-black-lives-matter-protesters-during-watts-visit,,,,
Maui,Maui High School,Maui,HI,US,2020-01-10,about 15 to 30,15,,30,,,general protesters,for transgender inclusion in schools,0,protest,0,0,0,0,1,1,https://mauinow.com/2020/01/10/counter-protest-overshadows-westboro-baptist-church-demonstration-on-maui/,,,,
Mount Vernon,Montfiore Hospital,Westchester,NY,US,2020-01-10,dozens,24,,24,,,general protesters,support saving city's hospital ,0,protest,0,0,0,0,1,1,https://www.lohud.com/story/news/health/2020/01/10/this-not-done-deal-mount-vernon-rallies-save-hospital/4430993002/,,,,
New Port Richey,CVS; 7325 State Road 54,Pasco,FL,US,2020-01-10,,,,,,,Food and Water Action,"against fracking, for environmental protection",1,rally,0,0,0,0,1,1,https://www.wmnf.org/floridians-rally-ban-fracking/,,,,
Pittsburgh,Pittsburgh City-County Building Downtown ,Allegheny,PA,US,2020-01-10,more than 50,50,,50,,,general protesters,support air-quality regulations and improvements to rules regarding industrial polluters,1,protest,0,0,0,0,1,1,https://www.pghcitypaper.com/pittsburgh/dozens-gather-downtown-to-protest-poor-air-quality-in-allegheny-county/Content?oid=16530526,,,,
Sarasota,Unconditional Surrender Statue,Sarasota,FL,US,2020-01-10,,,,,,,Food and Water Action,"against fracking, for environmental protection",1,rally,0,0,0,0,1,1,https://www.wmnf.org/floridians-rally-ban-fracking/,,,,
Topeka,State Capitol,Shawnee,KS,US,2020-01-10,,,,,,,Kansas Kids Matter,support foster care reform,0,protest,0,0,0,0,1,1,https://www.ksnt.com/capitol-bureau/local-foster-care-advocates-rally-at-the-statehouse/,,,,
Washington,,DC,DC,US,2020-01-10,,,,,,,Fire Drill Fridays,for climate change action,1,protest,,,,,1,1,https://twitter.com/FireDrillFriday/status/1215035993604182017,,,,
Brownsville,Catholic Charities Respite Center,Cameron ,TX,US,2020-01-11,na,6,,6,,,Grannies and Grandpas,against inhumane treatment of immigrant families,1,protest,0,0,0,0,1,1,https://midhudsonnews.com/2020/01/09/mid-hudson-grannies-and-grandpas-return-to-southern-border-to-protest-separation-of-families/,,,,
Butte,West side of Harrison Avenue,Silver Bow,MT,US,2020-01-11,,,,,,,The Butte Area Rising Coalition; Taking Action for Peaceful Solutions,against war with Iran,1,demonstration,0,0,0,0,1,1,https://mtstandard.com/news/local/snapshots/snapshots-peace-rally-saturday-in-butte-monthly-book-club-meeting/article_9aa3446a-b60c-5822-bad4-8d26fbe0da19.html,,,,
Chicago,Daley Plaza,Cook,IL,US,2020-01-11,at least 1000,1000,,1000,,,general protestors,against abortion rights,2,march,,,,,1,1,https://www.chicagotribune.com/news/breaking/ct-march-for-life-chicago-20200111-5fd3dnswwvdhlntly4cxu3ofjy-story.html,,,,
Chicago,Daley Plaza,Cook,IL,US,2020-01-11,a few dozen,36,,36,,,general protestors,for abortion rights,1,counter-protest,,,,,0,1,https://www.facebook.com/events/565524580691875/,https://www.chicagotribune.com/news/breaking/ct-march-for-life-chicago-20200111-5fd3dnswwvdhlntly4cxu3ofjy-story.html,,,
Chico,Chico Mall,Butte,CA,US,2020-01-11,,,,,,,Orland Campfire Resources,"against PG&E electric utility, for payment of restitution to victims of Orland Campfire disaster",0,protest,0,0,0,0,1,1,https://www.chicoer.com/2020/01/09/pge-protest-at-chico-mall-saturday/,https://www.actionnewsnow.com/content/news/Camp-Fire-survivors-gather-for-protest-566917511.html,,,
Culpeper,Yowell Meadow Park,Culpeper,MD,US,2020-01-11,,,,,,,The Culpeper Republican Party; Culpeper County 2A,for Second Amendment rights,2,protest,0,0,0,0,1,1,https://www.fredericksburg.com/news/government-politics/gop-culpeper-county-a-hosting-pro-gun-rally-saturday-in/article_3638af46-737d-5859-a31e-8a1d9f7fac3a.html,,,,
Daytona Beach,International Speedway Bridge,Volusia,FL,US,2020-01-11,,,,,,,general protesters,against human trafficking,0,march,0,0,0,0,1,1,https://www.news-journalonline.com/news/20200111/human-trafficking-awareness-march-is-walk-with-purpose,,,,
Denver,Civic Center Park ,Denver,CO,US,2020-01-11,hundreds,200,,200,,,general protesters,in support of 22-week abortion ban ,2,protest; rally,0,0,0,0,1,1,https://www.fox21news.com/top-stories/hundreds-rally-in-denver-in-support-of-proposed-22-week-abortion-ban/,https://www.coloradopolitics.com/news/anti-abortion-rally-to-take-place-saturday-in-denver/article_0ff2ea04-33e5-11ea-96a1-b3e3310c95e0.html,,,
Jersey City ,Liberty State Park,Hudson ,NJ,US,2020-01-11,hundreds,200,,200,,,general protesters,"against proposed expansion of Liberty National Golf Club, against development",0,protest,0,0,0,0,1,1,https://www.northjersey.com/story/news/environment/2020/01/11/liberty-state-park-nj-protesters-rally-against-golf-course-expansion/4432620002/,,,,
Joliet,intersection of Jefferson Street and Larkin Avenue,Will,IL,US,2020-01-11,,,,,,,Freedom Movement USA; Will County Young Republicans,for President Trump,2,rally,0,0,0,0,1,1,https://www.nwherald.com/2020/01/02/pro-trump-rally-scheduled-in-algonquin-1-of-many-across-midwest/a4g77dc/,https://www.theherald-news.com/2019/12/31/activists-to-hold-pro-trump-rally-jan-11-in-joliet/ahz424a/,,,
Joliet,Intersection of Jefferson Street and Larkin Avenue,Carbon,MT,US,2020-01-11,,,,,,,general protesters,for President Trump,2,rally,0,0,0,0,1,1,https://www.theherald-news.com/2019/12/31/activists-to-hold-pro-trump-rally-jan-11-in-joliet/ahz424a/,,,,
Lancaster,Penn Square,Lancaster,PA,US,2020-01-11,around 200,200,,200,,,general protestors,against war with Iran,1,protest,0,0,0,0,1,1,https://local21news.com/news/local/anti-war-protestors-call-for-peace-between-us-and-iran,,,,
Marysville,Outside the Yuba County Jail,Yuba,CA,US,2020-01-11,more than 100,100,,100,,,general protesters,against county contract with ICE,1,protest,0,0,0,0,1,1,https://www.kcra.com/article/marysville-protesters-gather-outside-ice-detention-center/30483112#,,,,
New York ,Manhattan,New York ,NY,US,2020-01-11,,,,,,,general protesters,"support safer driving regulations, for safer streets",0,protest,0,0,0,0,1,1,https://www.silive.com/news/2020/01/parents-with-strollers-rally-for-safer-streets.html,,,,
Oceano ,Triangle Park,San Luis Obispo,CA,US,2020-01-11,,,,,,,The Oceano 911 Committee for Measure A-20 ,in support of a proposed tax aimed at ensuring round-the-clock emergency medical and fire protection services,0,rally,0,0,0,0,1,1,https://santamariatimes.com/news/local/oceano-residents-rally-for-tax-to-support-fire-protection-services/article_0cbf83dc-03ad-5006-a11d-51d0917174cc.html,,,,
Parkersburg,Murdoch Avenue and Lakeview Drive,Wood,WV,US,2020-01-11,,,,,,,Wood County Republican Executive Committee,against impeachment of President Trump,2,rally,0,0,0,0,1,1,https://www.newsandsentinel.com/news/local-news/2020/01/wood-county-republicans-to-rally-for-trump/,,,,
Parkersburg,Parkersburg City Park,Wood,WV,US,2020-01-11,,,,,,,Engle and Wood County Indivisible,against war with Iran,1,protest; demonstration,0,0,0,0,1,1,https://www.newsandsentinel.com/news/local-news/2020/01/anti-war-rally-set-for-city-park/,,,,
Pasco,Fourth Avenue and Court Street,Franklin ,WA,US,2020-01-11,,,,,,,general protesters,for LGBTQ+ rights,1,protest,0,0,0,0,1,1,https://www.tri-cityherald.com/news/local/article239201963.html,,,,
Philadelphia,City Hall,Philadelphia,PA,US,2020-01-11,FB: 115,115,,115,,,Refuse Fascism Philly,against war with Iran,1,protest,,,,,1,1,https://www.facebook.com/events/705253353336494/,,,,
Richmond,Capitol Square,Henrico,VA,US,2020-01-11,more than 50,50,,50,,,Virginia Prison Network ,"for state prison reform legislation, against incarceration",0,rally,0,0,0,0,1,1,https://www.whsv.com/content/news/Advocates-rally-for-prison-reform-bills-at-State-Capitol-566916951.html,,,,
Riverhead,Main Street,Suffolk,NY,US,2020-01-11,,,,,,,general protesters,against climate change ,1,protest; rally,0,0,0,0,1,1,https://riverheadlocal.com/2020/01/13/local-sixth-grader-hopes-to-better-the-world-one-rally-at-a-time/,,,,
Seattle,Native Park; Victor Steinbrueck Park,King,WA,US,2020-01-11,,,,,,,general protestors,against war with Iran,1,protest,,,,,,1,https://twitter.com/helenaruthmusic/status/1215457153583943680,,,,
Springfield,St. Michael's Cathedral,Hampden,MA,US,2020-01-11,,,,,,,general protesters,"against church's exclusion of Gay Mens' Chorus, for LGBTQ+ inclusion",1,protest,0,0,0,0,1,1,https://www.masslive.com/news/2020/01/gay-mens-chorus-holds-protest-at-st-michaels-cathedral.html,,,,
Tallahassee,"Grand Ballroom, Florida A&M University",,FL,US,2020-01-11,,,,,,,FAMU Dream Defenders,"in remembrance of Jamee Johnson, against police violence, Black Lives Matter",1,vigil,,,,,1,1,https://www.instagram.com/p/B7JayO_lD5r/,,,,
Tampa,Intersection of Bayshore Boulevard and the West Julia Street,Hillsborough ,FL,US,2020-01-11,more than 50,50,,50,,,general protesters,"for safer design on Bayshore Boulevard, for safer roads",0,rally,0,0,0,0,1,1,https://www.tampabay.com/news/tampa/2020/01/11/mourners-rally-for-safer-design-on-bayshore-following-fatal-accident/,,,,
Tuscon,St. Augustine Cathedral Church ,Pima,AZ,US,2020-01-11,,,,,,,general protesters,against abortion rights,2,march,0,0,0,0,1,1,https://www.kold.com/2020/01/11/tucson-anti-abortion-activists-hold-march-life-rally/,,,,
Washington ,White House,DC,DC,US,2020-01-11,,,,,,,general protesters,against detainment of prisoners at Guantanamo Bay,0,demonstration,0,0,0,0,1,1,https://www.middleeasteye.net/news/please-close-guantanamo-protesters-rally-washington-anniversary-prisons-opening,,,,
Albany,Academy Park,Albany,NY,US,2020-01-12,about 15,15,,15,,,general protesters,"in support of asylum seekers at southern U.S. border, for immigrants' rights",1,protest,0,0,0,0,1,1,https://www.timesunion.com/news/article/Activists-set-up-solidarity-encampment-to-14969603.php,,,,
Austin ,City Hall,Travis,TX,US,2020-01-12,,,,,,,Incendiary News Service; Red Guards; Defend Our Hoodz,against participation in elections ,0,protest; rally,0,0,0,0,1,1,https://www.kxan.com/news/local/austin/congressional-candidate-says-she-was-assaulted-by-anti-voting-protesters/,,,,
Brownsville,Gateway International Bridge,Cameron,TX,US,2020-01-12,more than 100,100,,100,,,Witness at the Border,for immigrants' rights,1,demonstration ,0,0,0,0,1,1,https://www.brownsvilleherald.com/news/local/demonstrators-converge-in-witness-at-the-border-event/article_05744e0e-359a-11ea-aa79-f3e69c4ffc68.html,,,,
