CityTown,Location,County,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,MacroEvent,AdHoc,CountLove,Source1,Source2,Source3,Misc.,TearGas,Source4,Source5,Source6,Source7,Source8,Source9,Source10,Source11,Source12,Source13,Source14,Source15,Source16,Source17
Peoria,Main St and William Kumpf Blvd,,IL,US,2020-09-15,,,,,,,SEIU Local 73,"for better workplace protections against COVID-19, for higher wages, and for adequate staffing of hospital workers",0,picket,,,,,1,1,,1,,https://www.pjstar.com/news/20200916/more-than-4000-university-of-illinois-hospital-workers-are-striking-mdash-including-in-peoria,,,,,,,,,,,,,,,,,,
Philadelphia,6th and Market St; Love Park,,PA,US,2020-09-15,at least 200; about 200,200,,200,,,Refuse Fascism; Refuse Fascism Philly; Penn Community for Justice; Delco Resists; Torah Trumps Hate,"against President Trump, against fascism, against racism",1,rally; march,0,0,0,0,1,1,20200915-philly-trump,1,1,https://www.thedp.com/article/2020/09/trump-town-hall-in-philadelphia,https://twitter.com/FordFischer/status/1305955904702107653,https://philadelphia.cbslocal.com/2020/09/15/several-protests-philadelphia-as-president-donald-trump-visit-national-constitution-center/,"Rally was supposed to happen on Independence Mall, but police blocked it off.",0,https://www.theintell.com/story/news/2020/09/15/trump-opponents-supporters-rally-philadelphia-town-hall-event-site/5812392002/,https://amp.poconorecord.com/amp/42630763,https://www.phillytrib.com/news/local_news/trump-tries-to-woo-undecided-voters-in-philly-competing-rallies-break-out-nearby/article_872d7d20-c8de-5113-bef9-5ba81259a2b2.html,,,,,,,,,,,
Philadelphia,6th and Market St,,PA,US,2020-09-15,,,,,,,general protesters,"for President Trump, against communism, against socialism",2,counter-protest,0,0,0,0,0,1,20200915-philly-trump,1,1,https://twitter.com/FordFischer/status/1305955904702107653,https://philadelphia.cbslocal.com/2020/09/15/several-protests-philadelphia-as-president-donald-trump-visit-national-constitution-center/,https://www.theintell.com/story/news/2020/09/15/trump-opponents-supporters-rally-philadelphia-town-hall-event-site/5812392002/,Small numbers of pro-Trump protesters visible in live video of anti-Trump protest.,0,https://amp.poconorecord.com/amp/42630763,https://www.phillytrib.com/news/local_news/trump-tries-to-woo-undecided-voters-in-philly-competing-rallies-break-out-nearby/article_872d7d20-c8de-5113-bef9-5ba81259a2b2.html,,,,,,,,,,,,
Providence,Rhode Island Department of Education,,RI,US,2020-09-15,more than 100,100,,100,,,teachers,for better workplace protections in schools during the COVID-19 pandemic,0,protest,,,,,1,1,,1,,https://www.providencejournal.com/news/20200916/providence-teachers-protest-conditions-at-schools,,,,,,,,,,,,,,,,,,
Raleigh,North Carolina Legislative Building,,NC,US,2020-09-15,,,,,,,general protesters,against court ruling allowing elimination of Temporary Protected Status program for immigrants,1,protest,,,,,1,1,,1,,https://www.wral.com/group-gathers-in-raleigh-to-protest-ruling-that-would-end-protected-status-for-some-immigrants/19287344/,,,,,,,,,,,,,,,,,,
Rochester,Rochester City Hall,,NY,US,2020-09-15,around 100; more than 150,100,,150,,,Free the People ROC; Black Lives Matter,"against racism, against police violence, for resignation of mayor",1,occupation,0,0,0,0,1,1,,1,1,https://spectrumlocalnews.com/nys/rochester/human-interest/2020/09/16/protests-continue-tuesday-evening-outside-rochester-city-hall,https://www.democratandchronicle.com/story/news/2020/09/16/rochester-ny-protest-blm-daniel-prude-demonstrations-september-16/5814241002/,https://www.wgrz.com/article/news/state/rochester-cops-clear-daniel-prude-protesters-from-city-hall/71-28ce5249-1c16-46ac-b228-28a75cac422c,,0,https://news.wbfo.org/post/protesters-march-city-hall-vow-remain-there-unless-demands-are-met,,,,,,,,,,,,,
Rothschild,Stony Creek Hotel and Conference Center,,WI,US,2020-09-15,about 160,160,,160,,,general protesters,for President Trump,2,rally,0,0,0,0,1,1,,,1,https://www.sheboyganpress.com/story/news/2020/09/15/donald-trump-jr-holds-rally-rothschild/3473872001/,https://www.wisconsinrapidstribune.com/story/news/2020/09/15/donald-trump-jr-holds-rally-rothschild/3473872001/,https://www.greenbaypressgazette.com/story/news/2020/09/15/donald-trump-jr-holds-rally-rothschild/3473872001/,Feat. Donald Trump Jr.,0,,,,,,,,,,,,,,
Santa Ana,outside the Orange County Board Meeting,,CA,US,2020-09-15,,,,,,,union members of the John Wayne Airport,calling attention to rent deferrals airports granted to its tenants as people were losing their jobs amid the covid pandemic,0,protest,0,0,0,0,1,1,,,1,https://www.ocregister.com/2020/09/15/hmshost-workers-laid-off-from-restaurants-at-john-wayne-airport-protest-companys-rent-deferral//,,,,,,,,,,,,,,,,,,
Saugerties,Market St and Main St,,NY,US,2020-09-15,,,,,,,general protesters,"against racism, against police brutality",1,demonstration,,,,,1,1,,1,,https://www.dailyfreeman.com/market-and-main-protest-against-injustice-in-saugerties-ny/video_3547c417-af6f-5f1b-8397-fb6b01334ac0.html,https://hudsonvalleyone.com/2020/07/24/letter-black-lives-matter/,,,,,,,,,,,,,,,,,
Seattle,Denny Park; near the Space Needle,,WA,US,2020-09-15,20-30,20,,30,,,general protesters,"against racism, against police violence; anti-police rally",1,march,11,1,0,1,1,1,,1,1,https://www.seattletimes.com/seattle-news/seattle-police-arrest-11-people-use-pepper-spray-in-downtown-protest/,https://www.facebook.com/RebellionBaby/videos/701084804095683/,https://www.kiro7.com/news/local/11-arrested-during-anti-police-rally-seattle/Z6H66R7KUZHNJLYQUCGOJLXPJM/,,1,https://www.seattletimes.com/seattle-news/seattle-police-arrest-11-people-use-pepper-spray-in-downtown-protest/,https://www.kxly.com/seattle-police-arrest-11-during-anti-police-rally/,https://www.q13fox.com/news/police-eleven-arrested-for-property-damages-during-anti-police-demonstration,,,,,,,,,,,
Seattle,O'Dea High School,,WA,US,2020-09-15,,,,,,,Morning March Seattle,"against racism, against police violence, for defunding police",1,march,,,,,0,1,,1,,https://www.instagram.com/p/CFI-RXZJLbV/,,,,,,,,,,,,,,,,,,
Seattle,,,WA,US,2020-09-15,,,,,,,Picket 4 Change Seattle,"against racism, against police violence, for defunding police, against Mayor Durkan",1,picket,,,,,0,1,,1,,https://www.instagram.com/p/CFKo1MeJHhv/,,,Day 52 [with gaps],,,,,,,,,,,,,,,
Sherman Oaks,"Sherman Oaks Galleria, Sepulveda Blvd and Ventura Blvd",,CA,US,2020-09-15,,,,,,,The Valley of Change,"Black Lives Matter, against police brutality",1,demonstration,,,,,1,1,,1,,https://twitter.com/ACatWithNews/status/1423588411227611136,,,,,,,,,,,,,,,,,,
Statesville,Broad St & Center St,,NC,US,2020-09-15,,,,,,,Statesville4Change,"for removal of Confederate statue, Black Lives Matter",1,demonstration,,,,,1,1,,1,,https://statesville.com/news/local/as-protests-near-100-days-elowehi-onole-said-there-is-no-plan-to-stop-in/article_5dd17c3a-fe66-11ea-a0e8-4b7d70be3639.html,,,,,,,,,,,,,,,,,,
Tampa,Howard Avenue in South Tampa,,FL,US,2020-09-15,several dozen,36,,36,,,general protesters,"against racism, against police violence",1,march,2,0,0,0,1,1,,1,1,https://www.tampabay.com/news/breaking-news/2020/09/15/two-arrested-after-vehicle-collision-during-soho-tampa-protest-police-say/,https://www.cltampa.com/news-views/local-news/article/21144010/in-911-call-driver-complains-about-south-tampa-protesters-and-says-if-i-have-to-im-going-to-run-over-them,https://www.wfla.com/news/local-news/driver-hits-jeep-trying-to-go-around-tampa-protesters-2-arrested/,South Tampa driver complained about protesters,0,https://www.wtsp.com/article/news/local/hillsboroughcounty/tampa-police-arrest-2-after-protest-car-crash/67-37dbbc33-a31d-49c8-a135-638c71fce105,Aggravated Battery charge filed against driver who rammed victim near Hyde Park protest (mysuncoast.com),,,,,,,,,,,,
Trenton,"New Jersey Motor Vehicle Commission, 225 E State St",,NJ,US,2020-09-15,,,,,,,Movimiento Cosecha,against proposed rules making it harder for undocumented immigrants to get driver's licenses,0,occupation,,,,,1,1,,1,,https://www.nj.com/politics/2020/09/dozens-protest-at-mvc-offices-demanding-fair-regulations-for-undocumented-immigrants.html,,,,,,,,,,,,,,,,,,
Tucson,"Arizona State Building, 400 W Congress St",,AZ,US,2020-09-15,count pic,50,,60,,,"Stand Up, Fight Back Tucson","in solidarity with indigenous women arrested for protesting against border wall, against imperialism",1,protest,,,,,1,1,,1,,https://twitter.com/aemerybrown/status/1305899389043449858,https://twitter.com/standupfighttuc/status/1305805916713836549,,,,,,,,,,,,,,,,,
Washington,Black Lives Matter Plaza,,DC,US,2020-09-15,hundreds,200,,200,,,ADC; Council on American-Islamic Relations; Jewish Voice for Peace; American Muslims for Palestine,"against Israeli Prime Minister Netanyahu, against normalization of U.S. relations with Israel",0,protest,,,,,1,1,,1,,https://twitter.com/JacobMagid/status/1305867014825705473,https://twitter.com/ArielElyseGold/status/1305911023631773696,https://www.middleeasteye.net/news/palestinians-protest-israel-uae-bahrain-deal-white-house,,,,,,,,,,,,,,,,
Wheeling,Federal Building and U.S. Courthouse,,WV,US,2020-09-15,more than a dozen people,12,,12,,,HOH Share,against removal of homeless encampments,0,rally,0,0,0,0,1,1,,1,1,https://www.timesleaderonline.com/news/community/2020/09/group-rallies-against-removal-of-homeless-encampments/,https://www.timesleaderonline.com/news/community/2020/09/group-rallies-against-removal-of-homeless-encampments/,,,0,,,,,,,,,,,,,,
Williamsville,"Williamsville School District headquarters, Casey Rd",,NY,US,2020-09-15,nearly 500,500,,500,,,students; parents,for in-person schooling during COVID-19 pandemic,0,protest,,,,,1,1,,1,,https://www.wgrz.com/article/news/education/parents-and-students-protest-outside-of-williamsville-school-district/71-9a07318c-75ba-451a-8b12-d8d5af2b9521,https://www.wivb.com/news/local-news/erie-county/williamsville/out-cry-over-online-williamsville-parents-and-students-protest-virtual-learning/,,,,,,,,,,,,,,,,,
Wooster,Market St and Liberty St,,OH,US,2020-09-15,,,,,,,general protesters,"against racism, against police brutality",1,protest,,,,,1,1,,1,,https://twitter.com/desireejweber/status/1357411129488769028,,,,,,,,,,,,,,,,,,
York,York County Commissioner's office,,PA,US,2020-09-15,,,,,,,general protesters,against racism,0,rally,,,,,1,1,,1,,https://www.abc27.com/news/local/york/protesters-rally-at-york-county-commissioners-office/,,,,,,,,,,,,,,,,,,
Zanesville,Muskingum County Fair,,OH,US,2020-09-15,,,,,,,general protesters,"against President Trump, against racism, for LGBTQ rights",1,protest,,,,,1,1,,1,,https://www.facebook.com/events/657628011842889/,,,Ohioans Against Trump Protest,,,,,,,,,,,,,,,
Alpena,,,MI,US,2020-09-16,,,,,,,Michigan Republican Party,"for Republican candidates for office, for President Trump, against cancel culture, against rioting",2,rally,0,0,0,0,1,1,,,1,https://www.thealpenanews.com/news/local-news/2020/09/michigan-republican-chairwoman-cox-visits-alpena-rallies-base/,,,,0,,,,,,,,,,,,,,
Ann Arbor,University of Michigan,,MI,US,2020-09-16,,,,,,,Graduate Employees' Organization,for better workplace protections for student employees during COVID-19 pandemic,0,strike; picket,,,,,1,1,,1,,https://www.clickondetroit.com/all-about-ann-arbor/2020/09/16/striking-university-of-michigan-students-hold-press-conference-elaborate-on-anti-policing-demands/,https://www.freep.com/story/news/education/2020/09/16/university-michigan-grad-instructors-strike/5813687002/,https://www.fox2detroit.com/news/university-of-michigan-graduate-employees-vote-to-end-strike-return-to-work-thursday,Union voted to end strike in evening of this day after university offered a new proposal.,,,,,,,,,,,,,,,
Austin,Austin City Hall,,TX,US,2020-09-16,dozens,24,,24,,,general protesters,for SAVES resolution to provide financial relief for music venues and related businesses during the COVID-19 pandemic,0,rally,,,,,1,1,,1,,https://www.austinmonitor.com/stories/2020/09/we-deserve-to-be-saved-austin-music-venues-rally-for-city-backed-relief-fund/,https://www.fox7austin.com/news/rally-to-support-saves-resolution-held-at-city-hall,,,,,,,,,,,,,,,,,
Berlin,train station,,CT,US,2020-09-16,about 5,5,,5,,,general protesters,"against state coronavirus restrictions, against Governor Lamont",2,protest,0,0,0,0,1,1,,,1,https://www.courant.com/politics/hc-pol-trump-masks-lamont-disrupt-20200916-cqgwn4pbnvaefcvhwj47omccb4-story.html,https://www.wtnh.com/news/politics/man-interrupts-gov-lamonts-press-conference-to-protest-mask-order/,,,0,,,,,,,,,,,,,,
Boise,State St,,ID,US,2020-09-16,,,,,,,general protesters,"against racism, against hate, for American values, for equality, Black Lives Matter, for voting rights, in support of veterans and active-duty military, respect science",1,demonstration,,,,,1,1,,1,,https://www.kivitv.com/news/honk-for-american-values-demonstration-continues-for-100-straight-days,https://www.idahopress.com/news/local/honk-for-american-values-demonstrators-near-100-consecutive-days/article_088f414c-ac84-5f55-b84e-b3f811add6be.html,,,,,,,,,,,,,,,,,
Boston,Boston Common,,MA,US,2020-09-16,,,,,,,The World Tomorrow,"against racism, against police brutality, in support of Jacob Blake",1,protest,,,,,1,1,,1,,https://www.facebook.com/pg/TheWorldTomorrow1/posts/,https://dailyfreepress.com/2020/09/17/protestors-gather-in-boston-common-to-rally-against-jacob-blake-shooting/,,,,,,,,,,,,,,,,,
Burlington,Battery Park,,VT,US,2020-09-16,,,,,,,general protesters,"against racism, against police violence",1,encampment; march,,,,,1,1,,1,,https://vtdigger.org/2020/12/31/sparked-by-george-floyd-killing-burlingtons-battery-park-protesters-demanded-change/,,,,,,,,,,,,,,,,,,
Carlsbad,South Ponto Beach,,CA,US,2020-09-16,,,,,,,general protesters,for reopening local beach state park during COVID-19 pandemic,0,protest,,,,,1,1,,1,,https://www.kusi.com/carlsbad-residents-peacefully-protest-to-get-volleyball-courts-reopen/,,,,,,,,,,,,,,,,,,
Chicago,Federal Plaza,,IL,US,2020-09-16,,,,,,,Refuse Fascism Chicago; Refuse Fascism; Degenerate Artists Against Fascism; Revolution Club Chicago,"for indictment of President Trump, against fascism, against racism",1,rally; march,,,,,1,1,,1,,https://www.facebook.com/events/2907422626026413/,,,,,,,,,,,,,,,,,,
Chicago,1601 S Halsted St,,IL,US,2020-09-16,,,,,,,Chicago Democratic Socialists of America; Chicago Alliance Against Racist and Political Oppression,"against racism, against police violence",1,march; rally,,,,,0,1,,1,,https://www.facebook.com/events/3315703465217478/,,,Justice for Darius Washington March and Rally,,,,,,,,,,,,,,,
Chicago,Jefferson Park,,IL,US,2020-09-16,hundreds; more than 600,200,,600,,,general protesters,"in support of police, we love cops, for President Trump",2,rally,0,0,0,0,0,1,20200916-chicago-backtheblue,1,,https://www.fox32chicago.com/news/police-supporters-met-with-opposition-at-rally-in-jefferson-park,https://abc7chicago.com/back-the-blue-rally-chicago-police-department-black-lives-matter/6427076/,http://nadignewspapers.com/2020/09/16/three-aldermen-drop-out-of-support-the-police-rally/,scuffles between protesters and counter-protesters,0,,,,,,,,,,,,,,
Chicago,Jefferson Park,,IL,US,2020-09-16,nearly four dozen,48,,48,,,Party for Socialism and Liberation; Party for Socialism and Liberation - Chicago,"against police violence, against racism, for defunding police, police out of Chicago public schools",1,counter-protest,0,0,0,0,0,1,20200916-chicago-backtheblue,1,1,https://www.fox32chicago.com/news/police-supporters-met-with-opposition-at-rally-in-jefferson-park,https://abc7chicago.com/back-the-blue-rally-chicago-police-department-black-lives-matter/6427076/,https://www.facebook.com/events/616699822541802/,scuffles between protesters and counter-protesters,0,https://chicago.suntimes.com/city-hall/2020/9/16/21439996/chicago-police-rally-reform-fraternal-order-fop-sposato-taliaferro-napolitano-jefferson-park,,,,,,,,,,,,,
Chicago,Little Village,,IL,US,2020-09-16,count video,50,,75,,,general protesters,"against redevelopment of local discount mall, against gentrification",0,rally,,,,,0,1,,1,,https://abc7chicago.com/little-village-plaza-novak-construction-rally-discount-mall/6427164/,https://www.wbez.org/stories/protesters-voice-their-opposition-to-a-developers-plans-for-the-little-village-plaza/69a9c1a9-2bd7-4212-b4d1-7e5cfa971d40,,,,,,,,,,,,,,,,,
Chicago,University of Illinois at Chicago,,IL,US,2020-09-16,,,,,,,SEIU Local 73,for better pay and workplace protections during the COVID-19 pandemic,0,strike; picket; march,,,,,0,1,,1,,https://twitter.com/SEIU73/status/1306289365178634242,,,,,,,,,,,,,,,,,,
Chicago,University of Illinois Hospital,,IL,US,2020-09-16,,,,,,,Illinois Nurses Association,"for better pay and workplace conditions for nurses at the UIC hospital, against outsourcing hospital jobs",0,strike; picket,,,,,0,1,,1,,,,,,,,,,,,,,,,,,,,
Clayton,,,MO,US,2020-09-16,,,,,,,general protesters,against restrictions on fall high school sports due to COVID-19 pandemic,0,protest,,,,,1,1,,1,,https://fox2now.com/news/missouri/parents-protest-restrictions-while-student-athletes-test-positive-for-covid-19/,,,,,,,,,,,,,,,,,,
Cleveland,Mayfield Rd and Euclid Ave,,OH,US,2020-09-16,,,,,,,Refuse Fascism Ohio; Refuse Fascism,"against President Trump, against fascism, against racism",1,rally; vigil; march,,,,,1,1,,1,,https://www.facebook.com/events/321604765598982/,https://actionnetwork.org/events/indict-trump-for-inciting-and-defending-scores-of-murders-by-fascist-mobs-commemorate-the-fallen-drive-out-the-trumppence-regime-2?source=direct_link,,CLE: Gathering to Commemorate the Fallen - Drive Out Trump/Pence,,,,,,,,,,,,,,,
Cumming,,,GA,US,2020-09-16,,,,,,,general protesters,for Brian Kemp for governor,2,rally,0,0,0,0,1,1,,,1,https://www.ajc.com/politics/politics-blog/with-big-political-rallies-kemp-defies-own-coronavirus-rules/XTJFEDDYB5DB3NJWLN2TRNDM6E/,,,,0,,,,,,,,,,,,,,
Denver,"OSHA, 1391 Speer Blvd",,CO,US,2020-09-16,dozens,24,,24,,,"United Food and Commercial Workers International Union; families, employees, and union members","for better workplace protections during COVID-19 pandemic, against small size of OSHA fine levied on JBS meatpacking facility",0,protest,0,0,0,0,1,1,,1,1,https://www.greeleytribune.com/2020/09/16/workers-protest-covid-fine-jbs-greeley/,https://denver.cbslocal.com/2020/09/16/osha-fine-coronavirus-jbs-meat-plant-greeley/,https://www.wisfarmer.com/story/news/2020/09/16/colorado-workers-protest-covid-19-fine-issued-jbs-meat-plant/3476524001/,,0,https://www.thedenverchannel.com/news/local-news/jbs-employees-and-families-in-colorado-say-15-615-osha-fine-is-a-slap-in-the-face,https://apnews.com/article/virus-outbreak-greeley-colorado-denver-f46d59db7b8d45898e975510cdd0ae0a,https://www.usnews.com/news/best-states/colorado/articles/2020-09-16/colorado-workers-protest-covid-19-fine-issued-to-meat-plant,https://www.koaa.com/news/local-news/jbs-employees-and-families-in-colorado-say-15-615-osha-fine-is-a-slap-in-the-face,,,,,,,,,,
Duluth,University of Minnesota - Duluth,,MN,US,2020-09-16,hundreds; 200-300,200,,300,,,Black Men Serving Excellence,"Black Lives Matter, silence is not an option",1,protest; march,0,0,0,0,1,1,,1,1,https://www.fox21online.com/2020/09/15/new-black-male-group-at-umd-hosting-peaceful-protest-and-march/,https://www.fox21online.com/2020/09/16/umd-black-male-athletes-rally-hundreds-to-march-against-police-brutality-racism/,https://www.mprnews.org/story/2020/09/17/umd-student-group-smashes-stereotypes-builds-support-for-black-men,,0,,,,,,,,,,,,,,
Eau Claire,school district administration building,,WI,US,2020-09-16,a few,3,,5,,,students,for in-person schooling during COVID-19 pandemic,0,protest,0,0,0,0,1,1,,1,,https://wqow.com/2020/09/16/eau-claire-students-protest-against-virtual-learning/,,,,,,,,,,,,,,,,,,
Edison,New Jersey Veterans Memorial Home at Menlo Park,,NJ,US,2020-09-16,more than 100,100,,100,,,veterans; healthcare workers; relatives of residents; general protesters,in remembrance of 62 victims of COVID-19 at Veterans Memorial Home,0,protest,0,0,0,0,1,1,,,1,https://www.northjersey.com/picture-gallery/news/2020/09/16/veterans-groups-rally-menlo-park-veterans-home/5819417002/,https://www.njherald.com/story/news/2020/09/16/dozens-rally-outside-nj-vets-home-demand-investigation-of-coronavirus-deaths/114039212/,https://www.youtube.com/watch?v=cj8Ka7sTstA,,0,,,,,,,,,,,,,,
Edmond,,,OK,US,2020-09-16,,,,,,,parents; students,for in-person schooling during COVID-19 pandemic,0,protest,,,,,1,1,,1,,https://kfor.com/news/local/parents-gather-to-protest-edmond-public-schools-blended-learning-plan/,,,,,,,,,,,,,,,,,,
Franklin,Williamson County Administrative Complex,,TN,US,2020-09-16,over 30,30,,30,,,parents; students; football team,for in-person schooling during COVID-19 pandemic,0,rally,0,0,0,0,1,1,,1,1,https://www.wsmv.com/news/williamson_county/fairview-high-parents-protest-decision-to-close-school-to-in-person-learning-for-2-weeks/article_5236396e-f868-11ea-8d0a-4354c19dcc35.html,https://www.wkrn.com/special-reports/keeping-schools-safe/parents-and-students-hold-rally-at-williamson-county-school-board-over-temporary-closure/,https://www.wsmv.com/news/williamson_county/fairview-high-parents-protest-decision-to-close-school-to-in-person-learning-for-2-weeks/article_5236396e-f868-11ea-8d0a-4354c19dcc35.html,,0,https://www.wsmv.com/fairview-parents-students-protest-decision-to-return-school-to-remote-learning/video_a7529997-9e6d-5432-a042-b8a2844d02e4.html,https://www.tennessean.com/story/news/local/williamson/franklin/2020/09/16/fairview-high-school-parents-rally-return-school-after-covid-19-shutdown/5822436002/,,,,,,,,,,,,
Harrisburg,Pennsylvania State Capitol,,PA,US,2020-09-16,count pic,20,,30,,,NORML,for legalization of marijuana use by adults,0,rally,,,,,1,1,,1,,https://www.fox43.com/article/news/local/legalization-of-marijuana-rally-in-pennsylvania/521-065372c0-5734-4fbb-bd6f-42a4cd55d153,,,,,,,,,,,,,,,,,,
Jonesboro,outside the Administration building,,AR,US,2020-09-16,3,3,,3,,,Students for an Online Option,for flexibility in the schools reopening plan amid the coronavirus pandemic,0,protest,0,0,0,0,1,1,,,1,https://www.kait8.com/2020/09/16/a-state-students-protest-online-class-option/,,,,,,,,,,,,,,,,,,
Kalamazoo,downtown,,MI,US,2020-09-16,,,,,,,general protesters,"for police reform, for new police chief, against racism",1,protest,0,0,0,0,1,1,,,1,https://wkzo.com/2020/09/17/black-lives-matter-protests-continue-in-downtown-kalamazoo/,,,,0,,,,,,,,,,,,,,
Kennewick,Benton Franklin Health District,,WA,US,2020-09-16,,,,,,,general protesters,for in-person schooling option during COVID-19 pandemic,0,rally,,,,,1,1,,1,,https://www.yaktrinews.com/community-members-from-the-tri-cities-rally-for-in-person-learning/,,,,,,,,,,,,,,,,,,
Kennewick,Kennewick School District,,WA,US,2020-09-16,,,,,,,general protesters,for in-person schooling option during COVID-19 pandemic,0,rally,,,,,0,1,,1,,https://www.yaktrinews.com/community-members-from-the-tri-cities-rally-for-in-person-learning/,,,,,,,,,,,,,,,,,,
Kent,Kent State University,,OH,US,2020-09-16,,,,,,,Black United Students,"against racism at Kent State University, Black Lives Matter",1,protest,0,0,0,0,1,1,,,1,https://www.beaconjournal.com/story/news/2020/09/16/kent-state-president-police-join-black-lives-matter-protest/5823256002/,,,,0,,,,,,,,,,,,,,
Lansing,Michigan Capitol,,MI,US,2020-09-16,nearly 100,100,,100,,,Movimiento Cosecha Michigan,for state legislation allowing residents to apply for a driver's license or state ID regardless of immigration status,1,protest,0,0,0,0,1,1,,,1,https://www.mlive.com/public-interest/2020/09/immigrants-rally-at-michigan-capitol-for-drivers-license-access.html,,,,0,,,,,,,,,,,,,,
Lexington,University of Kentucky,,KY,US,2020-09-16,,,,,,,University of Kentucky women's basketball team,"against racism, against police violence",1,march; rally,,,,,1,1,,1,,https://www.kentucky.com/sports/college/kentucky-sports/uk-basketball-women/article245761445.html,https://twitter.com/KentuckyWBB/status/1306313487455588355,,,,,,,,,,,,,,,,,
Long Beach,Long Beach Unified School District office,,CA,US,2020-09-16,nearly 100,100,,100,,,parents; students,for in-person schooling option during COVID-19 pandemic,0,protest,,,,,1,1,,1,,https://lbpost.com/news/parents-protest-at-lbusd-headquarters-call-for-in-person-classroom-option,,,,,,,,,,,,,,,,,,
Longview,,,WA,US,2020-09-16,,,,,,,Longview woman,hunger strike in protest of Cowlitz County's contract with federal immigration officials to hold juvenile immigration detainees,0,protest,0,0,0,0,1,1,,,1,https://tdn.com/news/local/longview-woman-begins-hunger-strike-to-protest-countys-ice-contract/article_3dfa5270-4201-58ca-9dca-f969f4daf362.html,,,,0,,,,,,,,,,,,,,
Los Angeles,Hall of Justice,,CA,US,2020-09-16,,,,,,,Black Lives Matter LA,"against police brutality, for police accountability, Black Lives Matter, against District Attorney Jackie Lacey",1,protest,,,,,1,1,,1,,https://knock-la.com/jackie-lacey-did-go-but-the-fight-is-just-beginning-9efbd25b0668/,https://www.newyorker.com/magazine/2020/11/16/after-years-of-protests-every-wednesday-la-activists-welcome-a-new-da,,,,,,,,,,,,,,,,,
Lowell,,,MA,US,2020-09-16,count pic,26,,26,,,"parents, teachers",against reopening schools during coronavirus pandemic,1,protest,0,0,0,0,,1,,,1,https://www.lowellsun.com/2020/09/16/teachers-parents-protest-outside-lowell-school-committee-meeting/,,,,0,,,,,,,,,,,,,,
Menomonie,,,WI,US,2020-09-16,,,,,,,students; faculty; community members,for racial equity at University of Wisconsin-Stout,1,protest,0,0,0,0,1,1,,,1,https://www.weau.com/2020/09/17/we-want-change-rally-held-at-uw-stout/,,,,,,,,,,,,,,,,,,
Minneapolis,University of Minnesota,,MN,US,2020-09-16,approximately 400,400,,400,,,student athletes,against decision to cut four men's sports from the university's athletic program,0,protest,0,0,0,0,0,1,,1,1,https://www.startribune.com/400-march-to-protest-gophers-proposed-cut-of-three-men-s-teams/572436372/,https://www.startribune.com/gopher-athletes-protest-the-plans-for-eliminating-sports-programs/572437301/,,,,,,,,,,,,,,,,,
New York,"Jay St, Brooklyn",,NY,US,2020-09-16,dozens,24,,24,,,No North Brooklyn Pipeline,"against construction of natural gas pipeline in Brooklyn, for environmental protection",1,rally,,,,,1,1,,1,,https://www.brooklynpaper.com/north-brooklyn-pipeline-national-grid-rally/,,,,,,,,,,,,,,,,,,
New York,"26 Federal Plaza, Manhattan",,NY,US,2020-09-16,dozens,24,,24,,,general protesters,for abolishing ICE,1,rally,,,,1,0,1,,1,,https://abc7ny.com/abolish-ice-rally-federal-building-vandalized-plaza-manhattan-26/6427057/,,,,,,,,,,,,,,,,,,
New York,"Carl Schurz Park, Manhattan",,NY,US,2020-09-16,,,,,,,Upper East Side for Black Lives Matter,"against racism, against police brutality",1,vigil; march,,,,,0,1,,1,,https://www.instagram.com/p/CFNPa0sDrJ6/,,,,,,,,,,,,,,,,,,
New York,"Hunter College, Manhattan",,NY,US,2020-09-16,,,,,,,Professional Staff Congress,against Hunter College Campus Schools' plan to reopen campuses for in-person schooling during coronavirus pandemic,0,protest,,,,,0,1,,1,,https://patch.com/new-york/upper-east-side-nyc/hunter-teachers-call-strike-return-school-tuesday,,,Threatened to strike.,,,,,,,,,,,,,,,
New York,"Jackson Heights, Queens",,NY,US,2020-09-16,more than 50,50,,50,,,"parents, teachers, students",against Jackson Heights schools reopening plan amid coronavirus pandemic,1,protest,0,0,0,0,0,1,,,1,https://qns.com/2020/09/jackson-heights-parents-teachers-school-reopening-covid-19/,,,,,,,,,,,,,,,,,,
New York,"McCarren Park, Brooklyn",,NY,US,2020-09-16,,,,,,,general protesters,"against racism, against police brutality",1,vigil,,,,,0,1,,1,,https://www.bkreader.com/2020/11/02/heres-what-happens-at-the-nightly-anti-racist-gathering-in-mccarren-park/,,,,,,,,,,,,,,,,,,
New York,"The Lucerne, Manhattan",,NY,US,2020-09-16,,,,,,,UWS Open Hearts Initiative,for housing homeless people in hotel during COVID-19 pandemic,0,rally,,,,,0,1,,1,,https://www.westsiderag.com/2020/09/16/potential-mayoral-candidate-maya-wiley-speaks-at-rally-at-the-lucerne-i-am-standing-here-with-the-residents,,,,,,,,,,,,,,,,,,
