CityTown,Location,County,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,MacroEvent,AdHoc,CountLove,Source1,Source2,Source3,Misc.,TearGas,Source4,Source5,Source6,Source7,Source8,Source9,Source10,Source11,Source12,Source13,Source14,Source15,Source16,Source17
Ocala,10 S Magnolia Ave,,FL,US,2020-09-16,,,,,,,general protesters,"Black Lives Matter, against President Trump",1,protest,0,0,0,0,1,1,20200916-ocala-blm,1,,https://twitter.com/geeta_minocha/status/1306420670344163333,,,chanted at counter-protesters,0,,,,,,,,,,,,,,
Ocala,10 S Magnolia Ave,,FL,US,2020-09-16,count video,30,,40,,,general protesters,"against Black Lives Matter protesters, in support of police, for President Trump, for freedom, for patriotism, this is our county get them out of here",2,counter-protest,0,0,0,0,0,1,20200916-ocala-blm,1,,https://twitter.com/geeta_minocha/status/1306420670344163333,,,some wore tactical gear; shouted at protesters,0,,,,,,,,,,,,,,
Orange Park,"Freddy's Frozen Custard and Steakburgers, 386 Blanding Boulevard",,FL,US,2020-09-16,,,,,,,general protesters,for President Trump,2,rally,1,0,0,0,1,1,20200916-orangepark-trump,1,1,https://www.news4jax.com/news/local/2020/09/19/man-arrested-after-girl-hit-with-flagpole-during-street-corner-trump-rally/,https://nbc-2.com/news/state/2020/09/23/florida-man-arrested-for-hitting-girl-with-flagpole-at-trump-rally/,https://www.orlandosentinel.com/news/florida/os-ne-trump-supporter-charged-with-hitting-girl-with-flagpole-20200923-qbpv5wlbtvefdfkzzpjzggfkoy-story.html,attacked counter-protester with flagpole,0,https://www.wsls.com/news/local/2020/09/20/man-arrested-after-girl-hit-with-flagpole-during-street-corner-pro-trump-rally/,,,,,,,,,,,,,
Orange Park,"Freddy's Frozen Custard and Steakburgers, 386 Blanding Boulevard",,FL,US,2020-09-16,,2,,2,,,general protesters,for Joe Biden for president,1,counter-protest,0,1,0,0,0,1,20200916-orangepark-trump,,1,https://www.news4jax.com/news/local/2020/09/19/man-arrested-after-girl-hit-with-flagpole-during-street-corner-trump-rally/,https://nbc-2.com/news/state/2020/09/23/florida-man-arrested-for-hitting-girl-with-flagpole-at-trump-rally/,https://www.orlandosentinel.com/news/florida/os-ne-trump-supporter-charged-with-hitting-girl-with-flagpole-20200923-qbpv5wlbtvefdfkzzpjzggfkoy-story.html,verbally confronted protesters from car,0,https://www.wsls.com/news/local/2020/09/20/man-arrested-after-girl-hit-with-flagpole-during-street-corner-pro-trump-rally/,,,,,,,,,,,,,
Oxford,University of Mississippi,,MS,US,2020-09-16,approximately 20; over a dozen,12,,20,,,Students Against Social Injustice (SASI); United Campus Workers - MS; students,against university's handling of COVID-19 response,0,demonstration,0,0,0,0,1,1,,1,1,https://www.clarionledger.com/story/news/2020/09/16/ole-miss-students-die-in-protesting-university-covid-19-response/5808026002/,https://www.hattiesburgamerican.com/picture-gallery/news/2020/09/16/ole-miss-students-protest-schools-covid-19-response/5822530002/,https://thedmonline.com/students-protest-universitys-pandemic-response/,die-in,0,https://www.clarionledger.com/story/news/2020/09/16/ole-miss-students-die-in-protesting-university-covid-19-response/5808026002/,,,,,,,,,,,,,
Oxford,outside school district board office at 131 W. Chestnut Street,,OH,US,2020-09-16,,,,,,,parents and students,for reopening schools during coronavirus pandemic,0,protest,0,0,0,0,1,1,,,1,https://www.cincinnati.com/story/news/2020/09/14/talawanda-parents-peacefully-protest-person-learning-wednesday/5791242002/,https://www.journal-news.com/news/what-youre-saying-talawanda-parents-protest-districts-remote-learning-decision/SVF6TP6RWNCNFFQ277WDC6DUXE/,https://www.journal-news.com/news/talawanda-parents-upset-by-remote-learning-protest-ask-for-return-to-school/CRB7KP7UWBBBJPSUEZDQXDWFO4/,,0,,,,,,,,,,,,,,
Pocatello,Portneuf Wellness Center,,ID,US,2020-09-16,well over 150,150,,150,,,general protesters,for in-person schooling during COVID-19 pandemic,0,rally,,,,,1,1,,1,,https://www.idahostatejournal.com/coronavirus/district-25-parents-to-host-rally-in-support-of-schools-resuming-in-person-learning-full/article_8e1184bb-d147-5ab3-9a3d-88c276423f7c.html,https://www.idahostatejournal.com/news/local/rally-for-in-person-local-school-instruction-draws-well-over-150-people/article_915911f4-746f-5ad9-8a2a-58d6714ac747.html,,,,,,,,,,,,,,,,,
Richmond,online,,VA,US,2020-09-16,,,,,,,general protesters,"for Democratic candidates for office, for Joe Biden",1,virtual rally,0,0,0,0,1,1,,,1,https://starexponent.com/news/jill-biden-participates-in-early-vote-virginia-women-virtual-rally/article_4e073ed7-7068-52a1-b8eb-e7cfca415ad0.html,,,Feat. Jill Biden,0,,,,,,,,,,,,,,
Rochester,Rochester City Hall,,NY,US,2020-09-16,more than 150,150,,150,,,Free the People ROC; Black Lives Matter,"against racism, against police violence, for resignation of mayor",1,occupation,16,0,0,0,1,1,,1,1,https://13wham.com/news/local/police-move-in-on-city-hall-protesters,https://www.democratandchronicle.com/story/news/2020/09/16/rochester-ny-protest-blm-daniel-prude-demonstrations-september-16/5814241002/,https://spectrumlocalnews.com/nys/rochester/public-safety/2020/09/16/16-arrested-after-wednesday-rochester-city-hall-protests,,0,https://www.wxxinews.org/post/rochester-police-confront-protesters-city-hall,https://www.mpnnow.com/story/news/coronavirus/2020/09/16/police-protesters-clash-over-rochester-city-hall-occupation/114038954/,https://www.newyorkupstate.com/rochester/2020/09/rochester-police-clear-daniel-prude-protesters-from-city-hall.html,,,,,,,,,,,
Saugerties,Market St and Main St,,NY,US,2020-09-16,,,,,,,general protesters,"against racism, against police brutality",1,demonstration,,,,,1,1,,1,,https://www.dailyfreeman.com/market-and-main-protest-against-injustice-in-saugerties-ny/video_3547c417-af6f-5f1b-8397-fb6b01334ac0.html,https://hudsonvalleyone.com/2020/07/24/letter-black-lives-matter/,,,,,,,,,,,,,,,,,
Savannah,Savannah Convention Center,,GA,US,2020-09-16,some 500,500,,500,,,general protesters,for President Trump,2,rally,0,0,0,0,1,1,20200916-savannah-trump,1,1,https://www.savannahnow.com/news/20200917/savannah-area-residents-show-enthusiasm-for-president-at-trump-campaign-rally,https://www.wsav.com/news/your-local-election-hq/donald-trump-jr-to-hold-rally-in-savannah/,,"feat. Donald Trump, Jr.; shouted at counter-protesters",0,,,,,,,,,,,,,,
Savannah,Savannah Convention Center,,GA,US,2020-09-16,handful,5,,5,,,general protesters,against President Trump,1,counter-protest,0,0,0,0,0,1,20200916-savannah-trump,1,1,https://www.savannahnow.com/news/20200917/savannah-area-residents-show-enthusiasm-for-president-at-trump-campaign-rally,https://www.wsav.com/news/your-local-election-hq/donald-trump-jr-to-hold-rally-in-savannah/,,shouted at rally-goers,0,,,,,,,,,,,,,,
Sherman Oaks,"Sherman Oaks Galleria, Sepulveda Blvd and Ventura Blvd",,CA,US,2020-09-16,,,,,,,The Valley of Change,"Black Lives Matter, against police brutality",1,demonstration,,,,,1,1,,1,,https://twitter.com/ACatWithNews/status/1423588411227611136,,,,,,,,,,,,,,,,,,
State College,State College Area High School,,PA,US,2020-09-16,,,,,,,general protesters,against cancelling fall high school sports season during COVID-19 pandemic,0,rally,,,,,1,1,,1,,https://www.wearecentralpa.com/news/student-athletes-rally-to-save-our-fall-sports/,,,,,,,,,,,,,,,,,,
Statesville,Broad St & Center St,,NC,US,2020-09-16,,,,,,,Statesville4Change,"for removal of Confederate statue, Black Lives Matter",1,demonstration,,,,,1,1,,1,,https://statesville.com/news/local/as-protests-near-100-days-elowehi-onole-said-there-is-no-plan-to-stop-in/article_5dd17c3a-fe66-11ea-a0e8-4b7d70be3639.html,,,,,,,,,,,,,,,,,,
Trenton,"New Jersey Motor Vehicle Commission, 225 E State St",,NJ,US,2020-09-16,,,,,,,Movimiento Cosecha,against proposed rules making it harder for undocumented immigrants to get driver's licenses,1,occupation,,,,,1,1,,1,,https://www.nj.com/politics/2020/09/dozens-protest-at-mvc-offices-demanding-fair-regulations-for-undocumented-immigrants.html,,,,,,,,,,,,,,,,,,
West Valley City,West Valley City Police Department,,UT,US,2020-09-16,about 30; about 50,30,,50,,,Black Lives Matter,"for justice for Damien Evans, Black Lives Matter",1,protest,0,1,0,0,1,1,20200916-westvalleycity-blm,1,1,https://www.deseret.com/utah/2020/9/16/21441056/one-injured-possible-charges-confrontation-counterprotesters-west-valley,https://www.sltrib.com/news/2020/09/17/counterprotester-arrested/,https://twitter.com/EnriqueLimon/status/1306389332933193728,"Verbal clashes between protesters and counterprotesters. Counter-protester arrested for spraying several protesters with pepper spray, brandishing gun, using taser on counter-protester.",0,https://www.abc4.com/news/top-stories/man-faces-assault-charges-after-allegedly-brandishing-gun-at-black-lives-matter-utah-protesters/,https://www.ksl.com/article/50018352/one-injured-assault-charges-possible-after-confrontation-between-opposing-protesters-in-west-valley,Charges filed against Provo man accused of pepper spraying protesters - Deseret News,https://ksltv.com/489157/man-accused-of-assaulting-black-lives-matter-protesters-claims-self-defense/,,,,,,,,,,
West Valley City,West Valley City Police Department,,UT,US,2020-09-16,handful; about 20 ,5,,20,,,general protesters,against Black Lives Matter protesters,2,counter-protest,1,0,0,0,0,1,20200916-westvalleycity-blm,1,1,https://www.deseret.com/utah/2020/9/16/21441056/one-injured-possible-charges-confrontation-counterprotesters-west-valley,https://www.sltrib.com/news/2020/09/17/counterprotester-arrested/,https://twitter.com/EnriqueLimon/status/1306389332933193728,"Verbal clashes between protesters and counterprotesters. Counterprotester arrested for spraying protesters with pepper spray, brandishing gun, using taser on counter-protester.",0,https://www.abc4.com/news/top-stories/man-faces-assault-charges-after-allegedly-brandishing-gun-at-black-lives-matter-utah-protesters/,https://www.ksl.com/article/50018352/one-injured-assault-charges-possible-after-confrontation-between-opposing-protesters-in-west-valley,Charges filed against Provo man accused of pepper spraying protesters - Deseret News,https://ksltv.com/489157/man-accused-of-assaulting-black-lives-matter-protesters-claims-self-defense/,,,,,,,,,,
Wooster,Market St and Liberty St,,OH,US,2020-09-16,,,,,,,general protesters,"against racism, against police brutality",1,protest,,,,,1,1,,1,,https://twitter.com/desireejweber/status/1357411129488769028,,,,,,,,,,,,,,,,,,
Zanesville,Muskingum County Fairgrounds,,OH,US,2020-09-16,few hundred,300,,300,,,general protesters,for President Trump,2,rally,0,0,0,0,1,1,20200916-zanesville-trump,1,1,https://www.wtap.com/2020/09/17/vice-president-mike-pence-rallies-base-in-ohio/,https://www.chillicothegazette.com/story/news/local/2020/09/16/mike-pence-zanesville-protesters-workers-trump-event-workers-left-behind/3475166001/,,Feat. Vice President Pence,,,,,,,,,,,,,,,
Zanesville,Muskingum County Fairgrounds,,OH,US,2020-09-16,,,,,,,Our Revolution,"against President Trump, for Joe Biden for president, good jobs for all, Trump Pence anti-worker anti-family",1,counter-protest,0,0,0,0,0,1,20200916-zanesville-trump,,1,https://www.chillicothegazette.com/story/news/local/2020/09/16/mike-pence-zanesville-protesters-workers-trump-event-workers-left-behind/3475166001/,,,stood outside rally venue,0,,,,,,,,,,,,,,
Albany,New York State Capitol,,NY,US,2020-09-17,,,,,,,Lansingburgh High School,for more school funding,0,protest,0,0,0,0,1,1,,,1,https://www.news10.com/news/rensselaer-county/lansingburgh-students-take-remote-learning-outside-capitol-building-in-demonstration/,,,,0,,,,,,,,,,,,,,
Asheboro,Asheboro Regional Airport,,NC,US,2020-09-17,,,,,,,general protesters,for President Trump,2,rally,0,0,0,0,1,1,,,1,https://www.courier-tribune.com/picture-gallery/news/2020/09/18/donald-trump-jr-leads-rally-asheboro/5824764002/,,,"Feat. Donald Trump, Jr.",0,,,,,,,,,,,,,,
Bethesda,Moses African Cemetery,,MD,US,2020-09-17,count pic,12,,13,,,Bethesda African Cemetery Coalition,"against development on Moses Cemetery, against erasure of Black history",1,demonstration,0,0,0,0,1,1,,1,,https://www.instagram.com/p/CFQSf5VJpO7/,,,"Post caption says group is protesting every Tuesday, Wednesday, and Thursday.",,,,,,,,,,,,,,,
Bethlehem,Lower Saucon Township's Town Hall Park pavilion,,PA,US,2020-09-17,,,,,,,Lehigh Valley Republicans; the McCloskeys,for President Trump,2,rally,0,0,0,0,1,1,,,1,https://www.lehighvalleylive.com/swingcounty/2020/09/in-trump-stump-rally-lehigh-valley-republicans-cheer-on-the-mccloskeys-who-pointed-guns-at-st-louis-protesters.html,,,,0,,,,,,,,,,,,,,
Boise,State St,,ID,US,2020-09-17,,,,,,,general protesters,"against racism, against hate, for American values, for equality, Black Lives Matter, for voting rights, in support of veterans and active-duty military, respect science",1,demonstration,,,,,1,1,,1,,https://www.kivitv.com/news/honk-for-american-values-demonstration-continues-for-100-straight-days,https://www.idahopress.com/news/local/honk-for-american-values-demonstrators-near-100-consecutive-days/article_088f414c-ac84-5f55-b84e-b3f811add6be.html,,,,,,,,,,,,,,,,,
Brentwood,Brentwood City Park,,CA,US,2020-09-17,about 60,60,,60,,,general protesters,for in-person schooling during COVID-19 pandemic,0,rally,,,,,1,1,,1,,https://www.thepress.net/news/reopen-california-schools-rally-in-brentwood/article_c5f93550-f90c-11ea-9d91-674b7f5954ab.html,,,,,,,,,,,,,,,,,,
Burlington,Battery Park,,VT,US,2020-09-17,,,,,,,general protesters,"against racism, against police violence",1,encampment; march,,,,,1,1,,1,,https://vtdigger.org/2020/12/31/sparked-by-george-floyd-killing-burlingtons-battery-park-protesters-demanded-change/,,,,,,,,,,,,,,,,,,
Charleston,"U.S. Methanol, 400 Capitol St",,WV,US,2020-09-17,count pic,10,,15,,,Plumbers and Pipefitters Local 625,"against use of out-of-state workers in construction of plant, for hiring local workers",0,protest,,,,,1,1,,1,,https://wvmetronews.com/2020/09/17/union-protesting-u-s-methanol-plant-construction-in-institute-say-local-jobs-were-lost/,,,,,,,,,,,,,,,,,,
Charleston,West Virginia State Capitol,,WV,US,2020-09-17,about a dozen,12,,12,,,general protesters,"against state coronavirus mask mandate, against Governor Jim Justice",2,direct action,0,0,0,0,0,1,,1,,https://www.usnews.com/news/best-states/west-virginia/articles/2020-09-18/anti-mask-protest-at-west-virginia-capitol-shut-down,https://www.bdtonline.com/news/anti-mask-protest-at-west-virginia-capitol-shut-down/article_924c82a0-f9e0-11ea-b210-672d4744ca41.html,,,0,,,,,,,,,,,,,,
Cheyenne,Wyoming State Capitol,,WY,US,2020-09-17,dozens,24,,24,,,Open Up Wyoming,"against coronavirus mask mandate in schools, my body my choice, for President Trump",2,protest,,,,,1,1,,1,,https://www.wyomingnewsnow.tv/2020/09/18/dozens-gather-at-state-capitol-building-to-protest-mask-policies-in-schools/,,,,,,,,,,,,,,,,,,
Chicago,University of Illinois Hospital,,IL,US,2020-09-17,,,,,,,Illinois Nurses Association,"for better pay and workplace conditions for nurses at the UIC hospital, against outsourcing hospital jobs",0,strike; picket,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,
Chicago,University of Illinois at Chicago,,IL,US,2020-09-17,,,,,,,SEIU Local 73,for better pay and workplace protections during the COVID-19 pandemic,0,strike; picket; march,,,,,0,1,,1,,,,,,,,,,,,,,,,,,,,
Colorado Springs,El Paso County Courthouse,,CO,US,2020-09-17,count pic,15,,25,,,general protesters,"for Black Lives Matter, for dropping charges against protesters",1,protest,,,,,1,1,,1,,https://www.kktv.com/2020/09/17/protesters-call-for-charges-dropped-for-what-police-called-a-riot/,,,,,,,,,,,,,,,,,,
Columbus,Columbus City Hall,,IN,US,2020-09-17,about 75,75,,75,,,African American Pastors Alliance; NAACP Columbus/Bartholomew County Area Branch,for racial unity,1,rally,,,,,1,1,,1,1,http://www.therepublic.com/2020/09/17/racial-unity-rally-held-at-city-hall/,http://www.therepublic.com/2020/09/20/racial_unity_rally_provides_hope_for_future/,,,0,,,,,,,,,,,,,,
Columbus,"Bricker Hall, The Ohio State University",,OH,US,2020-09-17,more than 100,100,,100,,,students,"against racism, against university administration and police handling of public safety notice",1,protest,0,0,0,0,1,1,,1,1,https://www.thelantern.com/2020/09/students-hold-second-protest-in-response-to-public-safety-notice/,https://www.thelantern.com/2020/09/students-hold-second-protest-in-response-to-public-safety-notice/,https://www.thelantern.com/2020/09/university-police-chief-director-of-public-safety-address-safety-notice-controversy-ahead-of-thursday-protest/,,0,,,,,,,,,,,,,,
Columbus,,,OH,US,2020-09-17,,,,,,,general protesters,"for justice for Julius Tate Jr., Black Lives Matter",1,march; vigil,0,0,0,0,1,1,,,1,https://www.columbusunderground.com/julius-tates-family-supporters-call-for-justice-and-his-diploma-tm1,,,March Against Columbus,0,,,,,,,,,,,,,,
Corvallis,Northwest Ninth Street and Circle Boulevard,,OR,US,2020-09-17,,,,,,,Benton County Republican Women,"for patriotism, for President Trump",2,rally,,,,,1,1,,,1,https://democratherald.com/news/local/flag-rally-planned-in-corvallis-on-thursday/article_59f27aa2-5136-5de5-a6f6-63ce12bdb372.html,,,,0,,,,,,,,,,,,,,
