City/Town,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,Source4,
Winston-Salem,Winston-Salem State University,NC,US,2018-04-17,about 25,25,,25,,,Students,Protesting police brutality,0,protest,0,0,0,0,1,1,http://www.journalnow.com/news/crime/wssu-students-take-part-in-die-in-to-protest-police/article_58ca2bb7-38d5-516e-a32b-c2a52ad68438.html,,,,,
Worcester,UMass Medical School,MA,US,2018-04-17,dozens,24,,24,,,Students,Protesting police brutality,0,protest,0,0,0,0,1,1,http://www.telegram.com/news/20180417/umass-medical-students-hold-die-in-to-protest-police-shootings-of-black-americans,,,,,
Auburn,Bay City Western High School,MI,US,2018-04-18,about 20,20,,20,,,general protestors,Rallying in support of the confederate flag,2,rally,0,0,0,0,1,1,https://www.rawstory.com/2018/04/black-students-taunted-slaves-michigan-school-surrounded-confederate-flags/,http://www.gadsdentimes.com/zz/news/20180419/student-says-confederate-flag-theft-sparked-protests,,,,
Auburn,Bay City Western High School,MI,US,2018-04-18,,,,,,,general protestors,Protesting white nationalism,1,protest,0,0,0,0,1,1,http://www.mlive.com/news/bay-city/index.ssf/2018/04/confederate_flag-wavers_met_wi.html,,,,,
Baltimore,MD Dept. of the Environment,MD,US,2018-04-18,FB: 19,19,,19,,,We Are Cove Point,Protesting fracking,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/134042544101144/,,,,,
Bloomfield,Starbucks,CT,US,2018-04-18,,,,,,,general protestors,Protesting Starbucks' racism,0,protest,0,0,0,0,1,1,http://fox61.com/2018/04/19/local-activists-hold-protest-at-bloomfield-starbucks-in-reaction-to-philadelphia-arrest/,,,,,
Boston,UMass-Boston campus,MA,US,2018-04-18,dozens,24,,24,,,Students,Protesting budget cuts,0,protest,0,0,0,0,1,1,https://www.fox25boston.com/news/umass-boston-students-staff-protest-cuts-amid-mount-ida-purchase/734222723,,,,,
Cincinnati,University of Cincinnati,OH,US,2018-04-18,FB: 11,11,,11,,,general protestors,Protesting police brutality,0,protest,0,0,0,0,1,1,https://www.facebook.com/events/2057465531163166/,,,,,
Flat Rock,Henderson County offices,NC,US,2018-04-18,more than 50,50,,50,,,general protestors,Protesting ICE,1,protest,0,0,0,0,1,1,https://www.citizen-times.com/story/news/local/2018/04/18/immigration-angered-ice-agreement-50-people-walk-out-henderson-sheriff-debate-protest/525014002/,,,,,
Frenso,N. Fresno St.,CA,US,2018-04-18,FB: 23,23,,23,,,"Breaking The Silence - End Child Abuse, Empower Survivors.",Protesting child abuse,0,protest,0,0,0,0,1,1,https://www.facebook.com/events/1563304997082942/,,,,,
Iowa City,University of Iowa,IA,US,2018-04-18,three dozen,36,,36,,,Service Employees International Union,Protesting for improved benefits for professors,0,march; protest,0,0,0,0,1,1,https://www.desmoinesregister.com/story/news/education/university-of-iowa/2018/04/18/university-iowa-faculty-bruce-harreld-pay-us-what-we-worth/526208002/,,,,,
Logan,Utah State University,UT,US,2018-04-18,about 40,40,,40,,,Aggie Dreamers United,Rallying for DREAM Act,1,rally,0,0,0,0,1,1,https://www.facebook.com/events/1273224529477650/,https://news.hjnews.com/allaccess/dreamers-united-usu-students-organize-vigil-to-raise-awareness-of/article_4b5e10b1-002e-5e5e-aadc-c9a748b139c7.html,,,,
Los Angeles,Hall of Justice,CA,US,2018-04-18,,,,,,,Black Lives Matter LA,"against police brutality, for police accountability, Black Lives Matter, against District Attorney Jackie Lacey",1,protest,,,,,1,1,https://www.cnn.com/2020/07/10/us/jackie-lacey-la-da-black-lives-matter/index.html,https://www.newyorker.com/magazine/2020/11/16/after-years-of-protests-every-wednesday-la-activists-welcome-a-new-da,,,,
Madison,Wisconsin State Capitol,WI,US,2018-04-18,FB: 43,43,,43,,,Students,Protesting college budget cuts,0,protest,0,0,0,0,1,1,https://www.wisconsinrapidstribune.com/story/news/2018/04/18/uw-stevens-point-students-march-sit-madison-protest-cuts-liberal-arts-majors/507170002/,https://www.facebook.com/events/954721618042269/,,,,
Menomonie,UW-Stout Campus,WI,US,2018-04-18,about 15,15,,15,,,Students,Protesting racism on campus,0,protest,0,0,0,0,1,1,http://www.leadertelegram.com/News/Front-Page/2018/04/19/div-class-libPageBodyLinebreak-Students-protest-at-chancellor-s-office-br-div.html,,,,,
Mountain Top,Crestwood High School,PA,US,2018-04-18,,,,,,,general protestors,Protesting school district's budget cuts,0,protest,0,0,0,0,1,1,https://www.timesleader.com/news/700550/parents-protest-as-crestwood-calls-off-elementary-plan-layoffs-still-set,,,,,
New York,Barnes and Noble,NY,US,2018-04-18,,,,,,,general protestors,Protesting appearance by James Comey,2,protest,0,0,0,0,1,1,https://globalnews.ca/news/4154169/james-comey-book-signing-in-new-york-met-by-small-protest/,,,,,
Newark,Gallery Aferro,NJ,US,2018-04-18,FB: 12,12,,12,,,NAACP-Newark,Protesting police brutality,0,protest,0,0,0,0,1,1,https://www.facebook.com/events/791372014386869/,,,,,
Peoria,Paso Verde Elementary,AZ,US,2018-04-18,,,,,,,general protestors,Rallying for educational funding,0,rally,0,0,0,0,1,1,http://www.apnewsarchive.com/2018/The-state-PTA-has-pulled-its-support-from-Arizona-Gov-Doug-Ducey-s-plan-to-give-teachers-a-20-percent-raise-by-2020-saying-its-funding-sources-are-not-sustainable/id-83ac25d68ba14f5ea512daac6b87780b,,,,,
Phoenix,State Capitol,AZ,US,2018-04-18,,,,,,,Teachers,Rallying for educational funding,0,rally,0,0,0,0,1,1,http://www.apnewsarchive.com/2018/The-state-PTA-has-pulled-its-support-from-Arizona-Gov-Doug-Ducey-s-plan-to-give-teachers-a-20-percent-raise-by-2020-saying-its-funding-sources-are-not-sustainable/id-83ac25d68ba14f5ea512daac6b87780b,,,,,
Providence,Brown University,RI,US,2018-04-18,,,,,,,Brown Student Labor Alliance,Rallying for student workers,0,rally,0,0,0,0,1,1,http://www.browndailyherald.com/2018/04/18/grad-students-rally-for-election-vote/,,,,,
Rochester,Brighton High School,NY,US,2018-04-18,estimated 100,100,,100,,,Students,Protesting police brutality,0,protest,0,0,0,0,1,1,https://www.democratandchronicle.com/story/news/local/communities/2018/04/18/brighton-high-school-students-walkout-against-police-brutality/527544002/,,,,,
San Francisco,Montgomery St.,CA,US,2018-04-18,dozens,24,,24,,,general protestors,Rallying for renter's rights,0,rally,0,0,0,0,0,1,http://www.sfexaminer.com/tenderloin-tenants-rally-landlord-allege-unhealthy-living-conditions/,,,,,
San Francisco,SFO Airport,CA,US,2018-04-18,,,,,,,general protestors,Protesting ICE for detaining man at airport,1,protest,0,0,0,0,1,1,http://abc7news.com/politics/supporters-protest-at-sfo-after-filipino-peace-activist-denied-entry-to-us/3364174/,,,,,
Springfield,State Capitol,IL,US,2018-04-18,FB: 33,33,,33,,,Moms Demand Action,Rallying for gun control,1,rally,0,0,0,0,1,1,https://www.facebook.com/events/1078708642270532/,,,,,
St. Paul,Lake St. Bridge,MN,US,2018-04-18,about 25,25,,25,,,general protestors,Protesting U.S. airstrikes in Syria,1,protest,0,0,0,0,1,1,http://www.fightbacknews.org/2018/4/20/twin-cites-peace-vigil-speaks-out-against-us-intervention-syria,,,,,
Syracuse,Syracuse University,NY,US,2018-04-18,about 500,500,,500,,,Students,Protesting racism on campus,0,protest,0,0,0,0,1,1,http://www.syracuse.com/su-news/index.ssf/2018/04/syracuse_university_students_protest_discuss_racism_and_syracuse_frat_video.html,,,,,
Tallahassee,Florida State University,FL,US,2018-04-18,,,,,,,Students for a Democratic Society,Protesting US airstrikes in Syria,1,protest,0,0,0,0,1,1,http://www.fightbacknews.org/2018/4/22/florida-state-students-protest-us-aggression-against-syria,,,,,
Vernon,Clougherty Packing Company,CA,US,2018-04-18,FB: 19,19,,19,,,Animal Alliance Network,Protesting the slaughtering of animals,0,protest,0,0,0,0,1,1,https://www.facebook.com/events/182829475843054/,,,,,
Washington,Outside Rep. Ryan's house,DC,US,2018-04-18,about 10,10,,10,,,general protestors,Rallying for gun control,1,rally,4,0,0,0,0,1,https://www.teenvogue.com/story/police-arrested-student-protesters-paul-ryan-dc-office,,,,,
Washington,Wilson Building,DC,US,2018-04-18,FB: 66,66,,66,,,360 DC,Protesting Wells Fargo's investment in oil companies,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/542334819457455/,,,,,
Waukegan,Starbucks,IL,US,2018-04-18,1,1,,1,,,The Black Star Project; Black Lives Matter Lake County,Protesting arrest of black men in Starbucks,1,protest,0,0,0,0,1,1,http://www.chicagotribune.com/suburbs/lake-county-news-sun/news/ct-lns-lake-county-starbucks-protest-st-0419-story.html,,,Protestor was invited inside the Starbucks location to keep warm and for hot chocolate,,
Worcester,UMass Medical School,MA,US,2018-04-18,NA,30,,30,,,Medical students,Rallying for racial equality,0,rally,0,0,0,0,1,1,http://www.apnewsarchive.com/2018/A-group-of-UMass-medical-students-have-taken-part-in-a-nationwide-student-die-in-/id-976df3bc552848978d9e573b9c00b470,,,,,
Wright Township,Route 309,PA,US,2018-04-18,,,,,,,Citizens for the Preservation of Quality Public Schools,Picketing against education budget cuts and teacher layoffs,0,protest,0,0,0,0,1,1,https://www.timesleader.com/news/700550/parents-protest-as-crestwood-calls-off-elementary-plan-layoffs-still-set,,,,,
Anchorage,Civic and Convention Center,AK,US,2018-04-19,FB: 242,242,,242,,,Save Briston Bay,Protesting proposed pebble mine in town,0,protest,0,0,0,0,1,1,https://www.facebook.com/events/1028098110679052/,,,,,
Andover,Phillips Academy,MA,US,2018-04-19,approximately 120,120,,120,,,Students,Rallying for gun control,1,rally,0,0,0,0,1,1,http://www.eagletribune.com/news/merrimack_valley/phillips-academy-students-stage-gun-protest/article_5f0d9172-595c-5ad1-850f-ae73fdeb8ac8.html,,,,,
Augusta,Augusta University,GA,US,2018-04-19,,,,,,,general protestors,Protesting sexual violence,0,protest,0,0,0,0,1,1,http://www.wjbf.com/news/csra-news/take-back-the-night-rally-raises-awareness-of-sexual-assault/1130781220,,,,,
Baltimore,Dunbar High School,MD,US,2018-04-19,About 75,75,,75,,,Students,Rallying for teachers ,0,rally,0,0,0,0,1,1,http://baltimore.cbslocal.com/2018/04/19/students-protest-dunbar-high-school/,,,,,
Battle Creek,Bailey Park,MI,US,2018-04-19,9,9,,9,,,Michigan Chapter of the Americans Against Abusive Probate Guardianship,Raising awareness of guardian abuse,0,rally,0,0,0,0,1,1,https://www.battlecreekenquirer.com/story/news/2018/04/19/police-fire-man-arrested-making-counterfeit-money-battle-creek/534115002/,,,,,
Bemidji,John Glas Fieldhouse,MN,US,2018-04-19,,,,,,,general protestors,Rallying against sexual assault,0,rally,0,0,0,0,1,1,https://www.bemidjipioneer.com/news/4433078-take-back-night-event-set-thursday,,,,,
Boulder,the Bandshell on the corner of 13th Street and Canyon Boulevard,CO,US,2018-04-19,,,,,,,general protestors,Rallying for gun rights,2,rally,0,0,0,0,1,1,http://www.dailycamera.com/news/boulder/ci_31809686/gun-rights-rally-be-held-boulder,,,,,
Brattleboro,The Root Social Justice Center,VT,US,2018-04-19,,,,,,,Women's Freedom Center,Protesting sexual violence,0,protest,0,0,0,0,1,1,https://www.facebook.com/events/200109807259757/,,,,,
Chicago,S. Dearborn St.,IL,US,2018-04-19,FB: 118,118,,118,,,Chicago Community Bond Fund,Rallying for bond reform,0,rally,0,0,0,0,1,1,https://www.facebook.com/events/206012820158956/,,,,,
Cincinnati,Washington Park,OH,US,2018-04-19,video: more than 100,100,,100,,,general protestors (Take Back the Night),Rallying against sexual assault,0,rally,0,0,0,0,1,1,https://www.wcpo.com/news/local-news/hamilton-county/cincinnati/i-have-survived-metoo-is-encouraging-local-survivors-of-sexual-abuse-to-speak-up,,,,,
Columbine,a park near Columbine High School,CO,US,2018-04-19,about 1000,1000,,1000,,,general,Rallying for gun control,1,rally,0,0,0,0,1,1,https://www.gjsentinel.com/breaking/the-latest-hundreds-gather-near-columbine-for-voting-rally/article_4443864e-44b6-11e8-a10e-2bf33e7b3510.html,,,,,
Columbus,State Capitol,OH,US,2018-04-19,thousands,2000,,2000,,,general protestors,Rallying for recovery from addiction,0,rally,0,0,0,0,1,1,http://www.nbc4i.com/news/local-news/central-ohio-students-come-together-for-we-are-the-majority-rally/1129912791,http://abc6onyourside.com/news/local/students-rally-at-statehouse-to-promote-mental-health-wellness-and-drug-free-lifestyles,,,,
Decator,Millikin University,IL,US,2018-04-19,,,,,,,Millikin Office of Inclusion and Student Engagement; Growing Strong Sexual Assault Center,Marching against sexual assault,0,march,0,0,0,0,1,1,https://herald-review.com/news/local/sex-assault-awareness-march-planned-thursday-in-decatur/article_1409f02a-1a76-5ebd-88e3-d91732a13772.html,http://www.nowdecatur.com/2017/04/21/millikin-hosts-annual-take-back-the-night-event/,,,,
Doral,Trump International Golf Course,FL,US,2018-04-19,,,,,,,New Florida Majority,Protesting payday lending conference,0,protest,0,0,0,0,1,1,http://www.tampabay.com/florida-politics/buzz/2018/04/19/progressive-groups-protest-payday-loan-conference-at-trump-resort/,,,,,
Dover,State Capitol,DE,US,2018-04-19,Roughly 30; FB: 143,30,,143,,,general protestors,Rallying for gun rights,2,rally,0,0,0,0,1,1,https://www.facebook.com/events/401077423686901/,http://www.wdel.com/news/video-delawareans-rally-for-nd-amendment-rights/article_b4c2eddc-4426-11e8-87d6-03d387873bbf.html,,,,
East Lansing,Hannah Administration Building at Michigan State University,MI,US,2018-04-19,close to 100,100,,100,,,ReclaimMSU; #MeTooMSU,Calling for the resignations of MSU administrators; speaking out against sexual assault,0,rally,0,0,0,0,1,1,https://www.lansingstatejournal.com/story/news/local/2018/04/20/rally-resignations-speakers-take-aim-engler-msu-board-trustees/537044002/,,,,,
Geneseo,SUNY campus,NY,US,2018-04-19,FB: 10,10,,10,,,Women's Action Coalition at SUNY Geneseo,Protesting sexual violence,0,protest,0,0,0,0,1,1,https://www.facebook.com/events/234687767275885/,,,,,
Helena,Great Northern Town Center,MT,US,2018-04-19,dozens,24,,24,,,general protestors,Rallying in support of tobacco tax,0,rally,0,0,0,0,1,1,https://www.greatfallstribune.com/story/news/2018/04/19/rally-sparks-support-tobacco-tax-ballot/533804002/,,,,,
Hendersonville,Public Park,NC,US,2018-04-19,about 60,60,,60,,,general protestors,Protesting ICE,1,protest,0,0,0,0,1,1,https://www.citizen-times.com/story/news/local/2018/04/20/ice-agents-protesters-surround-picnic-during-spring-picnic/535820002/,,,,,
Hoboken,Sinatra Place Park,NJ,US,2018-04-19,several hundred,200,,200,,,general protestors,Protesting possible loss in dock privileges,0,protest,0,0,0,0,1,1,https://hudsoncountyview.com/hoboken-officials-residents-protest-ny-waterways-potential-takeover-of-union-dry-dock/,,,,,
Indianapolis,City Market,IN,US,2018-04-19,FB: 11,11,,11,,,Power Indy Forward,Rallying for renewable energy,1,rally,0,0,0,0,1,1,https://www.facebook.com/events/284404082096683/,,,,,
Jersey City,Grove St.,NJ,US,2018-04-19,FB: 13,13,,13,,,general protestors,Protesting U.S. airstrikes in Syria,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/775117602686640/,,,,,
Lakewood,Lakewood Park,CO,US,2018-04-19,about 1000,1000,,1000,,,general protestors,Rallying for gun control,1,rally,0,0,0,0,1,1,http://denver.cbslocal.com/2018/04/19/columbine-voting-rally-candlelight-vigil/,,,,,
Littleton,Clement Park,CO,US,2018-04-19,FB: 276,276,,276,,,Vote for our Lives,Rallying for gun control,1,rally,0,0,0,0,1,1,https://www.facebook.com/events/617004708638409/,,,,,
Los Angeles,UCLA Campus,CA,US,2018-04-19,,,,,,,general protestors,Rallying for student workers,0,rally,0,0,0,0,1,1,http://www.eagletribune.com/news/merrimack_valley/phillips-academy-students-stage-gun-protest/article_5f0d9172-595c-5ad1-850f-ae73fdeb8ac8.html,,,,,
Madison,State Capitol,WI,US,2018-04-19,dozens,24,,24,,,general protestors,Protesting sexual violence,0,protest,0,0,0,0,1,1,https://badgerherald.com/news/2018/04/19/take-back-the-night-demonstrators-protest-sexual-assault-rape-culture/,http://www.wkow.com/story/38000679/2018/04/19/dozens-march-in-madison-to-take-back-the-night,,,,
Mansfield,Central Park,OH,US,2018-04-19,more than 20,20,,20,,,general protestors,Rallying for gun control,1,rally,0,0,0,0,1,1,http://www.richlandsource.com/news/prayer-vigil-for-school-shootings-hopes-to-start-conversation/article_81c61db6-441f-11e8-bdfe-fb6c4294f094.html,,,,,
Memphis,MLK Prep school,TN,US,2018-04-19,about 100,100,,100,,,Students,Rallying for gun control,1,rally,0,0,0,0,1,1,https://www.chalkbeat.org/posts/tn/2018/04/19/memphis-students-mourn-gun-violence-in-own-communities-as-they-walkout-during-national-protest/,,,,,
New York,Lower Manhattan,NY,US,2018-04-19,,,,,,,Make the Road NY,Protesting Gov. Cuomo,0,protest,0,0,0,0,0,1,http://abc7ny.com/politics/anti-cuomo-rally-held-as-governor-tangles-with-liberal-groups/3366866/,,,,,
New York,NYU Campus,NY,US,2018-04-19,FB: 14,14,,14,,,NYU Refugee week,Protesting Trump's immigration policy,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/2052273995029042/,,,,,
New York,Pace University,NY,US,2018-04-19,more than 100,100,,100,,,Students,Protesting sexual violence,0,protest,0,0,0,0,0,1,https://www.amny.com/news/pace-rally-sexual-abuse-1.18157563,,,,,
Northampton,City Hall,MA,US,2018-04-19,FB: 260,260,,260,,,Jewish Voice for Peace,Protesting Israel's use of force against Palestinians,0,protest,0,0,0,0,1,1,https://www.facebook.com/events/184921808814970/,,,,,
Olympia,State Capitol,WA,US,2018-04-19,Estimated 2500,2500,,2500,,,March For Our Rights,rotesting gun control,2,rally,0,0,0,0,1,1,https://www.seattletimes.com/seattle-news/politics/gun-rights-advocates-rally-in-washington/,,,,,
Philadelphia,City Hall,PA,US,2018-04-19,,,,,,,EMPOWER,Protesting Starbucks' racism,0,protest,0,0,0,0,1,1,http://www.philly.com/philly/news/starbucks-arrests-march-power-philadelphia-police-richard-ross-20180419.html,,,,,
Philadelphia,City Hall,PA,US,2018-04-19,,,,,,,Women Organized Against Rape,Protesting sexual violence,0,protest,0,0,0,0,0,1,https://whyy.org/articles/rally-in-philadelphia-emphasizes-help-hope-for-sexual-assault-victims/,,,,,
