CityTown,Location,County,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,
Los Angeles,Gold Line Station ,Los Angeles,CA,US,2019-11-12,hundreds,200,,200,,,dreamers (DACA recipients),pro DACA,1,walk out,0,0,0,0,1,1,https://www.latimes.com/california/story/2019-11-12/daca-student-walkouts-los-angeles,,,,
Madison,State Capitol,Dane,WI,US,2019-11-12,hundreds,200,,200,,,students,pro DACA,1,rally,0,0,0,0,1,1,https://www.channel3000.com/hundreds-of-students-rally-in-freezing-temperatures-to-defend-daca/,,,,
Milwaukee,federal building,Milwaukee,WI,US ,2019-11-12,hundreds,200,,200,,,Voces de la Frontera,pro DACA ,1,rally; march,0,0,0,0,1,1,https://www.cbs58.com/news/hundreds-of-dreamers-rally-in-milwaukee-in-support-of-daca,,,,
Phoenix,Breakfast Club at CityScape,Maricopa,AZ,US,2019-11-12,a handful plus minister ,5,,6,,,local protestors,want employee who wrote a racial slur to be fired,1,sit-in,0,0,0,0,1,1,https://www.12news.com/article/news/local/valley/racial-slur-on-receipt/75-0dff148b-6d77-410b-83a3-3db4083b0135,,,,
Pittsburg,Wesley House ,Crawford,KA,US,2019-11-12,,,,,,,Kansans for Payday Loan Reform,want to limit interest rates and regulate payment schedules,0,protest,0,0,0,0,1,0,https://www.cjonline.com/news/20191112/kansas-advocates-of-payday-car-title-loan-reform-protest-in-six-cities,https://www.morningsun.net/news/20191112/kansans-for-payday-loan-reform-group-visits-pittsburg,,,
Portland,Terry Schrunk Plaza,Multnomah,OR,US,2019-11-12,count video,61,,70,,,Oregon DACA coalition,pro DACA,1,rally,0,0,0,0,1,1,https://www.portlandmercury.com/blogtown/2019/11/12/27469252/undocumented-oregonians-and-supporters-rally-in-portland-to-defend-daca,https://www.portlandmercury.com/blogtown/2019/11/12/27469252/undocumented-oregonians-and-supporters-rally-in-portland-to-defend-daca,,,
Redding,Shasta Regional Medical Center,Shasta,CA,US,2019-11-12,had at least 7,7,,7,,,California Nurses Association; Caregivers and Healthcare Employees Union,increase staffing levels,0,informational picket,0,0,0,0,1,1,https://www.redding.com/story/news/2019/11/12/small-group-health-care-workers-picket-front-shasta-regional-medical-center/2569811001/,,,,
Sacramento,State Capitol,Sacramento,CA,US,2019-11-12,dozens,24,,24,,,Dreamers (DACA recipients),uphold DACA in Supreme Court,1,rally,0,0,0,0,1,1,https://fox40.com/news/california-connection/daca-recipients-and-their-supporters-rally-at-state-capitol/,,,,
Saint Paul,"Bishop Henry Whipple Building, 1 Federal Dr",Ramsey,MN,US,2019-11-12,,,,,,,Interfaith Coalition on Immigration; Sisters of St. Joseph of Carondelet & Consociates; St. Catherine University; Lumen Christi Catholic Community,"in solidarity with migrant detainees, against inhumane detention practices",1,vigil,0,0,0,0,1,1,https://mnicom.org/programs/vigils/,https://mnicom.org/2019/10/17/november-2019-vigil/,,second Tuesday of every month,
Salem,Oregon State Capitol,Marion,OR,US,2019-11-12,count video,110,,120,,,Dreamers (DACA recipients),pro DACA and TSP (temporary protected status ,,,0,0,0,0,1,1,https://www.statesmanjournal.com/story/news/2019/11/12/watch-live-rally-daca-tsp-supporters-oregon-state-capitol/2536608001/,,,,
Salina,,Saline,KA,US,2019-11-12,,,,,,,Kansans for Payday Loan Reform,want to limit interest rates and regulate payment schedules,0,protest,0,0,0,0,1,0,https://www.cjonline.com/news/20191112/kansas-advocates-of-payday-car-title-loan-reform-protest-in-six-cities,,,,
Salt Lake City,Salt Lake City Council meeting,Salt Lake City,UT,US,2019-11-12,count video,28,,28,,,local protestors,oppose shut-down of Road Home Shelter ,1,protest,0,0,0,0,1,1,https://fox13now.com/2019/11/12/city-council-meeting-halted-by-protesters-over-road-home-closure/,,,,
San Francisco,Portsmouth Square,San Francisco,CA,US,2019-11-12,dozens,24,,24,,,general protestors,against mugging,0,rally,0,0,0,0,1,1,https://www.ktvu.com/news/san-francisco-city-leaders-rally-with-chinatown-residents-following-saturday-assault,,,,
San Francisco,,San Francisco ,CA,US,2019-11-12,,,,,,,general protesters,against putting principal on administrative leave,0,rally,,,,,1,1,https://www.sfexaminer.com/news/faculty-fear-investigation-could-be-retaliation-for-social-activism-push-for-better-services/,Future.,,,
San Jose,Hillview Park,Santa Clara,CA,US,2019-11-12,dozens,24,,24,,,high schools and college students (Dreamers),pro DACA,1,rally,0,0,0,0,1,1,https://www.sfchronicle.com/crime/article/South-Bay-students-rally-for-Dreamers-as-14830242.php,,,,
Saugerties ,Route 212,Ulster,NY,US,2019-11-12,about 30,30,,30,,,general protestors,against dumping of construction and demolition debris,1,protest,0,0,0,0,1,1,https://www.dailyfreeman.com/news/local-news/dozens-brave-wintry-weather-to-protest-construction-debris-dumping-in/article_04d8d910-057f-11ea-84d7-c73013675c00.html,,,,
Sumter,district administration building on Wilson Hall Road,Sumter,SC,US,2019-11-12,,15,,20,,,Teamsters Union; Fight for 15; bus drivers ,higher pay,0,rally;strike,0,0,0,0,1,1,"https://www.theitem.com/stories/unions-join-sumter-school-district-bus-drivers-in-rally-for-living-wages,336558",,,,
Tallahassee,Hotel Duval,Leon,FL,US,2019-11-12,roughly 30 people,30,,30,,,general protestors,pro LGBTQ rights,1,protest,0,0,0,0,1,1,https://www.tallahassee.com/story/news/2019/11/13/anti-hate-rhetoric-protest-outside-hotel-duval-draws-florida-lawmaker-and-city-commissioner/4178377002/,,,organized in response to conference by Freedom Speaks Coalition against LGBTQ ,
Topeka,strip-mall parking near 29th and Fairlawn,Shawnee,KA,US,2019-11-12,two dozen,24,,24,,,Kansans for Payday Loan Reform,want to limit interest rates and regulate payment schedules,0,protest,0,0,0,0,1,1,https://www.cjonline.com/news/20191112/kansas-advocates-of-payday-car-title-loan-reform-protest-in-six-cities,,,,
Urbana,University of Illinois,Champaign,IL,US,2019-11-12,dozens,24,,24,,,university students,pro DACA,1,rally,0,0,0,0,1,1,https://www.wandtv.com/news/u-of-i-students-rally-for-daca/article_cb14e9b0-05cb-11ea-882f-c3d7c8a7aec4.html,https://www.news-gazette.com/news/local/university-illinois/ui-student-groups-rally-calls-attention-to-impact-of-dreamers/article_e2985a2e-eb6f-53ef-999d-ce59c5107535.html,,,
Ventura,Ventura County district board meeting ,Ventura,CA,US,2019-11-12,dozens,24,,24,,,American Federation of Teachers Local 1828 union,wage increase ,0,protest,0,0,0,0,1,1,https://www.vcstar.com/story/news/2019/11/13/ventura-county-community-college-district-faculty-members-protest/2580170001/,,,,
Washington DC,Supreme Court,DC,DC,US,2019-11-12,several thousand,3000,,3000,,,Dreamers (DACA recipients),pro DACA,1,rally,0,0,0,0,1,1,https://www.nbcnews.com/news/latino/historic-moment-young-daca-recipients-rally-supreme-court-hears-arguments-n1080036,,,,
Wichita,,Sedgewick,KA,US,2019-11-12,,,,,,,Kansans for Payday Loan Reform,want to limit interest rates and regulate payment schedules,0,protest,0,0,0,0,1,0,https://www.cjonline.com/news/20191112/kansas-advocates-of-payday-car-title-loan-reform-protest-in-six-cities,,,,
Ann Arbor,University of Michigan,Washtenaw,MI,US,2019-11-13,approximately 200,200,,200,,,graduate students,pro unionization for grad students,1,rally,0,0,0,0,1,1,https://www.michigandaily.com/section/administration/geo-hosts-rally-begins-contract-negotiations,,,,
Annapolis,Annapolis,Anne Arundel,MD,US,2019-11-13,nearly 300,300,,300,,,Maryland's Legislative Black Caucus,against underfunding HBCUs,0,protest,0,0,0,0,1,1,https://www.capitalgazette.com/news/ac-cn-hbcu-rally-20191113-3vwfcj7io5cszjl5pmg2q2urla-story.html,,,,
Bastrop,Bastrop County Courthouse,Bastrop ,TX,US,2019-11-13,dozens,24,,24,,,Free Rodney Reed,pro freeing Rodney Reed,1,protest,0,0,0,0,1,1,https://www.statesman.com/news/20191113/reed-supporters-rally-in-bastrop-as-execution-date-nears,,,,
Bastrop,District Attorney Brian Goertz's office in Bastrop,Bastrop ,TX,US,2019-11-13,dozens,24,,24,,,Reed Justice Initiative; We Demand Justice: Free Rodney Reed,pro freeing Rodney Reed,1,rally,0,0,0,0,1,1,https://www.kvue.com/article/news/local/rodney-reed-rally-family-members-and-supporters-come-together-after-hearing-cancellation/269-e011f2d7-34a7-45e7-b25c-379616cf2d37,https://spectrumlocalnews.com/tx/san-antonio/news/2019/11/14/as-execution-date-nears--supporters-rally-for-rodney-reed-,,,
Binghamton,Binghampton University,Broome,NY,US,2019-11-13,about 200,200,,200,,,Turning Point,anti guns,1,protest,0,0,0,0,1,1,https://www.pressconnects.com/story/news/public-safety/2019/11/18/binghamton-university-student-protest-gun-rights-santa-clarita-college-republicans-democrats/4229660002/,,,,
Boston,Marsh Plaza to Track and Tennis Center in West Campus,Suffolk,MA,US,2019-11-13,some 200,200,,200,,,university students,against Ben Shapiro's racist talk,1,silent protest,0,0,0,0,1,1,https://dailyfreepress.com/2019/11/13/group-urges-black-bu-students-to-protest-shapiro-visit/,http://www.bu.edu/articles/2019/ben-shapiro-at-boston-university/,,,
Brooklyn,Myrtle Wyckoff Station,Kings,NY,US,2019-11-13,more than 75,75,,75,,,general protestors,pro lifting street vendor permit cap ,1,protest,0,0,0,0,1,1,https://www.nydailynews.com/new-york/ny-churros-protest-arrests-20191113-idxxfooifzevngamyz7pq5jvw4-story.html,,,,
Charlotte,Oaklawn Language Academy,Mecklenburg,NC,US,2019-11-13,about 30,30,,30,,,teachers,want raise and medicaid expanded,1,walk-in; protest,0,0,0,0,1,0,https://www.wfae.org/post/cms-teachers-stage-walk-protests-over-state-pay-raise-impasse#stream/0,https://www.wsoctv.com/news/local/teachers-to-protest-nc-budget-stalemate-before-school-wednesday/1007886880/,https://www.wcnc.com/article/news/education/north-carolina-teachers-protest-for-better-pay/275-d1c9be6f-6919-44da-883d-e87e0012eaaa,part of a dozen walk-ins in Mecklenberg and Wake counties ,
De Pere,St. Norbert College,Brown,WI,US,2019-11-13,hundreds,200,,200,,,students ,want transparency and for President Bruess to stay,0,rally,0,0,0,0,1,1,https://www.greenbaypressgazette.com/story/news/2019/11/13/st-norbert-college-students-faculty-demand-answers-after-bruess-resignation/4178404002/,https://www.greenbaypressgazette.com/story/news/2019/11/12/st-norbert-college-faculty-demand-new-contract-brian-bruess/2564990001/,,,
Henrico,From neighboring houses to Mills E. Godwin High School,Henrico,VA,US,2019-11-13,dozens,24,,24,,,general protestors,against 2021 redistricting ,0,march,0,0,0,0,1,1,https://www.nbc12.com/2019/11/13/parents-students-march-protest-henrico-redistricting-process/,,,"nearly 800 people at the board meeting, but dozens marched there ",
Irvine,UC Irvine Medical Center ,Orange,CA,US ,2019-11-13,nearly 200,200,,200,,,American Federation of State and County Municipal Employees Local 3299,against outsourcing,1,strike,0,0,0,0,1,0,https://www.ocregister.com/2019/11/13/uc-workers-protest-outsourcing-a-strategy-they-say-is-whittling-union-jobs-one-by-one/,,,,
Lexington,downtown Lexington,Fayette,KY,US,2019-11-13,handful; count vid,5,,6,,,MoveOn; Bluegrass Activist Alliance,pro impeachment of Trump,1,protest,0,0,0,0,1,1,https://www.wkyt.com/content/news/Protesters-gather-in-Lexington-for-Trump-impeachment-rally-564884242.html,,,,
Los Angeles,Hall of Justice,Los Angeles,CA,US,2019-11-13,,,,,,,Black Lives Matter LA,"against police brutality, for police accountability, Black Lives Matter, against District Attorney Jackie Lacey",1,protest,,,,,1,1,https://www.cnn.com/2020/07/10/us/jackie-lacey-la-da-black-lives-matter/index.html,https://www.newyorker.com/magazine/2020/11/16/after-years-of-protests-every-wednesday-la-activists-welcome-a-new-da,,,
Los Angeles,UCLA Ronald Reagan Medical Center,Los Angeles,CA,US,2019-11-13,estimated 300,300,,300,,,American Federation of State and County Municipal Employees Local 3299,against outsourcing,1,strike,0,0,0,0,1,0,https://www.ocregister.com/2019/11/13/uc-workers-protest-outsourcing-a-strategy-they-say-is-whittling-union-jobs-one-by-one/,,,,
Medford,downtown Medford,Jackson,OR,US,2019-11-13,dozens,24,,24,,,Jackson County Employee Association,want better healthcare coverage,0,protest,0,0,0,0,1,1,https://kobi5.com/news/local-news/jackson-county-employees-rally-for-new-contract-115286/,,,,
Nashville,Metro Nashville Public Schools administrative offices,Davidson,TN,US,2019-11-13,count pic,23,,23,,,RSA Concrete; students,against wage theft of public school administrative offices ,0,protest,0,0,0,0,1,1,https://www.tennessean.com/story/news/education/2019/11/13/workers-protest-allege-wage-theft-nashville-mnps-schools-subcontractor/2562226001/,https://www.nashvillescene.com/news/pith-in-the-wind/article/21097312/cement-worker-asks-school-board-to-help-with-wage-theft-case,,count pic is total of people from two different pictures of the rally which start where the other picture ends,
Oakland,,Alameda,CA,US,2019-11-13,,,,,,,local protestors,oppose school closures,0,protest,0,0,0,0,1,1,https://www.eastbaytimes.com/2019/11/13/oakland-unified-school-board-holds-meeting-away-from-public-again/,,,,
Raleigh,Harris Creek Elementary School,Wake,NC,US,2019-11-13,around 75,75,,75,,,teachers,want 5% raise and expanded Medicaid funding,1,walk-in; march,0,0,0,0,1,1,https://www.newsobserver.com/news/local/education/article237318614.html,https://www.wcnc.com/article/news/education/north-carolina-teachers-protest-for-better-pay/275-d1c9be6f-6919-44da-883d-e87e0012eaaa,,part of a dozen walk-ins in Mecklenberg and Wake counties ,
Raleigh,NC State University,Wake,NC,US,2019-11-13,hundreds,200,,200,,,NC State students,oppose Trump campaign,1,protest,0,0,0,0,1,1,https://www.newsobserver.com/news/local/article237341964.html,,,,
Riverside,UC Riverside,Riverside,CA,US,2019-11-13,nearly 100,100,,100,,,American Federation of State and County Municipal Employees Local 3299,against outsourcing,1,strike,0,0,0,0,1,0,https://www.ocregister.com/2019/11/13/uc-workers-protest-outsourcing-a-strategy-they-say-is-whittling-union-jobs-one-by-one/,,,,
Sacramento,UC Davis Medical Center,Sacramento,CA,US,2019-11-13,count video,20,,20,,,American Federation of State and County Municipal Employees Local 3299,against outsourcing,1,strike,0,0,0,0,1,0,https://www.sacbee.com/news/local/health-and-medicine/article236925078.html,,,"total of 25,000 protestors at the numerous locations",
Santa Barbara,Storke Tower ,Santa Barbara,CA,US,2019-11-13,approximately 100,100,,100,,,"American Federation of State, County and Municipal Employees (AFSCME) Local 3299",against outsourcing,1,strike,0,0,0,0,1,1,https://keyt.com/news/2019/11/12/strike-planned-wednesday-at-ucsb-as-part-of-larger-demonstration/,http://dailynexus.com/2019-11-14/ucs-largest-union-strikes-for-the-third-time-this-year/,,,
Spokane Valley,Walgreens on East Sprague Avenue,Spokane,WA,US,2019-11-13,count video,23,,30,,,general protestors,against hate speech and racism,1,silent protest,0,0,0,0,1,1,https://www.krem.com/article/news/local/spokane-county/rally-in-the-valley-protest/293-6770aed1-c6d2-4aaa-8b5d-8eefc6243fe3,https://www.kxly.com/protesters-rally-against-racism-in-spokane-valley/,,,
Syracuse,"Barnes Center, Syracuse University",Onondaga,NY,US,2019-11-13,about 50; more than 200; approximately 300,50,,300,,,#NotAgainSU,against Syracuse University's inadequate response to racism on campus,1,sit-in,0,0,0,0,1,1,https://www.syracuse.com/syracuse-university/2019/11/syracuse-university-students-hold-sit-in-to-protest-racist-graffiti-admin-response.html,https://www.kgun9.com/news/national/syracuse-university-students-protest-after-three-racist-graffiti-incidents-reported-on-campus-in-eight-days,http://ftp.dailyorange.com/2020/11/story-movement-one-year-formation-notagainsu/,start of sit-in that lasted eight days,
Tallahassee,state Capitol,Leon,FL,US,2019-11-13,more than 100,100,,100,,,university students,"pro eliminate sales taxes on college textbooks, increase access to mental health councilors at universities and allocate more money to campus food pantries",0,protest,0,0,0,0,1,1,https://www.wctv.tv/content/news/University-students-rally-at-the-State-Capitol-564874642.html,,,,
Tempe,Hayden Lawn at Arizona State University,Maricopa,AZ,US,2019-11-13,around 40,40,,40,,,Undocumented Students for Education Equity,pro DACA,1,protest,0,0,0,0,1,1,https://cronkitenews.azpbs.org/2019/11/13/nov-13-2019-newscast-cronkite-news/,https://www.phoenixnewtimes.com/news/dreamers-asu-daca-trump-supreme-court-immigrants-election-arizona-11392489,,,
Washington,Lafayette Park,DC,DC,US,2019-11-13,a few hundred,300,,300,,,Armenians; Kurds; Greeks; advocates,protest Erdogan; support Kurds,1,protest,0,0,0,0,1,1,https://www.jpost.com/International/Hundreds-protest-outside-Erdogan-Trump-meeting-607812,,,,
Binghamton,Binghampton University,Broome,NY,US,2019-11-14,,,,,,,College Republicans,pro guns,2,demonstration,0,0,0,0,0,1,https://www.pressconnects.com/story/news/public-safety/2019/11/18/binghamton-university-student-protest-gun-rights-santa-clarita-college-republicans-democrats/4229660002/,,,,
Bossier City,CenturyLink Center,,LA,US,2019-11-14,"fewer than 14,000",14000,,14000,,,general protesters,"for Eddie Rispone for governor, for President Trump",2,rally,0,0,0,0,1,1,https://www.cbsnews.com/news/trump-rally-bossier-louisiana-today-maga-2020-campaign-centurylink-center-live-stream-updates-2019-11-14/,https://www.theadvocate.com/baton_rouge/news/politics/elections/article_adc41408-0742-11ea-80ad-5f487c8ee749.html,https://www.shreveporttimes.com/picture-gallery/news/2019/11/15/president-donald-j-trumps-keep-america-great-rally-bossier-city/4199348002/,"feat. President Trump; crowd count based on statement that crowd ""didn't quite fill"" arena with capacity of 14,000",
Boston,,Suffolk,MA,US,2019-11-14,,,,,,,graduate students,seek to be recognized as workers,1,protest,0,0,0,0,1,1,https://www.newsweek.com/graduate-students-protest-trump-nlrb-proposed-rule-change-employee-definition-1471750,https://dailynorthwestern.com/2019/11/14/campus/northwestern-graduate-workers-join-other-chicago-grad-students-protest-downtown-to-protect-their-rights-to-unionize/,https://chicago.suntimes.com/news/2019/11/14/20965262/graduate-student-protest-proposed-rule-employee-status-union-trump-administration,,
Chicago,Federal Building,Cook,IL,US,2019-11-14,,,,,,,graduate students,seek to be recognized as workers,1,protest,0,0,0,0,1,1,https://www.newsweek.com/graduate-students-protest-trump-nlrb-proposed-rule-change-employee-definition-1471750,https://dailynorthwestern.com/2019/11/14/campus/northwestern-graduate-workers-join-other-chicago-grad-students-protest-downtown-to-protect-their-rights-to-unionize/,https://chicago.suntimes.com/news/2019/11/14/20965262/graduate-student-protest-proposed-rule-employee-status-union-trump-administration,,
Denton,University of North Texas,Denton,IL,US,2019-11-14,more than 150,150,,150,,,students,improve cultural competence; Black Lives Matter,1,protest,0,0,0,0,1,1,https://dentonrc.com/news/unt-students-protest-during-regents-meeting-to-improve-cultural-competence/article_2fc68ed8-23d4-5e99-9b0d-ece4a9a70b00.html,,,,
Hattiesburg,University of Southern Mississippi,,MS,US,2019-11-14,NA,5,,5,,,The Church of Jackson,anti LGBTQ rights,2,protest,0,0,0,0,1,1,https://www.hattiesburgamerican.com/story/news/education/2019/11/14/anti-gay-anti-muslim-protesters-march-usm-campus/4193221002/,,,,
Hattiesburg,University of Southern Mississippi,,MS,US,2019-11-14,75 to 100,75,,100,,,students,pro LGBTQ rights,1,counter-protest,0,0,0,0,0,1,https://www.hattiesburgamerican.com/story/news/education/2019/11/14/anti-gay-anti-muslim-protesters-march-usm-campus/4193221002/,,,,
Kalaeloa,wind farm storage yard,Honolulu,HI,US,2019-11-14,roughly 300,300,,300,,,general protestors,anti wind farm,0,protest,26,0,1,0,1,1,https://abcnews.go.com/US/wireStory/telescope-protest-inspires-native-hawaiian-activism-67067612,https://www.kitv.com/story/41330177/demonstrators-and-police-at-odds-after-thursday-nights-protest-against-a-kahuku-wind-farm,https://www.hawaiinewsnow.com/2019/11/15/least-arrested-hundreds-wind-farm-protesters-turn-out-kalaeloa/,,
Lewisburg,Bucknell University,Union,PA,US,2019-11-14,more than 45,45,,45,,,The Bucknell University Democratic Socialists of America,"against Heather MacDonald, a conservative political commentator",1,protest,0,0,0,0,1,1,https://bucknellian.net/96238/news/students-rally-against-heather-mac-donald/,,,,
Little Rock,Arch Ford Education Building,Pulaski,AR,US,2019-11-14,hundreds,200,,200,,,teachers; students; parents,protest teaching conditions,0,protest,0,0,0,0,1,1,https://www.nwaonline.com/news/2019/nov/14/latest-hundreds-protest-outside-little-rock-school/,,,,
Memphis,LeMoyne-Owen College,Shelby,TN,US,2019-11-14,,,,,,,students,protest firing of administrator,0,protest,0,0,0,0,1,1,https://dailymemphian.com/article/8865/lemoyne-students-protest-dismissal-of,,,,
Minneapolis,Lake Street and Bloomington Avenue,Hennepin,MN,US,2019-11-14,,,,,,,general protestors,anti US meddling in Bolivia,1,protest,0,0,0,0,1,1,www.fightbacknews.org/2019/11/13/us-hands-bolivia-protest-planned-mn,,,,
Mountain VIew,Moffett Airfield,Santa Clara,CA,US,2019-11-14,,,,,,,Vigil for Democracy; Raging Grannies; Refuse Fascism; Revolution Books,"against President Trump, for abortion rights, for women's rights",1,protest,0,0,0,0,1,1,https://paloaltoonline.com/news/2019/11/14/pence-tours-nasa-ames-talks-space-exploration-and-mass-shootings,https://www.indybay.org/newsitems/2021/09/09/18844772.php,,,
New Windsor,Silver Stream Village mobile home park,Orange,NY,US,2019-11-14,,,,,,,mobile home park residents,protest rent hike,0,march,0,0,0,0,1,1,https://www.recordonline.com/news/20191114/new-windsor-mobile-home-park-residents-protest-upcoming-rent-hike,,,,
Norfolk,Norfolk Federal Courthouse,Norfolk,VA,US,2019-11-14,several dozen,36,,36,,,Virginia Organizing,pro DACA,1,rally,0,0,0,0,1,1,https://www.wavy.com/news/local-news/norfolk/hampton-roads-daca-supporters-rally-behind-immigrants-await-supreme-court-ruling/,https://www.13newsnow.com/article/news/nation-world/daca-protections-for-660000-immigrants-on-line-at-supreme-court/291-47a20554-2158-422c-b5b8-bb3a2ad0d08f,,,
Salisbury,Rowan County Courthouse,Rowan,NC,US,2019-11-14,about 25,25,,25,,,family and friends of Michael Early,seek justice for murdered son,0,protest,0,0,0,0,1,1,https://www.salisburypost.com/2019/11/14/family-friends-of-murder-victim-michael-earley-hold-protest-on-courthouse-steps/,,,,
Salisbury,Rowan County Courthouse,Rowan,NC,US,2019-11-14,,,,,,,general protesters,against release of girl accussed of helping Rowan County teen's murder,0,protest,,,,,1,1,https://www.independenttribune.com/cit/family-plans-protest-after-girl-accused-of-helping-in-rowan/article_d079ed13-af1a-56db-8a06-c927056a95d8.html,Future.,,,
San Francisco,"Caffe Sapore, North Beach neighborhood",San Francisco,CA,US,2019-11-14,dozens,24,,24,,,general protestors,protest eviction of restaurant and owner,0,protest,0,0,0,0,1,1,https://www.sfgate.com/living/article/North-Beach-residents-protest-eviction-actor-cafe-14835429.php,,,,
Stamford,Stamford Government Center,Fairfield,CT,US,2019-11-14,NA,2,,2,,,free speech advocates,anti eminent domain,1,protest,1,0,0,0,1,1,https://www.ctinsider.com/policereports/stamfordadvocate/article/Free-speech-protest-over-eminent-domain-leads-to-14835946.php,,,,
Tallahassee,State Capitol,Leon,FL,US,2019-11-14,about 100,100,,100,,,students,anti gun violence; pro school safety,0,demonstration,0,0,0,0,1,1,https://www.tampabay.com/florida-politics/buzz/2019/11/14/on-day-of-another-school-shooting-parkland-inspired-student-group-rallies-at-empty-florida-capitol/,,,,
Tallahassee,State Capitol,Leon ,FL,US,2019-11-14,,,,,,,March for Our Lives Gainesville,against gun violence,1,protest,,,,,1,1,https://www.alligator.org/news/march-for-our-lives-gainesville-to-rally-at-state-capitol/article_8a0f08de-0110-11ea-9599-7bf7a026a7e5.html,Future.,,,
Washington ,Capitol Building,DC,DC,US,2019-11-14,NA,3,,3,,,Fight for the Future,seek stronger restrictions on facial recognition technology,1,demonstration,0,0,0,0,1,1,https://www.dailydot.com/debug/facial-recognition-fight-for-the-future-congress/,,,,
Washington ,,DC,DC,US,2019-11-14,,,,,,,graduate students,"for NLRB recognition of graduate student workers as employees, for collective bargaining rights",1,protest,0,0,0,0,1,1,https://www.newsweek.com/graduate-students-protest-trump-nlrb-proposed-rule-change-employee-definition-1471750,https://dailynorthwestern.com/2019/11/14/campus/northwestern-graduate-workers-join-other-chicago-grad-students-protest-downtown-to-protect-their-rights-to-unionize/,https://chicago.suntimes.com/news/2019/11/14/20965262/graduate-student-protest-proposed-rule-employee-status-union-trump-administration,,
Berkeley,UC Berkeley,Alameda,CA,US,2019-11-15,,,,,,,DZ United,raise awareness about Algerian political situation,0,rally,0,0,0,0,1,1,https://www.dailycal.org/2019/11/19/peaceful-protesters-rally-to-raise-awareness-of-algerian-resistance-movement/,,,,
Clemson,"Clemson University, Old Main to Sikes Hall",Pickens,SC,US,2019-11-15,hundreds,200,,200,,,Clemson students,anti college rape culture,1,rally,0,0,0,0,1,1,https://www.greenvilleonline.com/story/news/2019/11/15/womens-march-against-violence-held-clemsons-campus/4177438002/,,,,
New Rochelle,New Rochelle High School,Westchester,NY,US,2019-11-15,,,,,,,students,protest removal of football coach,0,walk out,0,0,0,0,1,1,https://www.lohud.com/story/news/local/westchester/new-rochelle/2019/11/15/walkout-new-rochelle-football-coach-lou-dirienzo/4200595002/,,,,
New York,Manhattan; outside UN,New York,NY,US,2019-11-15,count pic,12,,12,,,Fridays for Future NYC,against inaction on climate change,1,protest,,,,,1,1,https://twitter.com/xiyebastida/status/1195434384612102145,,,,
New York,Manhattan; Times Square to Herald Square,New York,NY,US,2019-11-15,hundreds,200,,200,,,general protestors,against Israeli policy in Gaza,0,protest,,,,,0,1,https://twitter.com/jncatron/status/1195687967752368130,https://www.flickr.com/photos/joegaza/49071660673/in/album-72157711799192221/,https://samidoun.net/2019/11/hundreds-in-new-york-march-to-stand-with-gaza-palestinian-resistance/,,
North Anson,Carrabec High School,Somerset,ME,US,2019-11-15,about 100,100,,100,,,students,protest teacher removal,0,walk out,0,0,0,0,1,1,https://www.centralmaine.com/2019/11/18/carrabec-high-school-students-protest-teacher-suspension/,https://www.newscentermaine.com/article/news/local/as-seen-on-tv/carrabec-high-school-students-walk-out-of-class-in-protest/97-bfd6cc88-e5d7-4850-bedc-ed9db5c4de63,,,
Okeechobee,Lake Okeechobee,Okeechobee,FL,US,2019-11-15,,,,,,,fishermen,oppose herbicide spray on lake,0,protest,0,0,0,0,1,1,https://www.wptv.com/news/protecting-paradise/fishermen-set-to-protest-fwcs-aquatic-plant-spraying-on-lake-okeechobee,,,,
Vineyard Haven,Five Corners,Dukes,MA,US,2019-11-15,count pic,6,,6,,,Students from the Martha’s Vineyard Public Charter School,against inaction on climate change,1,protest,0,0,0,0,1,1,https://www.mvtimes.com/2019/11/15/charter-school-strikes-climate-change/,,,,
Washington,Capitol Hill to Russell Senate Office Building,DC,DC,US,2019-11-15,about 70,70,,70,,,general protestors,against inaction on climate change,1,protes; march,3,0,0,0,1,1,https://deadline.com/2019/11/robert-kennedy-jr-marg-helgenberger-jane-fonda-climate-1202787427/,https://thehill.com/blogs/in-the-know/in-the-know/470704-jane-fonda-leads-dc-climate-protest-for-sixth-straight-friday,,civil dis; Jane Fonda,
West Nyack,Suez New York Headquarters,Rockland,NY,US,2019-11-15,about a dozen,12,,12,,,Suez Stinks ,want cleaner water and refund ,0,protest,0,0,0,0,1,1,https://www.lohud.com/story/news/local/rockland/2019/11/15/rocklands-stinky-water-suez-vows-upgrades-amid-protest/4189344002/,https://www.lohud.com/story/news/local/rockland/2019/11/13/suez-protest-stinky-water-algae/2572903001/,,,
Beaverton,Dr. Koller's vet clinic,Washington,OR,US,2019-11-16,,,,,,,local pet owners,protest veterinarian who abused pets,0,protest,0,0,0,0,1,1,https://www.kgw.com/article/news/local/beaverton-vet-animal-abuse-arrest/283-193418e5-868f-4b72-bd65-91f07e3df3f5,,,,
