CityTown,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,
Santa Maria,Santa Maria High School,CA,US,2017-09-01,roughly three dozen,36,,36,,,Central Coast Alliance United for a Sustainable Economy,Rally for DACA,1,rally,0,0,0,0,1,1,http://santamariatimes.com/news/local/local-supporters-rally-against-possible-demise-of-program-for-young/article_e5f3abed-2b44-57bb-bb81-63396b3b06b5.html,,,,
Topeka,State House,KS,US,2017-09-01,two dozen; more than 30,24,,30,,,general protestors,Rallying for DACA,1,rally,0,0,0,0,1,1,http://www2.ljworld.com/news/2017/sep/01/dreamers-rally-support-daca-while-ag-schmidt-pushe/?city_local,http://cjonline.com/news/state-government/local/2017-09-01/daca-advocates-recipients-rally-support-program-trump-may-end,http://www.gctelegram.com/news/20170901/daca-advocates-rally-at-statehouse,http://www2.ljworld.com/news/2017/sep/01/dreamers-rally-support-daca-while-ag-schmidt-pushe/,
Washington,Metrobus station,DC,US,2017-09-01,,,,,, ,Metrobus employees,Protesting lack of safety installations after recent attacks on bus drivers,0,protest,0,0,0,0,1,1,http://www.fox5dc.com/news/local-news/277959792-story,,,,
Wichita Falls,Midwestern Parkway,TX,US,2017-09-01,dozens,24,,24,,,Indivisble Wichita Falls,Protesting violence/racism in Charlottesville,1,protest,0,0,0,0,1,1,http://www.newschannel6now.com/story/36276279/dozens-march-at-msu-resist-hate-rally,,,,
Annapolis,State House,MD,US,2017-09-02,a handful,,,,, ,Backbone Campaign,Protesting racism,0,protest,0,0,0,0,1,1,http://www.capitalgazette.com/news/annapolis/ac-cn-statehouse-lightshow-0903-story.html,,,,
Ashland,Bayfield County/Forest Rd. 237,WI,US,2017-09-02,,,,,,,Save The Waters Edge & residents,Protesting enbridge pipeline,0,gathering,0,0,0,0,1,1,http://www.grandforksherald.com/news/4321792-pipeline-protest-takes-new-approach-enbridges-line-5-latest-be-scrutinized,http://www.thedickinsonpress.com/news/4321792-pipeline-protest-takes-new-approach-enbridges-line-5-latest-be-scrutinized,http://www.duluthnewstribune.com/news/4321802-northland-pipeline-protest-takes-new-approach,http://www.brainerddispatch.com/news/4321792-pipeline-protest-takes-new-approach-enbridges-line-5-latest-be-scrutinized,http://www.westfargopioneer.com/news/4321792-pipeline-protest-takes-new-approach-enbridges-line-5-latest-be-scrutinized
Austin,Downtown,TX,US,2017-09-02,hundreds,200,,200,,,general protestors,Rally for DACA; against Trump,1,rally; march,0,0,0,0,1,1,http://www.twcnews.com/tx/austin/news/2017/09/3/hundreds-of-central-texans-rally-in-downtown-austin-in-defense-of-daca-.html,,,,
Boardman,,OH,US,2017-09-02,about 100,100,,100, , ,"Communication Workers of America, United Auto Workers, Our Revolution",Against outsourching jobs,0,protest,0,0,0,0,1,1,http://www.wfmj.com/story/36279409/protest-in-boardman-against-outsourcing-american-jobs,,,,
Concord,State House,NH,US,2017-09-02,,,,,,,general protestors,Rally against hate,0,rally,0,0,0,0,1,1,http://www.nh1.com/news/granite-state-against-hate-rally-held-in-concord/,,,,
Elkhorn,Walwroth County Fair,WI,US,2017-09-02,a handful,,,,, ,general protestors,Protesting liger exhibit,0,protest,0,0,0,0,1,1,http://www.gazettextra.com/20170902/liger_exhibit_draws_protest_at_fair,,,,
Jacksonville,Outside State Attorney's office,FL,US,2017-09-02,around 30,30,,30,,,general protestors,Demanding justice in shooting of black boy by white man,0,protest,0,0,0,0,1,1,http://www.fightbacknews.org/2017/9/3/jacksonville-community-rallies-justice4keegan,,,,
Jacksonville,Private residence,FL,US,2017-09-02,around 60,60,,60,,,general protestors,Demanding justice in shooting of black boy by white man,0,protest,0,0,0,0,1,1,http://www.fightbacknews.org/2017/9/3/jacksonville-community-rallies-justice4keegan,,,,
Salt Lake City,Police HQ,UT,US,2017-09-02,more than 100,100,,100,,,general protestors,protesting police brutality,0,protest,0,0,0,0,1,1,http://fox13now.com/2017/09/02/utah-against-police-brutality-holds-rally-in-response-to-arrest-of-nurse-alex-wubbels/,http://kutv.com/news/local/hundreds-rally-in-support-of-nursealex,,,
Schenectady,Outside Daily Gazette offices,NY,US,2017-09-02,roughly a half dozen,6,,6,,,general protestors,Protesting media coverage of pit bulls,0,protest,0,0,0,0,1,1,https://dailygazette.com/article/2017/09/02/what-s-happening-saturday-sept-2,,,,
Superior,,WI,US,2017-09-02,,,,,, ,general protestors,Protesting pipeline,0,protest,6,0,0,0,1,1,http://www.fox9.com/news/278312561-story,,,,
Chicago,Harrison Park to Clark St.,IL,US,2017-09-03,more than 100,100,,100,,,general protestors,Rallying for DACA,1,rally; march,0,0,0,0,1,1,http://wgntv.com/2017/09/03/trump-mulls-decision-on-young-immigrants-in-us-illegally/,,,,
Chicago,Outside Wrigley Field,IL,US,2017-09-03,,,,,,,American Airline employees,Demanding fair new contract,0,protest,0,0,0,0,1,1,http://abc7chicago.com/business/american-airlines-mechanics-protest-outside-wrigley-field/2373346/,,,,
Clearwater,Campbell Causeway,FL,US,2017-09-03,dozens,24,,24,,,general protestors,Rally for DACA,1,rally,0,0,0,0,1,1,https://www.google.com/search?q=protest&rlz=1C5CHFA_enUS758US758&tbs=qdr:d&tbm=nws&ei=Z1itWdL6GcOmjwSs0ZzICg&start=10&sa=N&biw=1256&bih=603&dpr=1,,,,
Coachella,,CA,US,2017-09-03,roughly 60,60,,60,,,Riverside County Young Democrats,Rally honoring Cesar Chavez,1,rally; march,0,0,0,0,1,1,http://www.kesq.com/news/locals-turn-out-for-cesar-chavez-rally-in-coachella/616235595,,,,
Lakeland,Munn Park,FL,US,2017-09-03,a small group,,,,,,general protestors,Protesting confederate monument,0,protest,0,0,0,0,1,1,http://www.wtsp.com/news/local/confederate-monument-in-lakeland-draws-protest/470547930,,,,
San Diego,Chicano Park,CA,US,2017-09-03,hundreds,200,,200,,,general protestors,Protecting confederate monuments and statues,2,rally,0,0,0,0,1,1,http://www.kusi.com/story/36282032/hundreds-rally-in-chicano-park-to-protect-murals,,,,
San Diego,Chicano Park,CA,US,2017-09-03,NA,5,,5,,,White Nationalist group,Rallying to remove park murals,2,rally,0,0,0,0,1,1,http://www.sandiegouniontribune.com/news/public-safety/sd-me-chicano-park-20170903-story.html,,,,
San Diego,Chicano Park,CA,US,2017-09-03,hundreds,200,,200,,,general protestors,Counter-protest; defending the murals,1,protest,0,0,0,0,1,1,http://www.sandiegouniontribune.com/news/public-safety/sd-me-chicano-park-20170903-story.html,,,,
St. Paul,Hamline Park,MN,US,2017-09-03,about 100,100,,100,, ,Twin Cities Coalition for Justice for Jamar,Protesting police violence,0,protest,0,0,0,0,1,1,http://www.startribune.com/protesters-target-state-fair/442623433/,http://www.valleynewslive.com/content/news/InjusticeOnAStick-Protesters-Block-Intersection-Outside-State-Fair-442634773.html,,,
Virginia Beach,Southern Blvd.,VA,US,2017-09-03,,,,,,,general protestors,Protesting Atlantic Coast Pipeline,0,protest,0,0,0,0,1,1,http://wavy.com/2017/09/13/pipeline-protesters-gather-outside-dept-of-environmental-quality/,,,,
Wilkes-Barre,Public Square,PA,US,2017-09-03,,,,,,,general protestors,Rally for DACA,1,rally,0,0,0,0,1,1,https://timesleader.com/news/674126/demonstrators-gather-on-public-square-to-rally-behind-daca-program,,,,
Allentown,Downtown,PA,US,2017-09-04,about 40,40,,40,,,Make the Road Pennsylvania,Rally for higher wages,0,rally,0,0,0,0,1,1,http://www.mcall.com/news/breaking/mc-nws-allentown-seiu-rally-20170831-story.html,,,,
Atlanta,Downtown,GA,US,2017-09-04,several hundred,200,,200,,,general protestors,Rally for DACA,1,rally,0,0,0,0,1,1,http://www.wsbtv.com/news/local/atlanta/several-hundred-gather-at-downtown-daca-protest-rally/602975196,,,,
Berkeley,Campus of UC Berkeley,CA,US,2017-09-04,,,,,,,general protestors,Rally for DACA,1,rally,0,0,0,0,1,1,http://abc7news.com/family/protesters-hold-rally-in-berkeley-to-oppose-trumps-plan-to-end-daca/2376050/,,,,
Boston,Tremont St. to Boston Commons,MA,US,2017-09-04,hundreds,200,,200,,,general protestors,Rally for higher wages,0,rally; march,0,0,0,0,1,1,http://boston.cbslocal.com/2017/09/04/labor-day-minimum-wage-fight-for-15-mcdonalds-boston-tremont-street/,https://www.bostonglobe.com/business/2017/09/04/you-trying-your-best-with-nothing-and-that-all-they-give/OccKWRFDWh53XKf1jLITUI/story.html,,,
Cathedral City,Civic Center Plaza,CA,US,2017-09-04,,,,,,,general protestors,Anti-Trump; rally for DACA,1,rally; protest,0,0,0,0,1,1,http://www.kesq.com/news/politics/counter-protester-attempt-to-drown-out-speakers-at-anti-trump-rally/616553312,,,,
Cathedral City,Civic Center Plaza,CA,US,2017-09-04,NA,2,,2,,,general protestors,"Counter-protest, pro-Trump",2,protest,0,0,0,0,1,1,http://www.kesq.com/news/politics/counter-protester-attempt-to-drown-out-speakers-at-anti-trump-rally/616553312,,,,
Chicago,Thompson Center to intersection of Franklin and Randolph Sts.,IL,US,2017-09-04,a few thousand,2000,,2000,,,general protestors,Rally for higher wages,0,rally; march,0,0,0,0,1,1,http://www.chicagotribune.com/photos/ct-chicago-workers-rally-on-labor-day-photos-20170904-photogallery.html,http://chicago.cbslocal.com/2017/09/04/union-workers-rally-for-higher-wages/,,,
Des Moines,Burger King near State Capitol,IA,US,2017-09-04,about 200,200,,200,,,general protestors,Worker's rights rally,0,rally,0,0,0,0,1,1,http://www.radioiowa.com/2017/09/04/fight-for-15-rallies-in-iowa-workers-strike-at-fast-food-restaurant-near-capitol/,,,,
Dunwoody,Mount Vernon Rd.,GA,US,2017-09-04,about 40,40,,40,,,general protestors,Rally for DACA,1,rally,0,0,0,0,1,1,http://www.reporternewspapers.net/2017/09/05/dunwoody-residents-rally-support-dreamers/,,,,
Durham,,NC,US,2017-09-04,dozens,24,,24,,,general protestors,Rally for higher wages,0,rally,0,0,0,0,1,1,http://www.wfmynews2.com/news/local/fast-food-workers-fight-for-15-in-nc-labor-day-protest/470671423,,,,
Erie,Perry Square,PA,US,2017-09-04,more than 600,600,,600,,,Union workers,Rally for higher wages,0,rally,0,0,0,0,1,1,http://www.goerie.com/news/20170904/labor-day-parade-rally-unify-ge-workers,,,,
Fairborn,Central Park,OH,US,2017-09-04,hundreds,200,,200,,,general protestors,Rally against opioid epidemic,0,rally,0,0,0,0,1,1,http://fox45now.com/news/local/hundreds-gather-for-third-annual-fairborn-against-heroin-recovery-rally,,,,
Greensboro,Governmental Plaza,NC,US,2017-09-04,dozens,24,,24,,,general protestors,Rally for DACA,1,rally,0,0,0,0,1,1,http://myfox8.com/2017/09/04/dozens-rally-for-daca-in-downtown-greensboro/,,,,
Los Angeles,Chavez Ave.,CA,US,2017-09-04,more than 1000,1000,,1000,,,general protestors,Rally for DACA,1,rally,0,0,0,0,1,1,http://www.nbclosangeles.com/news/local/Demonstrators-Gather-in-DTLA-to-Protest-Trumps-Plans-to-End-Support-for-DACA-Program-442696733.html,http://www.latimes.com/local/california/la-me-labor-day-march-20170904-story.html,,,
Memphis,Civic Center Plaza,TN,US,2017-09-04,more than 200,200,,200,,,Latino Memphis,Rally for DACA,1,rally,0,0,0,0,1,1,https://www.memphisdailynews.com/news/2017/sep/5/downtown-protest-calls-for-new-daca-on-eve-of-trump-immigration-decision/,,,,
Miami Beach,Fontainebleau Hotel,FL,US,2017-09-04,,,,,,,Broward Dream Defenders,"for higher minimum wage, for social justice, for the right to live and work without fear",1,march ,,,,,1,1,https://www.instagram.com/p/BYl4ronhcPz/,,,,
Milwaukee,Buck's Arena,WI,US,2017-09-04,hundreds,200,,200,,,general protestors,Rally for higher wages,0,rally,0,0,0,0,1,1,http://fox6now.com/2017/09/04/fight-for-15-union-members-fast-food-workers-to-rally-on-labor-day/,,,,
New York,Outside Rep. Donovan's house,NY,US,2017-09-04,about 50,50,,50,,,general protestors,Asking Donovan to put issues ahead of partisanship,0,protest,0,0,0,0,1,1,http://www.silive.com/news/2017/09/rally_outside_rep_donovans_off.html,,,,
Phoenix,10th Ave. and Van Buren St.,AZ,US,2017-09-04,about 60,60,,60,,,fast-food workers,Rally for higher wages,0,rally,0,0,0,0,1,1,http://www.azcentral.com/story/news/local/phoenix/2017/09/04/fast-food-workers-fight-15-during-phoenix-labor-day-protest/631112001/,,,,
Pittsburgh,,PA,US,2017-09-04,,,,,,,general protestors,Rally for higher wages,0,rally,0,0,0,0,1,1,http://pittsburgh.cbslocal.com/2017/09/04/unfair-wage-rally-labor-day-oakland/,,,,
Portland,,ME,US,2017-09-04,more than 200,200,,200,,,general protestors,Rally for more paid sick days,0,rally,0,0,0,0,1,1,http://www.mcclatchydc.com/news/politics-government/national-politics/article171264472.html,,,,
Portland,,OR,US,2017-09-04,,,,,,,general protestors,Rally for higher wages,0,rally; walk-out,0,0,0,0,1,1,http://katu.com/news/local/burgerville-workers-stage-walkout-on-labor-day-in-protest,,,,
Poughkeepsie,Post Office,NY,US,2017-09-04,NA,44,,44,,,general protestors,Rally for higher wages,0,rally,0,0,0,0,1,1,http://www.poughkeepsiejournal.com/story/news/local/2017/09/04/labor-day-rally-promotes-minimum-wage-increase-clean-energy-jobs/631056001/,,,,
Providence,March to state house,RI,US,2017-09-04,a couple hundred,200,,200,,,general protestors,"Protesting vioelence, racism.",0,protest; march,0,0,0,0,1,1,http://ripr.org/post/labor-unions-activists-protest-racism-during-labor-day-rally-march#stream/0,,,,
San Antonio,,TX,US,2017-09-04,,,,,,,general protestors,Rallying for DACA; against SB4,1,rally; protest,0,0,0,0,1,1,http://www.kens5.com/news/politics/national-politics/san-antonians-march-to-defend-daca-protest-sb4/470858937,,,,
San Diego,13th St. to County Administration Building,CA,US,2017-09-04,several hundred,200,,200,,,general protestors,Rally for higher wages,0,rally,0,0,0,0,1,1,http://www.10news.com/news/protesters-call-for-an-acceleration-of-the-15-minimum-wage,,,,
St. Louis,Tucker Blvd.,MO,US,2017-09-04,dozens,24,,24,,,general protestors,Rally for higher wages,0,rally; march,0,0,0,0,1,1,http://www.kmov.com/story/36286986/demonstrators-march-in-the-name-of-raising-the-citys-minimum-wage-to-15,,,,
Washington,Outside Ivanka Trump and Jared Kushner's house,DC,US,2017-09-04,,,,,,,general protestors,Rally for DACA,1,rally,0,0,0,0,1,1,http://www.abc.net.au/news/2017-09-05/candlelight-vigil-for-dreamers-held-outside-ivanka-trumps-home/8875570,,,,
Wilkes-Barre,Public Square,PA,US,2017-09-04,about 20,20,,20,,,general protestors,Rally for higher wages,0,rally,0,0,0,0,1,1,http://citizensvoice.com/news/workers-rally-for-higher-minimum-wage-1.2238750,,,,
Wilmington,Downtown,NC,US,2017-09-04,dozens,24,,24,,,general protestors,Protesting confederate monument,1,protest,0,0,0,0,1,1,http://www.wect.com/story/36286070/protesters-to-hold-anti-confederate-monument-rally,,,,
Albany,N. Pearl St.,NY,US,2017-09-05,dozens,24,,24,,,Cosecha Upstate New York,Protesting Trump's DACA decision,1,protest,0,0,0,0,1,1,http://news10.com/2017/09/05/defend-the-dream-protest-held-in-albany/,,,,
Anchorage,Downtown,AK,US,2017-09-05,about a hundred,100,,100,,,general protestors,Protesting Trump's decision to end DACA,1,protest,0,0,0,0,1,1,http://www.alaskapublic.org/2017/09/05/trumps-decision-to-end-daca-prompts-anchorage-protest/,,,,
Athens,The Arch,GA,US,2017-09-05,,,,,,,Athens immigration Rights Coalition,Protesting Trump's DACA decision,1,protest,0,0,0,0,1,1,http://www.redandblack.com/athensnews/athens-residents-gather-at-the-arch-to-protest-the-end/article_7d76e604-92b9-11e7-8681-2b46a2ab8ece.html,,,,
Berkeley,Sproul Plaza,CA,US,2017-09-05,about 200,200,,200,,,general protestors,Protesting Trump's DACA decision,1,protest,0,0,0,0,1,1,http://www.sfgate.com/news/article/Bay-Area-protests-planned-over-Trump-s-decision-12174111.php,,,,
Boulder,Boulder High School,CO,US,2017-09-05,dozens,24,,24,,,Students,Protesting Trump's decision to end DACA,1,protest,0,0,0,0,1,1,http://www.dailycamera.com/news/boulder/ci_31274762/boulder-high-students-stage-walk-out-defense-daca?source=mostpopular,,,,
Charleston,North Charleston City Hall,SC,US,2017-09-05,,,,,,,Indivisible Charleston,Protesting Trump's decision to end DACA,1,protest,0,0,,0,1,1,http://www.live5news.com/story/36295087/locals-hold-rally-in-support-of-daca-after-trump-ends-program,,,,
Charlotte,Marshall Park,NC,US,2017-09-05,dozens,24,,24,,,general protestors,Protesting Trump's DACA decision,1,protest,0,0,0,0,1,1,http://www.wsoctv.com/news/local/dozens-in-charlotte-protest-president-trumps-decision-to-end-daca/603702342,,,,
Cleveland,Case Western Resever University,OH,US,2017-09-05,about 75,75,,75,,,La Alianza,Protesting Trump's DACA decision,1,protest,0,0,0,0,1,1,http://fox8.com/2017/09/05/case-students-gather-to-protest-daca-decision/,,,,
Colorado Springs,Acacia Park,CO,US,2017-09-05,,,,,,,general protestors,Protesting Trump's decision to end DACA,1,protest,0,0,0,0,1,1,http://gazette.com/gallery/6677/pictures/1525298/,,,,
Columbus,City Hall,OH,US,2017-09-05,NA,450,,450,,,general protestors,Protesting Trump's decision to end DACA,1,protest,0,0,0,0,1,1,http://www.therepublic.com/2017/09/06/450_rally_on_behalf_of_dreamers/,,,,
Columbus,Ohio State University,OH,US,2017-09-05,at least 100,100,,100,,,Indivisble Ohio District 15,Protesting Trump's decision to end DACA,1,protest,0,0,0,0,1,1,http://abc6onyourside.com/news/local/emotional-rally-at-osu-to-support-daca,,,,
Denver,,CO,US,2017-09-05,hundreds,200,,200,,,general protestors,Rally for DACA,1,rally,0,0,0,0,1,1,http://www.npr.org/sections/thetwo-way/2017/09/05/548727220/protests-in-d-c-denver-la-elsewhere-protest-rescinding-daca,,,,
Detroit,Southwest Detroit,MI,US,2017-09-05,dozens,24,,24,,,Michigan United; One Michigan,Protesting Trump's decision to end DACA,1,protest,0,0,0,0,1,1,https://www.metrotimes.com/news-hits/archives/2017/09/06/immigrants-rally-at-defend-daca-in-southwest-detroit,,,,
Detroit,Western High School,MI,US,2017-09-05,,,,,,,students,Rally for DACA,1,rally,,,,,1,1,http://www.wxyz.com/news/region/detroit/daca-supporters-to-hold-rally-at-western-high-school-in-detroit,,,,
Durham,Central Carolina Bank Plaza,NC,US,2017-09-05,a few dozen,24,,24,,,general protestors,Protesting Trump's decision to end DACA,1,protest,0,0,0,0,1,1,http://wunc.org/post/daca-recipients-rally-durham#stream/0,,,,
Escondido,Westfield North County Mall,CA,US,2017-09-05,a few dozen,24,,24,,,general protestors,Protesting Trump's decision to end DACA,1,protest,0,0,0,0,1,1,http://www.10news.com/news/daca-supporters-rally-in-escondido-against-trumps-decision,,,,
Eugene,Free Speech Plaza,OR,US,2017-09-05,,,,,,,general protestors,Rally for DACA,1,rally,0,0,0,0,1,1,http://klcc.org/post/eugene-community-members-rally-support-daca,,,,
Fort Worth,Outside Rep. Granger's office,TX,US,2017-09-05,about 30,30,,30,,,general protestors,Protesting Trump's DACA decision,1,protest,0,0,0,0,1,1,http://www.star-telegram.com/news/local/community/fort-worth/article171448617.html,,,,
Fresno,In front of Federal Courthouse,CA,US,2017-09-05,about 40 to 50,40,,50,,,general protestors,Protesting Trump's decision to end DACA,1,protest,0,0,0,0,1,1,http://www.yourcentralvalley.com/news/daca-repeal-sparks-rally-in-downtown-fresno/805199515,,,,
Grand Rapids,Rosa Parks Circle to Calder Plaza,MI,US,2017-09-05,hundreds,200,,200,,,general protestors,Protesting Trump's DACA decision,1,protest,0,0,0,0,1,1,http://fox17online.com/2017/09/05/hundreds-march-through-downtown-grand-rapids-to-protest-end-of-daca/,,,,
Honolulu,Outside Federal Building,HI,US,2017-09-05,,,,,,,general protestors,Protesting Trump's decision to end DACA,1,protest,0,0,0,0,1,1,http://www.kitv.com/story/36297523/demonstrators-line-ala-moana-blvd-to-protest-trumps-daca-decision,,,,
Irvine,San Marco Park to office of Rep. Walters,CA,US,2017-09-05,roughly 200,200,,200,,,general protestors,Protesting Trump's DACA decision,1,protest,0,0,0,0,1,1,http://www.ocregister.com/2017/09/05/people-are-protesting-trumps-decision-to-rescind-daca-heres-a-look-at-the-southern-california-rallies/,,,,
Kalamazoo,Downtown,MI,US,2017-09-05,hundreds,200,,200,,,general protestors,Protesting Trump's DACA decision,1,protest,8,0,0,0,1,1,http://www.wilx.com/content/news/Michigan-immigration-protest-blocks-traffic-arrests-made-442886923.html,,,,
Kansas City,Mill Creek Park,MO,US,2017-09-05,hundreds,200,,200,,,general protestors,Protesting Trump's DACA decision,1,protest,0,0,0,0,1,1,http://www.kansascity.com/news/local/article171455582.html,,,,
Law Cruces,New Mexico State University,NM,US,2017-09-05,more than 100,100,,100,,,general protestors,Protesting Trump's decision to end DACA,1,protest,0,0,0,0,1,1,http://www.lcsun-news.com/story/news/local/2017/09/05/las-cruces-daca-rally-draws-crowd-nmsu/633581001/,,,,
Lexington,Downtown,KY,US,2017-09-05,,,,,,,general protestors,Protesting Trump's decision to end DACA,1,protest,0,0,0,0,1,1,http://www.wkyt.com/content/news/Peaceful-protest-planned-in-Lexington-after--442784743.html,,,,
Lincoln,,NE,US,2017-09-05,,,,,,,general protestors,Protesting Trump's DACA decision,1,protest,0,0,0,0,1,1,http://www.omaha.com/news/metro/daca-supporters-rally-at-state-capitol-don-bacon-calls-trump/article_6b9bbaa6-9253-11e7-9b4c-fbebec9614a7.html,,,,
Los Angeles,,CA,US,2017-09-05,,,,,,,general protestors,Rally for DACA,1,rally,,,,,1,1,http://www.latimes.com/politics/la-dreamers-decision-live-updates-l-a-area-protest-planned-in-support-of-1504634442-htmlstory.html,,,,
Louisville,Outide Federal Courthouse,KY,US,2017-09-05,,,,,,,general protestors,Rally for DACA,1,rally; protest,0,0,0,0,1,1,http://www.wlky.com/article/students-allies-rally-in-defense-of-daca/12178511,,,,
Lynwood,196th St.,WA,US,2017-09-05,about 60,60,,60,,,Everett Resistance Movement,Protesting Trump's decision to end DACA,1,protest,0,0,0,0,1,1,http://www.heraldnet.com/news/trump-to-congress-get-ready-to-do-your-job-on-immigration/,,,,
Minneapolis,Downtown,MN,US,2017-09-05,several hundred,200,,200,,,general protestors,Protesting Trump's DACA decision,1,protest,0,0,0,0,1,1,http://www.startribune.com/minneapolis-demonstrators-protest-end-of-immigration-program/442865403/,,,,
