CityTown,Location,County,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.
Sacramento,Capitol,Sacramento ,CA,US,2019-03-07,about 150,150,,150,,,general protestors,Civil Rights; For racial justice; For greater accountability; Police,1,rally,0,0,0,0,0,1,https://www.sacbee.com/news/politics-government/capitol-alert/article227266254.html,,,20524
Salem,Capitol,Marion,OR,US,2019-03-07,hundreds,200,,200,,,general protestors,Healthcare; Against vaccines,0,protest,0,0,0,0,1,1,https://www.statesmanjournal.com/story/news/2019/03/07/parents-protest-oregon-vaccine-bill-measles-outbreak-grows/3099169002/,,,20512
Stanardsville,William Monroe High School,Greene,VA,US,2019-03-07,count video,5,,5,,,general protestors,Education; Against firing/reassignment,0,protest,0,0,0,0,1,1,https://www.cbs19news.com/content/news/Greene-County-students-protest-teacher-firing-506849501.html,,,20517
Wooster,Unitarian Universalist Fellowship of Wayne County,Wayne,OH,US,2019-03-07,,,,,,,Ohio Religious Coalition for Reproductive Choice,Civil Rights; For abortion rights,1,rally,0,0,0,0,1,1,https://www.the-daily-record.com/news/20190307/pro-choice-rally-tells-state-sen-roegner-we-deserve-better,,,20511
Athens,Court St,Athens,OH,US,2019-03-08,NA,100,,100,,,Athens County Board of Developmental Disabilities,Civil Rights; For disability rights,0,march,0,0,0,0,1,1,https://www.athensmessenger.com/news/developmental-disabilities-awareness-month-kicks-off-with-march/article_73e880c2-ad5d-563d-ab5a-987376725818.html,,,20565
Athens,Ohio University's Baker Center; Athens County Courthouse,Athens,OH,US,2019-03-08,several dozen,36,,36,,,Athens County Board of Developmental Disabilities,Civil Rights; For disability rights,0,march,0,0,0,0,0,1,https://www.athensnews.com/news/local/uptown-disability-march-celebrates-diverse-abilities/article_20471e5c-4354-11e9-9032-0786d79b37e3.html,,,20569
Bellingham,Port of Bellingham Cruise Terminal ,Whatcom,WA,US,2019-03-08,,,,,,,Inland Boatman's Union of the Pacific,Other; Transportation; Against closure/relocation,0,rally,0,0,0,0,1,1,https://www.king5.com/article/news/ferry-workers-rally-to-save-alaskabellingham-route/281-90ae402f-00bf-488a-968a-d9dbaaa18025,,,20556
Brevard,Davidson River School,Transylvania ,NC,US,2019-03-08,about 20,20,,20,,,general protestors,Education; For firing/reassignment,0,protest; walk-out,0,0,0,0,1,1,http://wlos.com/news/local/brevard-students-walk-out-to-protest-bathroom-policy,,,20550
Charleston,Capitol,Kanawha,WV,US,2019-03-08,,,,,,,general protestors,Civil Rights; Anti-Muslim,1,protest,0,0,0,0,1,1,https://www.wsaz.com/content/news/WVa-Governor-responds-to-controversy-at-Capitol-506676621.html,,,20542
Cleveland,City Hall,Cuyahoga,OH,US,2019-03-08,FB: 104,104,,104,,,Women's March Cleveland,Civil Rights; For women's rights,0,march,0,0,0,0,1,1,https://twitter.com/CivicCleveland/status/1091711707616083968,https://www.facebook.com/events/740611522989748/,,
Columbus,Ohio State University,Columbus ,OH,US,2019-03-08,,,,,,,Student/Farmworker Alliance; Coalition of Immokalee Workers,Other; For worker rights,0,protest,,,,,1,1,https://www.thelantern.com/2019/03/students-to-join-protest-of-wendys/,,,20529
Hartford,Capitol,Hartford ,CT,US,2019-03-08,several dozen,36,,36,,,general protestors,Education; Against closure/relocation,0,protest,0,0,0,0,1,1,https://ctmirror.org/2019/03/08/faculty-students-protest-consolidation-plan-for-colleges/,,,20536
Henrietta,,Monroe,NY,US,2019-03-08,dozens,24,,24,,,BFair2DirectCare,Collective Bargaining; For better compensation,0,protest,0,0,0,0,1,1,http://13wham.com/news/state/b-fair-2-direct-care-rallies-held-in-ny-call-for-continued-aid-to-direct-care-workers,,,20543
London,Speedway,Madison,OH,US,2019-03-08,about 40,40,,40,,,general protestors,Other; Transportation; Against regulation,0,protest,0,0,0,0,1,1,https://www.wdtn.com/news/local-news/ohio-truckers-protest-fuel-tax-safety-conditions/1836411496,,,20548
Los Angeles,Westwood,Los Angeles,CA,US,2019-03-08,about 35,35,,35,,,Revolution Club at UCLA,Civil Rights; For women's rights; International Women's Day,1,march,0,0,0,0,1,1,http://dailybruin.com/2019/03/09/revolution-club-leads-march-through-westwood-in-support-of-universal-womens-rights/,,,20560
Minneapolis,Hennepin County Public Safety Facility,Hennepin,MN,US,2019-03-08,dozens,24,,24,,,United Renters for Justice,Other; Against eviction,0,rally,0,0,0,0,1,1,http://www.startribune.com/tenants-rally-as-landlord-frenz-makes-first-appearance-in-perjury-case/506896892/,,,20535
New York,Philippine General Consulate; Trump Tower,Manhattan ,NY,US,2019-03-08,over 100,100,,100,,,International League of Peoples' Struggle Northeast,International; Against foreign government; Philippines; International Women's Day,1,rally;march,0,0,0,0,1,1,http://www.fightbacknews.org/2019/3/12/new-york-city-rallies-international-women-s-day,,,20592
Portland,Pioneer Courthouse Square; Salmon Street Springs Fountain,Multnomah,OR,US,2019-03-08,dozens,24,,24,,,general protestors,Civil Rights; For women's rights; International Women's Day,0,rally;march,0,0,0,0,1,1,https://www.kgw.com/article/news/international-womens-day-rally-planned-in-downtown-portland/283-65a95a6f-2d63-4b19-8521-1cfa1b877172,,,20546
Punxsutawney,Rep. Chris Dush's office,Jefferson,PA,US,2019-03-08,more than a dozen,12,,12,,,Sportsmen For The Future,Other; Against animal welfare,0,protest,0,0,0,0,1,1,http://wjactv.com/news/local/hunters-protest-cwd-elimination-plan,,,20533
Sacramento,29th Street; Florin Blvd,Sacramento,CA,US,2019-03-08,NA,100,,100,,,Answer Coalition,Civil Rights; For racial justice; For greater accountability; Police,1,march; protest,0,0,0,0,1,1,https://www.sacbee.com/news/local/article227339704.html,,,20552
Salinas,Closter Park,Monterey,CA,US,2019-03-08,more than 50,50,,50,,,general protestors,Civil Rights; For greater accountability; For racial justice; Police,1,protest,0,0,0,0,1,1,https://www.thecalifornian.com/story/news/2019/03/08/salinas-police-win-award-protesters-point-fatal-shooting/3104702002/,,,20554
Spokane,Shadle Park High School,Spokane,WA,US,2019-03-08,at least 40,40,,40,,,general protestors,Civil Rights; For women's rights; International Women's Day,1,march,0,0,0,0,1,1,https://www.krem.com/article/news/local/spokane-county/shadle-park-students-hold-march-celebrating-international-womens-day/293-587ec9bc-f413-4881-9a0b-35ec53418193,,,20545
St. Paul,Capitol,Ramsey,MN,US,2019-03-08,hundreds,200,,200,,,general protestors,Civil Rights; For transgender rights; Pro-LGBTQ,1,rally,0,0,0,0,1,1,http://www.southernminn.com/faribault_daily_news/news/state/article_eda40cd0-e7ee-5625-a952-6dfd71ab0d0b.html,,,20547
Syracuse,259 S. Clinton St,Onondaga,NY,US,2019-03-08,a few dozen,24,,24,,,Representatives of the Communications Workers of America union,Collective Bargaining; Against closure/relocation; Against layoffs,0,rally,0,0,0,0,1,1,https://www.syracuse.com/business/2019/03/workers-rally-in-syracuse-to-stop-call-center-job-cuts.html,,,20539
Yellow Springs,Antioch College,Greene,OH,US,2019-03-08,,,,,,,general protestors,Other; Against sexual/domestic violence,0,protest,0,0,,0,1,1,https://ysnews.com/news/2019/03/antioch-college-progress-made-after-protest,,,20897
Ann Arbor,Liberty Plaza,Wastenaw ,MI,US,2019-03-09,nearly 60,60,,60,,,Washtenaw Youth Initiative,Guns; For greater gun control,1,rally,0,0,0,0,1,1,https://www.mlive.com/news/2019/03/ann-arbor-area-teens-rally-for-stricter-gun-laws-while-remembering-parkland-shooting.html,,,20557
Cheyenne,Wyoming Supreme Court Building,Laramie,WY,US,2019-03-09,dozens,24,,24,,,general protestors,Against sexual/domestic violence; Other; International Women's Day,0,protest,0,0,0,0,1,1,https://www.wyomingnews.com/news/local_news/dozens-protest-domestic-violence-at-rally-for-women-s-rights/article_142af473-8137-5f32-8050-f978005543c8.html,,,20564
Coitsville,Maro Veterinary Services,Mahoning ,OH,US,2019-03-09,,,,,,,general protestors,Environment; Against fossil fuels,1,rally,0,0,0,0,1,1,http://www.vindy.com/news/2019/mar/08/injection-well-protest-set-saturday-coitsville/?nw,,,20544
Concord,State House,Merrimack,NH,US,2019-03-09,,,,,,,"Women's Defense League; New Hampshire Three Percenters, ProGun New Hampshire",Guns; Against greater gun control,2,rally,0,0,0,0,1,1,https://www.concordmonitor.com/Gun-rights-advocates-to-host-Statehouse-rally-24023511,,,20555
Elma,Jamison Road Volunteer Fire Company,Erie,NY,US,2019-03-09,,,,,,,general protestors,Against greater gun control; Guns,2,rally ,0,0,0,0,1,1,https://www.wgrz.com/article/news/local/weekend-gun-raffle-will-also-be-a-rally/71-8009730f-df44-4f0b-a894-7cdf4632adb5,,,20484
Gainesville,University of Florida,Alachua ,FL,US,2019-03-09,about 300,300,,300,,,Coalition of Immokalee Workers,Other; For worker rights,0,protest,0,0,0,0,1,1,https://www.alligator.org/news/three-things-to-know-about-the-boycottwendys-march/article_c8c47cda-46df-11e9-acae-87bf50e48498.html,,,20644
Harrisonburg,City Hall; Court Square,Rockingham,VA,US,2019-03-09,more than 100,100,,100,,,general protestors,Civil Rights; For women's rights; International Women's Day,0,march,0,0,0,0,1,1,https://www.whsv.com/content/news/Harrisonburg-celebrates-International-Womens-Day-506935511.html,,,20562
Hoboken,Pier A. Park,Hudson,NJ,US,2019-03-09,FB: 84,84,,84,,,Fund for a Better Waterfront,Other; For development; Park,0,rally; march,0,0,0,0,1,1,https://www.nj.com/hudson/2019/03/hobokens-union-dry-dock-battle-back-in-the-spotlight-with-rally-set-for-saturday.html,https://www.facebook.com/events/374678679777683/,,20530
Hollywood,James Leatherwood's apartment,Broward,FL,US,2019-03-09,,,,,,,general protestors,Other; Against bond; Police,0,protest,0,0,0,0,1,1,https://wsvn.com/news/local/broward-residents-protest-referendum-giving-millions-in-bonds-to-local-police/,,,20561
Indianapolis,Indiana Statehouse,Marion,IN,US,2019-03-09,more than 1000,1000,,1000,,,Red for Ed,Against systemic underfunding; Education,0,rally,0,0,0,0,1,1,https://www.newsandtribune.com/news/southern-indiana-teachers-to-rally-for-pay-increases-school-funding/article_126b5e98-3c69-11e9-97ff-73539b5345c6.html,https://www.indystar.com/story/news/education/2019/03/09/teachers-pack-indiana-statehouse-rally-better-pay/3113610002/,,
LaGrange,Lafayette Square,Troup,GA,US,2019-03-09,,,,,,,United Leaders of Georgia; Get Fed,Against violence; Other,0,march,0,0,0,0,1,1,https://www.lagrangenews.com/2019/03/02/community-march-a-good-idea/,,,
Minneapolis,West Bank,Hennepin,MN,US,2019-03-09,roughly 60,60,,60,,,Freedom Road Socialist Organization,Civil Rights; For women's rights; International Women's Day,0,rally,0,0,0,0,1,1,http://www.fightbacknews.org/2019/3/12/frso-international-women-s-day-rally-minnesota,,,20591
New Paltz,Main Street,Ulster,NY,US,2019-03-09,,,,,,,New Paltz Women in Black,Civil Rights; For women's rights; International Women's Day,0,march,0,0,0,0,1,1,https://www.dailyfreeman.com/news/local-news/new-paltz-women-in-black-organizing-march-for-international-women/article_6caa24c4-36de-11e9-a146-6f930b77dc5f.html,,,
Oakland,Fruitvale Village,Alameda,CA,US,2019-03-09,,,,,,,GABRIELA Oakland,Civil Rights; For women's rights; International Women's Day,0,rally; march,0,0,0,0,1,1,https://www.sfchronicle.com/politics/article/Bay-Area-political-events-LGBTQ-future-Dinesh-13649375.php,,,
Peoria,Gateway Building,Peroria,IL,US,2019-03-09,couple hundred,200,,200,,,general protestors,Civil Rights; For women's rights; Women's March,0,rally,0,0,0,0,1,1,https://www.pekintimes.com/news/20190309/womens-rally-draws-hardy-crowd-to-rainswept-gateway-plaza,,,20567
Prestonsburg,,Floyd,KY,US,2019-03-09,,,,,,,Floyd County Education Association,Education; Against charter schools/vouchers,0,rally,0,0,0,0,1,1,https://www.wsaz.com/content/news/Educator-group-says-they-may-push-for-Kentucky-teacher-strike-in-response-to-legislative-actions-506758691.html,,,20558
San Francisco,Civic Center Plaza,San Francisco,CA,US,2019-03-09,,,,,,,ANSWER Coalition,International; Against US intervention; Venezuela,1,rally; march,0,0,0,0,1,1,https://www.sfchronicle.com/politics/article/Bay-Area-political-events-LGBTQ-future-Dinesh-13649375.php,,,
Boulder,Naropa University,Boulder,CO,US,2019-03-10,more than 600,600,,600,,,Boulder chapters of the NAACP and Showing Up for Racial Justice,Civil Rights; For greater accountability; For racial justice; Police,1,march,0,0,0,0,1,1,http://www.dailycamera.com/news/boulder/ci_32498960/sunday-march-protest-boulder-police-confronting-black-man,https://www.facebook.com/events/329838110996859/,https://www.dailycamera.com/2019/03/10/large-crowd-calls-for-changes-in-boulder-policing-following-confrontation-with-black-man/,20540
Buffalo,Downtown Buffalo,Erie,NY,US,2019-03-10,hundreds,200,,200,,,Western New York,Civil Rights; For women's rights; International Women's Day,0,march,0,0,0,0,1,1,https://news.wbfo.org/post/downtown-buffalo-filled-international-womens-day-march,,,20576
New Albany,Bicentennial Park,Floyd,IN,US,2019-03-10,about 30,30,,30,,,Indiana Forward Campaign for Hate Crime Legislation,Civil Rights; For greater inclusion; Against white supremacy,0,rally,0,0,0,0,1,1,https://www.newsandtribune.com/news/new-albany-rally-to-support-hate-crime-bill-postponed/article_5533ffb4-3c46-11e9-8b64-ef1b50940e9a.html,https://www.newsandtribune.com/news/inclusive-hate-crimes-bill-target-of-new-albany-rally/article_18ea6b3a-4365-11e9-afe6-f7592033e7b6.html,,
New York,Times Square,New York,NY,US,2019-03-10,roughly 50,50,,50,,,World Zionist Organization,Civil Rights; For religious tolerance,0,rally,0,0,0,0,1,1,https://www.jpost.com/Diaspora/New-York-City-Rallies-Against-Anti-Semitism-Simultaneously-With-Israel-583021,,,20563
Northampton,Amherst Town Hall; Northampton City Hall,Hampshire ,MA,US,2019-03-10,around 65,65,,65,,,Amherst Regional Tibetan Association,International; Tibet; Against foreign government; China,0,march,0,0,0,0,1,1,https://www.gazettenet.com/WalkForTibet-hg-031119-24008482,,,20476
Salt Lake City,Utah State Capitol Building,Salt lake,UT,US,2019-03-10,about 100,100,,100,,,Utah Tibetan Association,International; Against foreign government; Tibet; China,0,rally,0,0,0,0,1,1,https://www.deseretnews.com/article/900059710/tibetans-in-utah-rally-to-mark-60th-anniversary-of-dalai-lamas-exile.html,,,20559
Skowhegan,Indian Sculpture,Somerset ,ME,US,2019-03-10,about 50,50,,50,,,general protestors,Sports; Native Americans; Other; For status quo,0,rally,0,0,0,0,1,1,https://www.journaltribune.com/articles/stateregional/skowhegan-indians-fans-rally-to-overturn-vote/,,,20573
Annapolis,Capitol,Anne Arundel,MD,US,2019-03-11,roughly 8500,8500,,8500,,,March for our Schools,Against systemic underfunding; Education,0,march,0,0,0,0,1,1,https://www.times-news.com/news/local_news/local-teachers-march-for-funding-in-annapolis/article_d440b6ac-4458-11e9-ac7d-8b33634af4ea.html,,,20515
Austin,Capitol,Travis,TX,US,2019-03-11,thousands,2000,,2000,,,Texas American Federation of Teachers,Education; Against systemic underfunding,0,rally,0,0,0,0,1,1,http://www.dailytexanonline.com/2019/03/11/educators-and-families-rally-for-increased-pay-for-all-school-staff,,,20566
Coldwater,Jonesville and Fiske Rds,Branch,MI,US,2019-03-11,a dozen,12,,12,,,Detroit-Windsor Farm Animal Save,For animal welfare; Other,0,vigil; protest,0,0,0,0,1,1,https://www.thedailyreporter.com/news/20190312/anti-meat-protestors-rally-outside-clemens,,,20580
James Island,Riverland Drive,Charleston,SC,US,2019-03-11,,,,,,,general protestors,Other; Transportation; Against eminent domain,0,protest,0,0,0,0,1,1,http://www.live5news.com/2019/03/11/james-island-homeowners-protest-possible-intersection/,,,20570
New York,"Ethical Culture Fieldston School, Bronx",Bronx,NY,US,2019-03-11,hundreds,200,,200,,,Students of Color Matter,Civil Rights; For racial justice,0,protest,0,0,0,0,1,1,https://www.nydailynews.com/new-york/education/ny-metro-fieldston-school-race-protest-20190311-story.html,,,20568
Phoenix,Capitol,Maricopa,AZ,US,2019-03-11,dozens,24,,24,,,ERA Task Force Arizona,Civil Rights; For women's rights; Multiday,0,march,0,0,0,0,1,1,https://www.azcentral.com/story/news/politics/legislature/2019/03/11/arizona-era-supporters-march-38-miles-push-ratification-equal-rights-amendment/3135448002/,,,20582
Redwood City,City Hall,San Mateo,CA,US,2019-03-11,,,,,,,general protestors,Other; For rent control,0,protest,0,0,0,0,1,1,https://sanfrancisco.cbslocal.com/2019/03/11/redwood-city-tenants-protections-rent-increases/,,,20586
Richmond,Capitol,Richmond ,VA,US,2019-03-11,more than 100,100,,100,,,Lamb of God; general protesters,Civil Rights; Pro-LGBTQ; Counter protest,1,protest,0,0,0,0,1,1,https://www.dailyprogress.com/news/state/kazoos-chants-drown-out-westboro-church-protest-in-richmond/article_77e754d0-4438-11e9-bdc9-affcdd62d081.html,,,20571
Richmond,Capitol,Richmond ,VA,US,2019-03-11,NA,6,,6,,,Westboro Baptist Church,Civil Rights; Anti-LGBTQ,2,protest,0,0,0,0,0,1,https://www.dailyprogress.com/news/state/kazoos-chants-drown-out-westboro-church-protest-in-richmond/article_77e754d0-4438-11e9-bdc9-affcdd62d081.html,,,20572
Salt Lake City,Capitol,Salt lake,UT,US,2019-03-11,about 20,20,,20,,,general protestors,Civil Rights; Pro-LGBTQ,1,protest,0,0,0,0,1,1,https://apnews.com/926182b2e99e41f3951d090dd08488e3,,,20578
San Diego,,San Diego,CA,US,2019-03-11,NA,20,,20,,,Save Skateworld,Other; Against closure/relocation; Business,0,march,0,0,0,0,1,1,http://www.cbs8.com/story/40107997/community-rallies-to-save-san-diegos-skateworld,,,20587
Albany,Capitol; West Capitol Park; Empire State Plaza,Albany,NY,US,2019-03-12,nearly 1000,1000,,1000,,,Green Light Campaign,Immigration; For compassionate immigration,1,protest,0,0,0,0,1,1,https://www.timesunion.com/news/article/One-thousand-rally-for-undocumented-immigrant-13683044.php,,,20491
Annapolis,Maryland House Office Building,Anne Arundel,MD,US,2019-03-12,count pic,4,,4,,,general protestors,Other; legislation,0,protest,0,0,0,0,1,1,https://wtop.com/maryland/2019/03/students-ejected-from-meeting-on-private-police-for-johns-hopkins-university/,,,
Christiansburg,Town Council,Montgomery,VA,US,2019-03-12,,,,,,,general protestors,Civil Rights; For freedom of assembly,0,protest,0,0,0,0,1,1,https://www.roanoke.com/news/local/christiansburg/amid-some-protesters-christiansburg-passes-new-picketing-ordinance/article_e55e3444-dca7-518f-bf9b-6585687a342f.html,,,20601
Detroit,US District Court,Wayne,MI,US,2019-03-12,,,,,,,general protestors,Immigration; For compassionate immigration,1,protest,0,0,0,0,1,1,https://www.woodtv.com/news/grand-rapids/activists-rally-for-gr-man-mom-detained-by-ice/1844109997,,,20579
Frankfort,Capitol,Franklin,KY,US,2019-03-12,several hundred,300,,300,,,NCAE; NEA,Against systemic underfunding; Education; Against charter schools/vouchers,0,protest,0,0,0,0,1,1,http://nsjonline.com/article/2019/03/teachers-group-planning-another-protest-on-may-1/,,,20585
Gardnerville,Douglas County Community and Senior Center,Douglas ,NV,US,2019-03-12,,,,,,,general protestors,Against greater gun control; Guns,2,rally,0,0,0,0,1,1,https://www.recordcourier.com/news/second-gun-background-check-rally-set-for-march-12/,https://www.recordcourier.com/news/the-march-13-r-c-morning-report-2/,,
Indianapolis,College Ave,Marion ,IN,US,2019-03-12,more than 40,40,,40,,,general protestors,Other; Against public transportation,0,protest,0,0,0,0,1,1,https://www.wishtv.com/news/local-news/construction-of-red-line-bus-lane-along-college-avenue-incites-broad-ripple-protest/1844353867,,,20589
New York,Castle Bridge School,New York ,NY,US,2019-03-12,roughly 50,50,,50,,,Castle Bridge School,Families; For compassionate immigration; Immigration,1,rally,0,0,0,0,1,1,https://www.chalkbeat.org/posts/ny/2019/03/12/new-york-city-school-hosts-rally-after-customs-and-border-protection-agents-cause-fear-in-neighborhood/,,,20590
Newark,Military Park,Essex,NJ,US,2019-03-12,about a dozen,12,,12,,,general protestors,Against hazardous conditions; Environment; Water,0,protest,0,0,0,0,1,1,https://www.nj.com/essex/2019/03/newark-protests-lead-water-in-wealthy-bergen-county-they-would-not-stand-for-this.html,,,20600
Phoenix,Capitol,Maricopa,AZ,US,2019-03-12,about 60,60,,60,,,Living United for Change in Arizona (LUCHA),For higher minimum wage; Other,1,protest,0,0,0,0,1,1,https://www.azcentral.com/story/news/politics/legislature/2019/03/12/protesters-decry-arizona-bill-pay-young-people-lesser-minimum-wage/3140754002/,,,20583
Sacramento,City Council,Sacramento,CA,US,2019-03-12,count vid,1,,1,,,general protestors,Civil Rights; For racial justice; For greater accountability; Police,1,protest,0,0,0,0,1,1,https://www.sacbee.com/news/local/article227472644.html,,,20584
Saint Paul,"Bishop Henry Whipple Building, 1 Federal Dr",Ramsey,MN,US,2019-03-12,,,,,,,Interfaith Coalition on Immigration,"in solidarity with migrant detainees, against inhumane detention practices, against expansion of ICE facility in Sherburne",1,vigil,,,,,1,1,https://mnicom.org/programs/vigils/,https://mnicom.org/2019/03/07/march-2019-vigil/,,second Tuesday of every month
San Bernardino,San Bernardino County Government building,San Bernardino,CA,US,2019-03-12,a couple hundred,200,,200,,,In-Home Supportive Service Providers,Collective Bargaining; For better compensation,0,rally,0,0,0,0,1,1,http://www.sbsun.com/caregiver-rally-temporarily-blocks-traffic-outside-san-bernardino-county-supervisors-meeting,,,20574
Santa Fe,New Mexico State Capitol,,NM,US,2019-03-12,about 98,98,,98,,,Cowboys for Trump,"for President Trump, for patriotism, for Second Amendment rights, against illegal immigration",2,demonstration,0,0,0,0,1,1,https://apnews.com/article/2022-midterm-elections-presidential-government-and-politics-election-2020-13bb35849573513b1d1d0e95f6fee9e3,https://www.newsweek.com/donald-trump-cowboys-trump-nationwide-tour-border-security-1365193,,
Tallahassee,Florida State Senate,Leon,FL,US,2019-03-12,,,,,,,general protestors,Civil Rights; For women's rights,0,rally,0,0,0,0,1,1,https://www.wctv.tv/content/news/Women-rally-for-ratification-of-Equal-Rights-Amendment-507053431.html,,,20581
Ann Arbor,University of Michigan,Washtenaw,MI,US,2019-03-13,around 20,20,,20,,,IYSSE,Civil Rights; Against imprisonment,0,protest,0,0,0,0,1,1,https://www.michigandaily.com/section/campus-life/iysse-calls-release-whistleblower-chelsea-manning-diag-demonstration,,,20712
Berkeley,UC Berkeley,Alameda,CA,US,2019-03-13,about 60 to 70,60,,60,,,UC-AFT,Collective Bargaining; For better compensation,0,protest,0,0,0,0,1,1,http://www.dailycal.org/2019/03/13/uc-berkeley-librarians-hold-protest-amid-contract-negotiations/,,,20620
Berkeley,Sproul Plaza,Alameda,CA,US,2019-03-13,about 250,25,,25,,,INC-RRC,Other; Against development,0,protest,0,0,0,0,1,1,http://www.dailycal.org/2019/03/13/construction-of-telescope-on-hawaiian-volcano-faces-opposition-from-sproul-plaza-protest/,,,20621
Berkeley,Berkeley Unified School District,Alameda,CA,US,2019-03-13,hundreds,200,,200,,,general protestors,Collective Bargaining; For better compensation,0,protest,0,0,0,0,0,1,http://www.dailycal.org/2019/03/14/hundreds-of-berkeley-school-district-teachers-demonstrate-school-board-passes-budget-cuts/,,,20650
Cambridge,Harvard Yard,Middlesex,MA,US,2019-03-13,hundreds,200,,200,,,general protestors,Other; Against sexual/domestic violence,0,protest,0,0,0,0,1,1,http://www.cambridgeday.com/2019/03/13/protesters-press-harvard-on-metoo-issues-citing-surge-in-complaints-made-in-past-year/,,,20611
Chicago,City Hall,Cook,IL,US,2019-03-13,,,,,,,#NoCopAcademy; Black Lives Matter,Civil Rights; For greater accountability; For racial justice; Police,1,protest,0,0,0,0,1,1,https://chicago.suntimes.com/news/lincoln-yards-cop-police-fire-training-academy-city-council-vote/,,,20598
Frankfort,Capitol,Franklin,KY,US,2019-03-13,hundreds,200,,200,,,Voting Rights Coalition,Civil Rights; For greater access; Voting,0,rally,0,0,0,0,1,1,https://www.wtvq.com/2019/03/13/hundreds-rally-felon-voting-rights/,,,20606
Frankfort,Capitol,Franklin,KY,US,2019-03-13,,,,,,,JCPS teachers,Against systemic underfunding; Education; Against charter schools/vouchers,0,rally,0,0,0,0,0,1,https://www.wdrb.com/news/education/jcps-teachers-rally-in-frankfort-during-th-sick-out-in/article_49eb0024-45a8-11e9-9208-f76c10813d18.html,,,20609
Los Angeles,Hall of Justice,Los Angeles,CA,US,2019-03-13,,,,,,,Black Lives Matter LA,"against police brutality, for police accountability, Black Lives Matter, against District Attorney Jackie Lacey",1,protest,,,,,1,1,https://www.cnn.com/2020/07/10/us/jackie-lacey-la-da-black-lives-matter/index.html,https://www.newyorker.com/magazine/2020/11/16/after-years-of-protests-every-wednesday-la-activists-welcome-a-new-da,,
Montpelier,Vermont Statehouse,Washington,VT,US,2019-03-13,hundreds,200,,200,,,general protestors,For child care; Education,0,rally,0,0,0,0,1,1,https://www.wcax.com/content/news/Hundreds-rally-to-support-Vermont-children-families-507104121.html,,,20594
New York,East Village,New York,NY,US,2019-03-13,,,,,,,general protestors,Other; For rent control,0,protest,0,0,0,0,1,1,https://pix11.com/2019/03/13/east-village-residents-rally-against-landlord-with-attorney-general-letitia-james/,,,20593
New York,Fox News Headquarters,New York ,NY,US,2019-03-13,about 150,150,,150,,,Media Matters,Civil Rights; For women's rights; Business; For racial justice,0,protest,0,0,0,0,0,1,https://www.washingtonpost.com/arts-entertainment/2019/03/13/advertisers-ditch-tucker-carlson-jeanine-pirros-fox-news-shows-protesters-urge-companies-join-them/,,,20602
Portland,overpasses,Multnomah,OR,US,2019-03-13,,,,,,,Oregon Education Association,Against systemic underfunding; Education,0,rally,0,0,0,0,1,1,http://katu.com/news/local/oregon-educators-will-rally-on-overpasses-wednesday,,,20596
Salem,Capitol,Marion ,OR,US,2019-03-13,,,,,,,Oregon Virtual Public Schools Alliance,Education; For charter schools,0,rally,0,0,0,0,1,1,http://katu.com/news/local/parents-and-students-who-take-classes-online-plan-rally-at-oregon-capitol,,,20595
St. Paul,Capitol,Ramsey,MN,US,2019-03-13,hundreds,200,,200,,,general protestors,For greater gun control; Guns,0,rally,0,0,0,0,1,1,https://www.twincities.com/2019/03/13/mn-gun-control-advocates-rally-at-capitol-to-pressure-gop-led-senate-to-take-up-bills/,,,20610
Walnut,Mt. San Antonio College,Los Angeles,CA,US,2019-03-13,more than 150,150,,150,,,general protestors,Collective Bargaining; For pensions,0,protest,0,0,0,0,1,1,http://www.sgvtribune.com/mt-san-antonio-college-teachers-protest-proposed-health-insurance-switch,,,20722
Washington,,DC,DC,US,2019-03-13,,,,,,,general protestors,Executive; Against advisor,0,protest,,,,,1,1,https://curated.tncontentexchange.com/politics/manafort-s-lawyer-heckled-by-protesters-liar/video_57b37ba3-b616-576c-9e3a-9432d093a39c.html,,,20604
Dayton,Dayton High School,Yamhill,OR,US,2019-03-14,,,,,,,general protestors,Education; Against firing/reassignment,0,protest,0,0,0,0,1,1,https://newsregister.com/article?articleTitle=students-protest-on-behalf-of-principal--1552612362--32532--news,,,20627
Detroit,Cobo Center,Wayne,MI,US,2019-03-14,,,,,,,general protestors,Immigration; Against border wall; Counter protest,1,protest,0,0,0,0,1,1,https://www.freep.com/story/news/local/michigan/detroit/2019/03/14/steve-bannon-detroit/3169154002/,,,20603
Detroit,Cobo Center,Wayne,MI,US,2019-03-14,about 600,600,,600,,,We Build the Wall Inc.,Immigration; For border wall,2,rally,0,0,0,0,0,1,https://www.freep.com/story/news/local/michigan/detroit/2019/03/14/steve-bannon-detroit/3169154002/,,,20715
Escondido,Escondido Union School District Board,San Diego,CA,US,2019-03-14,hundreds,200,,200,,,general protestors,Collective Bargaining; For better compensation,0,protest,0,0,0,0,1,1,https://fox5sandiego.com/2019/03/15/hundreds-of-teachers-protest-for-better-pay-in-north-county/,,,20653
