CityTown,Location,County,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.
Grand Rapids,Van Andel Arena,Kent ,MI,US,2019-03-28,thousands,2000,,2000,,,general protestors,"For President Trump, campaign rally",2,rally,0,0,0,0,0,1,https://www.hollandsentinel.com/news/20190328/thousands-line-up-early-for-grand-rapids-trump-rally,,,feat. President Trump
Holland,Centennial Park,Ottawa ,MI,US,2019-03-28,Handful; count pic,11,,11,,,general protestors,Guns; For greater gun control,1,protest,0,0,0,0,1,1,https://www.hollandsentinel.com/news/20190328/holland-students-protest-against-gun-violence,,,20895
Klamath Falls,Jordan Cove offices,Douglas ,OR,US,2019-03-28,about 35,35,,35,,,Klamath Indivisible,Against fossil fuels; Environment,1,protest,0,0,0,0,1,1,https://www.heraldandnews.com/news/local_news/pipeline-protest-draws-small-hearty-crowd/article_b69f5d65-eb6a-5b37-9299-e4c95ba31cdb.html,,,20865
Miami,City Hall,Miami-Dade ,FL,US,2019-03-28,,,,,,,general protestors,Other; Against development,0,protest,0,0,0,0,1,1,https://wsvn.com/news/local/activists-protest-1b-little-haiti-development-ahead-of-commission-vote/,,,20889
New York,City Hall,New York,NY,US,2019-03-28,dozens,24,,24,,,general protestors,Other; Against regulation,0,rally,0,0,0,0,1,1,https://newyork.cbslocal.com/2019/03/28/furriers-protest-proposed-fur-sale-ban/,,,20896
New York,"Borough Park, Brooklyn",Kings,NY,US,2019-03-28,hundreds,200,,200,,,general protestors,International; For Palestine; Israel,1,protest,0,0,0,0,0,1,https://www.nydailynews.com/new-york/brooklyn/ny-protests-outside-kalman-yeger-offices-20190329-3uvjjjdu35akvbjhnp6raap5qm-story.html,,,20913
New York,"Borough Park, Brooklyn",Kings ,NY,US,2019-03-28,hundreds,200,,200,,,general protestors,International; Israel; For Israel; Counter protest,2,counterprotest,0,0,0,0,0,1,https://www.nydailynews.com/new-york/brooklyn/ny-protests-outside-kalman-yeger-offices-20190329-3uvjjjdu35akvbjhnp6raap5qm-story.html,,,20914
Philadelphia,Philadelphia School Board,Philadelphia ,PA,US,2019-03-28,,,,,,,Philadelphia Student Union,Education; Against monitoring; Police,0,protest,0,0,0,0,1,1,https://6abc.com/education/students-protest-after-school-board-votes-in-favor-of-metal-detectors/5222946/,,,20902
Phoenix,Sky Harbor International Airport,Maricopa,AZ,US,2019-03-28,dozens,24,,24,,,general protestors,Collective Bargaining; For better compensation,0,protest,0,0,0,0,1,1,https://www.azcentral.com/story/news/local/phoenix-breaking/2019/03/28/dozens-picketers-sky-harbor-protest-american-airlines-contract-stance/3302645002/,,,20905
Rome,Strough Middle School,Oneida ,NY,US,2019-03-28,,,,,,,general protestors,Education; Against budget; Against layoffs; Collective Bargaining,0,protest,0,0,0,0,1,1,https://www.localsyr.com/news/major-cuts-proposed-at-rome-city-school-district-teachers-rally_20190328223342/1884119537,,,20890
Rotterdam,Draper Middle School,Schenectady ,NY,US,2019-03-28,,,,,,,general protestors,Against budget; Education,0,rally,0,0,0,0,1,1,https://dailygazette.com/article/2019/03/28/mohonasen-parents-students-rally-for-more-state-aid,,,20911
Sacramento,State Capitol,Sacramento,CA,US,2019-03-28,more than 200,200,,200,,,Informed Parents of California,Education; Against curriculum changes,0,rally,0,0,0,0,1,1,https://www.sacbee.com/news/local/education/article228532414.html,,,20893
Washington,Embassy of Denmark,DC,DC,US,2019-03-28,more than 100,100,,100,,,Resist Rockwool,Environment; Against hazardous conditions; Business,0,protest,20,0,0,0,1,1,https://www.journal-news.net/journal-news/jefferson-county-protesters-arrested-in-washington-d-c/article_e9e7e2be-d023-53ed-909b-2c623cd8e3f0.html,,,20888
Washington,Capitol Hill,DC,DC,US,2019-03-28,several,3,,3,,,"Greenpeace, Clean Water Fund, Environment America and Public Citizen",Executive; Against cabinet nomination,1,protest,0,0,0,0,0,1,https://www.washingtonpost.com/politics/swamp-creatures-silently-protest-at-confirmation-hearing-of-trump-interior-pick/2019/03/28/8e9f2d98-5193-11e9-a3f7-78b7525a8d5f_story.html,,,20906
West Nyack,Palisades Center Mall,Rockland ,NY,US,2019-03-28,,,,,,,general protestors,Other; Against vaccines,0,protest,0,0,0,0,1,1,http://longisland.news12.com/story/40215240/li-mother-joins-rally-to-support-parents-who-dont-vaccinate-kids,,,20904
Gustavus,,Gustavus ,AK,US,2019-03-29,more than 80,80,,80,,,students,Against climate change; Environment; Climate Strike,0,march,0,0,0,0,1,1,https://www.juneauempire.com/news/third-graders-organize-climate-march/,,,20923
Naples,Golden Gate Estates,Collier,FL,US,2019-03-29,dozens,24,,24,,,general protestors,Against development; Other,0,protest,0,0,0,0,1,1,http://www.nbc-2.com/story/40221313/golden-gate-estates-residents-against-bus-barn-in-neighborhood,,,20910
Palm Desert,College of the Desert,Riverside ,CA,US,2019-03-29,dozens,24,,24,,,College of the Desert adjunct faculty members,Collective Bargaining; For better compensation,0,protest,0,0,0,0,1,1,https://www.desertsun.com/story/news/education/2019/03/29/college-desert-adjuncts-protest-unfair-pay/3301044002/,,,20917
Philadelphia,Community College of Philadelphia,Philadelphia ,PA,US,2019-03-29,,,,,,,American Federation of Teachers,Collective Bargaining; For better compensation,0,rally,0,0,0,0,1,1,https://6abc.com/education/community-college-of-philadelphia-staff-faculty-rally-ahead-of-potential-strike/5225186/,,,20916
Pittsburgh,East End,Allegheny ,PA,US,2019-03-29,about 50,50,,50,,,general protestors,Civil Rights; For racial justice; For greater accountability; Police,1,protest,0,0,0,0,1,1,https://triblive.com/local/pittsburgh-allegheny/officials-friday-evening-protest-peaceful-in-pittsburghs-east-end/,,,20926
Atlanta,DeKalb Avenue,Fulton,GA,US,2019-03-30,,,,,,,general protestors,Other; Against hazardous conditions; Transportation,0,march,0,0,0,0,1,1,https://www.wsbtv.com/news/local/neighbors-march-to-demand-officials-make-busy-road-safer-for-pedestrians/935632305,,,20924
Bend,Drake Park,Deschutes,OR,US,2019-03-30,about a hundred,100,,100,,,general protestors,Other; Against vaccines,0,protest,0,0,0,0,1,1,http://www.bendbulletin.com/localstate/7051671-151/opponents-of-vaccination-bill-march-through-bend,,,20929
Dilley,South Texas Residential Family Facility,Frio,TX,US,2019-03-30,,,,,,,general protestors,Families; For compassionate immigration; Immigration,1,protest,0,0,0,0,1,1,https://abcnews.go.com/US/coalition-wwii-japanese-american-internment-camp-survivors-stage/story?id=62039367,,,20927
El Paso,corner of Santa Fe St and West Overland Ave,El Paso,TX,US,2019-03-30,,,,,,,El Paso GOP,Executive; For president; Against candidate,2,rally,0,0,0,0,1,1,https://www.elpasotimes.com/story/news/politics/elections/2019/03/27/beto-rally-el-paso-gop-have-donald-trump-support-rally-block-away-downtown/3289957002/,,,20875
Eugene,,Lane ,OR,US,2019-03-30,,,,,,,general protestors,Other; Against vaccines,0,protest,0,0,0,0,1,1,https://www.statesmanjournal.com/story/news/local/mid-valley/2019/03/30/oregon-anti-vax-house-bill-salem-rally/3315054002/,,,20931
Lubbock,University Avenue,Lubbock,TX,US,2019-03-30,nearly 100,100,,100,,,Lubbock César E. Chávez Commemoration Committee of Los Hermanos Familia,For worker rights; Cesar Chavez; Other,0,march,0,0,0,0,1,1,https://www.lubbockonline.com/news/20190330/lubbocks-20th-annual-cxe9sar-chxe1vez-march-focuses-on-courage-within,,,20934
Medford,,Jackson,OR,US,2019-03-30,,,,,,,general protestors,Other; Against vaccines,0,protest,0,0,0,0,1,1,https://www.statesmanjournal.com/story/news/local/mid-valley/2019/03/30/oregon-anti-vax-house-bill-salem-rally/3315054002/,,,20932
Minneapolis,Senator Amy Klobuchar's office,Hennepin,MN,US,2019-03-30,NA,30,,30,,,MN Anti-War Committee,International; Against US intervention; Venezuela,1,protest,0,0,0,0,1,1,http://www.fightbacknews.org/2019/3/19/minnesotans-protest-senator-klobuchar-s-pro-war-record,,,20765
Nashua,,Hillsborough,NH,US,2019-03-30,hundreds,200,,200,,,general protestors,Healthcare; Against opioid epidemic,0,march,0,0,0,0,1,1,https://www.wmur.com/article/hundreds-march-to-bring-awareness-to-opioid-issue/26996409,,,20933
North Franklin,Regal Cinema,Washington,PA,US,2019-03-30,about 20 ,20,,20,,,general protestors,Civil Rights; For racial justice; Against violence,0,protest,0,0,0,0,1,1,https://observer-reporter.com/news/localnews/protesters-rally-outside-north-franklin-cinema-where-teen-was-shot/article_fcbfd738-531d-11e9-a7a5-331cbb33f34c.html,,,20925
Portland,Terry Schrunk Federal Plaza,Multnomah,OR,US,2019-03-30,,,,,,,general protestors,Other; Against vaccines,0,protest,0,0,0,0,1,1,https://www.kgw.com/article/news/families-rally-against-vaccination-bill/283-e841038f-26f4-45fe-9273-0bb0632758e2,,,20928
Sacramento,Southside Park,Sacramento,CA,US,2019-03-30,,,,,,,general protestors,Other; For worker rights; Cesar Chavez,0,march,0,0,0,0,1,1,https://www.sacbee.com/article228646879.html,,,20922
Salem,Capitol,Marion,OR,US,2019-03-30,more than 50 adults and about 20 children,70,,70,,,general protestors,Other; Against vaccines,0,protest,0,0,0,0,1,1,https://www.statesmanjournal.com/story/news/local/mid-valley/2019/03/30/oregon-anti-vax-house-bill-salem-rally/3315054002/,,,20930
San Antonio,Hemisfair Park,Bexar,TX,US,2019-03-30,hundreds,200,,200,,,general protestors,For compassionate immigration; For worker rights; Immigration; Cesar Chavez,1,march,0,0,0,0,1,1,https://www.expressnews.com/news/local/article/Hundreds-march-to-commemorate-civil-rights-13729249.php,,,20935
San Francisco,Mission District,San Francisco,CA,US,2019-03-30,more than 100,100,,100,,,general protestors,International; Israel; For Palestine,1,march,0,0,0,0,1,1,https://www.sfchronicle.com/bayarea/article/Protesters-march-through-the-Mission-to-point-out-13729206.php,,,20936
Anchorage,Anchorage Town Square,Anchorage,AK,US,2019-03-31,,,,,,,Transgender Leadership Alaska,civil rights; for transgender rights,1,rally,0,0,0,0,1,1,https://www.ktuu.com/content/news/Transgender-Leadership-Alaska-hosts-local-rally-for-International-Transgender-Day-of-Visibility-507923521.html,,,
Battle Ground,,Clark ,WA,US,2019-03-31,,,,,,,Patriot Prayer,Guns; Against greater gun control,2,rally,0,0,0,0,1,1,http://katu.com/news/local/patriot-prayer-protest-permit-challenged-in-battle-ground,,,20920
Fort Myers,intersection of Daniels Parkway and US 41,Lee,FL,US,2019-03-31,between 50 and 100,50,,100,,,general protestors,Immigration; For compassionate immigration,1,rally,0,0,0,0,1,1,https://www.news-press.com/story/news/2019/04/01/fort-myers-rally-highlights-plight-migrant-children/3202102002/,,,
Fresno,River Park,Fresno,CA,US,2019-03-31,about 40 ,40,,40,,,general protestors,Civil Rights; For transgender rights,1,rally,0,0,0,0,1,1,https://www.fresnobee.com/news/local/article228892954.html,,21121,
Great Neck,Village Green,Nassau,NY,US,2019-03-31,,,,,,,Grassroots Committee to Fight Antisemitism and Hate,For religious tolerance; Civil Rights,0,rally,0,0,0,0,1,1,https://theislandnow.com/great_neck/great-neck-to-rally-against-anti-semitism-and-hate/,,,20843
New Bedford,,Bristol ,MA,US,2019-03-31,,,,,,,general protestors,Immigration; For compassionate immigration,1,march,0,0,0,0,1,1,https://www.worcestermag.com/news/20190322/watch-immigrant-march-in-worcester-for-drivers-license-legislation,,,20812
