CityTown,Location,County,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,,,
San Francisco,Civic Center Plaza,,CA,US,2019-01-26,count video,3000,,5000,,,Walk for Life West Coast,"against abortion, for Christian values",2,march; rally,0,0,0,0,1,1,https://www.walkforlifewc.com/official-walk-for-life-west-coast-video-walter-hoye-on-fire/,https://mastodon.lol/@Maggiemayhem/109600322759616708,https://www.walkforlifewc.com/offiocial-walk-for-life-west-coast-video-fr-shenan-boquet/,,,,
Sweetwater,Ruben Dario Park,Maimi-Dade,FL,US,2019-01-26,close to 500,500,,500,,,Nicaraguans,againt Nicaraguan President Daniel Ortega,0,march,0,0,0,0,1,1,http://www.wlrn.org/post/we-are-winning-because-we-are-together-nicaraguans-south-florida-protest-against-ortega,,,,,,
Warwick,T.F. Green Airport,Kent,RI,US,2019-01-26,,,,,,,federal workers,want long-term solution to paying federal workers,0,rally,0,0,0,0,1,1,https://turnto10.com/news/local/federal-workers-in-ri-protest-government-shutdown,,,,,,
Washington,In front of the White House,DC,DC,US,2019-01-26,hundreds,200,,200,,,general protestors ,against the attempted coup d’etat set in motion by the United States in Venezuela,0,protest,0,0,0,0,1,1,https://www.liberationnews.org/dc-activists-rally-to-condemn-attempted-us-coup-in-venezuela/,,,,,,
State College ,Allen Street Gates,Centre,PA,US,2019-01-28,more than 50,50,,50,,,general protestors ,gun reform; end gun violence,0,vigil,0,0,0,0,1,1,https://www.centredaily.com/latest-news/article225193565.html,,,,,,
Flagstaff,In front of the Law Enforcement Administrative Facility,Coconino,AZ,US,2019-01-29,count pic,18,,18,,,Friends and family of Jose Montolongo,Immigration; Against ICE,1,protest,0,0,0,0,1,1,https://azdailysun.com/news/jose-montolongo-protest/collection_aa7193e9-0507-52a5-9cf8-b284d81b294e.html,,,,,,
Fort Lauderdale,Outside of Roger Stone's Fort Lauderdale home ,Broward,FL,US,2019-01-29,couple dozen ,24,,24,,,general protestors ,In support of Roger Stone ,0,rally,0,0,0,0,1,1,https://wsvn.com/news/local/around-two-dozen-people-rally-outside-the-home-of-roger-stone/,,,,,,
Los Angeles,Hall of Justice,Los Angeles,CA,US,2019-01-30,,,,,,,Black Lives Matter LA,"against police brutality, for police accountability, Black Lives Matter, against District Attorney Jackie Lacey",1,protest,,,,,1,1,https://www.cnn.com/2020/07/10/us/jackie-lacey-la-da-black-lives-matter/index.html,https://www.newyorker.com/magazine/2020/11/16/after-years-of-protests-every-wednesday-la-activists-welcome-a-new-da,,,,,
St. Louis,City hall,Gratiot,MO,US,2019-01-30,about 15,15,,15,,,"Elad Gross, Democratic candidate for Missouri Attorney General",For homeless residents; Other,0,protest,0,0,0,0,1,1,https://www.semissourian.com/story/2585179.html,,https://www.stltoday.com/news/local/metro/dangerous-cold-across-st-louis-heats-up-debate-on-homeless/article_75d58fc8-9520-54b1-af2e-a626e3d347b5.html,,,,
Charleston,West Virginia Senate Chamber,Kanawha,WV,US,2019-01-31,nearly 200,200,,200,,,Our Students First for Public Education,Education; Against charter schools/vouchers; Against systemic underfunding education; Against charter schools/vouchers,1,protest,0,0,0,0,1,1,https://www.journal-news.net/journal-news/teachers-rally-against-education-omnibus-at-capitol/article_75d93ed6-246c-5189-94a9-6ea974cacf95.htmlhttps://www.register-herald.com/news/our-students-first-rally-planned-to-oppose-omnibus-education-bill/article_5eee706a-c3f7-56f2-af7e-30a92ab896a9.html,,,,,,
Columbia,South Carolina State House,Richland,SC,US,2019-01-31,,,,,,,Lowcountry Students for Political Action,"advocating to close the ""Charleston Loophole"", for gun control",1,rally,0,0,0,0,1,1,https://www.live5news.com/2019/01/05/students-prepare-columbia-rally-close-charleston-loophole/,,,,,,
El Paso,ICE's El Paso Processing Center,El Paso,TX,US,2019-01-31,nearly 30; na,11,,30,,,asylum seekers,against detention and inhumane treatment,1,hunger strike,0,0,0,0,1,1,https://apnews.com/c4b201dac8bf48eba17485a5c357b810,,,gone on for weeks,,,
Fresno,March started outside the U.S. Immigrations and Customs Enforcement facility on L Street and ended at Sen. Dianne Feinstein’s office at the federal courthouse on Tulare Street,Fresno,CA,US,2019-01-31,about 25,25,,25,,,general protestors ,Immigration; For compassionate immigration,1,protest/march,0,0,0,0,1,1,https://www.fresnobee.com/news/local/article225321780.html,,,,,,
Los Angeles,Outside LA fitness gym on Sunset Boulevard,Los Angeles,CA,US,2019-01-31,,,,,,,Black Lives Matter L.A,Civil Rights; For racial justice,0,protest,0,0,0,0,1,1,https://www.latimes.com/local/lanow/la-me-ln-lapd-black-lives-matter-protest-20190201-story.html,,,,,,
Oakland,Outtside City Hall,Alameda,CA,US,2019-01-31,,200,,200,,,Union and City employees,Collective Bargaining; For better compensation,0,protest,0,0,0,0,1,1,https://www.sfchronicle.com/bayarea/article/Oakland-city-workers-rally-outside-City-Hall-13578995.php,,,,,,
Seattle,Moore theatre,King,WA,US,2019-01-31,several dozen,24,,24,,,general protestors,Other; Campaign; Against candidate,0,protest,0,0,0,0,1,1,http://westchester.news12.com/story/39888980/hometown-protest-and-fans-greet-schultz-as-he-eyes-2020-bid,,,,,,
Seattle,Washington Middle School,King,WA,US,2019-01-31,,,,,,,Students at Washington Middle School,Education; For greater funding,0,protest,0,0,0,0,1,1,https://www.kiro7.com/news/local/students-at-washington-middle-school-walked-out-of-class-to-protest-budget-cuts/912724476,,,,,,
St. Louis,Washington University,Gratiot,MI,US,2019-01-31,,,,,,,Washington University Graduate Workers Union,Collective Bargaining; For higher minimum wage,,,0,0,0,0,1,1,http://www.studlife.com/?p=95134,,,,,,
