CityTown,Location,County,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,,,,
San Diego,Outside County Administration Building,San Diego,CA,US,2019-02-18,more than 250,250,,250,,,MoveOn; San Diego Indivisible,Against Trump's national emergency declaration,1,protest,0,0,0,0,1,1,https://www.crisisresponse.us/event/crisis-response/124548/signup/,http://www.cbs8.com/story/39982759/san-diegans-protest-trumps-national-emergency-declaration?utm_campaign=trueAnthem:+New+Content+(Feed)&utm_content=5c6b1e9e64e54b0001b5195f&utm_medium=trueAnthem&utm_source=twitter,,,,,,
San Diego,Outside County Administration Building,San Diego,CA,US,2019-02-18,nearly a dozen,12,,12,,,general protestors,pro-Trump counter-protest,2,protest,0,0,0,0,1,1,http://www.cbs8.com/story/39982759/san-diegans-protest-trumps-national-emergency-declaration?utm_campaign=trueAnthem:+New+Content+(Feed)&utm_content=5c6b1e9e64e54b0001b5195f&utm_medium=trueAnthem&utm_source=twitter,https://www.10news.com/news/local-news/san-diego-protesters-rally-against-national-emergency-declaration,,,,,,
San Francisco,Federal Building; 90 7th Street,San Francisco,CA,US,2019-02-18,FB: 165,165,,300,,,Indivisible SF,Against Trump's national emergency declaration,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/371623146774299/,https://www.mercurynews.com/2019/02/18/demonstrators-protest-trumps-emergency-declaration/,,,,,,
San Jose,Stevens Creek Blvd. & Winchester Blvd. intersection,Santa Clara,CA,US,2019-02-18,more than 200,200,,200,,,MoveOn ,Against Trump's national emergency declaration,1,protest,0,0,0,0,1,1,https://www.indybay.org/newsitems/2019/02/16/18821209.php,https://www.mercurynews.com/2019/02/18/demonstrators-protest-trumps-emergency-declaration/,,,,,,
San Mateo,In front of Bank of America Financial Center,San Mateo,CA,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/124510/signup/,,,,,,,
San Rafael,City Plaza between 4th & 5th,Marin,CA,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/16326/signup/,,,,,,,
Sandpoint,Bonner County Courthouse,Bonner,ID,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/124657/signup/,,,,,,,
Santa Barbara,De La Guerra Plaza,Santa Barbara,CA,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/16228/signup/,https://www.vcstar.com/story/news/local/2019/02/18/trumps-emergency-declaration-border-wall-angers-local-protesters/2905938002/,,,,,,
Saranac Lake,Riverside Park sidewalks near street,Clinton,NY,US,2019-02-18,a few dozen,36,,36,,,MoveOn,Against Trump's national emergency declaration,1,protest,0,0,0,0,1,1,https://www.crisisresponse.us/event/crisis-response/124561/signup/,https://www.northcountrypublicradio.org/news/story/38076/20190219/north-country-protesters-see-dangerous-power-grab-in-trump-s-national-emergency,,,,,,
Sarasota,Rep. Vern Buchanan's Office,Sarasota,FL,US,2019-02-18,count pic,5,,5,,,general protestors,Against Trump's national emergency declaration,1,protest,0,0,0,0,1,1,https://www.heraldtribune.com/news/20190218/sarasota-protesters-slam-trump-for-golfing-after-emergency-declaration,,,,,,,
Seattle,Capitol Hill’s Volunteer Park,King,WA,US,2019-02-18,hundreds,200,,200,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://twitter.com/MichaelKIRO7/status/1097683497039192064,http://www.capitolhillseattle.com/2019/02/hundreds-in-volunteer-park-rally-against-trumps-immigration-emergency-another-protest-on-capitol-hill-coming-this-week/,,,,,,
Sequim,Intersection of N. Sequim Ave. & E. Washington St.,Clallam,WA,US,2019-02-18,more than 100,100,,100,,,Indivisible Sequim; MoveOn,Against Trump's national emergency declaration,1,protest,0,0,0,0,1,1,https://www.crisisresponse.us/event/crisis-response/124465/signup/,http://www.peninsuladailynews.com/news/news-briefs-presidents-day-protest-planned-and-other-items/,http://www.sequimgazette.com/news/sequim-residents-join-national-border-wall-protest/,,,,,
Shelbyville,Shelbyville Courthouse Square,Bedford,TN,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/17564/signup/,,,,,,,
Sherman,Grayson County Courthouse,Grayson,TX,US,2019-02-18,around 10,10,,10,,,MoveOn; Grayson County Democratic Party; Indivisible Sherman,Against Trump's national emergency declaration,1,protest,0,0,0,0,1,1,https://www.crisisresponse.us/event/crisis-response/17581/signup/,https://www.heralddemocrat.com/news/20190218/locals-protest-emergency-declaration,,,,,,
Sherman,Grayson County Courthouse,Grayson,TX,US,2019-02-18,,,,,,,general protestors,pro-Trump counter-protest,2,protest,,,,,0,1,https://www.heralddemocrat.com/news/20190218/locals-protest-emergency-declaration,,,,,,,
Sherman Oaks,Sherman Oaks Galleria,Los Angeles,CA,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/16147/signup/,,,,,,,
Sierra Madre,Kersting Court,Los Angeles,CA,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/124472/signup/,,,,,,,
Simi Valley,1445 E LOS ANGELES Ave. Simi Valley. Office of Congresswoman Katie Hill,Ventura,CA,US,2019-02-18,nearly 70,70,,70,,,Indivisible Simi Valley,Against Trump's national emergency declaration,1,protest,0,0,0,0,1,1,https://www.crisisresponse.us/event/crisis-response/124492/signup/,https://www.vcstar.com/story/news/local/2019/02/18/trumps-emergency-declaration-border-wall-angers-local-protesters/2905938002/,,,,,,
Sonoma,Sonoma Plaza,Sonoma,CA,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/124506/signup/,,,,,,,
Sonora,Courthouse Park,Tuolumne,CA,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/124648/signup/,,,,,,,
South Bend,outside Senator Mike Braun's Office South Bend,St. Joseph,IN,US,2019-02-18,count video,34,,34,,,The Indivisible Project,Against Trump's national emergency declaration,1,protest,0,0,0,0,1,1,https://www.crisisresponse.us/event/crisis-response/16741/signup/,https://wsbt.com/news/local/protest-held-in-south-bend-after-president-trumps-declaration-of-a-national-emergency,,,,,,
Southbury,Playhouse Corner,New Haven,CT,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/16475/signup/,,,,,,,
Spokane,Lincoln Statue & Monroe St Bridge,Spokane,WA,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/124624/signup/,,,,,,,
Springfield,"Between Forest Park's Columbus Ave entrance, and Forest Glen Rd",Hampden,MA,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/16802/signup/,https://www.masslive.com/politics/2019/02/us-rep-ayanna-pressley-to-join-presidents-day-protest-against-trumps-national-emergency.html,,,,,,
St Peter,MN Square Park iby the Veterans Memorial on the corner of College and 169.,Nicollet,MN,US,2019-02-18,count picture,13,,13,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/124618/signup/,https://twitter.com/Trafficat/status/1097692086953037825,http://www.southernminn.com/st_peter_herald/news/article_95228e2a-27fb-5ab0-86f6-ca17bb70ae20.html,,,,,
St Petersburg,Outside Charlie Crist's Office,Pinellas,FL,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/124526/signup/,,,,,,,
State College,Allen Street Gates,Centre,PA,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/124612/signup/,,,,,,,
Statesboro,50 E Main St - Rick Allen's office and/or the downtown square.,Bulloch,GA,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/124422/signup/,,,,,,,
Sudbury,Sudbury Town Green,Middlesex,MA,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/124569/signup/,,,,,,,
Sylva,At the Fountain - Jackson County Public Library,Jackson,NC,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/124536/signup/,,,,,,,
Syracuse,James M. Hanley Federal Building,Onondaga,NY,US,2019-02-18,roughly 100,100,,100,,,MoveOn,Against Trump's national emergency declaration,1,protest,0,0,0,0,1,1,https://www.crisisresponse.us/event/crisis-response/124454/signup/,https://www.syracuse.com/news/2019/02/100-protest-trumps-racist-wall-at-syracuse-federal-building.html,,,,,,
Tallahassee,Florida State University,Leon,FL,US,2019-02-18,over 20,20,,20,,,FSU Students for a Democratic Society,Immigration; Against border wall,1,protest,0,0,0,0,1,1,http://www.fightbacknews.org/2019/2/22/tallahassee-rallies-against-trump-s-national-emergency,,,,,,,
Temecula,Temecula Duck Pond,Riverside,CA,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/124538/signup/,,,,,,,
Toledo,Key Bank corner of Secor and Central,Lucas,OH,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/124461/signup/,,,,,,,
Toms River,Huddy Park,Ocean,NJ,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/124490/signup/,,,,,,,
Tucson,"DeConcini U.S. Courthouse, 405 W Congress St.",Pima,AZ,US,2019-02-18,over 100,100,,100,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/124647/signup/,https://twitter.com/mamtapopat/status/1097642352645091330,,,,,,
Tulsa,Public Sidewalk,Tulsa,OK,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/124542/signup/,,,,,,,
Twinsburg,Twinsburg Square Park,Summit,OH,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/17371/signup/,,,,,,,
Utica,Oneida Square Roundabout on Genesee Street,Oneida,NY,US,2019-02-18,over 75,75,,75,,,Indivisible Mohawk Valley; Central NY Citizen Action,Against Trump's national emergency declaration,1,protest,0,0,0,0,1,1,https://www.crisisresponse.us/event/crisis-response/124433/signup/,http://wibx950.com/utica-joins-national-protests-on-national-emergency/,,,,,,
Vancouver,Esther Short Park,Clark,WA,US,2019-02-18,nearly 200,200,,200,,,MoveOn,Against Trump's national emergency declaration,1,protest,0,0,0,0,1,1,https://www.crisisresponse.us/event/crisis-response/124443/signup/,https://www.columbian.com/news/2019/feb/18/vancouver-rally-protests-trumps-national-emergency-declaration/,,,,,,
Ventura,Ventura government center,Ventura,CA,US,2019-02-18,nearly 200,200,,200,,,general protestors,Against Trump's national emergency declaration,1,protest,0,0,0,0,1,1,https://www.crisisresponse.us/event/crisis-response/16223/signup/,https://www.keyt.com/news/ventura-county/hundreds-show-up-for-fake-national-emergency-protest-in-ventura/1027968772,,,,,,
Vero Beach,Riverview Park Sebastian ,Indian River,FL,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/16531/signup/,,,,,,,
Victorville,Bear Valley Park and Ride,San Bernardino,CA,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/124573/signup/,,,,,,,
Walnut Creek,corner of Mt. Diablo Blvd. and Main St.,Contra Costa,CA,US,2019-02-18,NA,100,,100,,,general protestors,Against Trump's national emergency declaration,1,protest,0,0,0,0,1,1,https://www.crisisresponse.us/event/crisis-response/16284/signup/,https://www.mercurynews.com/2019/02/18/demonstrators-protest-trumps-emergency-declaration/,,,,,,
Waltham,Waltham Common,Middlesex,MA,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/124530/signup/,,,,,,,
Warren,Warren Oh Courthouse Square at the Gazebo,Trumbull,OH,US,2019-02-18,about 20,20,,20,,,general protestors,Against Trump's national emergency declaration,1,protest,0,0,0,0,1,1,https://www.crisisresponse.us/event/crisis-response/124556/signup/,http://www.vindy.com/news/2019/feb/18/about-20-protest-emergency-declaration-warren/,,,,,,
Washington,Lafayette Square (directly north of the White House),DC,DC,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.brightest.io/cause/indivisible/activity/trump-national-emergency-presidents-day-protest-dc/,,,,,,,
Watsonville,Watsonville Plaza,Santa Cruz,CA,US,2019-02-18,dozens; more than 100,24,,100,,,general protestors,Against Trump's national emergency declaration,1,protest,0,0,0,0,1,1,https://www.crisisresponse.us/event/crisis-response/124620/signup/,https://www.ksbw.com/article/watsonville-protests-president-trumps-national-emergency-declaration/26396112,https://register-pajaronian.com/article/a-presidents-day-protest-rally-held-to-counter-trumps-emergency-declaration,,,,,
Wenatchee,Memorial Park,Chelan,WA,US,2019-02-18,about 40,40,,40,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/124485/signup/,http://www.ifiberone.com/wenatchee/presidents-day-yields-wenatchee-park-protest/article_36fdc1b6-33da-11e9-8611-cf19fb71615c.html,,,,,,
Wenatchee,Memorial Park,Chelan,WA,US,2019-02-18,NA,1,,1,,,general protestors,pro-Trump counter-protest,2,protest,,,,,0,1,https://www.crisisresponse.us/event/crisis-response/124485/signup/,http://www.ifiberone.com/wenatchee/presidents-day-yields-wenatchee-park-protest/article_36fdc1b6-33da-11e9-8611-cf19fb71615c.html,,,,,,
West Chester,The Quad (the Oval) at West Chester University,Chester,PA,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/124558/signup/,,,,,,,
Westerville,City Hall,Delaware,OH,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/17356/signup/,https://www.10tv.com/article/columbus-groups-join-national-protest-against-national-emergency,,,,,,
Wheeling,Stone Center Plaza on Market Stree,Ohio,WV,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/124456/signup/,,,,,,,
Whittier,Corner Whittier Blvd. & Painter Ave.,Los Angeles,CA,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/124665/signup/,,,,,,,
Williamsburg,Barnes and Noble Colonial Williamsburg,Williamsburg,VA,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/17694/signup/,,,,,,,
Williamsburg,James City County Courthouse,Williamsburg,VA,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,0,1,https://www.crisisresponse.us/event/crisis-response/124441/signup/,,,,,,,
