CityTown,Location,County,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,Source4
Duluth,downtown,St. Louis,MN,US,2020-02-14,hundreds,200,,200,,,Missing and Murdered Indigenous Peoples,in remembrance of missing and murdered indigenous women,0,march,0,0,0,0,1,1,https://kbjr6.com/2020/02/14/hundreds-march-to-shine-light-on-missing-and-murdered-indigenous-women/,https://www.postbulletin.com/news/state/duluthians-march-to-honor-missing-and-murdered-indigenous-women/article_f14244be-4fa6-11ea-871b-fbc2b1e29799.html,https://www.duluthnewstribune.com/news/crime-and-courts/4934219-Duluth-march-to-honor-missing-murdered-women,,
East Lansing,"Hannah Administration Building, Michigan State University",Ingham,MI,US,2020-02-14,dozens,24,,24,,,Michigan State Divestment Campaign,pro divestment from fossil fuels,1,protest,0,0,0,0,1,1,https://statenews.com/article/2020/02/divestment-day-rally-calls-for-msu-to-end-fossil-fuel-investments?ct=content_open&cv=cbox_featured,,,,
Fargo,,Cass,ND,US,2020-02-14,nearly 250,250,,250,,,Missing and Murdered Indigenous Peoples,in remembrance of missing and murdered indigenous women,0,march,0,0,0,0,1,1,https://www.inforum.com/news/crime-and-courts/4953391-Annual-march-fights-for-love-compassion-and-respect’-for-missing-and-murdered-Indigenous-women1,,,,
Harrisonburg,Port Republic overpass,Rockingham,VA,US,2020-02-14,,,,,,,Virginia Educators United,seek greater education funding,0,protest,0,0,0,0,1,1,https://www.whsv.com/content/news/Fund-our-Schools-Educatin-advocates-rally-on-Harrisonburg-bridge-567898291.html,,,,
Houston,Union Pacific Englewood Rail yard,Harris,TX,US,2020-02-14,dozens ,24,,24,,,community protestors,anti pollution from rail yard,0,protest,0,0,0,0,1,1,https://www.houstonchronicle.com/business/article/Residents-protest-Union-Pacific-rail-yard-s-15057657.php,,,,
Minneapolis,,Hennepin,MN,US,2020-02-14,over 2000,2000,,2000,,,Missing and Murdered Indigenous Peoples,in remembrance of missing and murdered indigenous women,0,march,0,0,0,0,1,1,https://www.mprnews.org/story/2020/02/14/thousands-march-in-mpls-to-protest-violence-against-american-indian-women,,,,
Minneapolis,Minneapolis-St. Paul Airport,Hennepin,MN,US,2020-02-14,,,,,,,Delta workers,for better working conditions and pay and benefits for Delta Airlines workers,0,die-in,0,0,0,0,0,1,https://minnesota.cbslocal.com/2020/02/15/delta-catering-workers-left-in-poverty-to-protest-at-msp-airport/,,,,
New York,"Chelsea, Fashion Institute of Technology",New York,NY,US,2020-02-14,,,,,,,community protestors,seek greater medicaid coverage,1,protest,0,0,0,0,1,1,https://www.nydailynews.com/news/politics/ny-cuomo-medicaid-task-force-public-forum-20200214-ycq27quwcjejbcijmupgnlknia-story.html,,,,
Romulus,Detroit Metro Airport,Wayne,MI,US,2020-02-14,dozens,24,,24,,,Delta workers,for better working conditions and pay and benefits for Delta Airlines workers,0,strike,0,0,0,0,1,1,https://www.fox10phoenix.com/news/rep-rashida-tlaib-rides-with-detained-activists-to-station-following-protest-at-dtw,,,Rep. Rashida Tlaib among protestors,
San Antonio,office of Rep. Henry Cuellar,Bexar,TX,US,2020-02-14,,,,,,,Communications Workers of America,"for collective bargaining rights, for unionization",0,protest,0,0,0,0,1,1,https://www.expressnews.com/news/news_columnists/gilbert_garcia/article/Union-protest-targets-Cuellar-for-vote-against-15055211.php,,,,
San Francisco,The Keystone,San Francisco,CA,US,2020-02-14,around 60,60,,60,,,community protestors,oppose tenant price hikes,0,protest,0,0,0,0,1,1,https://sfist.com/2020/02/15/saturday-links-business-in-chinatown-slows-over-coronavirus-concerns/,,,,
San Francisco,San Francisco Gay Men's Chorus,San Francisco,CA,US,2020-02-14,,,,,,,general protestors,against Pete Buttigieg for president,1,protest,0,0,0,0,0,1,https://www.ktvu.com/news/pete-buttigieg-in-bay-area-for-private-fundraiser-events-small-protest-erupts,,,,
Schenectady,Ellis Hospital; Bellevue Woman's Center,Schenectady,NY,US,2020-02-14,several dozen,36,,36,,,New York State Nurses Association,for safer patient-to-staff ratios for nurses,0,march,0,0,0,0,1,1,https://dailygazette.com/article/2020/02/14/nurses-rally-in-schenectady-for-increased-staffing,https://www.news10.com/news/ellis-hospital-and-bellevue-womans-center-plan-rally-on-friday/,,,
St. Paul,State Capitol,Ramsey,MN,US,2020-02-14,about 100,100,,100,,,LGBTQ activists; Gov. Tim Walz,"against conversion therapy, for LGBTQ+ rights",1,rally,0,0,0,0,1,1,https://www.mprnews.org/story/2020/02/14/lgbtq-activists-gov-walz-demand-conversion-therapy-ban,,,,
Wilmington,,New Hanover,NC,US,2020-02-14,,,,,,,New Hanover Regional Medical Center,protest sale of hospital,0,protest,0,0,0,0,1,1,https://www.wwaytv3.com/2020/02/14/have-a-heart-save-our-hospital-people-rally-against-nhrmc-sale/,,,,
Alexandria,home of Democratic Del. Mark Levine,Alexandria City,VA,US,2020-02-15,,1,,1,,,gun owner,pro second Amendment,2,protest,0,0,0,0,1,1,https://apnews.com/6cf6e83c39f1a1fa2304fa646715b0fe,,,,
Bedford,Lawrence County Courthouse,Lawrence,IN,US,2020-02-15,several hundred,300,,300,,,general protestors,pro second Amendment,2,rally,0,0,0,0,1,1,https://www.hoosiertimes.com/tmnews/news/local/organizers-nd-amendment-rally-could-draw-thousands/article_05fb256e-4dfa-11ea-b2c6-2bd2d5c37006.html,http://www.wbiw.com/2020/02/24/2a-rally-at-lawrence-county-courthouse-bring-several-supporters/,,,
Boise,Bloomberg campaign office,Ada,ID,US,2020-02-15,,,,,,,community Republicans,against Mike Bloomberg for president; for Second Amendment rights,2,rally,0,0,0,0,1,1,https://www.kivitv.com/news/republicans-rally-outside-bloomberg-campaign-office-in-boise,,,,
Hamden,Thyme & Season food store,New Haven,CT,US,2020-02-15,four,4,,4,,,parents,for religious exemptions for vaccinations in schools,2,protest,0,0,0,0,1,1,https://www.nhregister.com/news/article/Hamden-protest-focuses-on-religious-exemptions-15060500.php,,,,
Jonesboro,Craighead County Courthouse,Craighead,AR,US,2020-02-15,,,,,,,Northeast Arkansas pride,pro LGBTQ rights; pro veterans' employment rights,1,protest,0,0,0,0,1,1,https://www.kait8.com/2020/02/15/lgbtq-group-rallies-rights/,,,,
Melbourne,Melbourne Causeway,Brevard,FL,US,2020-02-15,about 60,60,,60,,,high school students,"for gun control, against gun violence, in remembrance of victims of Marjory Stoneman Douglas High School massacre",1,protest,0,0,0,0,1,1,https://www.floridatoday.com/story/news/local/2020/02/15/parkland-gun-violence-protesters-trump-supporters-demonstrate-melbourne-causeway/4760045002/,,,,
Melbourne,Melbourne Causeway,Brevard,FL,US,2020-02-15,more than 25,25,,25,,,Trump supporters,"for President Trump, for Second Amendment rights",2,counter-protest,0,0,0,0,0,1,https://www.floridatoday.com/story/news/local/2020/02/15/parkland-gun-violence-protesters-trump-supporters-demonstrate-melbourne-causeway/4760045002/,,,,
New York,Elmhurst library,Queens,NY,US,2020-02-15,more than 150,150,,150,,,Students for a Free Tibet,oppose Chinese Consulate's Tibet art exhibit,0,protest,0,0,0,0,1,1,https://qns.com/story/2020/02/18/tibet-activists-protest-chinese-consulate-exhibit-at-queens-public-librarys-elmhurst-branch/,,,,
New York,Brooklyn,,NY,US,2020-02-15,,,,,,,Sane Energy Project,"against National Grid natural gas pipeline in Brooklyn, against fossil fuels, for climate action",1,rally,0,0,0,0,1,1,https://www.brooklynpaper.com/protesters-rally-against-north-brooklyn-pipeline/,,,,
Orlando,Lake Eola Park,Orange,FL,US,2020-02-15,hundreds,200,,200,,,teachers and advocates,seek higher teacher pay,0,protest,0,0,0,0,1,1,https://www.orlandosentinel.com/news/os-ne-teachers-rally-lake-eola-20200215-yp6xw2x3rfcxxeorwtk3pro66m-story.html,,,,
Phoenix,State Capitol,Maricopa,AZ,US,2020-02-15,estimated 2500,2500,,2500,,,gun owners and advocates,for Second Amendment rights,2,rally,0,0,0,0,1,1,https://www.azcentral.com/story/news/local/phoenix-breaking/2020/02/15/phoenix-2nd-amendment-rally-support-gun-rights-has-largest-turnout-ever-organizers-say/4772304002/,,,,
Pocatello,Marshall Public Library,Bannock,ID,US,2020-02-15,,,,,,,Citizens Patriots United Ted King,"against Reading Time with the Queens, against drag queens reading to children at public library, against LGBTQ+ rights",2,protest,0,0,0,0,1,1,https://www.idahostatejournal.com/news/local/local-man-starts-petition-plans-to-protest-against-drag-queen/article_f2bfe8bd-485b-5add-a2c2-2c8bc0805125.html,,,,
Richmond,Main Street Station,Richmond,VA,US,2020-02-15,,,,,,,Virginia Citizens Defense League,for Second Amendment rights,2,rally,0,0,0,0,1,1,https://www.wtvr.com/news/virginia-politics/democrats-rally-at-blue-commonwealth-gala-fundraiser-protesters-gather-outside,,,,
Salt Lake City,State Capitol,Salt Lake,UT,US,2020-02-15,about 75,75,,75,,,March for Our Lives,for gun control,1,rally,0,0,0,0,1,1,https://www.sltrib.com/news/politics/2020/02/15/utah-march-our-lives/,https://www.ksl.com/article/46718175/utah-youth-rally-in-support-of-gun-control-legislation,,,
Santa Fe,intersection of Camino Lejo and Old Pecos Trail,Santa Fe,NM,US,2020-02-15,about 45,45,,45,,,Red Nation; Jewish Voice For Peace; Friends of Sabeel,for restoration of public mural expressing solidarity with Palestinians,0,rally,0,0,0,0,1,1,https://www.santafenewmexican.com/news/local_news/supporters-rally-to-restore-controversial-mural/article_ccec657e-4e82-11ea-a7c5-3f11aff9432d.html,,,,
Savannah,Daffin Park,Chatham,GA,US,2020-02-15,approximately 150,150,,150,,,the Love March,against gun violence,0,rally,0,0,0,0,1,1,https://www.savannahnow.com/news/20200215/savannah-leaders-unite-for-march-against-gun-violence,,,,
Detroit,Custons and Border Protection office,Wayne,MI,US,2020-02-16,about three dozen,36,,36,,,Close the Camps Detroit Coalition,anti ICE,1,protest,0,0,0,0,1,1,https://www.detroitnews.com/story/news/local/michigan/2020/02/16/detroit-rally-protest-supercharged-immigration-enforcement/4778852002/,,,,
Carson City,,Carson City,NV,US,2020-02-16,,,,,,,Bernie campaign,for Bernie Sanders for president,1,rally,0,0,0,0,1,1,https://www.washingtonexaminer.com/news/topless-protesters-arrested-after-leaping-on-stage-at-bernie-sanders-nevada-rally,,,,
Carson City,,Carson City,NV,US,2020-02-16,at least 3,3,,3,,,topless protestors,"anti dairy industry, against animal cruelty",0,protest,3,0,0,0,0,1,https://www.washingtonexaminer.com/news/topless-protesters-arrested-after-leaping-on-stage-at-bernie-sanders-nevada-rally,,,,
Annapolis,State Capitol,Anne Arundel,MD,US,2020-02-17,hundreds,200,,200,,,students; teachers,pro increasing education funding,0,protest,0,0,0,0,1,1,https://baltimore.cbslocal.com/2020/02/17/kirwan-commission-education-legislation-maryland-hearing/,,,,
Athens,"Baker Center, Ohio University",Athens,OH,US,2020-02-17,hundreds,200,,200,,,OU students,"against Kaitlin Bennett, for gun control",1,protest,0,0,0,0,1,1,https://www.athensnews.com/news/campus/ou-student-protesters-run-gun-girl-kaitlin-bennett-off-campus/article_b36245f8-51d7-11ea-b03b-83117fdb5759.html,,,,
City of Industry,,Los Angeles,CA,US,2020-02-17,more than 100,100,,100,,,local musicians,"against AB 5, for repeal of state law that requires companies to classify all independent contractors as employees with benefits",0,news conference,0,0,0,0,1,1,https://abc7.com/5942114/,https://losangeles.cbslocal.com/2020/02/17/dozens-attend-fight-against-ab5-rally-in-city-of-industry-protesting-gig-worker-law/,,,
Durham,Duke Chapel,Durham,NC,US,2020-02-17,,,,,,,Duke students,"against John Bolton, against endless wars, against war crimes, in solidarity with Palestine",0,protest,0,0,0,0,1,1,https://www.dukechronicle.com/article/2020/02/people-john-bolton-protestors-rally-record-duke-talk,http://pulse.ncpolicywatch.org/2020/02/14/duke-students-to-protest-john-bolton-talk-on-campus-monday/,,,
Indianapolis,State Capitol,Marion,IN,US,2020-02-17,about 80,80,,80,,,Indiana Coalition for Public Education,pro increased school funding,0,rally,0,0,0,0,1,1,https://www.chicagotribune.com/suburbs/post-tribune/ct-ptb-public-ed-rally-0218-20200218-yt2qufvpzvcuzjfm4ff2afatya-story.html,,,,
Quilcene,,Jefferson,WA,US,2020-02-17,more than 30,30,,30,,,Trump supporters,for President Trump,2,rally,0,0,0,0,1,1,https://www.peninsuladailynews.com/news/republican-rally/,,,,
Richmond,Craneway Pavilion,Contra Costa,CA,US,2020-02-17,,,,,,,Bernie campaign,for Bernie Sanders for president,1,rally,0,0,0,0,1,1,https://www.ktvu.com/news/topless-protesters-briefly-disrupt-bernie-sanders-campaign-rally-in-richmond,,,,
Richmond,Craneway Pavilion,Contra Costa,CA,US,2020-02-17,,,,,,,topless protestors,"anti dairy industry, against animal cruelty",1,protest,0,0,0,0,0,1,https://www.ktvu.com/news/topless-protesters-briefly-disrupt-bernie-sanders-campaign-rally-in-richmond,,,,
Salem,State Capitol,Marion,OR,US,2020-02-17,,,,,,,Renew Oregon; students,for state legislation that would cap carbon emissions statewide and charge the state’s largest polluters for emissions over the cap,1,protest,0,0,0,0,1,1,https://www.kptv.com/news/students-march-rally-at-oregon-state-capitol-in-support-of/article_85187c7a-51e7-11ea-8cfb-bf588e8a6b69.html,,,,
San Francisco,Mark Zuckerberg's house,San Francisco,CA,US,2020-02-17,roughly 50,50,,50,,,Raging Granny Action League,"against Facebook practices like allowing falsehoods in political ads, spreading misinformation, and profiting off our personal data",1,protest,0,0,0,0,1,1,https://sfist.com/2020/02/17/protesters-swarm-zuckerbergs-house-to-condemn-facebook-political-ad-policy/,,,,
Scranton,Scranton High School,Lackawanna,PA,US,2020-02-17,at least 150,150,,150,,,parents; teachers; students; taxpayers,for fair funding from the state to help combat asbestos and lead contamination in schools and to save the pre-K program,0,rally,0,0,0,0,1,1,https://www.wnep.com/article/news/local/lackawanna-county/scranton-teachers-rally-lead-asbestos/523-05e1a1b1-e179-4428-838c-135c595b68b3,,,,
Syracuse,"Crouse-Hinds Hall, Syracuse University",Onondaga,NY,US,2020-02-17,around 30,30,,30,,,#NotAgainSU,"for more action against racism at Syracuse University, for disarming university police, for freezing tuition, for changes to the housing selection process for students with disabilities, for resignation of university leadership",1,occupation; protest,0,0,0,0,1,1,https://www.syracuse.com/syracuse-university/2020/02/after-warnings-syracuse-university-suspends-30-student-protesters-refusing-to-leave.html,http://ftp.dailyorange.com/2020/11/story-movement-one-year-formation-notagainsu/,,sit-in/occupation lasted 30 days,
Burien,Kennedy Catholic High School,King,WA,US,2020-02-18,hundreds,200,,200,,,students and community members,oppose forced resignation of two gay teachers,1,walkout,0,0,0,0,1,1,https://q13fox.com/2020/02/18/crowd-rallies-outside-catholic-high-school-in-burien-after-gay-teachers-resign/,https://www.king5.com/article/news/education/kennedy-catholic-high-teachers-plan-to-rally-walkout/281-95429257-7cfc-4295-a8f0-73353952f2c6,,,
Burlington,Burlington City Council,Chittenden,VT,US,2020-02-18,more than 130,130,,130,,,community protestors,"for abolishing ICE, for immigrants' rights",1,banner drop,0,0,0,0,1,1,https://vtdigger.org/2020/02/19/immigration-rights-protesters-rally-for-policing-policy-changes-in-burlington/,,,,
Cheyenne,South High School,Cheyenne,WY,US,2020-02-18,about 200,200,,200,,,high school students,oppose reduction of study hall time at South High School,0,protest,0,0,0,0,1,1,https://apnews.com/20b8c9263347b24a4cb796676071d102,,,,
Chico,City Council Chambers,Butte,CA,US,2020-02-18,,,,,,,community protestors,for needle distribution for drug users,0,protest,0,0,0,0,1,1,https://www.chicoer.com/2020/02/18/needle-protest-gets-tense-remains-nonviolent/,,,,
Chico,City Council Chambers,Butte,CA,US,2020-02-18,hundreds,200,,200,,,community protestors,against needle distribution for drug users,0,counter-protest,0,0,0,0,0,1,https://www.chicoer.com/2020/02/18/needle-protest-gets-tense-remains-nonviolent/,,,,
Detroit,Detroit River,Wayne,MI,US,2020-02-18,,,,,,,Spirit of Detroit,against pollution of river water,1,protest,0,0,0,0,1,1,https://www.clickondetroit.com/news/local/2020/02/18/companys-blight-bills-surpass-100k-as-residents-protest-for-better-protection-along-detroit-river/,,,,
Healdsburg,West Side Elementary School,Sonoma,CA,US,2020-02-18,around 170,170,,170,,,elementary school students and teachers,save endangered animals,1,march,0,0,0,0,1,1,http://www.sonomawest.com/the_healdsburg_tribune/west-side-students-march-for-endangered-animals/article_ef34f4c0-5369-11ea-a46f-8f1815496177.html,,,,
Helena,"Carroll College, St. Charles Hall",Lewis and Clark,MT,US,2020-02-18,several dozen,36,,36,,,Gay Straight Alliance,"against college's restrictions on drag show, for LGBTQ+ rights",1,rally,0,0,0,0,1,1,https://helenair.com/news/local/carroll-college-students-protest-restrictions-on-planned-drag-show/article_5f6a9c26-e5aa-5696-9219-0e57c8335525.html,,,,
Los Angeles,Santa Monica Airport,Los Angeles,CA,US,2020-02-18,,,,,,,community protestors,anti Trump,1,protest,0,0,0,0,1,1,https://www.smdp.com/trump-protest/186389,,,,
Lynn,City Hall,Essex,MA,US,2020-02-18,approximately 200,200,,200,,,Lynn Spanish Seventh-Day Adventist Church,anti legalization of marijuana,0,protest,0,0,0,0,1,1,https://www.itemlive.com/2020/02/18/large-crowd-storms-city-hall-to-protest-east-lynn-pot-shop/,,,,
New Brunswick,Winants Hall on College Avenue,Middlesex,NJ,US,2020-02-18,began with a little more than 100 participants but doubled in size,200,,200,,,Coalition to Defend Lincoln Annex School,oppose gentrification; oppose Rutgers University expansion project,0,march,0,0,0,0,1,1,https://www.mycentraljersey.com/story/news/education/college/rutgers/2020/02/19/lincoln-annex-school-supporters-march-rutgers-board-governors/4789126002/,http://newjersey.news12.com/story/41716077/parents-teachers-march-today-to-prevent-sale-of-new-brunswick-school,,,
New York City,City Hall,New York,NY,US,2020-02-18,,,,,,,sexual assault survivors and advocates,oppose New York Police Department's lax response to sexual assault crimes,0,protest,0,0,0,0,1,1,https://www.nydailynews.com/new-york/nyc-crime/ny-adocates-protect-nypd-sex-crime-unit-20200218-hsvgodlyorcqvltwncp2cwzbym-story.html,,,,
Pierre,State Capitol,Hughes,SD,US,2020-02-18,,,,,,,general protestors,"against state legislation restricting protest activity, for freedom of speech, against Governor Noem",1,protest,0,0,0,0,1,1,https://kelo.com/news/articles/2020/feb/18/watch-protesters-protesting-protest-related-bill/986199/,,,,
Pittsburgh,Freedom Corner in the Hill District,Allegheny,PA,US,2020-02-18,,,,,,,NAACP,oppose judge's racist comments,1,protest,0,0,0,0,1,1,https://www.wtae.com/article/naacp-rally-in-pittsburgh-judge-mark-tranquilli/30986072,,,,
Ann Arbor,University of Michigan Law School,Washtenaw,MI,US,2020-02-19,approximately 45,45,,45,,,Michigan law school students,anti fossil fuels; anti ExxonMobil,1,protest,0,0,0,0,1,1,https://www.michigandaily.com/section/campus-life/exxon-protest,,,,
Bridgeport,Darien service plaza,Fairfield,CT,US,2020-02-19,,,,,,,Service Employees International Union,for better wages and working conditions for highway service plaza workers,0,protest,0,0,0,0,1,1,https://www.ctpost.com/local/article/New-Haven-company-seeks-to-block-Interstate-95-15057488.php,,,,
Frankfort,State Capitol,Franklin,KY,US,2020-02-19,hundreds ,200,,200,,,LGBTQ supporters,pro LGBTQ rights,1,rally,0,0,0,0,1,1,https://www.wtvq.com/2020/02/19/lgbtq-supporters-rally-state-capitol/,,,,
Hartford,State Capitol,Hartford,CT,US,2020-02-19,hundreds; thousands,200,,2000,,,community protestors,"for religious exemptions from vaccine mandates in schools, for medical freedom, for religious freedom",2,rally,0,0,0,0,1,1,https://religionnews.com/2020/02/21/religious-vaccine-exemption-bill-stokes-controversy-in-connecticut/,https://www.courant.com/politics/hc-pol-vaccine-hearing-20200219-zhmhsfht4rdbdbdsbouq3binx4-story.html,,,
Hartford,State Capitol,Hartford,CT,US,2020-02-19,hundreds,200,,200,,,community protestors,in support of state-mandated vaccinations for school children,1,counter-protest,0,0,0,0,0,1,https://religionnews.com/2020/02/21/religious-vaccine-exemption-bill-stokes-controversy-in-connecticut/,,,,
Healdsburg,the Plaza,Sonoma,CA,US,2020-02-19,around 150,150,,150,,,Healdsburg High School and Jr High School students,higher teacher pay,0,walk-out,0,0,0,0,1,1,http://www.sonomawest.com/the_healdsburg_tribune/news/teachers-march-for-higher-pay/article_f29fede4-58dd-11ea-aa52-8b6712b41ebe.html,,,,
Healdsburg,City Hall to the Plaza,Sonoma,CA,US,2020-02-19,,,,,,,Healdsburg Unified School District,higher teacher pay,0,march,0,0,0,0,0,1,http://www.sonomawest.com/the_healdsburg_tribune/news/teachers-march-for-higher-pay/article_f29fede4-58dd-11ea-aa52-8b6712b41ebe.html,,,,
Key West,Orogold Cosmetics,Monroe,FL,US,2020-02-19,NA,12,,12,,,community protestors,"against theft by retail stores, against rip-off shops",0,protest,0,0,0,0,1,1,https://www.miamiherald.com/latest-news/article240436151.html,,,,
Las Vegas,Palms Casino Resort,Clark,CA,US,2020-02-19,,,,,,,Culinary Local 226,for fair contract for culinary workers,1,protest,0,0,0,0,1,1,https://www.reviewjournal.com/news/politics-and-government/democratic-candidates-march-with-culinary-members-at-union-protest-1961280/,,,,
Los Angeles,UCLA campus,Los Angeles,CA,US,2020-02-19,dozens,24,,24,,,UCLA graduate students,seek higher cost of living adjustment for graduate student workers,0,sick-out,0,0,0,0,1,1,https://dailybruin.com/2020/02/20/ucla-grad-students-rally-in-support-of-ucsc-tas-striking-for-affordable-wages/,,,,
Los Angeles,Hall of Justice,Los Angeles,CA,US,2020-02-19,,,,,,,Black Lives Matter LA,"against police brutality, for police accountability, Black Lives Matter, against District Attorney Jackie Lacey",1,protest,,,,,1,1,https://www.cnn.com/2020/07/10/us/jackie-lacey-la-da-black-lives-matter/index.html,https://www.newyorker.com/magazine/2020/11/16/after-years-of-protests-every-wednesday-la-activists-welcome-a-new-da,,,
Niles,Eastwood Mall,Trumbull,OH,US,2020-02-19,,,,,,,community members,for keeping local Minor League Baseball team,0,protest,0,0,0,0,1,1,https://www.vindy.com/news/local-news/2020/02/valley-rallies-to-save-scrappers/,,,,
Oberlin,Oberlin College,Lorain,OH,US,2020-02-19,roughly over 800,800,,800,,,students; school employees,against layoffs of union workers at Oberlin College,0,protest,0,0,0,0,1,1,https://www.morningjournal.com/news/lorain-county/oberlin-college-students-staff-and-community-members-protest-layoffs-of-uaw-workers-at-the-school/article_37b423b4-5357-11ea-a9c0-93e2e80fb0d8.html,,,,
Palm Springs,Highway 111,Riverside,CA,US,2020-02-19,about 50; about 60; about 80,50,,80,,,Trump supporters,for President Trump,2,rally,0,0,0,0,1,1,https://www.desertsun.com/story/news/politics/elections/2020/02/19/trumps-arrival-signs-protest-near-larry-ellisons-rancho-mirage-estate/4800379002/,,,the three different EstimateText counts come from different segments along Highway 111,
Palm Springs,Highway 111,Riverside,CA,US,2020-02-19,about 200,200,,200,,,Courageous Resistance,against President Trump,1,counter-protest,0,0,0,0,0,1,https://www.desertsun.com/story/news/politics/elections/2020/02/19/trumps-arrival-signs-protest-near-larry-ellisons-rancho-mirage-estate/4800379002/,,,,
Phoenix,Arizona Veterans Memorial Coliseum,Maricopa,AZ,US,2020-02-19,NA,15000,,15000,,,Trump campaign,for President Trump,2,rally,0,0,0,0,1,1,https://www.gvnews.com/news/trump-hits-several-themes-in-arizona-campaign-rally/article_6fffab6a-53b8-11ea-9dfc-c33c7fbc9f4c.html,https://www.azcentral.com/story/news/politics/elections/2020/02/19/trump-rally-phoenix-live-updates-president-visits-arizona/4796675002/,https://www.12news.com/article/news/local/valley/what-to-know-about-security-at-trumps-rally-in-phoenix/75-e7703171-7756-4d3a-a9a8-ad36fa44e1d7,feat. President Trump,https://www.usatoday.com/story/news/politics/elections/2020/02/19/trump-arizona-president-rally-grand-canyon-state/4713981002/
Phoenix,Arizona Veterans Memorial Coliseum,Maricopa,AZ,US,2020-02-19,500-700,500,,700,,,community protestors,against President Trump,1,counter-protest,0,0,0,0,0,1,https://www.gvnews.com/news/trump-hits-several-themes-in-arizona-campaign-rally/article_6fffab6a-53b8-11ea-9dfc-c33c7fbc9f4c.html,https://www.azcentral.com/story/news/politics/elections/2020/02/19/trump-rally-phoenix-live-updates-president-visits-arizona/4796675002/,https://www.12news.com/article/news/local/valley/what-to-know-about-security-at-trumps-rally-in-phoenix/75-e7703171-7756-4d3a-a9a8-ad36fa44e1d7,,
San Diego,San Diego State University,San Diego,CA,US,2020-02-19,roughly 8,8,,8,,,Uhuru black nationalist group,"against Zionism, for Black nationalism",1,protest,0,0,0,0,1,1,https://www.sandiegouniontribune.com/news/education/story/2020-02-20/asp,,,,
Seattle,outside JP Morgan Chase & Co,King,WA,US,2020-02-19,about 200,200,,200,,,climate demonstrators,anti fossil fuels,1,protest,0,0,0,0,1,1,https://q13fox.com/2020/02/19/climate-protesters-block-downtown-seattle-street/,,,,
Tallahassee,State Capitol,Leon,FL,US,2020-02-19,hundreds,200,,200,,,Crime Survivors for Safety and Justice,pro criminal justice reform; seek housing and job protections for crime victims,1,rally,0,0,0,0,1,1,https://www.tallahassee.com/story/news/2020/02/19/pro-athlete-other-crime-victims-attend-annual-survivors-speak-rally/4807991002/,,,,
Tampa,University of South Florida campus,Hillsborough,FL,US,2020-02-19,about 15,15,,15,,,Students for a Democratic Society,"for justice for Jamee Johnson, against police brutality, against racism, for higher Black student enrollment at University of South Florida",1,protest,0,0,0,0,1,1,http://www.fightbacknews.org/2020/2/24/tampa-students-rally-justice-jamee-johnson,,,,
Weymouth,Algonquin Compressor Station,Morfolk,MA,US,2020-02-19,more than 200,200,,200,,,Fore River Residents Against the Compressor Station,"against construction of natural-gas compression station, for environmental protection, for native peoples' rights",1,protest; direct action,13,0,0,0,1,1,https://www.patriotledger.com/news/20200219/reduced-charges-for-weymouth-compressor-station-protesters,,,,
Boston,Boston Common,Suffolk,MA,US,2020-02-20,,,,,,,I Have a Future youth organization,pro gun restrictions; pro environmental justice; seek more youth jobs,1,rally,0,0,0,0,1,1,https://www.telegram.com/news/20200221/worcesters-rep-donahue-among-those-backing-youth-rally-for-jobs-environmental-justice,https://whdh.com/news/dozens-rally-at-state-house-for-youth-justice/,,,
Colorado Springs,Broadmoor World Arena,El Paso,CO,US,2020-02-20,"thousands; roughly 8,000",2000,,8000,,,Trump campaign,for President Trump,2,rally,0,0,0,0,1,1,https://www.cbsnews.com/news/trump-rally-colorado-springs-recap-today-2020-campaign-broadmoor-world-arena-2020-02-20/,https://www.coloradoindependent.com/2020/02/21/trump-election-rally-colorado-springs-gardner/,https://www.cpr.org/2020/02/20/voters-wait-hours-in-the-cold-for-trump-in-colorado-springs-and-they-know-who-cory-gardner-is-too/,feat. President Trump,
Colorado Springs,Broadmoor World Arena,El Paso,CO,US,2020-02-20,about 200,200,,200,,,community protestors,against President Trump,1,counter-protest,8,0,0,0,0,1,https://www.fox21news.com/top-stories/protesters-arrested-outside-of-trump-rally-in-colorado-springs/,https://www.csindy.com/coloradosprings/local-taxpayers-will-foot-the-bill-for-the-presidents-security-during-upcoming-springs-rally/Content?oid=21305565,,,
Davenport,Scott County Courthouse,Scott,IA,US,2020-02-20,,,,,,,Kings Harvest Pet Rescue,pro animal rights,0,rally,0,0,0,0,1,1,https://www.kwqc.com/content/news/Animal-activists-hold-peaceful-protest-to-seek-justice-for-abused-dog-Emmanuel-568060581.html,,,,
Hartford,State Capitol,Hartford,CT,US,2020-02-20,hundreds,200,,200,,,community protestors,"for religious exemptions from vaccine mandates in schools, for medical freedom, for religious freedom",2,rally,0,0,0,0,1,1,https://religionnews.com/2020/02/21/religious-vaccine-exemption-bill-stokes-controversy-in-connecticut/,,,,
