CityTown,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,,,,
Chestnut Hill,Boston College,MA,US,2017-10-20,hundreds,200,,200,,,Students,Protesting racist incident on campus,0,protest,0,0,0,0,1,1,https://www.bostonglobe.com/metro/2017/10/20/boston-college-students-and-staff-march-protest-racial-incidents/WhXrJyQKLG3pIosdgqH53J/story.html,,,,,,,
Coatesville,Coatesville High School,PA,US,2017-10-20,several hundred,200,,200,,,general protestors,Protesting racist incident,0,protest,0,0,0,0,1,1,http://6abc.com/education/coatesville-students-protest-amid-racially-charged-incidents/2552853/,http://nbc4i.com/2017/10/21/high-school-students-protest-over-racist-carved-pumpkins/,http://www.philly.com/philly/education/coatesville-high-school-protest-racism-carved-pumpkins-20171020.html,,,,,
Corpus Christi,Outside police HQ,TX,US,2017-10-20,more than 20 people ,20,,22,,,general protestors,Protesting police shooting of man,0,protest,0,0,0,0,1,1,http://www.kiiitv.com/news/local/peaceful-protest-held-in-the-wake-of-shooting/484957662,http://www.caller.com/story/news/local/2017/10/20/family-friends-dewboy-lister-gather-peaceful-protest-outside-police-department/786525001/,,,,,,
Midland,Midland Community Stadium,MI,US,2017-10-20,,,,,,,Students for Social justice of midland ,anthem protest; racial inequality,0,protest,1,0,0,0,1,1,http://www.ourmidland.com/news/article/National-anthem-protest-plan-leads-to-threats-12283871.php,http://nbc25news.com/news/local/one-person-arrested-during-student-protest-at-midland-hs-football-game,,,,,,
Norwalk,Norwalk Superior Court,CT,US,2017-10-20,about 20,20,,20,,,general protestors,Protesting bear hunting,0,protest,0,0,0,0,1,1,http://www.thehour.com/news/article/Bear-Lives-Matter-protest-held-hearing-12293728.php,,,,,,,
Saginaw ,Borchard Park ,MI ,US,2017-10-20,close to fifty,50,,50,,,Pastor Cirven Merril ,Living in Racial Harmony rally ,0,rally ,0,0,0,0,1,1,http://www.mlive.com/news/saginaw/index.ssf/2017/10/pastor_organizing_racial_harmo.html,http://www.mlive.com/news/saginaw/index.ssf/2017/10/all_lives_matter_says_particip.html,,,,,,
Washington ,Outside Department of Health and Human Services,DC,US,2017-10-20,20 (picture) ,20,,20,,,general protestors,Rallying behind undocumented woman challenging a law preventing an abortion,0,rally,0,0,0,0,1,1,https://www.commondreams.org/news/2017/10/20/justiceforjane-abortion-rights-activists-rally-us-govt-holds-teen-hostage,,,,,,,
West Chester,Outside Rep. Costello's office,PA,US,2017-10-20,,,,,,,general protestors,Protesting bill people say has worsened opioid epidemic,0,protest,0,0,0,0,1,1,http://www.wfmz.com/news/berks/drug-bill-prompts-rally-outside-berks-congressmans-office/642245780,,,,,,,
Bethalto,,IL,US,2017-10-21,,,,,,,Madison County Scanner,Rally for law enforcement; pro-police,0,rally,0,0,0,0,1,1,https://www.riverbender.com/articles/details/community-shows-support-for-local-law-enforcement-at-pro-police-rally-24348.cfm,,,,,,,
Columbia,,PA,US,2017-10-21,about two dozen,24,,24,,,Lancaster Against Pipelines,Protesting proposed pipeline,1,protest,6,0,0,0,1,1,http://www.ldnews.com/story/news/2017/10/21/lancaster-pipeline-protest-continues-peaceful-gathering/787372001/,http://www.ydr.com/story/news/2017/10/21/lancaster-pipeline-protest-continues-peaceful-gathering/787372001/,http://www.ldnews.com/story/news/2017/10/21/lancaster-pipeline-protest-continues-peaceful-gathering/787372001/,,,,,
Coos County,Coos County Boardwalk,OR,US,2017-10-21,,,,,,,Coos County Republican Party,Protesting potential property tax increase,0,protest,0,0,0,0,1,1,http://theworldlink.com/news/local/education/rain-couldn-t-stop-republican-protest/article_30391143-ff48-50a6-9b51-7f97fd1c1145.html,,,,,,,
Ewing Township,The College of New Jersey,NJ,US,2017-10-21,about 50,50,,50,,,general protestors,Take a knee protest; protesting racial inequality,1,protest,0,0,0,0,1,1,http://www.tcnjsignal.net/2017/10/24/students-take-a-knee-in-peaceful-protest/,,,,,,,
Fort Wayne ,Allen County Courthouse ,IN,US,2017-10-21,12 (picture) ,12,,12,,,general protestors ,Rally for state to draft law on hate crimes ,0,rally,0,0,0,0,1,1,http://www.journalgazette.net/news/local/20171021/rally-seeks-to-push-state-to-draft-hate-crimes-law,,,,,,,
Gaffney,N Limestone St,SC,US,2017-10-21,,,,,,,general protestors ,against gun violence,0,rally,0,0,0,0,1,1,http://wspa.com/2017/10/21/unite-the-fight-rally-to-end-gun-violence/,,,,,,,
Jackson,State Capitol,MS,US,2017-10-21,dozens,24,,24,,,general protestors,Protesting confederate symbol on state flag,1,protest,0,0,0,0,1,1,http://www.msnewsnow.com/story/36650616/protesters-rally-at-capitol-steps-to-change-state-flag,,,,,,,
Jersey City,Intersection of Duncan and Bergen Aves.,NJ,US,2017-10-21,about two dozen,24,,24,,,Sarah's Daughter,Rally against domestic violence,0,rally,0,0,0,0,1,1,http://www.nj.com/hudson/index.ssf/2017/10/a_rally_against_domestic_violence_after_woman_is_s.html,,,,,,,
Kennesaw,Fifth Third Bank Stadium ,GA ,US,2017-10-21,,5,,5,,,Cheerleaders ,"National anthem protest, protesting racial inequality",1,protest ,0,0,0,0,1,1,http://nypost.com/2017/10/16/anthem-protests-have-spread-to-college-cheerleading/,http://www.chicagotribune.com/sports/college/ct-mascot-wrong-kneeling-cheerleaders-20171017-story.html,http://abcnews.go.com/US/wireStory/texts-sheriff-lawmaker-pushed-stop-cheerleader-protest-50562458,http://www.mdjonline.com/news/national/purposely-hidden-cheerleaders-to-protest-anthem-in-tunnel/article_5902d44b-3e9f-5bd2-b99d-83aca07360ef.html,,,,
Meriden,Unitarian Universalist Church,CT,US,2017-10-21,,,,,,,Connecticut Immigrants Rights Alliance,Rallying for woman facing deportation,1,rally,,,,,1,1,https://www.facebook.com/events/1513790992001602/,,,,,,,
Myrtle Beach ,,SC,US,2017-10-21,,,,,,,Community members; officials,Protesting domestic violence,0,rally ,0,0,0,0,1,1,http://wbtw.com/2017/10/21/lets-stop-the-violence-rally-held-in-myrtle-beach/,,,,,,,
Norfolk ,Confederare monument in Norfolk ,VA,US,2017-10-21,9 (picture) ,9,,9,,,general protestors ,Monument protest ,0,rally ,0,0,0,0,1,1,http://wavy.com/2017/10/21/rally-held-at-confederate-monument-in-norfolk/,,,,,,,
Oklahoma City,State Capitol,OK,US,2017-10-21,,,,,,,Together Oklahoma,Protesting state budget situation,0,protest,0,0,0,0,1,1,http://foxillinois.com/news/offbeat/gallery/protesters-dressed-as-zombies-march-at-capitol#photo-5,,,,,,,
Philadelphia,Center City ,PA,US,2017-10-21,about 40 ,40,,40,,,REAL justice ,Protesting police brutality,0,march ,7,1,2,1,1,1,http://www.philly.com/philly/news/protest-breaks-out-amid-a-police-conference-and-street-festival-20171021.html,http://www.mcall.com/news/nationworld/mc-pol-philly-protesters-arrested-20171021-story.html,http://6abc.com/community-events/2-officers-injured-during-police-protest-in-center-city/2554706/,http://www.philly.com/philly/news/protest-breaks-out-amid-a-police-conference-and-street-festival-20171021.html,,,,
Rock Island,Schwiebert Riverfront Park,IL,US,2017-10-21,about 350,350,,350,,,general protestors,Demonstration to bring awareness about Togo,0,demonstartion,0,0,0,0,1,1,http://qctimes.com/news/local/local-togolese-rally-in-rock-island/article_304b4c86-308c-5d89-8b10-599dcede7817.html,,,,,,,
Rockford ,Auburn St. and Central Av. intersection ,IL,US,2017-10-21,dozens,24,,24,,,Deliverance Crusader Center ,Rally to put an end to violence ,0,rally ,0,0,0,0,1,1,http://www.wifr.com/content/news/Church-members-rally-together-to-put-an-end-to-violence--452168183.html,http://www.mystateline.com/news/stop-the-violence-rally-held-to-protest-shootings-in-rockford/842091958,,,,,,
Rosemont,Crowne Plaza Hotel,IL,US,2017-10-21,,,,,,,general protestors,Demanding justice in case of Kenneka Jenkins,0,protest,0,0,0,0,1,1,http://abc7chicago.com/supporters-protest-police-closing-case-of-woman-found-in-rosemont-hotel-freezer/2554914/,,,,,,,
Springfield,Magazine Park,MA,US,2017-10-21,dozens,24,,24,,,general protestors,Rallying against violence,0,rally,0,0,0,0,1,1,http://wwlp.com/2017/10/22/anti-violence-march-held-in-the-south-end-of-springfield/,http://wwlp.com/2017/10/21/stop-the-violence-march-brings-many-looking-to-make-an-impact/,,,,,,
St. Louis ,Galleria,MO,US,2017-10-21,,,,,,,general protestors,Protesting acquittal of Jason Stockley,0,protest,0,0,0,0,1,1,http://www.ksdk.com/news/local/demonstrators-take-to-the-galleria-in-continued-protest-against-stockley-ruling/485079160,,,,,,,
Whitewater,,WI,US,2017-10-21,about 250 ,250,,250,,,college students,oppose oil pipeline proposal,0,protest,0,0,0,0,1,1,http://www.jsonline.com/story/news/local/wisconsin/2017/03/04/whitewater-protesters-oppose-oil-pipeline-proposal/98753288/,,,,,,,
Columbus,City Hall,SC,US,2017-10-22,hundreds,200,,200,,,general protestors,Protesting plans to relocate Columbus Crew SC,0,protest,0,0,0,0,1,1,https://www.10tv.com/article/fans-gather-columbus-city-hall-save-crew-rally,http://nbc4i.com/2017/10/22/black-and-gold-backers-rally-to-save-the-crew-at-city-hall/,,,,,,
Corpus Christi,,TX,US,2017-10-22,,,,,,,general protestors,Protesting police killing of local man,0,protest,0,0,0,0,1,1,http://www.kristv.com/story/36655091/friends-and-family-hold-peaceful-protest-following-dewboy-lister-shooting,,,,,,,
East Rutherford,MetLife Stadium,NJ,US,2017-10-22,NA,8,,8,,,Seattle Seahawks players,"National anthem protest, protesting racial inequality",1,protest,0,0,0,0,1,1,http://www.houstonchronicle.com/sports/texans/article/Nearly-two-dozen-players-protest-after-NFL-opts-12297977.php,,,,,,,
Laguna Beach,Main Beach,CA,US,2017-10-22,,,,,,,general protestors,Rallying behind Americans killed abroad,2,rally,0,0,0,0,1,1,http://www.latimes.com/socal/coastline-pilot/news/tn-dpt-me-lb-benghazi-demonstration-20171023-story.html,,,,,,,
Lincoln,State Capitol,NE,US,2017-10-22,hundreds,200,,200,,,Kurdish Refugess,Protesting American inaction in region,0,protest,0,0,0,0,1,1,http://journalstar.com/news/local/kurdish-refugees-protest-american-inaction-in-kirkuk-province-violence/article_3a9d89ec-6bdd-5f73-9899-4df3a1e30e09.html,,,,,,,
Meadville,,PA,US,2017-10-22,,,,,,,general protestors,Protesting conversion therapy,0,protest,0,0,0,0,1,1,http://www.yourerie.com/news/local-news/activists-rally-against-conversion-therapy/842399162,,,,,,,
Merced,M and 21st streets,CA,US,2017-10-22,,,,,,,general protestors,Protesting police brutality,0,protest,0,0,0,0,1,1,http://www.mercedsunstar.com/news/local/article180320411.html,,,,,,,
Minneapolis,U.S. Bank Stadium,MN,US,2017-10-22,about 60,60,,60,,,general protestors,"National anthem protest, protesting racial inequality",1,protest,0,0,0,0,1,1,https://www.mprnews.org/story/2017/10/22/group-kneels-at-vikings-stadium-to-protest-police-brutality,,,,,,,
Newport  ,Surf Club,RI,US,2017-10-22,hudndreds,200,,200,,,general protestors,Protesting expansion of bus line,0,protest,0,0,0,0,1,1,http://www.dailytelegraph.com.au/newslocal/manly-daily/protesters-in-show-of-defiance-over-proposal-to-extend-bline-service/news-story/70718b3a8e8ae0889282dbfb140fa8f5,,,,,,,
Oakland,Outside Saba Live Poultry,CA,US,2017-10-22,approximately 200,200,,200,,,Direct Action Everywhere,Protesting animal rights abuses,0,protest,23,0,0,0,1,1,http://www.eastbaytimes.com/2017/10/23/police-cite-23-for-trespassing-after-protests-at-east-oakland-slaughterhouse/,,,,,,,
Palatine,,IL,US,2017-10-22,hundreds,200,,200,,,general protestors,Rallying support for workers on strike,0,rally,0,0,0,0,1,1,http://www.dailyherald.com/news/20171022/workers-rally-as-negotiations-resume-in-palatine-district-15,,,,,,,
Philadelphia,Police Department,PA,US,2017-10-22,about 40,40,,40,,,general protestors,Protesting police; protesting arrests from yesterday,0,protest,2,3,0,0,1,1,http://6abc.com/protests-continued-outside-15th-police-district/2555202/,http://www.philly.com/philly/news/protesters-return-to-philly-streets-amid-police-convention-20171022.html,,,,,,
Rutherford,Barfield Crescent Park,TN,US,2017-10-22,hundreds,200,,200,,,general protestors,Love thy neighbor rally,0,rally,0,0,0,0,1,1,http://www.dnj.com/story/news/2017/10/23/love-your-neighbor-picnic-white-lives-matter-counter-message/791615001/,,,,,,,
San Francisco,Levi's Stadium,CA,US,2017-10-22,about half a dozen,6,,6,,,San Francisco 49er players,"National anthem protest, protesting racial inequality",1,protest,0,0,0,0,1,1,http://www.houstonchronicle.com/sports/texans/article/Nearly-two-dozen-players-protest-after-NFL-opts-12297977.php,,,,,,,
Tallahassee,State Capitol,FL,US,2017-10-22,dozens,24,,24,,,Tallahassee Students for a Democratic Society,Protesting police brutality,0,protest,0,0,0,0,1,1,http://www.wtxl.com/news/police-brutality-protest-held-at-capitol/article_349ffa48-b7d4-11e7-b0da-57583351ae54.html,,,,,,,
Tulsa,,OK,US,2017-10-22,dozens,24,,24,,,Aware Oklahoma,Protesting police brutality,0,protest,0,0,0,0,1,1,http://ktul.com/news/local/tulsans-rally-against-police-brutality,,,,,,,
Washington,The White House,DC,US,2017-10-22,over 50; 75-100,50,,100,,,general protestors,"in support Kurdistan, for U.S. support for Kurds in Iraq",0,rally,0,0,0,0,1,1,http://news2share.com/start/2017/10/22/support-allies-demand-iraqi-kurds-white-house/,https://www.youtube.com/watch?v=yOIru5bpUGg,online submission,,,,,
Cranston,,RI,US,2017-10-23,more than 50,50,,50,,,Indivisble RI,"Protesting WJAR-TV's owner, right-leaning content",1,protest,0,0,0,0,1,1,http://www.providencejournal.com/news/20171023/protesters-target-right-leaning-content-of-wjar-tvs-corporate-owner,,,,,,,
Duluth,Outside Wells Fargo Bank,MN,US,2017-10-23,a couple dozen,24,,24,,,general protestors,Protesting Wells Fargo's investment in Enbridge Energy,0,protest,0,0,0,0,1,1,http://www.duluthnewstribune.com/news/4348039-group-protests-wells-fargo-downtown-duluth-over-enbridge,,,,,,,
Great Barrington,Main St.,MA,US,2017-10-23,about 30,30,,30,,,general protestors,Protesting proposed pipeline,0,protest,0,0,0,0,1,1,"http://www.berkshireeagle.com/stories/anti-pipeline-activists-take-divestment-protest-to-td-bank-in-great-barrington,522716",,,,,,,
Los Angeles,Porter Ranch,CA,US,2017-10-23,about 100,100,,100,,,general protestors,Protesting Aliso Canyon gas field,0,protest,19,0,0,0,1,1,http://www.dailynews.com/2017/10/23/2-years-after-aliso-canyon-gas-leak-porter-ranch-residents-still-say-shut-it-all-down/,https://www.scpr.org/news/2017/10/23/76937/truck-driver-aliso-canyon-gas-protesters-arrested/,http://losangeles.cbslocal.com/2017/10/23/aliso-canyon-porter-ranch/,,,,,
McKenzie Bridge,,OR,US,2017-10-23,,,,,,,general protestors,Protesting logging,0,protest,0,0,0,0,1,1,http://registerguard.com/rg/news/local/36078976-75/eugene-environmental-group-blocks-road-to-protest-timber-sale-near-mckenzie-bridge.html.csp,,,,,,,
Napa,Justin-Siena High School,CA,US,2017-10-23,,,,,,,general protestors,Protesting firing of principal,0,protest,0,0,0,0,1,1,http://www.sonomanews.com/news/7555892-181/justin-siena-ousts-principal-bordelon-suddenly?artslide=0,,,,,,,
Narragansett,,RI,US,2017-10-23,,,,,,,general protestors,Protesting EPA's decision to cancel climate change speech ,0,protest ,0,0,0,0,1,1,https://www.washingtonpost.com/news/energy-environment/wp/2017/10/23/let-us-do-our-job-anger-erupts-over-epas-muzzling-of-scientists/?utm_term=.d490ce14effb,http://www.washingtonexaminer.com/epas-decision-to-cancel-climate-speech-prompts-protests/article/2638378,http://ripr.org/post/lawmakers-environmentalists-concerned-after-epa-stops-scientists-discussing-report#stream/0,,,,,
New York,Outside Trump Hotel,NY,US,2017-10-23,,,,,,,Pussy Riot,Rallying support for Oleg Sentsov who is incarcerated in Russia,0,rally,0,0,0,0,1,1,https://www.bloomberg.com/news/articles/2017-10-24/pussy-riot-members-stage-protest-inside-trump-tower,,,,,,,
New York,Powell State Office Building Plaza,NY,US,2017-10-23,several dozen,24,,24,,,general protestors,Rallying against domestic violence,0,rally,0,0,0,0,0,1,https://www.amny.com/news/harlem-domestic-violence-event-1.14558971,,,,,,,
North Richland Hills,city council,TX,US,2017-10-23,,,,,,,parents,oppose plans for hotel next to elementary school,0,protest,0,0,0,0,1,1,http://www.star-telegram.com/news/local/community/northeast-tarrant/article180054061.html,,,,,,,
Oklahoma City,Northeast Academy for Health Sciences,OK,US,2017-10-23,about 150,150,,150,,,Students,Protesting sharing space with a public school,0,protest,0,0,0,0,1,1,http://newsok.com/northeast-students-protest-shared-space-class-sizes/article/5569223,,,,,,,
Philadelphia,UPenn Campus,PA,US,2017-10-23,,,,,,,Quakers For Life,Protesting abortion; pro-life,0,protest,0,0,0,0,1,1,http://www.thedp.com/article/2017/10/a-penn-student-group-protested-abortion-on-college-green-with-graphic-photos-of-aborted-fetuses,,,,,,,
Philadelphia,UPenn Campus,PA,US,2017-10-23,,,,,,,general protestors,Counter-protesters; pro-life,0,protest,0,0,0,0,0,1,http://www.thedp.com/article/2017/10/a-penn-student-group-protested-abortion-on-college-green-with-graphic-photos-of-aborted-fetuses,,,,,,,
Phoenix,State Capitol,AZ,US,2017-10-23,,,,,,,general protestors,"Rallying for higher teacher wages, better working conditions",0,rally,0,0,0,0,1,1,http://www.azcentral.com/story/news/local/arizona-education/2017/10/23/arizona-teachers-rally-again-call-gov-doug-ducey-hike-pay/792725001/,,,,,,,
Seattle,,WA,US,2017-10-23,,,,,,,general protestors,Protesting banks that fund pipelines,0,protest,7,0,0,0,1,1,http://www.kiro7.com/news/local/7-arrested-from-bank-protests-across-seattle/628936282,,,,,,,
Somerville,,MA,US,2017-10-23,hundreds,200,,200,,,Our Revolution; Bernie Sanders,Rally for 17 candidates,0,rally,0,0,0,0,1,1,http://www.tauntongazette.com/news/20171024/sen-bernie-sanders-fires-up-somerville-rally-for-progressive-candidates,,,,,,,
Tucson,,AZ,US,2017-10-23,,,,,,,general protestors,Protesting Tucson Electric Power's additional charge for solar customers,0,protest,0,0,0,0,1,1,http://www.kgun9.com/news/local-news/solar-energy-supporters-rally-in-downtown-tucson-to-protest-tep-fees,,,,,,,
York,York High School,ME,US,2017-10-23,more than 200,200,,200,,,"Parents, students",Protesting administration for not protecting gay boy from bullying,0,protest,0,0,0,0,1,1,http://www.pressherald.com/2017/10/23/york-high-school-students-stage-protest-over-alleged-bullying-of-gay-student/,https://bangordailynews.com/2017/10/23/news/york/student-protest-denouncing-bullying-at-maine-school-swells-to-more-than-200/,,,,,,
Atlanta,VA Medical Center,GA,US,2017-10-24,,,,,,,VA employees,Protesting staff shortages,0,protest,0,0,0,0,1,1,http://www.fox5atlanta.com/news/va-workers-in-atlanta-rally-to-fill-vacant-positions,,,,,,,
Boston,Emerson College,MA,US,2017-10-24,about 200,200,,200,,,Students,Protesting adminstration's response to racist incidents on campus,0,protest,0,0,0,0,1,1,https://www.bostonglobe.com/metro/2017/10/24/emerson-college-students-protest-administration-surface-level-progress-ending-racism/gceFqZq41qOpOsi1UJ2oOI/story.html,,,,,,,
Chicago,DePaul University,IL,US,2017-10-24,dozens,24,,24,,,Students,Rallying behind employee who went on strike,0,rally,0,0,0,0,1,1,https://www.dnainfo.com/chicago/20171024/lincoln-park/depaul-security-one-day-strike-labor-guardian-students-university,,,,,,,
Cowlitz County,Outside expo center,WA,US,2017-10-24,more than a dozen,12,,12,,,general protestors,Protesting Jordan World Circus,0,protest,0,0,0,0,1,1,"
http://tdn.com/news/local/jordan-world-circus-draws-local-protesters/article_e2886a73-a531-5359-837d-5b92805c232a.html",,,,,,,
Fremont,Tesla Factory,CA,US,2017-10-24,sveral dozen,24,,24,,,Tesla employees,Protesting recent layoffs,0,protest,0,0,0,0,1,1,http://www.mercurynews.com/2017/10/24/dozens-of-workers-families-protest-tesla-firings/,,,,,,,
Islip,Islip town hall,NY,US,2017-10-24,,,,,,,general protestors,Protesting new parking meter initiative,0,protest,0,0,0,0,1,1,https://www.newsday.com/long-island/suffolk/bay-shore-groups-to-protest-islip-town-s-parking-meter-program-1.14601648,,,,,,,
McKenzie Bridge,Willamette National Forrest,OR,US,2017-10-24,,,,,,,Cascadia Forrest Defenders,Protesting logging,0,protest,0,0,0,0,1,1,http://www.kxl.com/timber-protest-lane-county/,,,,,,,
Milwaukee,,WI,US,2017-10-24,hundreds,200,,200,,,general protestors,Rallying to pass a state education budget,0,rally,0,0,0,0,1,1,http://www.tmj4.com/news/local-news/teachers-protest-milwaukee-public-schools-budget-cuts,,,,,,,
Northampton ,Outside TD Bank,MA,US,2017-10-24,approximately 20,20,,20,,,general protestors,Protesting banks that fund pipelines,0,protest,0,0,0,0,1,1,http://www.gazettenet.com/pipelineprotest-hg-102517-13315619,,,,,,,
Oklahoma City,State Capitol,OK,US,2017-10-24,thousands,2000,,2000,,,general protestors,Rallying to save mental health services from budget cuts,0,rally,0,0,0,0,1,1,http://kfor.com/2017/10/24/we-need-help-oklahomans-rally-at-state-capitol-to-protest-department-of-mental-health-cuts-amid-budget-deal/,,,,,,,
Palmer,Board of supervisor's meeting,PA,US,2017-10-24,more than a dozen,12,,12,,,general protestors,Protesting a propsed liquor license transfer,0,protest,0,0,0,0,1,1,http://www.wfmz.com/news/lehigh-valley/palmer-residents-protest-sheetz-liquor-license-transfer/644856937,,,,,,,
Pittsfield,Outside Berkshire Medical Center,MA,US,2017-10-24,dozens,24,,24,,,Nurses,Protesting lack of patient safety,0,protest,0,0,0,0,1,1,http://news10.com/2017/10/24/berkshire-medical-nurses-protest-for-patient-safety-hospital-accountability/,,,,,,,
Portsmouth,County couthouse,OH,US,2017-10-24,dozens,24,,24,,,general protestors,Rally for change in the county; vigil for missing woman,0,rally,0,0,0,0,1,1,http://www.portsmouth-dailytimes.com/news/20629/stand-for-change-rally-in-portsmouth,,,,,,,
Salisbury Township,Cedar Crest Blvd.,PA,US,2017-10-24,,,,,,,general protestors,Rallying for new contracts,0,rally,0,0,0,0,1,1,http://www.mcall.com/business/mc-pictures-union-rally-against-hcr-manorcare-20171024-photogallery.html,,,,,,,
San Francisco,City Hall,CA,US,2017-10-24,,,,,,,general protestors,Calling for Trump's impeachment,1,rally,0,0,0,0,1,1,http://abc7news.com/politics/rally-in-san-francisco-calls-for-pres-trumps-impeachment/2562637/,,,,,,,
Seattle,Jackson Federal Building,WA,US,2017-10-24,,,,,,,Indivisble Seattle,Rally to resist Trump,1,rally,0,0,0,0,1,1,https://www.seattleindivisible.com/events-calendar/2017/10/24/resist-trump-tuesday-rally-healthcare,,,,,,,
Spokane,Spokane County Courthouse,WA,US,2017-10-24,,,,,,,Black Lives Matter,Protesting hearing for man charged with hate crime,0,protest,0,0,0,0,1,1,http://www.spokesman.com/stories/2017/oct/24/black-lives-matter-protest-unfolds-after-white-sup/,,,,,,,
Vista,1800 Thibodo Rd,CA,US,2017-10-24,,,,,,,general protesters,"against President Trump, against U.S. Representative Darryl Issa",1,demonstration,,,,,1,1,https://www.latimes.com/politics/la-pol-ca-issa-protest-20180425-htmlstory.html,,,,,,,
Vista,1800 Thibodo Rd.,CA,US,2017-10-24,,,,,,,general protesters,for President Trump,2,counter-protest,,,,,0,1,https://www.latimes.com/politics/la-pol-ca-issa-protest-20180425-htmlstory.html,,,,,,,
Washington,Capitol,DC,US,2017-10-24,NA,1,,1,,,Ryan T. Clayton,Protesting Trump,1,protest,1,0,0,0,1,1,http://www.sfgate.com/news/crime/article/Man-who-got-within-a-few-yards-of-Trump-arrested-12303148.php,,,,,,,
Asheville,Pack Square Park,NC,US,2017-10-25,several,,,,,,general protestors,Rallying for rights of indigenous people,0,rally,0,0,0,0,1,1,http://wlos.com/news/local/people-in-asheville-rally-to-support-the-rights-of-indigenous-people,,,,,,,
Bloomington,Indiana University Campus,IN,US,2017-10-25,From photo: dozens,24,,24,,,College Democrats,Rally for reproductive rights,0,rally,0,0,0,0,1,1,http://www.idsnews.com/article/2017/10/college-democrats-at-iu-gather-for-reproductive-rights-rally-wednesday-night,,,,,,,
Chicago,Outside Chicago Public Schools HQ,IL,US,2017-10-25,,,,,,,general protestors,Protesting lack of special needs services in public schools,0,protest,0,0,0,0,1,1,https://chicago.suntimes.com/chicago-politics/parents-protest-cps-special-education-policies-before-board-meeting/,,,,,,,
Corpus Christi,Outside Driscoll Children's Hospital,TX,US,2017-10-25,,,,,,,Corpus Christi Immigration Coalition,Protesting ICE who took 10-year-old from hospital,1,protest,0,0,0,0,1,1,http://www.kristv.com/story/36684864/protest-outside-driscoll-childrens-hospital,,,,,,,
Corvallis,Benton County Fairgrounds,OR,US,2017-10-25,about 60,60,,60,,,general protestors,Protesting Jordan World Circus,0,protest,0,0,0,0,1,1,http://www.gazettetimes.com/news/local/come-one-come-all-circus-draws-protesters-as-well-as/article_64dbb6d4-cdf7-5f02-944a-221d7968cf67.html,,,,,,,
Dallas,Ross Avenue,TX,US,2017-10-25,hundreds,200,,200,,,general protestors,Protesting Trump appearance,1,protest,0,0,0,0,1,1,https://www.dallasnews.com/news/politics/2017/10/25/combativetrump-arrives-dallas-cash-brief-respite-dcs-bile,https://www.dallasnews.com/news/donald-trump-1/2017/10/25/meet-protester-loudest-voice-dallas-anti-trump-rally,,,,,,
Harrisburg,,PA,US,2017-10-25,a large crowd,,,,,,general protestors,Protesting life without parole sentences,0,protest,0,0,0,0,1,1,http://www.readingeagle.com/news/article/people-rally-in-harrisburg-against-life-without-parole,,,,,,,
Idaho Falls,Snake River Landing,ID,US,2017-10-25,more than 550,550,,550,,,Ahlquist gubernatorial campaign,Campaign rally ,0,rally,0,0,0,0,1,1,https://www.idahostatejournal.com/news/local/mitt-romney-endorses-tommy-ahlquist-for-idaho-governor-hundreds-turn/article_aa7e4428-cec4-5787-8585-513404257e43.html,,,,,,,
Los Angeles,City Hall,CA,US,2017-10-25,,,,,,,general protestors,Protesting hygiene conditions on skid row,0,protest,0,0,0,0,0,1,http://www.latimes.com/local/lanow/la-me-ln-bathroom-protest-20171024-story.html,,,,,,,
Los Angeles,Hall of Justice,CA,US,2017-10-25,dozens,24,,24,,,Black Lives Matter LA,"against police brutality, for police accountability, Black Lives Matter",1,protest,0,0,0,0,0,1,https://lasentinel.net/after-district-attorney-fails-to-schedule-promised-community-meeting-black-lives-matter-los-angeles-starts-weekly-protest.html,https://medium.com/in-justice-today/civil-rights-group-vows-weekly-protests-of-los-angeles-district-attorney-adc23897058,,start of what became a weekly event until DA Jackie Lacey lost bid for re-election in Nov 2020,,,,
Los Angeles,UCLA Medical Center,CA,US,2017-10-25,about 30,30,,30,,,Student Labor Advocacy Project of UCLA,Rallying in support of valet workers on strike,0,rally,0,0,0,0,1,1,http://dailybruin.com/2017/10/25/student-groups-mobilize-protest-in-support-of-hospital-valet-workers/,,,,,,,
Minneapolis,University of Minnesota ,MN,US,2017-10-25,200; 250 ,200,,250,,,students,Protesting Lauren Southern,1,protest ,1,0,0,0,1,1,https://www.seattletimes.com/nation-world/conservative-speaker-draws-rowdy-protest-at-university/,,,,,,,
Mishawaka,Outside Congressman Walorski's office,IN,US,2017-10-25,,,,,,,general protestors,Rallying for DACA,1,rally,0,0,0,0,1,1,http://wsbt.com/news/local/rally-to-defend-daca-held-in-mishawaka,,,,,,,
Moorhead,Outside Planned Parenthood,MN,US,2017-10-25,about 200 ,200,,200,,,general protestors,"Protesting abortion, planned parenthood",0,protest,0,0,0,0,1,1,http://www.westfargopioneer.com/news/4349282-martin-luther-kings-niece-decries-abortion-rally-outside-moorhead-planned-parenthood,,,,,,,
